sample,real,imag,amplitude,amplitude_norm,excess_path_m,reflector_off_m
701,-227,90,244.19,0.26658,-15.168824368,NaN
702,-86,-89,123.76,0.13511,-14.868544368,NaN
703,331,-202,387.77,0.42333,-14.568264368,NaN
704,338,50,341.68,0.37301,-14.267984368,NaN
705,177,177,250.32,0.27327,-13.967704368,NaN
706,378,75,385.37,0.42071,-13.667424368,NaN
707,91,474,482.66,0.52692,-13.367144368,NaN
708,-184,608,635.23,0.69348,-13.066864368,NaN
709,246,142,284.04,0.31009,-12.766584368,NaN
710,396,-271,479.85,0.52385,-12.466304368,NaN
711,551,-240,601,0.65611,-12.166024368,NaN
712,421,144,444.95,0.48575,-11.865744368,NaN
713,-82,482,488.93,0.53376,-11.565464368,NaN
714,-3,331,331.01,0.36137,-11.265184368,NaN
715,83,-22,85.87,0.09374,-10.964904368,NaN
716,47,-248,252.41,0.27556,-10.664624368,NaN
717,431,-93,440.92,0.48135,-10.364344368,NaN
718,533,108,543.83,0.5937,-10.064064368,NaN
719,351,168,389.13,0.42482,-9.76378436799999,NaN
720,304,291,420.83,0.45942,-9.46350436799998,NaN
721,507,344,612.69,0.66887,-9.16322436799998,NaN
722,583,385,698.65,0.76272,-8.86294436799998,NaN
723,672,333,749.98,0.81876,-8.56266436799998,NaN
724,517,125,531.9,0.58067,-8.26238436799999,NaN
725,168,-338,377.45,0.41206,-7.96210436799998,NaN
726,72,-398,404.46,0.44155,-7.66182436799998,NaN
727,18,141,142.14,0.15518,-7.36154436799998,NaN
728,162,533,557.08,0.60816,-7.06126436799998,NaN
729,353,88,363.8,0.39717,-6.76098436799998,NaN
730,15,-135,135.83,0.14829,-6.46070436799998,NaN
731,-232,86,247.43,0.27012,-6.16042436799999,NaN
732,173,25,174.8,0.19083,-5.86014436799998,NaN
733,331,8,331.1,0.36146,-5.55986436799998,NaN
734,306,119,328.32,0.35843,-5.25958436799998,NaN
735,181,175,251.77,0.27485,-4.95930436799998,NaN
736,185,7,185.13,0.20211,-4.65902436799998,NaN
737,277,-106,296.59,0.32379,-4.35874436799998,NaN
738,227,-31,229.11,0.25012,-4.05846436799999,NaN
739,184,-112,215.41,0.23516,-3.75818436799998,NaN
740,231,-134,267.05,0.29154,-3.45790436799998,NaN
741,213,33,215.54,0.23531,-3.15762436799998,NaN
742,205,106,230.78,0.25195,-2.85734436799998,NaN
