sample,real,imag,amplitude,amplitude_norm,excess_path_m,reflector_off_m
700,-448,-173,480.24,0.56433,-15.2204425,NaN
701,-386,-213,440.87,0.51806,-14.9201625,NaN
702,50,80,94.34,0.11086,-14.6198825,NaN
703,348,643,731.13,0.85914,-14.3196025,NaN
704,335,839,903.41,1.06158,-14.0193225,NaN
705,499,496,703.57,0.82676,-13.7190425,NaN
706,568,-22,568.43,0.66795,-13.4187625,NaN
707,435,-28,435.9,0.51222,-13.1184825,NaN
708,340,94,352.75,0.41452,-12.8182025,NaN
709,200,79,215.04,0.25269,-12.5179225,NaN
710,143,-71,159.66,0.18761,-12.2176425,NaN
711,361,-161,395.27,0.46448,-11.9173625,NaN
712,471,132,489.15,0.57479,-11.6170825,NaN
713,352,364,506.36,0.59502,-11.3168025,NaN
714,354,262,440.41,0.51752,-11.0165225,NaN
715,316,141,346.03,0.40662,-10.7162425,NaN
716,300,124,324.62,0.38145,-10.4159625,NaN
717,367,141,393.15,0.46199,-10.1156825,NaN
718,314,69,321.49,0.37778,-9.8154025,NaN
719,175,147,228.55,0.26856,-9.5151225,NaN
720,339,258,426.01,0.5006,-9.2148425,NaN
721,374,389,539.63,0.63411,-8.9145625,NaN
722,368,428,564.45,0.66328,-8.6142825,NaN
723,200,482,521.85,0.61322,-8.3140025,NaN
724,86,-61,105.44,0.1239,-8.0137225,NaN
725,414,-178,450.64,0.52955,-7.7134425,NaN
726,392,-10,392.13,0.46078,-7.4131625,NaN
727,70,58,90.91,0.10682,-7.1128825,NaN
728,88,-160,182.6,0.21458,-6.8126025,NaN
729,230,-221,318.97,0.37482,-6.5123225,NaN
730,324,145,354.97,0.41712,-6.2120425,NaN
731,383,117,400.47,0.47059,-5.9117625,NaN
732,280,214,352.41,0.41412,-5.6114825,NaN
733,243,312,395.47,0.46471,-5.3112025,NaN
734,87,57,104.01,0.12222,-5.0109225,NaN
735,103,-256,275.94,0.32426,-4.7106425,NaN
736,83,-376,385.05,0.45247,-4.4103625,NaN
737,-25,-294,295.06,0.34672,-4.1100825,NaN
738,49,-26,55.47,0.06518,-3.8098025,NaN
739,197,79,212.25,0.24941,-3.5095225,NaN
740,208,123,241.65,0.28396,-3.2092425,NaN
741,203,107,229.47,0.26965,-2.9089625,NaN
742,142,132,193.88,0.22782,-2.6086825,NaN
743,17,170,170.85,0.20076,-2.3084025,NaN
744,-23,81,84.2,0.09894,-2.0081225,NaN
745,-2,-92,92.02,0.10813,-1.7078425,NaN
746,-38,-84,92.2,0.10834,-1.4075625,NaN
747,27,8,28.16,0.03309,-1.1072825,NaN
748,51,40,64.82,0.07616,-0.8070025,NaN
749,-15,83,84.34,0.09911,-0.5067225,NaN
750,-1208,1611,2013.6,2.36616,-0.2064425,NaN
751,-8541,8772,12243.23,14.38687,0.0938375,0.0830255629403529
752,-13309,9312,16243.24,19.08724,0.3941175,0.241946328658987
753,-15429,5594,16411.79,19.2853,0.6943975,0.394039143996586
754,-16407,1324,16460.33,19.34234,0.9946775,0.545050187828206
755,-14986,-4078,15530.95,18.25023,1.2949575,0.695684272282738
756,5711,-3226,6559.16,7.70759,1.5952375,0.846142745257301
757,13550,6862,15188.47,17.84779,1.8955175,0.996505154628697
758,1303,8232,8334.48,9.79375,2.1957975,1.14680928678293
759,-7539,-1194,7632.96,8.96941,2.4960775,1.29707540123987
760,3015,-5895,6621.27,7.78058,2.7963575,1.44731533949985
761,10541,-2800,10906.54,12.81615,3.0966375,1.59753648678256
762,3442,468,3473.67,4.08187,3.3969175,1.74774368843133
763,-809,560,983.91,1.15618,3.6971975,1.89794025551427
764,-2243,2122,3087.71,3.62833,3.9974775,2.04812852764458
765,-1788,3694,4103.97,4.82253,4.2977575,2.19831020495324
766,1522,1647,2242.56,2.63521,4.5980375,2.34848655262311
767,9587,-2504,9908.61,11.64349,4.8983175,2.49865853163284
768,12651,-5197,13676.86,16.07152,5.1985975,2.64882688500996
769,8459,-6006,10374.33,12.19075,5.4988775,2.79899219630951
770,3120,-4744,5678.02,6.67218,5.7991575,2.9491549302218
771,2132,-1829,2809.03,3.30086,6.0994375,3.09931546137233
772,2238,82,2239.5,2.63161,6.3997175,3.24947409513471
773,917,-144,928.24,1.09076,6.6999975,3.39963108292673
774,102,-1914,1916.72,2.25231,7.0002775,3.54978663362343
775,978,-3423,3559.97,4.18328,7.3005575,3.69994092219073
776,4020,-3001,5016.61,5.89496,7.6008375,3.85009409629837
777,6809,-2164,7144.6,8.39554,7.9011175,4.00024628144338
778,4897,-707,4947.77,5.81407,8.2013975,4.15039758496118
779,1977,189,1986.01,2.33374,8.5016775,4.30054809919638
780,1912,100,1914.61,2.24984,8.8019575,4.45069790403163
781,2728,-503,2773.99,3.25968,9.1022375,4.60084706892128
782,1632,-777,1807.53,2.124,9.4025175,4.75099565453933
783,362,-500,617.29,0.72537,9.7027975,4.90114371412444
784,132,-172,216.81,0.25477,10.0030775,5.05129129458513
785,368,-211,424.2,0.49847,10.3033575,5.2014384374134
786,557,-111,567.95,0.66739,10.6036375,5.35158517944464
787,724,192,749.03,0.88017,10.9039175,5.5017315534931
788,1210,110,1214.99,1.42772,11.2041975,5.65187758888598
789,1188,-427,1262.41,1.48344,11.5044775,5.8020233119147
790,1734,-588,1830.98,2.15157,11.8047575,5.95216874621777
791,2071,-1250,2419,2.84253,12.1050375,6.10231391310719
792,2251,-1900,2945.68,3.46143,12.4053175,6.2524588318478
793,2549,-1023,2746.62,3.22752,12.7055975,6.40260351989732
794,2184,148,2189.01,2.57228,13.0058775,6.55274799311339
795,1612,226,1627.77,1.91277,13.3061575,6.70289226593279
796,1940,168,1947.26,2.2882,13.6064375,6.85303635152708
797,1481,337,1518.86,1.78479,13.9067175,7.00318026193825
798,1210,128,1216.75,1.42979,14.2069975,7.15332400819728
799,1409,-993,1723.75,2.02556,14.5072775,7.303467600428
800,849,-1513,1734.93,2.03869,14.8075575,7.45361104793855
801,1334,-1258,1833.61,2.15465,15.1078375,7.60375435930183
