sample,real,imag,amplitude,amplitude_norm,excess_path_m,reflector_off_m
696,-204,391,441.02,0.51521,-15.225126868,NaN
697,-311,62,317.12,0.37047,-14.924846868,NaN
698,-312,-195,367.93,0.42982,-14.624566868,NaN
699,-159,-71,174.13,0.20343,-14.324286868,NaN
700,286,-47,289.84,0.33859,-14.024006868,NaN
701,408,45,410.47,0.47953,-13.723726868,NaN
702,66,-159,172.15,0.20111,-13.423446868,NaN
703,-107,245,267.35,0.31232,-13.123166868,NaN
704,-138,479,498.48,0.58234,-12.822886868,NaN
705,-38,93,100.46,0.11736,-12.522606868,NaN
706,93,-277,292.2,0.34135,-12.222326868,NaN
707,371,-227,434.94,0.5081,-11.922046868,NaN
708,324,-207,384.48,0.44916,-11.621766868,NaN
709,167,-189,252.21,0.29464,-11.321486868,NaN
710,51,-58,77.23,0.09023,-11.021206868,NaN
711,-38,113,119.22,0.13927,-10.720926868,NaN
712,-26,166,168.02,0.19629,-10.420646868,NaN
713,-12,22,25.06,0.02928,-10.120366868,NaN
714,45,-137,144.2,0.16846,-9.82008686799998,NaN
715,324,43,326.84,0.38182,-9.51980686799998,NaN
716,449,-158,475.99,0.55606,-9.21952686799998,NaN
717,486,-255,548.84,0.64116,-8.91924686799998,NaN
718,529,-340,628.84,0.73463,-8.61896686799999,NaN
719,501,-257,563.07,0.65779,-8.31868686799998,NaN
720,-43,72,83.86,0.09797,-8.01840686799999,NaN
721,-210,127,245.42,0.2867,-7.71812686799998,NaN
722,154,-17,154.94,0.181,-7.41784686799998,NaN
723,347,-33,348.57,0.4072,-7.11756686799998,NaN
724,-31,-239,241,0.28154,-6.81728686799998,NaN
725,-167,59,177.12,0.20691,-6.51700686799998,NaN
726,-107,49,117.69,0.13748,-6.21672686799998,NaN
727,121,46,129.45,0.15123,-5.91644686799998,NaN
728,243,-31,244.97,0.28618,-5.61616686799998,NaN
729,273,150,311.49,0.3639,-5.31588686799998,NaN
730,282,181,335.09,0.39146,-5.01560686799998,NaN
731,110,-69,129.85,0.15169,-4.71532686799998,NaN
732,56,-138,148.93,0.17398,-4.41504686799999,NaN
733,-36,-26,44.41,0.05188,-4.11476686799998,NaN
734,138,28,140.81,0.1645,-3.81448686799998,NaN
735,176,-77,192.11,0.22442,-3.51420686799998,NaN
736,178,-111,209.77,0.24506,-3.21392686799998,NaN
737,144,-27,146.51,0.17116,-2.91364686799998,NaN
738,72,199,211.62,0.24723,-2.61336686799998,NaN
739,-23,226,227.17,0.26538,-2.31308686799998,NaN
740,-15,114,114.98,0.13433,-2.01280686799998,NaN
741,48,-31,57.14,0.06675,-1.71252686799998,NaN
742,66,12,67.08,0.07837,-1.41224686799998,NaN
743,87,6,87.21,0.10188,-1.11196686799998,NaN
744,97,39,104.55,0.12213,-0.811686867999985,NaN
745,69,65,94.79,0.11074,-0.511406867999985,NaN
746,-15,1839,1839.06,2.14844,-0.211126867999985,NaN
747,-33,11606,11606.05,13.55847,0.0891531320000152,0.0802790560255525
748,1490,16414,16481.49,19.25408,0.389433132000015,0.239554164386337
749,3512,16380,16752.27,19.57041,0.689713132000015,0.391678066418479
750,5343,15872,16747.18,19.56446,0.989993132000015,0.542698126910164
751,6200,13413,14776.62,17.26241,1.29027313200002,0.693336026317891
752,-2604,-6918,7391.86,8.63535,1.59055313200002,0.843796464219165
753,-6451,-11727,13384.24,15.6358,1.89083313200002,0.994160017234272
754,2437,176,2443.35,2.85438,2.19111313200002,1.14446487316376
755,7952,5111,9452.86,11.04306,2.49139313200002,1.29473147453216
756,-58,-4927,4927.34,5.75624,2.79167313200002,1.44497175598096
757,-5615,-13438,14563.93,17.01394,3.09195313200002,1.59519315420459
758,-3277,-10373,10878.32,12.70832,3.39223313200001,1.74540054487778
759,668,-1337,1494.59,1.74601,3.69251313200002,1.89559725788421
760,883,2467,2620.26,3.06105,3.99279313200002,2.04578564501187
761,-2717,5325,5978.1,6.98376,4.29307313200002,2.19596741455221
762,-5957,6056,8494.76,9.92379,4.59335313200001,2.34614383732404
763,-3081,868,3200.94,3.73941,4.89363313200001,2.49631587829987
764,408,-5316,5331.63,6.22854,5.19391313200001,2.64648428340139
765,81,-6601,6601.5,7.71203,5.49419313200002,2.79664963832244
