sample,real,imag,amplitude,amplitude_norm,excess_path_m,reflector_off_m
695,-162,262,308.04,0.36541,-15.2204425,NaN
696,-415,270,495.1,0.58731,-14.9201625,NaN
697,-439,281,521.23,0.61831,-14.6198825,NaN
698,108,77,132.64,0.15734,-14.3196025,NaN
699,590,-116,601.3,0.71328,-14.0193225,NaN
700,262,-163,308.57,0.36603,-13.7190425,NaN
701,-195,100,219.15,0.25996,-13.4187625,NaN
702,-1,372,372,0.44128,-13.1184825,NaN
703,269,354,444.61,0.52741,-12.8182025,NaN
704,-15,54,56.04,0.06648,-12.5179225,NaN
705,-278,-198,341.3,0.40487,-12.2176425,NaN
706,-251,-216,331.14,0.39282,-11.9173625,NaN
707,-148,-108,183.22,0.21734,-11.6170825,NaN
708,119,-49,128.69,0.15266,-11.3168025,NaN
709,243,96,261.28,0.30994,-11.0165225,NaN
710,123,194,229.71,0.27249,-10.7162425,NaN
711,-15,101,102.11,0.12112,-10.4159625,NaN
712,-221,-81,235.38,0.27921,-10.1156825,NaN
713,-110,-28,113.51,0.13465,-9.8154025,NaN
714,-22,-72,75.29,0.08931,-9.5151225,NaN
715,-113,-337,355.44,0.42164,-9.2148425,NaN
716,-138,-420,442.09,0.52443,-8.9145625,NaN
717,-171,-369,406.7,0.48244,-8.6142825,NaN
718,-217,-225,312.59,0.37081,-8.3140025,NaN
719,-99,133,165.8,0.19668,-8.0137225,NaN
720,145,424,448.11,0.53156,-7.7134425,NaN
721,159,194,250.83,0.29755,-7.4131625,NaN
722,330,-187,379.3,0.44994,-7.1128825,NaN
723,-179,-105,207.52,0.24617,-6.8126025,NaN
724,-61,241,248.6,0.2949,-6.5123225,NaN
725,67,238,247.25,0.2933,-6.2120425,NaN
726,200,51,206.4,0.24484,-5.9117625,NaN
727,116,-24,118.46,0.14052,-5.6114825,NaN
728,243,31,244.97,0.29059,-5.3112025,NaN
729,110,-4,110.07,0.13057,-5.0109225,NaN
730,-177,-6,177.1,0.21009,-4.7106425,NaN
731,-272,71,281.11,0.33347,-4.4103625,NaN
732,-92,173,195.94,0.23243,-4.1100825,NaN
733,28,147,149.64,0.17751,-3.8098025,NaN
734,42,31,52.2,0.06192,-3.5095225,NaN
735,-5,-95,95.13,0.11285,-3.2092425,NaN
736,6,-20,20.88,0.02477,-2.9089625,NaN
737,124,169,209.61,0.24865,-2.6086825,NaN
738,97,193,216,0.25623,-2.3084025,NaN
739,90,212,230.31,0.27321,-2.0081225,NaN
740,-47,129,137.3,0.16287,-1.7078425,NaN
741,-64,-1,64.01,0.07593,-1.4075625,NaN
742,19,-16,24.84,0.02947,-1.1072825,NaN
743,25,41,48.02,0.05696,-0.8070025,NaN
744,191,109,219.91,0.26087,-0.5067225,NaN
745,1883,1188,2226.44,2.64109,-0.2064425,NaN
746,10431,5515,11799.19,13.99667,0.0938375,0.0830255629403529
747,15392,5120,16221.22,19.24226,0.3941175,0.241946328658987
748,16410,1314,16462.52,19.5285,0.6943975,0.394039143996586
749,16184,-2905,16442.65,19.50493,0.9946775,0.545050187828206
750,12935,-8774,15630.01,18.54094,1.2949575,0.695684272282738
751,-4270,-9352,10280.7,12.19537,1.5952375,0.846142745257301
752,-11390,5379,12596.26,14.94218,1.8955175,0.996505154628697
753,-185,4941,4944.46,5.86532,2.1957975,1.14680928678293
754,4930,-2435,5498.56,6.52261,2.4960775,1.29707540123987
755,-3388,-2982,4513.41,5.35399,2.7963575,1.44731533949985
756,-12884,2896,13205.46,15.66484,3.0966375,1.59753648678256
757,-11427,5332,12609.78,14.95822,3.3969175,1.74774368843133
758,-4374,2708,5144.43,6.10252,3.6971975,1.89794025551427
759,-727,2419,2525.88,2.9963,3.9974775,2.04812852764458
760,-743,7561,7597.42,9.01236,4.2977575,2.19831020495324
761,-723,7456,7490.97,8.88609,4.5980375,2.34848655262311
762,-953,-1796,2033.18,2.41184,4.8983175,2.49865853163284
763,-2692,-9397,9774.99,11.59548,5.1985975,2.64882688500996
764,-3702,-5274,6443.59,7.64364,5.4988775,2.79899219630951
765,-1462,1684,2230.09,2.64542,5.7991575,2.9491549302218
766,1975,3267,3817.58,4.52856,6.0994375,3.09931546137233
767,2221,1357,2602.75,3.08748,6.3997175,3.24947409513471
768,-1092,551,1223.14,1.45093,6.6999975,3.39963108292673
769,-5363,1525,5575.61,6.61401,7.0002775,3.54978663362343
770,-5590,811,5648.52,6.7005,7.3005575,3.69994092219073
771,-2458,-1287,2774.55,3.29128,7.6008375,3.85009409629837
772,-571,-1916,1999.27,2.37162,7.9011175,4.00024628144338
773,709,-180,731.49,0.86773,8.2013975,4.15039758496118
774,1362,1270,1862.24,2.20906,8.5016775,4.30054809919638
775,-56,549,551.85,0.65462,8.8019575,4.45069790403163
776,-2447,-374,2475.42,2.93644,9.1022375,4.60084706892128
777,-3443,445,3471.64,4.1182,9.4025175,4.75099565453933
778,-1985,1570,2530.83,3.00218,9.7027975,4.90114371412444
779,-842,778,1146.41,1.35991,10.0030775,5.05129129458513
780,-846,-41,846.99,1.00474,10.3033575,5.2014384374134
781,-755,-360,836.44,0.99221,10.6036375,5.35158517944464
782,-564,-334,655.48,0.77755,10.9039175,5.5017315534931
783,-642,282,701.2,0.8318,11.2041975,5.65187758888598
784,-305,405,507,0.60142,11.5044775,5.8020233119147
785,-461,-323,562.89,0.66773,11.8047575,5.95216874621777
786,-1017,-1081,1484.2,1.76062,12.1050375,6.10231391310719
787,-1981,-1057,2245.35,2.66353,12.4053175,6.2524588318478
788,-1503,-534,1595.04,1.8921,12.7055975,6.40260351989732
789,-970,-337,1026.87,1.21812,13.0058775,6.55274799311339
790,-704,-242,744.43,0.88308,13.3061575,6.70289226593279
791,-326,-446,552.44,0.65533,13.6064375,6.85303635152708
792,-638,-605,879.24,1.04299,13.9067175,7.00318026193825
793,-1244,-478,1332.67,1.58087,14.2069975,7.15332400819728
794,-1910,-310,1934.99,2.29537,14.5072775,7.303467600428
795,-2819,315,2836.54,3.36482,14.8075575,7.45361104793855
796,-2312,369,2341.26,2.7773,15.1078375,7.60375435930183
797,-1485,72,1486.74,1.76364,15.4081175,7.75389754242675
798,-1374,-872,1627.35,1.93042,15.7083975,7.90404060462126
