sample,real,imag,amplitude,amplitude_norm,excess_path_m,reflector_off_m
697,-244,-87,259.05,0.29707,-15.253293132,NaN
698,-386,-273,472.78,0.54218,-14.953013132,NaN
699,-438,-211,486.17,0.55754,-14.652733132,NaN
700,98,-12,98.73,0.11322,-14.352453132,NaN
701,662,183,686.83,0.78765,-14.052173132,NaN
702,787,102,793.58,0.91007,-13.751893132,NaN
703,583,-151,602.24,0.69064,-13.451613132,NaN
704,541,133,557.11,0.63889,-13.151333132,NaN
705,465,461,654.79,0.7509,-12.851053132,NaN
706,148,178,231.49,0.26547,-12.550773132,NaN
707,-49,-41,63.89,0.07327,-12.250493132,NaN
708,72,-74,103.25,0.1184,-11.950213132,NaN
709,297,55,302.05,0.34639,-11.649933132,NaN
710,475,215,521.39,0.59793,-11.349653132,NaN
711,299,272,404.21,0.46354,-11.049373132,NaN
712,27,157,159.3,0.18269,-10.749093132,NaN
713,68,23,71.78,0.08232,-10.448813132,NaN
714,183,-46,188.69,0.21639,-10.148533132,NaN
715,161,16,161.79,0.18554,-9.84825313200001,NaN
716,258,141,294.02,0.33717,-9.54797313200002,NaN
717,469,59,472.7,0.54208,-9.24769313200001,NaN
718,478,201,518.54,0.59466,-8.94741313200002,NaN
719,304,378,485.08,0.55628,-8.64713313200001,NaN
720,37,500,501.37,0.57496,-8.34685313200002,NaN
721,-201,418,463.82,0.5319,-8.04657313200001,NaN
722,-53,76,92.66,0.10626,-7.74629313200002,NaN
723,179,-184,256.7,0.29439,-7.44601313200002,NaN
724,128,-42,134.71,0.15449,-7.14573313200002,NaN
725,-145,-99,175.57,0.20135,-6.84545313200002,NaN
726,20,-39,43.83,0.05026,-6.54517313200001,NaN
727,269,52,273.98,0.3142,-6.24489313200001,NaN
728,191,138,235.64,0.27023,-5.94461313200001,NaN
729,178,204,270.74,0.31048,-5.64433313200001,NaN
730,410,187,450.63,0.51678,-5.34405313200002,NaN
731,334,206,392.42,0.45002,-5.04377313200002,NaN
732,4,111,111.07,0.12738,-4.74349313200002,NaN
733,-335,-79,344.19,0.39471,-4.44321313200002,NaN
734,-302,-190,356.8,0.40917,-4.14293313200001,NaN
735,-116,-109,159.18,0.18254,-3.84265313200002,NaN
736,10,-121,121.41,0.13923,-3.54237313200001,NaN
737,86,-66,108.41,0.12432,-3.24209313200002,NaN
738,111,82,138,0.15826,-2.94181313200002,NaN
739,77,98,124.63,0.14293,-2.64153313200002,NaN
740,52,115,126.21,0.14474,-2.34125313200001,NaN
741,-62,53,81.57,0.09354,-2.04097313200002,NaN
742,-129,16,129.99,0.14907,-1.74069313200002,NaN
743,-104,-11,104.58,0.11993,-1.44041313200002,NaN
