sample,real,imag,amplitude,amplitude_norm,excess_path_m,reflector_off_m
703,392,559,682.75,0.79297,-15.028083132,NaN
704,390,581,699.76,0.81273,-14.727803132,NaN
705,123,86,150.08,0.17431,-14.427523132,NaN
706,-223,-415,471.12,0.54718,-14.127243132,NaN
707,-256,-237,348.86,0.40518,-13.826963132,NaN
708,87,331,342.24,0.39749,-13.526683132,NaN
709,208,11,208.29,0.24192,-13.226403132,NaN
710,200,-319,376.51,0.4373,-12.926123132,NaN
711,173,-82,191.45,0.22236,-12.625843132,NaN
712,178,381,420.53,0.48842,-12.325563132,NaN
713,-4,487,487.02,0.56564,-12.025283132,NaN
714,-79,367,375.41,0.43601,-11.725003132,NaN
715,-121,151,193.5,0.22474,-11.424723132,NaN
716,33,32,45.97,0.05339,-11.124443132,NaN
717,232,10,232.22,0.2697,-10.824163132,NaN
718,132,100,165.6,0.19234,-10.523883132,NaN
719,10,341,341.15,0.39622,-10.223603132,NaN
720,31,476,477.01,0.55402,-9.92332313200001,NaN
721,184,276,331.71,0.38526,-9.62304313200002,NaN
722,-205,353,408.21,0.47411,-9.32276313200001,NaN
723,-368,329,493.62,0.57332,-9.02248313200002,NaN
724,-385,405,558.79,0.64901,-8.72220313200001,NaN
725,-250,446,511.29,0.59383,-8.42192313200001,NaN
726,76,269,279.53,0.32466,-8.12164313200002,NaN
727,423,-54,426.43,0.49528,-7.82136313200002,NaN
728,185,-87,204.44,0.23744,-7.52108313200002,NaN
729,30,299,300.5,0.34901,-7.22080313200001,NaN
730,12,474,474.15,0.5507,-6.92052313200001,NaN
731,190,304,358.49,0.41637,-6.62024313200001,NaN
732,161,95,186.94,0.21712,-6.31996313200001,NaN
733,-28,-18,33.29,0.03866,-6.01968313200002,NaN
734,-5,15,15.81,0.01836,-5.71940313200002,NaN
735,-40,-75,85,0.09872,-5.41912313200002,NaN
736,-74,-105,128.46,0.14919,-5.11884313200002,NaN
737,1,181,181,0.21022,-4.81856313200001,NaN
738,164,391,424,0.49245,-4.51828313200001,NaN
