sample,real,imag,amplitude,amplitude_norm,excess_path_m,reflector_off_m
699,-122,293,317.38,0.34877,-15.262661868,NaN
700,-117,868,875.85,0.96247,-14.962381868,NaN
701,-169,1052,1065.49,1.17087,-14.662101868,NaN
702,-73,426,432.21,0.47496,-14.361821868,NaN
703,114,-493,506.01,0.55605,-14.061541868,NaN
704,207,-589,624.32,0.68606,-13.761261868,NaN
705,-24,-17,29.41,0.03232,-13.460981868,NaN
706,-51,166,173.66,0.19083,-13.160701868,NaN
707,62,-22,65.79,0.07229,-12.860421868,NaN
708,191,-6,191.09,0.20999,-12.560141868,NaN
709,70,141,157.42,0.17299,-12.259861868,NaN
710,-67,168,180.87,0.19876,-11.959581868,NaN
711,-68,91,113.6,0.12484,-11.659301868,NaN
712,87,-37,94.54,0.10389,-11.359021868,NaN
713,268,74,278.03,0.30553,-11.058741868,NaN
714,277,242,367.82,0.4042,-10.758461868,NaN
715,141,246,283.54,0.31159,-10.458181868,NaN
716,5,35,35.36,0.03885,-10.157901868,NaN
717,-48,-114,123.69,0.13593,-9.85762186799998,NaN
718,-105,-303,320.68,0.35239,-9.55734186799998,NaN
719,-194,-397,441.87,0.48557,-9.25706186799998,NaN
720,-204,-461,504.12,0.55398,-8.95678186799998,NaN
721,-180,-477,509.83,0.56026,-8.65650186799999,NaN
722,53,-146,155.32,0.17068,-8.35622186799998,NaN
723,167,278,324.3,0.35638,-8.05594186799999,NaN
724,135,137,192.34,0.21136,-7.75566186799998,NaN
725,245,-27,246.48,0.27086,-7.45538186799998,NaN
726,145,33,148.71,0.16342,-7.15510186799998,NaN
727,16,60,62.1,0.06824,-6.85482186799999,NaN
728,-74,4,74.11,0.08144,-6.55454186799998,NaN
729,26,-33,42.01,0.04617,-6.25426186799998,NaN
730,139,4,139.06,0.15281,-5.95398186799998,NaN
731,136,-10,136.37,0.14985,-5.65370186799998,NaN
732,137,-116,179.51,0.19727,-5.35342186799998,NaN
733,137,-244,279.83,0.30751,-5.05314186799998,NaN
734,124,-51,134.08,0.14734,-4.75286186799999,NaN
735,-42,296,298.96,0.32853,-4.45258186799999,NaN
736,-38,396,397.82,0.43716,-4.15230186799998,NaN
737,93,186,207.95,0.22852,-3.85202186799998,NaN
738,99,-14,99.99,0.10987,-3.55174186799998,NaN
739,23,-52,56.86,0.06248,-3.25146186799998,NaN
740,29,-15,32.65,0.03588,-2.95118186799998,NaN
741,51,74,89.87,0.09876,-2.65090186799998,NaN
742,73,103,126.25,0.13873,-2.35062186799998,NaN
743,61,87,106.25,0.11676,-2.05034186799998,NaN
744,105,124,162.48,0.17855,-1.75006186799998,NaN
745,78,121,143.96,0.1582,-1.44978186799998,NaN
746,94,78,122.15,0.13423,-1.14950186799998,NaN
747,74,49,88.75,0.09753,-0.849221867999985,NaN
748,51,47,69.35,0.07621,-0.548941867999985,NaN
749,1561,-265,1583.33,1.73993,-0.248661867999985,NaN
750,10124,-3073,10580.11,11.62649,0.0516181320000152,0.0569825805645331
751,16194,-5741,17181.52,18.88079,0.351898132000015,0.2203474084855
752,16410,-6529,17661.14,19.40785,0.652178132000015,0.37275056749086
753,15393,-7537,17139.16,18.83424,0.952458132000015,0.523848289014329
754,917,-5529,5604.53,6.15882,1.25273813200002,0.674518430765033
755,-14789,1124,14831.65,16.29852,1.55301813200002,0.824995294641251
756,-4557,-1261,4728.25,5.19588,1.85329813200002,0.975368339715149
757,6632,-3884,7685.63,8.44574,2.15357813200001,1.12567917243643
758,3784,-2822,4720.42,5.18727,2.45385813200002,1.27594977941753
759,-2811,-8,2811.01,3.08902,2.75413813200002,1.4261928758531
760,-4780,1976,5172.33,5.68388,3.05441813200001,1.57641632758374
761,-4519,3371,5637.82,6.19541,3.35469813200001,1.72662526212583
762,-3885,3863,5478.69,6.02053,3.65497813200002,1.87682316507165
763,565,3242,3290.86,3.61633,3.95525813200002,2.02701248868577
764,10860,4097,11607.11,12.75507,4.25553813200001,2.1771950084516
765,14827,4325,15444.92,16.97244,4.55581813200001,2.32737204150197
766,5408,3246,6307.38,6.93118,4.85609813200001,2.47754458557329
767,-9556,-1474,9669.01,10.62529,5.15637813200001,2.62771341029458
768,-10677,-3547,11250.76,12.36347,5.45665813200002,2.77787911885677
769,-3467,160,3470.69,3.81395,5.75693813200002,2.92804219069995
770,-649,2321,2410.03,2.64838,6.05721813200002,3.078203011703
771,-953,297,998.21,1.09693,6.35749813200002,3.22836189594598
772,-678,-977,1189.21,1.30682,6.65777813200001,3.37851910166783
773,28,565,565.69,0.62164,6.95805813200001,3.52867484314904
774,-409,2139,2177.75,2.39313,7.25833813200001,3.67882929968371
775,-1839,1136,2161.58,2.37536,7.55861813200001,3.82898262244031
776,-2786,-1057,2979.77,3.27448,7.85889813200002,3.97913493976874
777,-751,-2140,2267.95,2.49225,8.15917813200002,4.12928636134948
778,2325,-2025,3083.22,3.38815,8.45945813200001,4.27943698146909
779,2386,-956,2570.4,2.82461,8.75973813200001,4.42958688162946
780,-361,475,596.61,0.65562,9.06001813200002,4.5797361326437
781,-2808,1436,3153.88,3.4658,9.36029813200001,4.72988479633286
782,-2937,1407,3256.63,3.57871,9.66057813200002,4.88003292690933
783,-1129,790,1377.95,1.51423,9.96085813200001,5.03018057211247
784,-794,683,1047.34,1.15093,10.261138132,5.18032777414675
785,-1019,114,1025.36,1.12677,10.561418132,5.33047457046131
786,-1985,-714,2109.51,2.31814,10.861698132,5.48062099440138
787,-937,-723,1183.51,1.30056,11.161978132,5.63076707575545
788,-254,-50,258.87,0.28448,11.462258132,5.78091284121722
789,823,956,1261.45,1.38621,11.762538132,5.93105831477727
790,249,1139,1165.9,1.28121,12.062818132,6.08120351805686
791,-1541,587,1649.01,1.8121,12.363098132,6.23134847059331
792,-3429,-89,3430.15,3.7694,12.663378132,6.38149319008522
793,-3617,-709,3685.83,4.05037,12.963658132,6.53163769260379
794,-2144,-334,2169.86,2.38446,13.263938132,6.68178199277566
795,-613,474,774.88,0.85152,13.564218132,6.83192610394166
796,-566,956,1110.99,1.22086,13.864498132,6.98207003829509
797,-950,1001,1380.04,1.51652,14.164778132,7.13221380700246
798,-1985,1083,2261.22,2.48486,14.465058132,7.28235742030937
799,-1815,1740,2514.32,2.76299,14.765338132,7.43250088763354
800,-1045,1808,2088.27,2.29481,15.065618132,7.58264421764676
801,-543,868,1023.85,1.12511,15.365898132,7.73278741834731
802,-869,276,911.78,1.00195,15.666178132,7.88293049712408
803,-1540,-145,1546.81,1.69979,15.966458132,8.03307346081357
804,-1372,-260,1396.42,1.53453,16.266738132,8.18321631575054
805,-576,77,581.12,0.6386,16.567018132,8.33335906781319
806,-268,480,549.75,0.60412,16.867298132,8.4835017224636
807,-429,744,858.82,0.94376,17.167578132,8.63364428478388
808,-536,904,1050.96,1.1549,17.467858132,8.78378675950867
809,-431,1052,1136.87,1.2493,17.768138132,8.93392915105433
810,-397,851,939.05,1.03192,18.068418132,9.08407146354523
811,-458,485,667.07,0.73305,18.368698132,9.23421370083751
812,-587,342,679.36,0.74655,18.668978132,9.38435586654053
813,-872,682,1107.03,1.21651,18.969258132,9.53449796403629
814,-775,1253,1473.31,1.61902,19.269538132,9.68463999649707
815,100,1212,1216.12,1.33639,19.569818132,9.83478196690141
816,207,1104,1123.24,1.23433,19.870098132,9.98492387804873
817,96,970,974.74,1.07114,20.170378132,10.1350657325725
818,-846,404,937.51,1.03023,20.470658132,10.2852075329526
819,-766,-588,965.66,1.06117,20.770938132,10.4353492815259
820,-627,-105,635.73,0.69861,21.071218132,10.5854909804969
821,-260,566,622.86,0.68446,21.371498132,10.7356326319468
822,-545,456,710.61,0.78089,21.671778132,10.8857742378417
823,-841,26,841.4,0.92462,21.972058132,11.0359158000411
824,-970,-89,974.07,1.07041,22.272338132,11.1860573203044
825,-1066,-43,1066.87,1.17238,22.572618132,11.3361988002978
826,-1207,196,1222.81,1.34375,22.872898132,11.4863402416006
827,-869,447,977.23,1.07387,23.173178132,11.6364816457102
828,-773,1149,1384.82,1.52178,23.473458132,11.7866230140481
