sample,real,imag,amplitude,amplitude_norm
731,136,-115,178.1,0.2071
732,104,-97,142.21,0.16537
733,85,-62,105.21,0.12234
734,249,-79,261.23,0.30376
735,372,-51,375.48,0.4366
736,342,52,345.93,0.40224
737,132,182,224.83,0.26143
738,-21,308,308.72,0.35897
739,-10,205,205.24,0.23866
740,70,24,74,0.08605
741,134,16,134.95,0.15692
742,158,112,193.67,0.2252
743,277,26,278.22,0.32351
744,288,-8,288.11,0.33501
745,83,95,126.15,0.14669
746,-78,142,162.01,0.18839
747,-32,100,105,0.12209
748,62,84,104.4,0.1214
749,89,71,113.85,0.13238
750,2,109,109.02,0.12677
751,-354,1356,1401.45,1.62959
752,-2485,9434,9755.8,11.34395
753,-4540,13776,14504.82,16.86607
754,-6763,-1932,7033.55,8.17854
755,-3781,-15724,16172.2,18.80489
756,-2554,-16407,16604.6,19.30767
757,531,-11416,11428.34,13.28877
758,7773,9165,12017.35,13.97367
759,9904,6315,11746,13.65814
760,3754,-6676,7659.08,8.90591
761,-1825,-3777,4194.8,4.87768
762,-758,5450,5502.46,6.39821
763,2692,3336,4286.7,4.98453
764,6364,-3581,7302.33,8.49108
765,8262,-2221,8555.32,9.94805
766,9095,6831,11374.6,13.22628
767,7237,12422,14376.38,16.71672
768,1139,7321,7409.07,8.6152
769,-7666,-1915,7901.57,9.18787
770,-10701,-3985,11418.92,13.27781
771,-4544,-582,4581.12,5.32688
772,126,1005,1012.87,1.17775
773,992,1669,1941.55,2.25762
774,2895,4645,5473.3,6.36431
775,6061,8288,10267.75,11.93924
776,4240,6751,7972.05,9.26983
777,-844,1335,1579.42,1.83653
778,-3592,-1350,3837.31,4.46199
779,-1858,-1451,2357.45,2.74122
780,104,766,773.03,0.89887
781,-83,1537,1539.24,1.78981
782,-657,304,723.92,0.84177
783,-181,26,182.86,0.21263
784,550,1463,1562.97,1.8174
785,544,1536,1629.49,1.89475
786,-808,1923,2085.86,2.42541
787,-842,463,960.9,1.11733
788,-686,174,707.72,0.82293
789,-616,-152,634.48,0.73776
790,244,-406,473.68,0.55079
791,105,-34,110.37,0.12833
792,-746,553,928.61,1.07978
793,-1018,14,1018.1,1.18383
794,-562,-1048,1189.18,1.38277
795,19,-845,845.21,0.98281
796,534,-193,567.81,0.66024
797,394,40,396.03,0.46049
798,250,-63,257.82,0.29979
799,424,-138,445.89,0.51848
800,788,-97,793.95,0.9232
801,943,233,971.36,1.12949
802,461,361,585.53,0.68085
803,-41,326,328.57,0.38206
804,-256,149,296.2,0.34442
805,-113,131,173,0.20117
806,387,164,420.32,0.48874
807,824,6,824.02,0.95816
808,595,-73,599.46,0.69705
809,-82,77,112.49,0.1308
810,-438,428,612.4,0.71209
811,-34,681,681.85,0.79285
812,182,550,579.33,0.67364
813,63,323,329.09,0.38266
814,-219,66,228.73,0.26596
815,-256,-26,257.32,0.29921
816,-476,39,477.6,0.55534
817,-606,69,609.92,0.7092
818,149,-118,190.07,0.22101
819,873,-200,895.62,1.04141
820,974,-194,993.13,1.15481
821,955,175,970.9,1.12896
822,-292,849,897.81,1.04397
823,-284,758,809.46,0.94123
824,334,137,361.01,0.41977
825,291,-8,291.11,0.3385
826,38,318,320.26,0.3724
827,126,447,464.42,0.54002
828,318,443,545.32,0.63409
829,211,470,515.19,0.59906
830,-182,620,646.16,0.75135
831,-545,545,770.75,0.89622
832,-432,156,459.3,0.53407
