sample,real,imag,amplitude,amplitude_norm
727,-8,38,38.83,0.04291
728,-41,4,41.19,0.04552
729,189,-42,193.61,0.21393
730,301,-61,307.12,0.33936
731,288,13,288.29,0.31856
732,192,144,240,0.26519
733,185,238,301.44,0.33309
734,75,185,199.62,0.22058
735,12,72,72.99,0.08066
736,71,101,123.46,0.13642
737,162,74,178.1,0.1968
738,247,102,267.23,0.29528
739,133,67,148.92,0.16456
740,104,100,144.28,0.15942
741,-115,178,211.92,0.23416
742,-78,165,182.51,0.20167
743,7,82,82.3,0.09094
744,36,68,76.94,0.08502
745,48,114,123.69,0.13668
746,9,520,520.08,0.57467
747,-575,6075,6102.15,6.74271
748,-2726,15040,15285.05,16.88955
749,-9700,13011,16228.87,17.93245
750,-16412,806,16431.78,18.15666
751,-15208,-8170,17263.61,19.07581
752,-11161,-10919,15613.86,17.25288
753,8158,-968,8215.23,9.0776
754,16050,2928,16314.89,18.0275
755,8627,-6125,10580.21,11.69083
756,-1063,-4770,4887.01,5.40001
757,842,4824,4896.93,5.41097
758,5812,6284,8559.67,9.4582
759,6042,-1447,6212.86,6.86503
760,6039,-3968,7225.96,7.98449
761,6753,4174,7938.85,8.77221
762,6536,12219,13857.25,15.31187
763,2676,10004,10355.72,11.44279
764,-1807,1642,2441.6,2.6979
765,-4699,-2209,5192.33,5.73738
766,-4122,-1634,4434.05,4.89951
767,-1946,115,1949.4,2.15403
768,-224,1578,1593.82,1.76113
769,2162,3064,3749.98,4.14362
770,4249,3417,5452.51,6.02488
771,2595,2181,3389.81,3.74564
772,-833,788,1146.66,1.26703
773,-4077,-1064,4213.55,4.65586
774,-2826,-3211,4277.48,4.72649
775,498,-2362,2413.93,2.66732
776,583,-877,1053.1,1.16365
777,-667,-377,766.17,0.8466
778,169,-492,520.22,0.57482
779,2397,-221,2407.17,2.65985
780,2329,517,2385.69,2.63612
781,926,903,1293.4,1.42917
782,16,1164,1164.11,1.28631
783,-397,766,862.77,0.95333
784,-355,61,360.2,0.39801
785,-89,-1337,1339.96,1.48062
786,298,-1139,1177.34,1.30093
787,443,-326,550.02,0.60776
788,887,409,976.75,1.07929
789,793,-96,798.79,0.88264
790,592,-319,672.48,0.74307
791,543,-83,549.31,0.60697
792,872,-184,891.2,0.98475
793,1121,-504,1229.09,1.35811
794,830,-631,1042.62,1.15207
795,603,-799,1001,1.10608
796,1038,-613,1205.49,1.33204
797,1685,-86,1687.19,1.8643
798,1142,146,1151.29,1.27215
799,143,62,155.86,0.17222
800,78,-39,87.21,0.09636
801,736,-91,741.6,0.81945
802,1310,-118,1315.3,1.45337
803,875,-233,905.49,1.00054
804,276,-228,357.99,0.39557
805,56,-31,64.01,0.07073
806,462,244,522.47,0.57732
807,828,172,845.68,0.93445
808,678,64,681.01,0.7525
809,220,-100,241.66,0.26703
810,88,-267,281.13,0.31064
811,53,-299,303.66,0.33554
812,-357,-155,389.2,0.43005
813,-451,-399,602.16,0.66538
814,99,-953,958.13,1.05871
815,650,-1030,1217.95,1.3458
816,1017,-906,1362.03,1.50501
817,731,293,787.53,0.8702
818,196,757,781.96,0.86405
819,868,76,871.32,0.96279
820,686,-434,811.76,0.89697
821,454,-5,454.03,0.50169
822,613,334,698.09,0.77137
823,955,122,962.76,1.06382
824,939,-49,940.28,1.03898
825,470,48,472.44,0.52204
826,-78,167,184.32,0.20367
827,-75,-73,104.66,0.11565
828,272,-325,423.8,0.46829
829,505,-428,661.97,0.73146
830,689,-322,760.53,0.84036
831,547,-84,553.41,0.61151
832,332,11,332.18,0.36705
833,236,80,249.19,0.27535
834,364,146,392.19,0.43336
835,414,-7,414.06,0.45752
836,343,-218,406.41,0.44908
837,760,-354,838.4,0.92641
838,795,-103,801.64,0.8858
839,587,-91,594.01,0.65637
840,464,-53,467.02,0.51604
