sample,real,imag,amplitude,amplitude_norm
723,12,-27,29.55,0.0342
724,30,-114,117.88,0.13644
725,-2,-234,234.01,0.27084
726,226,-348,414.95,0.48026
727,364,-219,424.8,0.49167
728,187,62,197.01,0.22802
729,11,104,104.58,0.12104
730,30,99,103.45,0.11973
731,111,28,114.48,0.1325
732,151,4,151.05,0.17483
733,136,-20,137.46,0.1591
734,157,-76,174.43,0.20188
735,193,-79,208.54,0.24137
736,140,-64,153.94,0.17817
737,56,9,56.72,0.06565
738,62,112,128.02,0.14817
739,177,40,181.46,0.21003
740,98,11,98.62,0.11414
741,87,160,182.12,0.21079
742,-343,150,374.36,0.43329
743,-3288,1927,3811.07,4.41096
744,-7888,10157,12860.22,14.88451
745,-2935,15921,16189.27,18.73758
746,3641,16418,16816.88,19.46399
747,7045,15332,16873.12,19.52908
748,8399,13301,15730.86,18.20701
749,5026,-1116,5148.41,5.95881
750,3775,-10353,11019.77,12.75436
751,5936,-2874,6595.15,7.63327
752,691,1991,2107.5,2.43924
753,-6990,-5,6990,8.09028
754,-7389,-5683,9321.68,10.78899
755,-920,-4268,4366.03,5.05328
756,3903,-1477,4173.12,4.83
757,7755,-1,7755,8.97569
758,10572,2389,10838.57,12.54464
759,8127,2559,8520.36,9.86153
760,816,-3615,3705.95,4.2893
761,-2601,-8676,9057.49,10.48321
762,-603,-5063,5098.78,5.90137
763,1953,16,1953.07,2.26049
764,2819,1801,3345.2,3.87176
765,2408,1922,3081,3.56597
766,2752,1853,3317.7,3.83993
767,3503,1519,3818.16,4.41917
768,2859,561,2913.52,3.37213
769,1154,-748,1375.22,1.59169
770,-5,-2045,2045.01,2.36691
771,-377,-892,968.4,1.12083
772,-1321,1692,2146.6,2.48449
773,-3165,1688,3587,4.15162
774,-2909,-1216,3152.93,3.64922
775,-506,-2039,2100.85,2.43154
776,626,-34,626.92,0.7256
777,289,406,498.35,0.5768
778,78,129,150.75,0.17448
779,284,-243,373.77,0.43261
780,432,-715,835.37,0.96687
781,-145,-2288,2292.59,2.65346
782,-149,-2904,2907.82,3.36553
783,617,-2186,2271.41,2.62894
784,-125,-1224,1230.37,1.42403
785,-1307,-962,1622.87,1.87832
786,-1416,-1572,2115.71,2.44874
787,-676,-2129,2233.75,2.58535
788,-651,-1535,1667.34,1.92979
789,-1514,-1712,2285.42,2.64516
790,-1103,-2256,2511.2,2.90649
791,-402,-2652,2682.3,3.10451
792,-247,-2368,2380.85,2.75561
793,-612,-1897,1993.28,2.30703
794,-403,-1360,1418.45,1.64173
795,-123,-694,704.82,0.81576
796,-337,-602,689.91,0.7985
797,-711,-1204,1398.26,1.61836
798,-928,-1887,2102.84,2.43385
799,-844,-1945,2120.23,2.45397
800,-673,-1183,1361.04,1.57527
801,-726,-569,922.41,1.0676
802,-768,-813,1118.39,1.29443
803,-479,-1132,1229.17,1.42265
804,-279,-957,996.84,1.15375
805,-451,-635,778.86,0.90146
806,-753,-831,1121.41,1.29793
807,-812,-1353,1577.96,1.82634
808,-1144,-1267,1707.05,1.97575
809,-1236,-255,1262.03,1.46068
810,-1011,208,1032.17,1.19465
811,-903,295,949.97,1.0995
812,-830,-33,830.66,0.96141
813,-1003,-1515,1816.93,2.10293
814,-606,-1251,1390.05,1.60885
815,-539,-582,793.25,0.91811
816,-790,-677,1040.4,1.20416
817,-960,-1586,1853.91,2.14573
818,-590,-1723,1821.22,2.10789
819,-371,-1305,1356.71,1.57027
820,-178,-534,562.89,0.65149
821,-415,-379,562.02,0.65049
822,-660,-503,829.82,0.96045
823,-770,-602,977.4,1.13125
824,-417,-1111,1186.68,1.37347
825,-62,-1204,1205.6,1.39536
826,-36,-1119,1119.58,1.29581
827,-131,-625,638.58,0.7391
828,-314,-563,644.64,0.74611
829,-518,-618,806.38,0.93331
830,-662,-681,949.74,1.09924
831,-624,-592,860.14,0.99553
832,-406,-381,556.77,0.64441
833,-141,-553,570.69,0.66052
834,-162,-1041,1053.53,1.21936
835,-224,-999,1023.81,1.18496
836,-194,-848,869.91,1.00684
837,-326,-877,935.63,1.08291
838,-348,-1004,1062.6,1.22986
839,-426,-1300,1368.02,1.58336
840,-1064,-1103,1532.55,1.77378
841,-1255,-206,1271.79,1.47198
842,-1091,277,1125.62,1.3028
843,-949,488,1067.12,1.23509
844,-751,319,815.94,0.94438
845,-249,-1014,1044.13,1.20848
846,451,-972,1071.53,1.2402
847,142,-324,353.75,0.40943
848,-300,-587,659.22,0.76298
849,-413,-1371,1431.86,1.65724
850,-51,-1563,1563.83,1.80999
851,80,-1135,1137.82,1.31692
852,104,-431,443.37,0.51316
853,-41,-203,207.1,0.2397
854,-182,-94,204.84,0.23708
855,-384,-402,555.93,0.64344
856,-16,-970,970.13,1.12284
857,324,-1182,1225.6,1.41852
858,97,-986,990.76,1.14671
859,-176,-550,577.47,0.66837
860,-401,-528,663.01,0.76738
861,-371,-576,685.14,0.79299
862,-399,-571,696.59,0.80624
863,-406,-516,656.58,0.75993
864,-249,-359,436.9,0.50567
865,-98,-457,467.39,0.54096
866,-107,-728,735.82,0.85164
867,-147,-664,680.08,0.78713
868,-234,-662,702.14,0.81266
869,-268,-880,919.9,1.0647
870,-115,-735,743.94,0.86104
871,105,-455,466.96,0.54046
872,356,99,369.51,0.42767
873,689,32,689.74,0.79831
874,846,-291,894.65,1.03547
875,879,-500,1011.26,1.17044
876,749,-716,1036.17,1.19928
877,-344,-1135,1185.99,1.37267
878,-709,-1062,1276.92,1.47792
879,-194,-643,671.63,0.77735
880,51,-530,532.45,0.61626
881,-144,-175,226.63,0.2623
882,-590,-125,603.1,0.69803
883,-281,-247,374.13,0.43302
884,-247,-420,487.25,0.56394
885,-211,-911,935.12,1.08231
886,58,-1110,1111.51,1.28647
887,5,-947,947.01,1.09608
888,-315,-439,540.32,0.62537
889,-595,-408,721.45,0.83501
890,-271,-335,430.89,0.49872
891,-81,-423,430.69,0.49848
892,-38,-574,575.26,0.66581
893,-56,-694,696.26,0.80585
894,-93,-766,771.62,0.89308
895,-99,-733,739.66,0.85608
896,-98,-519,528.17,0.61131
897,-44,-324,326.97,0.37844
898,-61,-268,274.85,0.31812
899,-19,-265,265.68,0.3075
900,158,-398,428.21,0.49562
901,59,-228,235.51,0.27258
902,-129,-100,163.22,0.18891
903,-25,-239,240.3,0.27813
904,54,-207,213.93,0.2476
905,98,33,103.41,0.11968
906,215,40,218.69,0.25311
907,331,8,331.1,0.38321
908,322,-101,337.47,0.39059
909,-82,-674,678.97,0.78584
910,-217,-558,598.71,0.69295
911,-57,-312,317.16,0.36709
912,-14,-184,184.53,0.21358
913,-9,-278,278.15,0.32193
914,-94,-276,291.57,0.33746
915,-73,-206,218.55,0.25295
916,7,3,7.62,0.00881
917,-27,-65,70.38,0.08146
918,-28,-227,228.72,0.26472
919,-93,-443,452.66,0.52391
920,-190,-439,478.35,0.55365
921,-177,-383,421.92,0.48834
922,-121,-273,298.61,0.34562
