sample,real,imag,amplitude,amplitude_norm
726,78,20,80.52,0.08621
727,244,-161,292.33,0.31299
728,391,-196,437.38,0.46828
729,277,-75,286.97,0.30725
730,56,135,146.15,0.15648
731,-73,117,137.91,0.14765
732,-102,90,136.03,0.14564
733,-21,128,129.71,0.13888
734,23,186,187.42,0.20066
735,156,114,193.21,0.20687
736,170,-30,172.63,0.18483
737,166,-47,172.53,0.18472
738,40,126,132.2,0.14154
739,-177,263,317.01,0.33942
740,-50,168,175.28,0.18767
741,184,186,261.63,0.28012
742,224,171,281.81,0.30172
743,69,130,147.18,0.15758
744,-585,593,832.99,0.89185
745,-2038,1881,2773.37,2.96935
746,-4116,-3060,5128.85,5.49127
747,-6613,-14449,15890.42,17.0133
748,-6926,-16413,17814.49,19.07333
749,-6956,-14643,16211.21,17.35676
750,1522,2327,2780.54,2.97703
751,8676,11930,14751.2,15.79358
752,3235,-34,3235.18,3.46379
753,-3045,-6424,7109.13,7.61149
754,-2287,2685,3526.98,3.77621
755,-295,10366,10370.2,11.10299
756,-73,5359,5359.5,5.73822
757,889,100,894.61,0.95782
758,5690,630,5724.77,6.1293
759,11934,6668,13670.5,14.63651
760,11140,10584,15366.22,16.45205
761,2771,6940,7472.75,8.00081
762,-5948,-1698,6185.62,6.62272
763,-5286,-8168,9729.24,10.41674
764,180,-8859,8860.83,9.48697
765,-312,-3415,3429.22,3.67154
766,-2898,2000,3521.14,3.76995
767,1118,5095,5216.22,5.58482
768,9374,6276,11280.96,12.07812
769,7902,4849,9271.16,9.92629
770,-1697,1108,2026.69,2.1699
771,-7266,-2218,7596.99,8.13382
772,-3109,-1280,3362.18,3.59977
773,1569,3862,4168.55,4.46311
774,1226,5281,5421.44,5.80454
775,-628,413,751.63,0.80475
776,351,-2684,2706.85,2.89813
777,2085,-1356,2487.16,2.66291
778,1737,1516,2305.52,2.46844
779,23,1405,1405.19,1.50448
780,-440,622,761.9,0.81573
781,-453,471,653.49,0.69967
782,102,433,444.85,0.47629
783,353,-79,361.73,0.38729
784,-309,4,309.03,0.33086
785,-971,548,1114.96,1.19375
786,-663,630,914.59,0.97921
787,358,-66,364.03,0.38976
788,951,-545,1096.1,1.17355
789,798,-166,815.08,0.87268
790,317,105,333.94,0.35753
791,106,-114,155.67,0.16667
792,602,-471,764.36,0.81837
793,1023,-552,1162.43,1.24457
794,1026,-129,1034.08,1.10715
795,311,195,367.08,0.39302
796,-86,525,532,0.56959
797,50,806,807.55,0.86461
798,212,833,859.55,0.92029
799,526,839,990.25,1.06023
800,591,537,798.53,0.85496
801,286,433,518.93,0.5556
802,-231,646,686.06,0.73454
803,-365,1139,1196.05,1.28057
804,68,1005,1007.3,1.07848
805,578,869,1043.67,1.11742
806,614,724,949.3,1.01638
807,200,323,379.91,0.40675
808,-251,297,388.86,0.41634
809,-544,225,588.69,0.63029
810,-126,39,131.9,0.14122
811,826,-245,861.57,0.92245
812,1064,-393,1134.26,1.21441
813,1158,-278,1190.9,1.27506
814,437,742,861.12,0.92197
815,-424,1073,1153.74,1.23526
816,25,712,712.44,0.76278
817,277,195,338.75,0.36269
818,-167,178,244.08,0.26132
819,-430,349,553.81,0.59294
820,-43,310,312.97,0.33508
821,149,188,239.89,0.25684
822,160,456,483.26,0.5174
823,-171,820,837.64,0.89683
824,-411,960,1044.28,1.11807
825,-67,741,744.02,0.7966
826,348,253,430.25,0.46065
827,535,221,578.85,0.61975
828,551,575,796.38,0.85266
829,251,402,473.93,0.50741
830,-108,318,335.84,0.35957
831,-89,574,580.86,0.6219
832,6,865,865.02,0.92615
833,108,707,715.2,0.76574
834,220,201,297.99,0.31905
835,383,131,404.78,0.43339
836,167,378,413.25,0.44245
837,-51,628,630.07,0.67459
838,-111,470,482.93,0.51706
839,175,194,261.27,0.27973
840,223,182,287.84,0.30818
841,7,251,251.1,0.26884
842,221,137,260.02,0.27839
843,891,-299,939.83,1.00624
844,1017,-414,1098.04,1.17563
845,962,-376,1032.87,1.10586
846,47,467,469.36,0.50253
847,-667,849,1079.67,1.15596
848,106,395,408.98,0.43788
849,504,-39,505.51,0.54123
850,-102,-19,103.75,0.11109
851,-557,264,616.4,0.65995
852,-170,408,442,0.47323
853,78,289,299.34,0.32049
854,78,577,582.25,0.62339
855,-285,1057,1094.75,1.17211
856,-519,967,1097.47,1.17503
857,-307,506,591.85,0.63367
858,257,-68,265.84,0.28463
859,677,46,678.56,0.72651
860,707,401,812.8,0.87024
861,311,249,398.4,0.42655
862,-54,52,74.97,0.08026
863,-206,419,466.9,0.49989
864,-168,963,977.54,1.04662
865,-65,785,787.69,0.84335
866,96,88,130.23,0.13943
867,340,-203,395.99,0.42397
868,202,149,251.01,0.26875
869,-133,364,387.54,0.41492
870,-197,322,377.48,0.40416
871,125,141,188.43,0.20175
872,323,219,390.24,0.41782
873,299,351,461.09,0.49367
874,-89,509,516.72,0.55324
875,-790,499,934.4,1.00043
876,-874,493,1003.46,1.07436
877,-723,584,929.4,0.99508
878,301,158,339.95,0.36397
879,831,-368,908.84,0.97306
880,152,67,166.11,0.17785
881,-209,491,533.63,0.57134
882,242,239,340.12,0.36416
883,709,134,721.55,0.77254
884,418,198,462.52,0.49521
885,40,108,115.17,0.12331
886,71,-186,199.09,0.21316
887,432,-504,663.81,0.71071
888,633,-514,815.4,0.87302
889,478,-14,478.2,0.512
890,140,600,616.12,0.65965
891,-258,662,710.5,0.7607
892,-414,381,562.63,0.60239
893,-129,236,268.96,0.28796
894,266,302,402.44,0.43088
895,364,287,463.54,0.49629
896,364,-199,414.85,0.44416
897,230,-198,303.49,0.32493
898,125,216,249.56,0.2672
899,-42,616,617.43,0.66106
900,75,397,404.02,0.43257
901,327,118,347.64,0.3722
902,349,209,406.79,0.43554
903,35,271,273.25,0.29256
904,-133,266,297.4,0.31841
905,-45,158,164.28,0.17589
906,175,86,194.99,0.20877
907,-27,133,135.71,0.1453
908,-112,110,156.98,0.16808
909,-147,174,227.78,0.24388
910,70,255,264.43,0.28312
911,152,124,196.16,0.21002
912,80,274,285.44,0.30561
913,-4,304,304.03,0.32551
914,99,274,291.34,0.31192
915,155,302,339.45,0.36344
916,58,311,316.36,0.33872
917,15,101,102.11,0.10932
918,141,31,144.37,0.15457
919,160,96,186.59,0.19978
920,146,76,164.6,0.17623
921,96,199,220.95,0.23656
922,23,243,244.09,0.26133
923,-49,251,255.74,0.27381
924,40,237,240.35,0.25734
925,138,217,257.16,0.27534
