sample,real,imag,amplitude,amplitude_norm,excess_path_m,reflector_off_m
699,77,-272,282.69,0.32381,-15.1453725,NaN
700,144,-47,151.48,0.17351,-14.8450925,NaN
701,185,143,233.82,0.26784,-14.5448125,NaN
702,-376,56,380.15,0.43545,-14.2445325,NaN
703,-541,-202,577.48,0.66149,-13.9442525,NaN
704,157,-319,355.54,0.40726,-13.6439725,NaN
705,786,-263,828.83,0.94941,-13.3436925,NaN
706,464,-150,487.64,0.55858,-13.0434125,NaN
707,31,-4,31.26,0.0358,-12.7431325,NaN
708,53,-94,107.91,0.12361,-12.4428525,NaN
709,310,13,310.27,0.35541,-12.1425725,NaN
710,547,166,571.63,0.65479,-11.8422925,NaN
711,336,62,341.67,0.39138,-11.5420125,NaN
712,79,-21,81.74,0.09364,-11.2417325,NaN
713,-10,84,84.59,0.0969,-10.9414525,NaN
714,10,198,198.25,0.22709,-10.6411725,NaN
715,91,156,180.6,0.20687,-10.3408925,NaN
716,187,81,203.79,0.23344,-10.0406125,NaN
717,3,216,216.02,0.24745,-9.7403325,NaN
718,-403,311,509.05,0.5831,-9.4400525,NaN
719,-579,206,614.55,0.70396,-9.1397725,NaN
720,-476,179,508.54,0.58252,-8.8394925,NaN
721,-320,91,332.69,0.38109,-8.5392125,NaN
722,419,-344,542.12,0.62099,-8.2389325,NaN
723,592,-32,592.86,0.67911,-7.9386525,NaN
724,197,6,197.09,0.22576,-7.6383725,NaN
725,40,219,222.62,0.25501,-7.3380925,NaN
726,263,291,392.24,0.4493,-7.0378125,NaN
727,243,401,468.88,0.53709,-6.7375325,NaN
728,-52,372,375.62,0.43026,-6.4372525,NaN
729,-117,337,356.73,0.40863,-6.1369725,NaN
730,-102,339,354.01,0.40551,-5.8366925,NaN
731,-78,234,246.66,0.28254,-5.5364125,NaN
732,7,197,197.12,0.2258,-5.2361325,NaN
733,-2,137,137.01,0.15695,-4.9358525,NaN
734,239,98,258.31,0.29589,-4.6355725,NaN
735,258,132,289.81,0.33197,-4.3352925,NaN
736,34,61,69.84,0.07999,-4.0350125,NaN
737,-201,144,247.26,0.28323,-3.7347325,NaN
738,-103,149,181.14,0.20749,-3.4344525,NaN
739,150,148,210.72,0.24138,-3.1341725,NaN
740,118,105,157.95,0.18093,-2.8338925,NaN
741,-26,114,116.93,0.13394,-2.5336125,NaN
742,-153,-24,154.87,0.1774,-2.2333325,NaN
743,-72,14,73.35,0.08402,-1.9330525,NaN
744,45,29,53.54,0.06132,-1.6327725,NaN
745,89,71,113.85,0.13041,-1.3324925,NaN
746,80,79,112.43,0.12879,-1.0322125,NaN
747,27,113,116.18,0.13308,-0.7319325,NaN
748,36,-146,150.37,0.17225,-0.4316525,NaN
749,-96,-3948,3949.17,4.52367,-0.1313725,NaN
750,-995,-13710,13746.06,15.74577,0.1689075,0.124811100824656
751,-2326,-16387,16551.25,18.95905,0.4691875,0.28016709753121
752,-2990,-16399,16669.35,19.09433,0.7694675,0.431848854796516
753,-617,-14191,14204.41,16.2708,1.0697475,0.582732617449086
754,6938,5369,8772.8,10.04902,1.3700275,0.733311129527612
755,7620,13394,15409.86,17.65161,1.6703075,0.883740437650707
756,3472,5054,6131.7,7.02371,1.9705875,1.03408565834222
757,-983,54,984.48,1.1277,2.2708675,1.18437881424782
758,-1774,4752,5072.33,5.81023,2.5711475,1.33463749448645
759,-1845,8058,8266.52,9.4691,2.8714275,1.48487216518428
760,-3307,2614,4215.36,4.82859,3.1717075,1.63508944446139
761,-5496,-1084,5601.88,6.41682,3.4719875,1.78529372234349
762,-5551,-1257,5691.54,6.51952,3.7722675,1.93548802576742
763,-2304,-789,2435.35,2.78964,4.0725475,2.08567450958654
764,427,-1824,1873.31,2.14583,4.3728275,2.23585474957321
765,1055,124,1062.26,1.2168,4.6731075,2.38602992471575
766,-962,8993,9044.31,10.36003,4.9733875,2.53620093472285
767,-4214,11511,12258.1,14.04135,5.2736675,2.68636847810181
768,-6175,853,6233.64,7.14048,5.5739475,2.83653310542801
769,-5137,-8588,10007.12,11.46291,5.8742275,2.98669525654009
770,-2255,-5005,5489.54,6.28813,6.1745075,3.13685528704929
771,-1078,915,1413.97,1.61967,6.4747875,3.28701348758095
772,-1257,715,1446.12,1.6565,6.7750675,3.43717009797145
773,-421,-3537,3561.97,4.08015,7.0753475,3.58732531789899
774,1314,-6808,6933.65,7.94232,7.3756275,3.73747931495133
775,1206,-3054,3283.5,3.76116,7.6759075,3.88763223082367
776,-290,892,937.96,1.07441,7.9761875,4.03778418613341
777,-296,2240,2259.47,2.58817,8.2764675,4.18793528419901
778,1124,1126,1590.99,1.82244,8.5767475,4.33808561403404
779,1559,-241,1577.52,1.80701,8.8770275,4.48823525274011
780,1130,-362,1186.57,1.35918,9.1773075,4.63838426743506
781,1357,1174,1794.36,2.05539,9.4775875,4.78853271681828
782,1233,1836,2211.6,2.53334,9.7778675,4.93868065245052
783,-36,1570,1570.41,1.79887,10.0781475,5.08882811980706
784,-1089,1081,1534.43,1.75765,10.3784275,5.23897515914984
785,-1017,70,1019.41,1.1677,10.6787075,5.38912180625369
786,720,-1069,1288.86,1.47636,10.9789875,5.53926809301455
787,1386,-431,1451.47,1.66262,11.2792675,5.68941404796127
788,1129,583,1270.64,1.45549,11.5795475,5.83955969668853
789,748,631,978.6,1.12097,11.8798275,5.9897050622246
790,1027,1215,1590.9,1.82233,12.1801075,6.13985016534517
791,1337,2640,2959.25,3.38975,12.4803875,6.28999502484215
792,1155,3275,3472.7,3.97789,12.7806675,6.44013965775503
793,1012,3047,3210.66,3.67773,13.0809475,6.5902840795704
794,263,2329,2343.8,2.68477,13.3812275,6.74042830439499
795,-134,1420,1426.31,1.6338,13.6815075,6.89057234510596
796,10,1376,1376.04,1.57622,13.9817875,7.04071621348205
797,300,1217,1253.43,1.43577,14.2820675,7.19085992031823
798,280,599,661.21,0.7574,14.5823475,7.34100347552629
799,162,52,170.14,0.19489,14.8826275,7.4911468882234
800,222,338,404.39,0.46321,15.1829075,7.64129016681012
801,244,1054,1081.87,1.23926,15.4831875,7.79143331903951
802,245,1212,1236.51,1.4164,15.7834675,7.94157635207829
803,221,679,714.06,0.81794,16.0837475,8.09171927256124
804,195,523,558.17,0.63937,16.3840275,8.24186208663971
805,118,833,841.32,0.96371,16.6843075,8.39200480002479
806,-10,1170,1170.04,1.34026,16.9845875,8.54214741802605
807,53,996,997.41,1.14251,17.2848675,8.69228994558621
808,221,742,774.21,0.88684,17.5851475,8.84243238731228
809,359,933,999.68,1.14511,17.8854275,8.99257474750358
810,562,1264,1383.31,1.58454,18.1857075,9.14271703017703
811,550,1349,1456.81,1.66874,18.4859875,9.29285923908993
812,629,1148,1309.02,1.49946,18.7862675,9.44300137776063
813,1107,1047,1523.7,1.74536,19.0865475,9.59314344948719
814,1698,624,1809.03,2.0722,19.3868275,9.74328545736442
815,1430,198,1443.64,1.65366,19.6871075,9.89342740429923
816,1194,44,1194.81,1.36863,19.9873875,10.0435692930247
817,1361,316,1397.2,1.60046,20.2876675,10.193711126113
818,230,1349,1368.47,1.56754,20.5879475,10.3438529059867
819,-515,1049,1168.6,1.3386,20.8882275,10.49399463493
820,250,1349,1371.97,1.57156,21.1885075,10.6441363150981
821,394,614,729.54,0.83567,21.4887875,10.7942779485262
822,225,876,904.43,1.03601,21.7890675,10.9444195371381
823,156,1036,1047.68,1.20009,22.0893475,11.0945610827531
824,144,841,853.24,0.97736,22.3896275,11.2447025870936
825,177,404,441.07,0.50524,22.6899075,11.3948440517911
826,310,305,434.89,0.49815,22.9901875,11.5449854783923
