FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,START,tag_anchor_dist_m,n_samples,raw_csv,aligned_csv,elapsed_s
76,483522390809,754.2344,754,884,-59.4,704,0.7,150,01_raw_frames\frame_0076.csv,02_lde_aligned\frame_0076_aligned.csv,7.50003739896334
77,489912182095,747.0781,747,892,-62.93,697,0.7,150,01_raw_frames\frame_0077.csv,02_lde_aligned\frame_0077_aligned.csv,7.60003788859049
78,496301972828,747.2812,747,918,-62.96,697,0.7,150,01_raw_frames\frame_0078.csv,02_lde_aligned\frame_0078_aligned.csv,7.70003836956318
79,502691763532,746.0312,746,866,-61.3,696,0.7,150,01_raw_frames\frame_0079.csv,02_lde_aligned\frame_0079_aligned.csv,7.80003885008201
80,509081554717,745.9219,745,865,-59.4,695,0.7,150,01_raw_frames\frame_0080.csv,02_lde_aligned\frame_0080_aligned.csv,7.90003933812851
81,515471345385,753.1094,753,940,-62.06,703,0.7,150,01_raw_frames\frame_0081.csv,02_lde_aligned\frame_0081_aligned.csv,8.00003981808393
82,521861136532,751.9062,751,864,-60.17,701,0.7,150,01_raw_frames\frame_0082.csv,02_lde_aligned\frame_0082_aligned.csv,8.10004030553573
83,528250927142,749.1875,749,891,-60.07,699,0.7,150,01_raw_frames\frame_0083.csv,02_lde_aligned\frame_0083_aligned.csv,8.20004078458346
84,534640717739,748.3906,748,899,-58.46,698,0.7,150,01_raw_frames\frame_0084.csv,02_lde_aligned\frame_0084_aligned.csv,8.30004126342773
85,541030508848,746.2187,746,910,-60,696,0.7,150,01_raw_frames\frame_0085.csv,02_lde_aligned\frame_0085_aligned.csv,8.40004175028483
86,547420299381,751.5937,751,888,-63.07,701,0.7,150,01_raw_frames\frame_0086.csv,02_lde_aligned\frame_0086_aligned.csv,8.5000422281275
87,553810090410,747.875,747,890,-59.26,697,0.7,150,01_raw_frames\frame_0087.csv,02_lde_aligned\frame_0087_aligned.csv,8.6000427137326
88,560199880954,753.25,753,884,-59.71,703,0.7,150,01_raw_frames\frame_0088.csv,02_lde_aligned\frame_0088_aligned.csv,8.70004319174742
89,566589671930,750.25,750,877,-60.95,700,0.7,150,01_raw_frames\frame_0089.csv,02_lde_aligned\frame_0089_aligned.csv,8.80004367652306
90,572979462426,746.2969,746,925,-63.56,696,0.7,150,01_raw_frames\frame_0090.csv,02_lde_aligned\frame_0090_aligned.csv,8.90004415378668
91,579369252878,748.9375,748,933,-60.98,698,0.7,150,01_raw_frames\frame_0091.csv,02_lde_aligned\frame_0091_aligned.csv,9.0000446303617
92,585759043795,752.7656,752,854,-58.66,702,0.7,150,01_raw_frames\frame_0092.csv,02_lde_aligned\frame_0092_aligned.csv,9.10004511421399
93,592148834203,747.9531,747,1013,-64.71,697,0.7,150,01_raw_frames\frame_0093.csv,02_lde_aligned\frame_0093_aligned.csv,9.20004559010041
94,598538625080,749.9687,749,921,-60.52,699,0.7,150,01_raw_frames\frame_0094.csv,02_lde_aligned\frame_0094_aligned.csv,9.3000460733267
95,604928415436,753.0312,753,890,-62.94,703,0.7,150,01_raw_frames\frame_0095.csv,02_lde_aligned\frame_0095_aligned.csv,9.40004654839931
96,611318205747,746.3906,746,869,-61.81,696,0.7,150,01_raw_frames\frame_0096.csv,02_lde_aligned\frame_0096_aligned.csv,9.50004702276768
97,617707996558,747.3125,747,890,-60.94,697,0.7,150,01_raw_frames\frame_0097.csv,02_lde_aligned\frame_0097_aligned.csv,9.60004750496106
98,624097786837,748.9375,748,1108,-67.36,698,0.7,150,01_raw_frames\frame_0098.csv,02_lde_aligned\frame_0098_aligned.csv,9.70004797882863
99,630487577617,750.2812,750,902,-63.59,700,0.7,150,01_raw_frames\frame_0099.csv,02_lde_aligned\frame_0099_aligned.csv,9.80004846053686
100,636877367866,750.125,750,917,-61.56,700,0.7,150,01_raw_frames\frame_0100.csv,02_lde_aligned\frame_0100_aligned.csv,9.90004893393492
101,643267158051,750.1406,750,909,-61.22,700,0.7,150,01_raw_frames\frame_0101.csv,02_lde_aligned\frame_0101_aligned.csv,10.0000494063314
102,649656948737,749.2344,749,909,-61.53,699,0.7,150,01_raw_frames\frame_0102.csv,02_lde_aligned\frame_0102_aligned.csv,10.1000498865685
103,656046738881,748.6094,748,886,-61.3,698,0.7,150,01_raw_frames\frame_0103.csv,02_lde_aligned\frame_0103_aligned.csv,10.2000503583233
104,662436529538,747.6094,747,1072,-70.51,697,0.7,150,01_raw_frames\frame_0104.csv,02_lde_aligned\frame_0104_aligned.csv,10.3000508381066
105,668826319604,745.4062,745,900,-59.84,695,0.7,150,01_raw_frames\frame_0105.csv,02_lde_aligned\frame_0105_aligned.csv,10.4000513086407
106,675216109704,752.0937,752,927,-61.48,702,0.7,150,01_raw_frames\frame_0106.csv,02_lde_aligned\frame_0106_aligned.csv,10.5000517797069
107,681605900266,749.375,749,907,-62.15,699,0.7,150,01_raw_frames\frame_0107.csv,02_lde_aligned\frame_0107_aligned.csv,10.6000522580034
108,687995690301,746.1719,746,897,-60.39,696,0.7,150,01_raw_frames\frame_0108.csv,02_lde_aligned\frame_0108_aligned.csv,10.7000527280524
109,694385480806,751.1875,751,902,-59.52,701,0.7,150,01_raw_frames\frame_0109.csv,02_lde_aligned\frame_0109_aligned.csv,10.8000532054569
110,700775270794,748.625,748,881,-61.95,698,0.7,150,01_raw_frames\frame_0110.csv,02_lde_aligned\frame_0110_aligned.csv,10.9000536747703
111,707165061263,752.3281,752,902,-60.14,702,0.7,150,01_raw_frames\frame_0111.csv,02_lde_aligned\frame_0111_aligned.csv,11.0000541516113
112,713554851185,747.3594,747,859,-59.2,697,0.7,150,01_raw_frames\frame_0112.csv,02_lde_aligned\frame_0112_aligned.csv,11.1000546198918
113,719944641117,751.4844,751,1007,-64.7,701,0.7,150,01_raw_frames\frame_0113.csv,02_lde_aligned\frame_0113_aligned.csv,11.2000550883288
114,726334431520,746.2187,746,904,-58.85,696,0.7,150,01_raw_frames\frame_0114.csv,02_lde_aligned\frame_0114_aligned.csv,11.300055564137
115,732724221384,748.8437,748,920,-60.08,698,0.7,150,01_raw_frames\frame_0115.csv,02_lde_aligned\frame_0115_aligned.csv,11.4000560315098
116,739114011246,751.8125,751,903,-61,701,0.7,150,01_raw_frames\frame_0116.csv,02_lde_aligned\frame_0116_aligned.csv,11.5000564988513
117,745503801583,753.5156,753,950,-64.94,703,0.7,150,01_raw_frames\frame_0117.csv,02_lde_aligned\frame_0117_aligned.csv,11.6000569736266
118,751893591383,746.2656,746,984,-64.86,696,0.7,150,01_raw_frames\frame_0118.csv,02_lde_aligned\frame_0118_aligned.csv,11.7000574399977
119,758283381666,748.7187,748,936,-65.78,698,0.7,150,01_raw_frames\frame_0119.csv,02_lde_aligned\frame_0119_aligned.csv,11.8000579139279
120,764673171432,749.9687,749,866,-61.09,699,0.7,150,01_raw_frames\frame_0120.csv,02_lde_aligned\frame_0120_aligned.csv,11.900058379767
121,771062961148,749.9062,749,873,-60.04,699,0.7,150,01_raw_frames\frame_0121.csv,02_lde_aligned\frame_0121_aligned.csv,12.0000588448236
122,777452751363,750.2656,750,881,-61.2,700,0.7,150,01_raw_frames\frame_0122.csv,02_lde_aligned\frame_0122_aligned.csv,12.1000593176896
123,783842541073,749.8594,749,878,-61.26,699,0.7,150,01_raw_frames\frame_0123.csv,02_lde_aligned\frame_0123_aligned.csv,12.2000597826522
124,790232330723,748.2656,748,881,-60.22,698,0.7,150,01_raw_frames\frame_0124.csv,02_lde_aligned\frame_0124_aligned.csv,12.3000602466759
125,796622120865,747.8594,747,891,-61.42,697,0.7,150,01_raw_frames\frame_0125.csv,02_lde_aligned\frame_0125_aligned.csv,12.4000607183994
126,803011910480,746.3437,746,963,-62.53,696,0.7,150,01_raw_frames\frame_0126.csv,02_lde_aligned\frame_0126_aligned.csv,12.5000611818754
127,809401700555,744.2656,744,922,-61.41,694,0.7,150,01_raw_frames\frame_0127.csv,02_lde_aligned\frame_0127_aligned.csv,12.6000616525503
128,815791490150,750.6875,750,922,-62.23,700,0.7,150,01_raw_frames\frame_0128.csv,02_lde_aligned\frame_0128_aligned.csv,12.7000621157133
129,822181279687,749.2031,749,910,-60.92,699,0.7,150,01_raw_frames\frame_0129.csv,02_lde_aligned\frame_0129_aligned.csv,12.8000625779685
130,828571069740,746.2812,746,879,-61.92,696,0.7,150,01_raw_frames\frame_0130.csv,02_lde_aligned\frame_0130_aligned.csv,12.9000630482992
131,834960859222,750.8125,750,863,-60.27,700,0.7,150,01_raw_frames\frame_0131.csv,02_lde_aligned\frame_0131_aligned.csv,13.0000635096936
132,841350649246,747.5625,747,944,-62.2,697,0.7,150,01_raw_frames\frame_0132.csv,02_lde_aligned\frame_0132_aligned.csv,13.1000639795704
133,847740438688,752.3906,752,967,-63.61,702,0.7,150,01_raw_frames\frame_0133.csv,02_lde_aligned\frame_0133_aligned.csv,13.2000644403389
134,854130228133,748.6719,748,899,-61.93,698,0.7,150,01_raw_frames\frame_0134.csv,02_lde_aligned\frame_0134_aligned.csv,13.3000649011543
135,860520018073,752.7344,752,864,-59.17,702,0.7,150,01_raw_frames\frame_0135.csv,02_lde_aligned\frame_0135_aligned.csv,13.4000653697165
136,866909807431,747.2031,747,910,-60.68,697,0.7,150,01_raw_frames\frame_0136.csv,02_lde_aligned\frame_0136_aligned.csv,13.5000658291704
137,873299597327,750.2031,750,907,-60.76,700,0.7,150,01_raw_frames\frame_0137.csv,02_lde_aligned\frame_0137_aligned.csv,13.600066297044
138,879689386694,752.8125,752,876,-60.06,702,0.7,150,01_raw_frames\frame_0138.csv,02_lde_aligned\frame_0138_aligned.csv,13.7000667566387
139,886079176013,746.2969,746,888,-62.61,696,0.7,150,01_raw_frames\frame_0139.csv,02_lde_aligned\frame_0139_aligned.csv,13.8000672154823
140,892468965815,748.8281,748,938,-62.62,698,0.7,150,01_raw_frames\frame_0140.csv,02_lde_aligned\frame_0140_aligned.csv,13.9000676818848
141,898858755093,750.6719,750,915,-61.92,700,0.7,150,01_raw_frames\frame_0141.csv,02_lde_aligned\frame_0141_aligned.csv,14.0000681400866
142,905248544859,751.3906,751,909,-61.55,701,0.7,150,01_raw_frames\frame_0142.csv,02_lde_aligned\frame_0142_aligned.csv,14.1000686059257
143,911638334115,752.8906,752,888,-60.19,702,0.7,150,01_raw_frames\frame_0143.csv,02_lde_aligned\frame_0143_aligned.csv,14.2000690637833
144,918028123825,752.2344,752,898,-60.42,702,0.7,150,01_raw_frames\frame_0144.csv,02_lde_aligned\frame_0144_aligned.csv,14.300069528746
145,924417913031,753.4531,753,927,-60.81,703,0.7,150,01_raw_frames\frame_0145.csv,02_lde_aligned\frame_0145_aligned.csv,14.4000699858211
146,930807702223,753.2031,753,951,-61.18,703,0.7,150,01_raw_frames\frame_0146.csv,02_lde_aligned\frame_0146_aligned.csv,14.500070442677
147,937197491866,753.375,753,876,-59.59,703,0.7,150,01_raw_frames\frame_0147.csv,02_lde_aligned\frame_0147_aligned.csv,14.6000709065912
148,943587281005,751.2969,751,871,-61.97,701,0.7,150,01_raw_frames\frame_0148.csv,02_lde_aligned\frame_0148_aligned.csv,14.7000713626177
149,949977070607,749.8281,749,886,-61.25,699,0.7,150,01_raw_frames\frame_0149.csv,02_lde_aligned\frame_0149_aligned.csv,14.8000718258902
150,956366859696,748.2187,748,898,-60.81,698,0.7,150,01_raw_frames\frame_0150.csv,02_lde_aligned\frame_0150_aligned.csv,14.9000722811342
151,962756649272,747.2187,747,870,-58.4,697,0.7,150,01_raw_frames\frame_0151.csv,02_lde_aligned\frame_0151_aligned.csv,15.0000727439998
152,969146438327,753.0781,753,942,-59.99,703,0.7,150,01_raw_frames\frame_0152.csv,02_lde_aligned\frame_0152_aligned.csv,15.1000731987117
153,975536227846,750.2656,750,1021,-65.33,700,0.7,150,01_raw_frames\frame_0153.csv,02_lde_aligned\frame_0153_aligned.csv,15.2000736606852
154,981926016851,746.5156,746,924,-62.7,696,0.7,150,01_raw_frames\frame_0154.csv,02_lde_aligned\frame_0154_aligned.csv,15.3000741146146
155,988315805815,751.5781,751,902,-61.55,701,0.7,150,01_raw_frames\frame_0155.csv,02_lde_aligned\frame_0155_aligned.csv,15.4000745679024
156,994705595299,748.1406,748,894,-59.88,698,0.7,150,01_raw_frames\frame_0156.csv,02_lde_aligned\frame_0156_aligned.csv,15.5000750293282
157,1001095384250,753.375,753,945,-61.94,703,0.7,150,01_raw_frames\frame_0157.csv,02_lde_aligned\frame_0157_aligned.csv,15.6000754824125
158,1007485173687,749.0781,749,880,-62.48,699,0.7,150,01_raw_frames\frame_0158.csv,02_lde_aligned\frame_0158_aligned.csv,15.7000759431027
159,1013874962573,752.4219,752,898,-61.61,702,0.7,150,01_raw_frames\frame_0159.csv,02_lde_aligned\frame_0159_aligned.csv,15.8000763951698
160,1020264751982,747.9375,747,865,-59.81,697,0.7,150,01_raw_frames\frame_0160.csv,02_lde_aligned\frame_0160_aligned.csv,15.9000768554218
161,1026654540842,750.5,750,894,-62.35,700,0.7,150,01_raw_frames\frame_0161.csv,02_lde_aligned\frame_0161_aligned.csv,16.000077307082
162,1033044330179,753.1406,753,935,-61.86,703,0.7,150,01_raw_frames\frame_0162.csv,02_lde_aligned\frame_0162_aligned.csv,16.1000777662072
163,1039434118991,747.5,747,928,-63.27,697,0.7,150,01_raw_frames\frame_0163.csv,02_lde_aligned\frame_0163_aligned.csv,16.2000782171161
164,1045823908308,748.7812,748,883,-59.86,698,0.7,150,01_raw_frames\frame_0164.csv,02_lde_aligned\frame_0164_aligned.csv,16.3000786759284
165,1052213697057,750.4844,750,902,-60.3,700,0.7,150,01_raw_frames\frame_0165.csv,02_lde_aligned\frame_0165_aligned.csv,16.4000791258514
166,1058603486320,752.2187,752,869,-60.19,702,0.7,150,01_raw_frames\frame_0166.csv,02_lde_aligned\frame_0166_aligned.csv,16.5000795838185
167,1064993275059,752.7656,752,890,-59.57,702,0.7,150,01_raw_frames\frame_0167.csv,02_lde_aligned\frame_0167_aligned.csv,16.600080033585
168,1071383063762,744.7969,744,1130,-68.44,694,0.7,150,01_raw_frames\frame_0168.csv,02_lde_aligned\frame_0168_aligned.csv,16.7000804827881
169,1077772852936,753.5156,753,936,-68.5,703,0.7,150,01_raw_frames\frame_0169.csv,02_lde_aligned\frame_0169_aligned.csv,16.8000809393624
170,1084162641627,753.8906,753,865,-61.51,703,0.7,150,01_raw_frames\frame_0170.csv,02_lde_aligned\frame_0170_aligned.csv,16.9000813883777
171,1090552430766,752.6875,752,866,-60.01,702,0.7,150,01_raw_frames\frame_0171.csv,02_lde_aligned\frame_0171_aligned.csv,17.0000818444042
172,1096942219401,752.4844,752,879,-58.89,702,0.7,150,01_raw_frames\frame_0172.csv,02_lde_aligned\frame_0172_aligned.csv,17.1000822925431
173,3820380737,750.9844,750,914,-60.87,700,0.7,150,01_raw_frames\frame_0173.csv,02_lde_aligned\frame_0173_aligned.csv,17.200082748147
174,10210169345,750.125,750,910,-67.57,700,0.7,150,01_raw_frames\frame_0174.csv,02_lde_aligned\frame_0174_aligned.csv,17.3000831958634
175,16599958417,748.8594,748,874,-60.28,698,0.7,150,01_raw_frames\frame_0175.csv,02_lde_aligned\frame_0175_aligned.csv,17.4000836508413
176,22989746957,746.5469,746,934,-62.56,696,0.7,150,01_raw_frames\frame_0176.csv,02_lde_aligned\frame_0176_aligned.csv,17.5000840974935
177,29379536000,751.8437,751,875,-62.25,701,0.7,150,01_raw_frames\frame_0177.csv,02_lde_aligned\frame_0177_aligned.csv,17.6000845520176
178,35769324516,749.0312,749,890,-62.35,699,0.7,150,01_raw_frames\frame_0178.csv,02_lde_aligned\frame_0178_aligned.csv,17.7000849982941
179,42159113496,746.7187,746,893,-59.51,696,0.7,150,01_raw_frames\frame_0179.csv,02_lde_aligned\frame_0179_aligned.csv,17.8000854518323
180,48548901974,751.4375,751,933,-67.34,701,0.7,150,01_raw_frames\frame_0180.csv,02_lde_aligned\frame_0180_aligned.csv,17.9000858975141
181,54938690920,747.25,747,1056,-72.43,697,0.7,150,01_raw_frames\frame_0181.csv,02_lde_aligned\frame_0181_aligned.csv,18.0000863505202
182,61328479361,752.1094,752,910,-62.94,702,0.7,150,01_raw_frames\frame_0182.csv,02_lde_aligned\frame_0182_aligned.csv,18.100086795623
