sample,taps_from_fp,excess_path_m,reflector_off_m,real,imag,amplitude,amplitude_norm
702,-50.4844000000001,-15.159455632,NaN,40,162,166.87,0.13077
703,-49.4844000000001,-14.859175632,NaN,-10,178,178.28,0.13972
704,-48.4844000000001,-14.558895632,NaN,18,162,163,0.12774
705,-47.4844000000001,-14.258615632,NaN,101,176,202.92,0.15903
706,-46.4844000000001,-13.958335632,NaN,138,72,155.65,0.12199
707,-45.4844000000001,-13.658055632,NaN,96,54,110.15,0.08632
708,-44.4844000000001,-13.357775632,NaN,-66,-43,78.77,0.06173
709,-43.4844000000001,-13.057495632,NaN,-48,94,105.55,0.08272
710,-42.4844000000001,-12.757215632,NaN,-12,98,98.73,0.07738
711,-41.4844000000001,-12.456935632,NaN,74,65,98.49,0.07719
712,-40.4844000000001,-12.156655632,NaN,181,107,210.26,0.16478
713,-39.4844000000001,-11.856375632,NaN,48,107,117.27,0.09191
714,-38.4844000000001,-11.556095632,NaN,112,134,174.64,0.13687
715,-37.4844000000001,-11.255815632,NaN,41,-78,88.12,0.06906
716,-36.4844000000001,-10.955535632,NaN,109,-46,118.31,0.09272
717,-35.4844000000001,-10.655255632,NaN,259,51,263.97,0.20688
718,-34.4844000000001,-10.354975632,NaN,198,124,233.62,0.18309
719,-33.4844000000001,-10.054695632,NaN,43,96,105.19,0.08244
720,-32.4844000000001,-9.75441563200001,NaN,261,228,346.56,0.2716
721,-31.4844000000001,-9.45413563200001,NaN,533,301,612.12,0.47972
722,-30.4844000000001,-9.15385563200002,NaN,548,90,555.34,0.43522
723,-29.4844000000001,-8.85357563200001,NaN,293,-239,378.11,0.29633
724,-28.4844000000001,-8.55329563200002,NaN,149,-279,316.29,0.24788
725,-27.4844000000001,-8.25301563200001,NaN,-9,-138,138.29,0.10838
726,-26.4844000000001,-7.95273563200001,NaN,-215,-18,215.75,0.16908
727,-25.4844000000001,-7.65245563200001,NaN,-263,-58,269.32,0.21107
728,-24.4844000000001,-7.35217563200001,NaN,-229,-224,320.34,0.25105
729,-23.4844000000001,-7.05189563200002,NaN,16,-129,129.99,0.10187
730,-22.4844000000001,-6.75161563200002,NaN,166,89,188.35,0.14761
731,-21.4844000000001,-6.45133563200002,NaN,269,112,291.38,0.22836
732,-20.4844000000001,-6.15105563200002,NaN,291,24,291.99,0.22883
733,-19.4844000000001,-5.85077563200001,NaN,246,83,259.62,0.20347
734,-18.4844000000001,-5.55049563200001,NaN,117,196,228.27,0.17889
735,-17.4844000000001,-5.25021563200001,NaN,122,162,202.8,0.15893
736,-16.4844000000001,-4.94993563200001,NaN,102,74,126.02,0.09876
737,-15.4844000000001,-4.64965563200002,NaN,170,113,204.13,0.15998
738,-14.4844000000001,-4.34937563200002,NaN,79,79,111.72,0.08756
739,-13.4844000000001,-4.04909563200002,NaN,87,118,146.6,0.11489
740,-12.4844000000001,-3.74881563200001,NaN,175,88,195.88,0.15351
741,-11.4844000000001,-3.44853563200002,NaN,151,51,159.38,0.12491
742,-10.4844000000001,-3.14825563200002,NaN,301,139,331.54,0.25983
743,-9.48440000000005,-2.84797563200001,NaN,190,156,245.84,0.19266
744,-8.48440000000005,-2.54769563200002,NaN,94,22,96.54,0.07566
745,-7.48440000000005,-2.24741563200002,NaN,44,160,165.94,0.13005
746,-6.48440000000005,-1.94713563200002,NaN,1,218,218,0.17085
747,-5.48440000000005,-1.64685563200002,NaN,164,284,327.95,0.25702
748,-4.48440000000005,-1.34657563200002,NaN,127,417,435.91,0.34162
749,-3.48440000000005,-1.04629563200002,NaN,169,375,411.32,0.32235
750,-2.48440000000005,-0.746015632000015,NaN,101,362,375.83,0.29453
751,-1.48440000000005,-0.445735632000015,NaN,-164,931,945.33,0.74086
752,-0.484400000000051,-0.145455632000015,NaN,-1115,3539,3710.49,2.90791
753,0.515599999999949,0.154824367999985,0.245318517506615,-1499,8025,8163.8,6.39796
754,1.51559999999995,0.455104367999985,0.459419770191881,2845,10567,10943.29,8.57624
755,2.51559999999995,0.755384367999985,0.637993663491009,11561,7718,13900.51,10.89382
756,3.51559999999995,1.05566436799998,0.805039963769623,16415,1036,16447.66,12.89002
757,4.51559999999995,1.35594436799998,0.966554091128745,14537,-6588,15960.14,12.50795
758,5.51559999999995,1.65622436799998,1.12492147196559,9488,-12840,15965.2,12.51192
759,6.51559999999995,1.95650436799998,1.2813094334706,6951,-15213,16725.78,13.10798
