sample,taps_from_fp,excess_path_m,reflector_off_m,real,imag,amplitude,amplitude_norm
700,-50.2969000000001,-15.103153132,NaN,26,153,155.19,0.12669
701,-49.2969000000001,-14.802873132,NaN,-33,37,49.58,0.04047
702,-48.2969000000001,-14.502593132,NaN,163,23,164.61,0.13438
703,-47.2969000000001,-14.202313132,NaN,109,-27,112.29,0.09167
704,-46.2969000000001,-13.902033132,NaN,111,169,202.19,0.16506
705,-45.2969000000001,-13.601753132,NaN,131,117,175.64,0.14338
706,-44.2969000000001,-13.301473132,NaN,192,62,201.76,0.1647
707,-43.2969000000001,-13.001193132,NaN,204,115,234.18,0.19117
708,-42.2969000000001,-12.700913132,NaN,135,86,160.07,0.13067
709,-41.2969000000001,-12.400633132,NaN,80,-15,81.39,0.06644
710,-40.2969000000001,-12.100353132,NaN,201,52,207.62,0.16948
711,-39.2969000000001,-11.800073132,NaN,307,59,312.62,0.2552
712,-38.2969000000001,-11.499793132,NaN,156,45,162.36,0.13254
713,-37.2969000000001,-11.199513132,NaN,11,113,113.53,0.09268
714,-36.2969000000001,-10.899233132,NaN,8,74,74.43,0.06076
715,-35.2969000000001,-10.598953132,NaN,143,6,143.13,0.11684
716,-34.2969000000001,-10.298673132,NaN,213,62,221.84,0.18109
717,-33.2969000000001,-9.99839313200001,NaN,191,260,322.62,0.26336
718,-32.2969000000001,-9.69811313200002,NaN,125,135,183.98,0.15019
719,-31.2969000000001,-9.39783313200001,NaN,143,-155,210.89,0.17215
720,-30.2969000000001,-9.09755313200002,NaN,9,-257,257.16,0.20992
721,-29.2969000000001,-8.79727313200002,NaN,-151,-149,212.14,0.17317
722,-28.2969000000001,-8.49699313200001,NaN,-158,-218,269.24,0.21978
723,-27.2969000000001,-8.19671313200002,NaN,-90,-53,104.45,0.08526
724,-26.2969000000001,-7.89643313200002,NaN,-25,275,276.13,0.22542
725,-25.2969000000001,-7.59615313200001,NaN,-112,433,447.25,0.3651
726,-24.2969000000001,-7.29587313200001,NaN,-176,322,366.96,0.29956
727,-23.2969000000001,-6.99559313200001,NaN,226,127,259.24,0.21162
728,-22.2969000000001,-6.69531313200001,NaN,319,163,358.23,0.29243
729,-21.2969000000001,-6.39503313200002,NaN,63,132,146.26,0.1194
730,-20.2969000000001,-6.09475313200002,NaN,-83,81,115.97,0.09467
731,-19.2969000000001,-5.79447313200002,NaN,-107,29,110.86,0.0905
732,-18.2969000000001,-5.49419313200002,NaN,146,232,274.12,0.22377
733,-17.2969000000001,-5.19391313200001,NaN,246,360,436.02,0.35594
734,-16.2969000000001,-4.89363313200001,NaN,164,166,233.35,0.19049
735,-15.2969000000001,-4.59335313200001,NaN,-33,-83,89.32,0.07291
736,-14.2969000000001,-4.29307313200002,NaN,-75,-62,97.31,0.07944
737,-13.2969000000001,-3.99279313200002,NaN,100,90,134.54,0.10983
738,-12.2969000000001,-3.69251313200002,NaN,145,201,247.84,0.20232
739,-11.2969000000001,-3.39223313200001,NaN,245,179,303.42,0.24769
740,-10.2969000000001,-3.09195313200002,NaN,211,170,270.96,0.22119
741,-9.29690000000005,-2.79167313200002,NaN,58,174,183.41,0.14972
742,-8.29690000000005,-2.49139313200002,NaN,-43,279,282.29,0.23044
743,-7.29690000000005,-2.19111313200002,NaN,39,339,341.24,0.27856
744,-6.29690000000005,-1.89083313200002,NaN,203,290,353.99,0.28897
745,-5.29690000000005,-1.59055313200002,NaN,306,198,364.47,0.29753
746,-4.29690000000005,-1.29027313200002,NaN,276,205,343.8,0.28066
747,-3.29690000000005,-0.989993132000015,NaN,127,66,143.13,0.11684
748,-2.29690000000005,-0.689713132000015,NaN,299,153,335.87,0.27418
749,-1.29690000000005,-0.389433132000015,NaN,1726,1694,2418.41,1.97421
750,-0.296900000000051,-0.0891531320000152,NaN,5187,5490,7552.82,6.16557
751,0.703099999999949,0.211126867999985,0.291612829618084,10675,8220,13473.09,10.99844
752,1.70309999999995,0.511406867999985,0.494344667169965,15641,3874,16113.62,13.15398
753,2.70309999999995,0.811686867999985,0.669924844083947,16402,-4283,16951.98,13.83835
