sample,taps_from_fp,excess_path_m,reflector_off_m,real,imag,amplitude,amplitude_norm
692,-50.7344000000001,-15.234525632,NaN,241,138,277.71,0.22146
693,-49.7344000000001,-14.934245632,NaN,230,110,254.95,0.20331
694,-48.7344000000001,-14.633965632,NaN,277,54,282.21,0.22505
695,-47.7344000000001,-14.333685632,NaN,290,53,294.8,0.23509
696,-46.7344000000001,-14.033405632,NaN,112,67,130.51,0.10408
697,-45.7344000000001,-13.733125632,NaN,155,139,208.2,0.16603
698,-44.7344000000001,-13.432845632,NaN,211,114,239.83,0.19125
699,-43.7344000000001,-13.132565632,NaN,238,31,240.01,0.1914
700,-42.7344000000001,-12.832285632,NaN,159,-9,159.25,0.127
701,-41.7344000000001,-12.532005632,NaN,145,137,199.48,0.15908
702,-40.7344000000001,-12.231725632,NaN,134,83,157.62,0.1257
703,-39.7344000000001,-11.931445632,NaN,195,-65,205.55,0.16391
704,-38.7344000000001,-11.631165632,NaN,151,-44,157.28,0.12542
705,-37.7344000000001,-11.330885632,NaN,229,81,242.9,0.1937
706,-36.7344000000001,-11.030605632,NaN,213,161,267,0.21292
707,-35.7344000000001,-10.730325632,NaN,159,154,221.35,0.17652
708,-34.7344000000001,-10.430045632,NaN,109,1,109,0.08693
709,-33.7344000000001,-10.129765632,NaN,102,-42,110.31,0.08797
710,-32.7344000000001,-9.82948563200002,NaN,75,-11,75.8,0.06045
711,-31.7344000000001,-9.52920563200001,NaN,-134,108,172.1,0.13724
712,-30.7344000000001,-9.22892563200002,NaN,-267,196,331.22,0.26413
713,-29.7344000000001,-8.92864563200001,NaN,-89,504,511.8,0.40813
714,-28.7344000000001,-8.62836563200002,NaN,228,569,612.98,0.48882
715,-27.7344000000001,-8.32808563200001,NaN,511,467,692.25,0.55203
716,-26.7344000000001,-8.02780563200002,NaN,625,247,672.04,0.53591
717,-25.7344000000001,-7.72752563200001,NaN,666,155,683.8,0.54529
718,-24.7344000000001,-7.42724563200002,NaN,520,218,563.85,0.44964
719,-23.7344000000001,-7.12696563200002,NaN,363,218,423.43,0.33766
720,-22.7344000000001,-6.82668563200002,NaN,168,77,184.81,0.14737
721,-21.7344000000001,-6.52640563200001,NaN,186,121,221.89,0.17695
722,-20.7344000000001,-6.22612563200001,NaN,142,327,356.5,0.28429
723,-19.7344000000001,-5.92584563200001,NaN,161,390,421.93,0.33646
724,-18.7344000000001,-5.62556563200001,NaN,170,197,260.21,0.2075
725,-17.7344000000001,-5.32528563200002,NaN,170,137,218.33,0.17411
726,-16.7344000000001,-5.02500563200002,NaN,160,42,165.42,0.13191
727,-15.7344000000001,-4.72472563200002,NaN,128,157,202.57,0.16154
728,-14.7344000000001,-4.42444563200002,NaN,73,98,122.2,0.09745
729,-13.7344000000001,-4.12416563200001,NaN,43,88,97.94,0.07811
730,-12.7344000000001,-3.82388563200002,NaN,1,84,84.01,0.06699
