sample,taps_from_fp,excess_path_m,reflector_off_m,real,imag,amplitude,amplitude_norm
696,-50.3125,-15.1078375,NaN,192,135,234.71,0.16311
697,-49.3125,-14.8075575,NaN,275,239,364.34,0.25319
698,-48.3125,-14.5072775,NaN,288,180,339.62,0.23601
699,-47.3125,-14.2069975,NaN,192,76,206.49,0.1435
700,-46.3125,-13.9067175,NaN,186,135,229.83,0.15971
701,-45.3125,-13.6064375,NaN,168,138,217.41,0.15109
702,-44.3125,-13.3061575,NaN,153,161,222.1,0.15435
703,-43.3125,-13.0058775,NaN,158,223,273.3,0.18992
704,-42.3125,-12.7055975,NaN,54,194,201.38,0.13994
705,-41.3125,-12.4053175,NaN,-53,193,200.14,0.13909
706,-40.3125,-12.1050375,NaN,-141,178,227.08,0.1578
707,-39.3125,-11.8047575,NaN,-28,178,180.19,0.12522
708,-38.3125,-11.5044775,NaN,-29,118,121.51,0.08444
709,-37.3125,-11.2041975,NaN,38,170,174.2,0.12105
710,-36.3125,-10.9039175,NaN,127,206,242,0.16817
711,-35.3125,-10.6036375,NaN,163,213,268.21,0.18639
712,-34.3125,-10.3033575,NaN,145,163,218.16,0.15161
713,-33.3125,-10.0030775,NaN,92,-14,93.06,0.06467
714,-32.3125,-9.7027975,NaN,-23,23,32.53,0.0226
715,-31.3125,-9.4025175,NaN,-198,180,267.59,0.18595
716,-30.3125,-9.1022375,NaN,-99,324,338.79,0.23543
717,-29.3125,-8.8019575,NaN,241,547,597.74,0.41538
718,-28.3125,-8.5016775,NaN,409,606,731.11,0.50807
719,-27.3125,-8.2013975,NaN,577,530,783.47,0.54446
720,-26.3125,-7.9011175,NaN,521,422,670.47,0.46593
721,-25.3125,-7.6008375,NaN,472,407,623.24,0.43311
722,-24.3125,-7.3005575,NaN,357,469,589.41,0.4096
723,-23.3125,-7.0002775,NaN,178,403,440.56,0.30616
724,-22.3125,-6.6999975,NaN,46,241,245.35,0.1705
725,-21.3125,-6.3997175,NaN,121,115,166.93,0.116
726,-20.3125,-6.0994375,NaN,316,166,356.95,0.24805
727,-19.3125,-5.7991575,NaN,276,189,334.51,0.23246
728,-18.3125,-5.4988775,NaN,131,130,184.56,0.12825
729,-17.3125,-5.1985975,NaN,0,21,21,0.01459
730,-16.3125,-4.8983175,NaN,22,141,142.71,0.09917
731,-15.3125,-4.5980375,NaN,72,203,215.39,0.14968
732,-14.3125,-4.2977575,NaN,284,77,294.25,0.20448
733,-13.3125,-3.9974775,NaN,268,130,297.87,0.20699
734,-12.3125,-3.6971975,NaN,122,196,230.87,0.16044
735,-11.3125,-3.3969175,NaN,-50,140,148.66,0.10331
736,-10.3125,-3.0966375,NaN,-37,30,47.63,0.0331
737,-9.3125,-2.7963575,NaN,171,69,184.4,0.12814
738,-8.3125,-2.4960775,NaN,264,-12,264.27,0.18365
739,-7.3125,-2.1957975,NaN,248,21,248.89,0.17296
740,-6.3125,-1.8955175,NaN,263,-64,270.68,0.1881
741,-5.3125,-1.5952375,NaN,265,-136,297.86,0.20699
742,-4.3125,-1.2949575,NaN,139,-90,165.59,0.11507
743,-3.3125,-0.9946775,NaN,128,-84,153.1,0.10639
744,-2.3125,-0.6943975,NaN,-15,-79,80.41,0.05588
745,-1.3125,-0.3941175,NaN,-241,-845,878.7,0.61063
746,-0.3125,-0.0938375,NaN,-907,-3268,3391.53,2.35687
747,0.6875,0.2064425,0.287940100457652,-2792,-6756,7310.18,5.08004
748,1.6875,0.5067225,0.491472072453321,-7602,-6532,10022.84,6.96515
749,2.6875,0.8070025,0.667281150454261,-13711,377,13716.18,9.53174
750,3.6875,1.1072825,0.833107141189873,-15784,9150,18244.37,12.67851
751,4.6875,1.4075625,0.993959215889446,-12223,14623,19058.7,13.2444
752,5.6875,1.7078425,1.1519229037577,-8002,16405,18252.56,12.6842
753,6.6875,2.0081225,1.3080450560862,-8012,15637,17570.09,12.20993
754,7.6875,2.3084025,1.46291537708152,-10776,11964,16101.54,11.18939
755,8.6875,2.6086825,1.61689361785232,-9123,5360,10581.05,7.35306
756,9.6875,2.9089625,1.77021258090704,-4052,105,4053.36,2.81679
757,10.6875,3.2092425,1.92302996101245,-3429,-1071,3592.36,2.49643
758,11.6875,3.5095225,2.0754565568813,-7426,-791,7468.01,5.18972
759,12.6875,3.8098025,2.22757259079285,-6893,-1182,6993.61,4.86005
760,13.6875,4.1100825,2.37943762561694,-803,-1634,1820.65,1.26522
761,14.6875,4.4103625,2.53109684136178,3534,-1850,3988.94,2.77202
762,15.6875,4.7106425,2.68258514603014,3777,-1827,4195.67,2.91569
763,16.6875,5.0109225,2.83392994801416,2459,-1262,2763.93,1.92073
764,17.6875,5.3112025,2.98515307379732,2808,-340,2828.51,1.96561
765,18.6875,5.6114825,3.13627212418686,3748,334,3762.85,2.61491
766,19.6875,5.9117625,3.28730145242288,2567,-17,2567.06,1.78392
767,20.6875,6.2120425,3.43825288198113,326,-1106,1153.04,0.80128
768,21.6875,6.5123225,3.58913624163274,-301,-1819,1843.74,1.28126
769,22.6875,6.8126025,3.73995976993758,1352,-1100,1742.96,1.21123
770,23.6875,7.1128825,3.89073042495899,3678,589,3724.86,2.58851
771,24.6875,7.4131625,4.04145412418,5112,2002,5490.04,3.81518
