sample,taps_from_fp,excess_path_m,reflector_off_m,real,imag,amplitude,amplitude_norm
697,-50.4687,-15.154741236,NaN,112,132,173.11,0.13652
698,-49.4687,-14.854461236,NaN,12,106,106.68,0.08413
699,-48.4687,-14.554181236,NaN,93,79,122.02,0.09623
700,-47.4687,-14.253901236,NaN,215,64,224.32,0.17691
701,-46.4687,-13.953621236,NaN,261,189,322.25,0.25414
702,-45.4687,-13.653341236,NaN,169,220,277.42,0.21878
703,-44.4687,-13.353061236,NaN,184,189,263.77,0.20802
704,-43.4687,-13.052781236,NaN,93,-9,93.43,0.07369
705,-42.4687,-12.752501236,NaN,283,32,284.8,0.22461
706,-41.4687,-12.452221236,NaN,297,162,338.31,0.26681
707,-40.4687,-12.151941236,NaN,193,173,259.19,0.20441
708,-39.4687,-11.851661236,NaN,51,122,132.23,0.10428
709,-38.4687,-11.551381236,NaN,48,187,193.06,0.15226
710,-37.4687,-11.251101236,NaN,216,201,295.05,0.23269
711,-36.4687,-10.950821236,NaN,219,308,377.92,0.29805
712,-35.4687,-10.650541236,NaN,197,188,272.31,0.21476
713,-34.4687,-10.350261236,NaN,112,94,146.22,0.11531
714,-33.4687,-10.049981236,NaN,112,-4,112.07,0.08838
715,-32.4687,-9.749701236,NaN,-54,89,104.1,0.0821
716,-31.4687,-9.449421236,NaN,-187,165,249.39,0.19668
717,-30.4687,-9.149141236,NaN,134,397,419,0.33045
718,-29.4687,-8.848861236,NaN,405,582,709.05,0.55919
719,-28.4687,-8.548581236,NaN,478,468,668.96,0.52757
720,-27.4687,-8.248301236,NaN,464,211,509.72,0.40199
721,-26.4687,-7.948021236,NaN,488,58,491.43,0.38757
722,-25.4687,-7.647741236,NaN,628,150,645.67,0.5092
723,-24.4687,-7.347461236,NaN,575,233,620.41,0.48929
724,-23.4687,-7.047181236,NaN,225,260,343.84,0.27117
725,-22.4687,-6.746901236,NaN,90,263,277.97,0.21922
726,-21.4687,-6.446621236,NaN,86,214,230.63,0.18189
727,-20.4687,-6.146341236,NaN,184,319,368.26,0.29043
728,-19.4687,-5.846061236,NaN,213,316,381.08,0.30054
729,-18.4687,-5.545781236,NaN,134,135,190.21,0.15001
730,-17.4687,-5.245501236,NaN,111,49,121.33,0.09569
731,-16.4687,-4.945221236,NaN,179,81,196.47,0.15495
732,-15.4687,-4.644941236,NaN,184,145,234.27,0.18475
733,-14.4687,-4.344661236,NaN,264,13,264.32,0.20845
734,-13.4687,-4.044381236,NaN,198,17,198.73,0.15673
735,-12.4687,-3.744101236,NaN,58,66,87.86,0.06929
736,-11.4687,-3.443821236,NaN,-34,16,37.58,0.02963
737,-10.4687,-3.143541236,NaN,-64,88,108.81,0.08581
738,-9.46870000000001,-2.843261236,NaN,54,27,60.37,0.04761
739,-8.46870000000001,-2.542981236,NaN,144,253,291.11,0.22958
740,-7.46870000000001,-2.242701236,NaN,197,207,285.76,0.22536
741,-6.46870000000001,-1.942421236,NaN,196,92,216.52,0.17076
742,-5.46870000000001,-1.642141236,NaN,3,26,26.17,0.02064
743,-4.46870000000001,-1.341861236,NaN,70,-4,70.11,0.0553
744,-3.46870000000001,-1.041581236,NaN,147,187,237.86,0.18759
745,-2.46870000000001,-0.741301236000004,NaN,96,248,265.93,0.20973
746,-1.46870000000001,-0.441021236000004,NaN,-290,-375,474.05,0.37386
747,-0.468700000000013,-0.140741236000004,NaN,-1287,-2906,3178.24,2.5065
748,0.531299999999987,0.159538763999996,0.249402729946286,-3999,-6220,7394.62,5.83172
749,1.53129999999999,0.459818763999996,0.462379596577984,-8771,-4822,10009.1,7.89361
750,2.53129999999999,0.760098763999996,0.640680965971816,-12485,2481,12729.12,10.03874
751,3.53129999999999,1.060378764,0.807609650874442,-10881,9725,14593.55,11.50911
752,4.53129999999999,1.360658764,0.96906069748623,-3918,13963,14502.28,11.43713
753,5.53129999999999,1.660938764,1.12738988900888,2693,15586,15816.94,12.47393
754,6.53129999999999,1.961218764,1.28375282958458,3247,16404,16722.27,13.18791
755,7.53129999999999,2.261498764,1.43879071872645,-589,14531,14542.93,11.46919
756,8.53129999999999,2.561778764,1.59289050983435,-2378,6269,6704.87,5.28775
757,9.53129999999999,2.862058764,1.74630056392,-1089,-1269,1672.21,1.31878
758,10.5313,3.162338764,1.89918803228492,-2875,-2674,3926.31,3.09646
759,11.5313,3.462618764,2.05166974525658,-7195,-320,7202.11,5.6799
760,12.5313,3.762898764,2.20382992638456,-6665,1113,6757.29,5.32909
761,13.5313,4.063178764,2.35573088116091,-858,624,1060.91,0.83668
762,14.5313,4.363458764,2.50741972228067,3054,303,3068.99,2.42034
763,15.5313,4.663738764,2.65893275246085,3644,199,3649.43,2.8781
764,16.5313,4.964018764,2.81029840759589,2645,-63,2645.75,2.08655
765,17.5313,5.264298764,2.96153928499403,2508,-615,2582.3,2.03652
766,18.5313,5.564578764,3.11267357308632,2491,-1512,2913.97,2.29808
767,19.5313,5.864858764,3.26371607953524,1558,-2467,2917.78,2.30109
768,20.5313,6.165138764,3.41467898377634,-590,-3283,3335.59,2.63059
769,21.5313,6.465418764,3.5655723966666,-2306,-3552,4234.9,3.33982
770,22.5313,6.765698764,3.7164047826761,-1912,-1964,2740.99,2.16167
771,23.5313,7.065978764,3.86718328253585,-483,636,798.61,0.62982
772,24.5313,7.366258764,4.01791396273635,905,1860,2068.48,1.6313
773,25.5313,7.666538764,4.16860201055206,2917,228,2925.9,2.30749
774,26.5313,7.966818764,4.31925188800162,5643,-2608,6216.52,4.90262
775,27.5313,8.267098764,4.46986745450383,6495,-3078,7187.43,5.66832
776,28.5313,8.567378764,4.62045206542169,2964,-484,3003.26,2.3685
777,29.5313,8.867658764,4.77100865185618,-1454,1017,1774.37,1.39935
778,30.5313,9.167938764,4.921539785729,-3897,323,3910.36,3.08388
779,31.5313,9.468218764,5.07204773322771,-2528,-810,2654.6,2.09353
780,32.5313,9.768498764,5.2225344989734,-865,90,869.67,0.68586
781,33.5313,10.068778764,5.37300186273877,-1291,1844,2251,1.77524
782,34.5313,10.369058764,5.52345141014396,-1698,2186,2768,2.18296
783,35.5313,10.669338764,5.67388455845272,-611,1996,2087.42,1.64623
784,36.5313,10.969618764,5.82430257835865,809,1973,2132.42,1.68172
785,37.5313,11.269898764,5.97470661247079,1155,1409,1821.9,1.43683
786,38.5313,11.570178764,6.12509769106821,1459,488,1538.45,1.21329
787,39.5313,11.870458764,6.27547674558325,2155,239,2168.21,1.70995
788,40.5313,12.170738764,6.42584462018675,2289,286,2306.8,1.81924
789,41.5313,12.471018764,6.57620208178018,1335,286,1365.29,1.07673
790,42.5313,12.771298764,6.72654982864447,268,-92,283.35,0.22346
791,43.5313,13.071578764,6.87688849795196,-107,-370,385.16,0.30375
792,44.5313,13.371858764,7.02721867231203,282,54,287.12,0.22644
793,45.5313,13.672138764,7.1775408854926,514,939,1070.48,0.84422
794,46.5313,13.972418764,7.32785562743595,94,1550,1552.85,1.22464
795,47.5313,14.272698764,7.47816334866869,-791,898,1196.7,0.94377
796,48.5313,14.572978764,7.62846446418928,-957,-645,1154.07,0.91015
797,49.5313,14.873258764,7.77875935690427,2,-1484,1484,1.17035
798,50.5313,15.173538764,7.92904838067297,1013,-377,1080.88,0.85243
799,51.5313,15.473818764,8.07933186301192,1242,1222,1742.37,1.37411
800,52.5313,15.774098764,8.22961010750245,1016,1040,1453.91,1.14662
801,53.5313,16.074378764,8.37988339593896,938,-868,1277.99,1.00788
802,54.5313,16.374658764,8.53015199024967,1660,-2387,2907.47,2.29296
803,55.5313,16.674938764,8.68041613421773,2976,-2274,3745.35,2.95375
804,56.5313,16.975218764,8.83067605502627,3530,-1346,3777.91,2.97943
805,57.5313,17.275498764,8.98093196464829,2576,-904,2730.02,2.15301
806,58.5313,17.575778764,9.13118406109899,915,-1467,1728.96,1.36354
807,59.5313,17.876058764,9.2814325295665,-129,-1880,1884.42,1.48614
808,60.5313,18.176338764,9.43167754343427,-227,-1364,1382.76,1.0905
809,61.5313,18.476618764,9.58191926520721,-465,-713,851.23,0.67132
810,62.5313,18.776898764,9.73215784735205,-865,-463,981.12,0.77375
811,63.5313,19.077178764,9.88239343306079,74,-328,336.24,0.26518
812,64.5313,19.377458764,10.0326261569456,1903,69,1904.25,1.50177
813,65.5313,19.677738764,10.1828561456723,2605,378,2632.28,2.07593
814,66.5313,19.978018764,10.3330835185381,1200,302,1237.42,0.97588
815,67.5313,20.278298764,10.483308388,-360,-147,388.86,0.30667
816,68.5313,20.578578764,10.6335308601583,-494,-268,562.01,0.44323
817,69.5313,20.878858764,10.7837510351994,442,-61,446.19,0.35188
818,70.5313,21.179138764,10.9339690078028,850,156,864.2,0.68154
819,71.5313,21.479418764,11.0841848675137,-93,284,298.84,0.23568
820,72.5313,21.779698764,11.2343986990869,-1073,572,1215.94,0.95894
821,73.5313,22.079978764,11.3846105828031,-642,890,1097.39,0.86545
822,74.5313,22.380258764,11.53482059476,975,1688,1949.35,1.53734
823,75.5313,22.680538764,11.6850288071415,2306,2168,3165.1,2.49614
824,76.5313,22.980818764,11.8352352884661,2644,1744,3167.38,2.49793
