sample,taps_from_fp,excess_path_m,reflector_off_m,real,imag,amplitude,amplitude_norm
702,-50.4375,-15.1453725,NaN,142,170,221.5,0.1581
703,-49.4375,-14.8450925,NaN,109,243,266.33,0.1901
704,-48.4375,-14.5448125,NaN,151,95,178.4,0.12734
705,-47.4375,-14.2445325,NaN,202,92,221.96,0.15843
706,-46.4375,-13.9442525,NaN,176,239,296.81,0.21186
707,-45.4375,-13.6439725,NaN,96,280,296,0.21128
708,-44.4375,-13.3436925,NaN,140,216,257.4,0.18373
709,-43.4375,-13.0434125,NaN,268,182,323.96,0.23123
710,-42.4375,-12.7431325,NaN,265,262,372.65,0.26599
711,-41.4375,-12.4428525,NaN,100,265,283.24,0.20217
712,-40.4375,-12.1425725,NaN,31,155,158.07,0.11283
713,-39.4375,-11.8422925,NaN,14,-10,17.2,0.01228
714,-38.4375,-11.5420125,NaN,24,25,34.66,0.02474
715,-37.4375,-11.2417325,NaN,2,240,240.01,0.17131
716,-36.4375,-10.9414525,NaN,-61,310,315.94,0.22551
717,-35.4375,-10.6411725,NaN,14,29,32.2,0.02299
718,-34.4375,-10.3408925,NaN,170,61,180.61,0.12892
719,-33.4375,-10.0406125,NaN,340,37,342.01,0.24412
720,-32.4375,-9.7403325,NaN,244,-34,246.36,0.17584
721,-31.4375,-9.4400525,NaN,56,-178,186.6,0.13319
722,-30.4375,-9.1397725,NaN,-182,102,208.63,0.14892
723,-29.4375,-8.8394925,NaN,-216,476,522.72,0.3731
724,-28.4375,-8.5392125,NaN,-322,605,685.35,0.48919
725,-27.4375,-8.2389325,NaN,-107,471,483,0.34475
726,-26.4375,-7.9386525,NaN,180,352,395.35,0.28219
727,-25.4375,-7.6383725,NaN,313,523,609.51,0.43505
728,-24.4375,-7.3380925,NaN,148,530,550.28,0.39277
729,-23.4375,-7.0378125,NaN,123,391,409.89,0.29257
730,-22.4375,-6.7375325,NaN,428,103,440.22,0.31422
731,-21.4375,-6.4372525,NaN,378,86,387.66,0.2767
732,-20.4375,-6.1369725,NaN,88,219,236.02,0.16846
733,-19.4375,-5.8366925,NaN,64,303,309.69,0.22105
734,-18.4375,-5.5364125,NaN,322,139,350.72,0.25034
735,-17.4375,-5.2361325,NaN,420,49,422.85,0.30182
736,-16.4375,-4.9358525,NaN,362,194,410.71,0.29315
737,-15.4375,-4.6355725,NaN,-13,264,264.32,0.18867
738,-14.4375,-4.3352925,NaN,-94,198,219.18,0.15645
739,-13.4375,-4.0350125,NaN,38,-24,44.94,0.03208
740,-12.4375,-3.7347325,NaN,71,49,86.27,0.06158
741,-11.4375,-3.4344525,NaN,85,66,107.62,0.07681
742,-10.4375,-3.1341725,NaN,52,4,52.15,0.03723
743,-9.4375,-2.8338925,NaN,76,61,97.45,0.06956
744,-8.4375,-2.5336125,NaN,253,247,353.58,0.25238
745,-7.4375,-2.2333325,NaN,270,343,436.52,0.31158
746,-6.4375,-1.9330525,NaN,189,284,341.14,0.2435
747,-5.4375,-1.6327725,NaN,185,28,187.11,0.13355
748,-4.4375,-1.3324925,NaN,236,53,241.88,0.17265
749,-3.4375,-1.0322125,NaN,106,201,227.24,0.1622
750,-2.4375,-0.7319325,NaN,96,165,190.9,0.13626
751,-1.4375,-0.4316525,NaN,793,-380,879.35,0.62766
752,-0.4375,-0.1313725,NaN,4050,-2072,4549.25,3.24715
753,0.5625,0.1689075,0.257390871806019,9128,-5686,10754.11,7.67603
754,1.5625,0.4691875,0.468241233275181,9057,-11540,14669.73,10.4709
755,2.5625,0.7694675,0.646013686688651,1885,-16413,16520.89,11.79221
756,3.5625,1.0697475,0.8127124666443,-6217,-15187,16410.24,11.71323
757,4.5625,1.3700275,0.974039764429083,-10245,-7090,12459.06,8.89297
758,5.5625,1.6703075,1.13229387136868,-11161,1361,11243.68,8.02546
759,6.5625,1.9705875,1.28860754257806,-13154,3777,13685.52,9.76839
760,7.5625,2.2708675,1.44361124463585,-12836,3038,13190.62,9.41514
761,8.5625,2.5711475,1.59768629326569,-5341,5128,7404.23,5.28496
762,9.5625,2.8714275,1.75107783862941,3401,6221,7089.97,5.06065
763,10.5625,3.1717075,1.90395108692137,6029,581,6056.93,4.32329
764,11.5625,3.4719875,2.05642163114451,2943,-7607,8156.45,5.82188
765,12.5625,3.7722675,2.20857287583839,-279,-7800,7804.99,5.57101
766,13.5625,4.0725475,2.36046656615574,-920,226,947.35,0.6762
767,14.5625,4.3728275,2.51214942055385,-836,6351,6405.79,4.5723
768,15.5625,4.6731075,2.6636574576396,-1092,5840,5941.22,4.2407
769,16.5625,4.9733875,2.81501890425074,-1516,2362,2806.65,2.00332
770,17.5625,5.2736675,2.96625620102834,-1287,1636,2081.55,1.48576
771,18.5625,5.5739475,3.11738741708326,-210,2330,2339.44,1.66984
772,19.5625,5.8742275,3.26842726788268,575,1316,1436.13,1.02508
773,20.5625,6.1745075,3.41938786069803,899,-1358,1628.61,1.16246
774,21.5625,6.4747875,3.57027924923794,408,-2716,2746.47,1.96037
775,22.5625,6.7750675,3.72110985223348,-1356,-863,1607.33,1.14727
776,23.5625,7.0753475,3.87188677345284,-3509,2003,4040.43,2.88396
777,24.5625,7.3756275,4.02261604925067,-3121,3889,4986.48,3.55923
778,25.5625,7.6759075,4.17330284213105,857,4551,4630.99,3.30549
779,26.5625,7.9761875,4.3239515935992,4960,4907,6977.12,4.9801
780,27.5625,8.2764675,4.47456614596757,5244,4175,6703,4.78444
781,28.5625,8.5767475,4.62514984024183,1661,1774,2430.23,1.73464
782,29.5625,8.8770275,4.77570559540044,-869,-1053,1365.27,0.9745
783,30.5625,9.1773075,4.92623597307204,-648,-3690,3746.47,2.67414
784,31.5625,9.4775875,5.07674323065871,432,-4899,4918.01,3.51036
785,32.5625,9.7778675,5.2272293652459,-1402,-5175,5361.55,3.82695
786,33.5625,10.0781475,5.3776961501129,-4622,-5648,7298.14,5.20923
787,34.5625,10.3784275,5.52814516526014,-5584,-4282,7036.8,5.0227
788,35.5625,10.6787075,5.67857782306794,-4885,-991,4984.51,3.55782
789,36.5625,10.9789875,5.82899538996979,-4263,1544,4533.99,3.23626
790,37.5625,11.2792675,5.97939900484481,-3082,1769,3553.6,2.53648
791,38.5625,11.5795475,6.129789694695,-1266,1647,2077.35,1.48276
792,39.5625,11.8798275,6.28016838806405,-866,3510,3615.25,2.58048
793,40.5625,12.1801075,6.43053592656857,-1950,5195,5548.92,3.96069
794,41.5625,12.4803875,6.58089307484471,-2010,3817,4313.88,3.07915
795,42.5625,12.7806675,6.73124052915873,-473,613,774.27,0.55266
796,43.5625,13.0809475,6.88157892488628,1677,-508,1752.25,1.25072
797,44.5625,13.3812275,7.03190884303039,1518,993,1813.94,1.29475
798,45.5625,13.6815075,7.18223081591918,-1121,2561,2795.6,1.99543
799,46.5625,13.9817875,7.33254533220143,-3744,2643,4582.9,3.27116
800,47.5625,14.2820675,7.48285284123903,-3185,1378,3470.32,2.47703
801,48.5625,14.5823475,7.63315375697942,-70,213,224.21,0.16003
802,49.5625,14.8826275,7.78344846137874,1952,-538,2024.78,1.44524
803,50.5625,15.1829075,7.93373730743519,1249,-957,1573.48,1.12311
804,51.5625,15.4831875,8.08402062188358,-485,-366,607.6,0.43369
805,52.5625,15.7834675,8.2342987075943,-1340,1122,1747.71,1.24747
806,53.5625,16.0837475,8.38457184571395,-1288,2354,2683.33,1.9153
807,54.5625,16.3840275,8.53484029757962,-676,3054,3127.92,2.23263
808,55.5625,16.6843075,8.68510430643404,-185,4236,4240.04,3.02644
809,56.5625,16.9845875,8.83536409896553,307,5273,5281.93,3.77011
810,57.5625,17.2848675,8.98561988669335,1422,4066,4307.49,3.07458
811,58.5625,17.5851475,9.13587186721601,2793,1160,3024.31,2.15868
812,59.5625,17.8854275,9.28612022533841,3391,-1073,3556.71,2.5387
813,60.5625,18.1857075,9.43636513409104,2556,-1238,2840.03,2.02715
814,61.5625,18.4859875,9.58660675565338,1114,-124,1120.88,0.80006
815,62.5625,18.7862675,9.73684524219159,-96,1039,1043.43,0.74477
816,63.5625,19.0865475,9.88708073661984,-375,1843,1880.76,1.34244
817,64.5625,19.3868275,10.0373133732931,527,2067,2133.12,1.52257
818,65.5625,19.6871075,10.1875432786388,862,1208,1484.02,1.05926
819,66.5625,19.9873875,10.337770571733,389,-273,475.24,0.33921
820,67.5625,20.2876675,10.4879953648273,327,-1713,1743.93,1.24478
821,68.5625,20.5879475,10.638217763831,1125,-1768,2095.58,1.49577
822,69.5625,20.8882275,10.7884378687528,1779,-39,1779.43,1.27011
823,70.5625,21.1885075,10.9386557741063,1278,1362,1867.71,1.33312
824,71.5625,21.4887875,11.0888715692824,526,391,655.41,0.46781
825,72.5625,21.7890675,11.2390853388916,435,-1600,1658.08,1.1835
826,73.5625,22.0893475,11.3892971630799,285,-2147,2165.83,1.54592
827,74.5625,22.3896275,11.5395071178187,-511,-334,610.47,0.43574
828,75.5625,22.6899075,11.6897152751741,-1358,2221,2603.27,1.85815
829,76.5625,22.9901875,11.839921703554,-1414,3802,4056.43,2.89538
830,77.5625,23.2904675,11.9901264679377,-553,4001,4039.04,2.88297
831,78.5625,23.5907475,12.1403296300879,829,3823,3911.85,2.79218
832,79.5625,23.8910275,12.2905312487475,1521,2808,3193.48,2.27943
833,80.5625,24.1913075,12.4407313798221,783,1020,1285.88,0.91783
834,81.5625,24.4915875,12.5909300765487,-100,-791,797.3,0.56909
835,82.5625,24.7918675,12.7411273896539,153,-1839,1845.35,1.31717
836,83.5625,25.0921475,12.8913233674995,863,-1059,1366.11,0.97509
837,84.5625,25.3924275,13.0415180562191,1106,373,1167.2,0.83312
838,85.5625,25.6927075,13.1917114998449,913,1197,1505.45,1.07455
839,86.5625,25.9929875,13.3419037404258,998,680,1207.64,0.86199
840,87.5625,26.2932675,13.4920948181385,1588,-416,1641.58,1.17172
841,88.5625,26.5935475,13.6422847713896,1431,-845,1661.86,1.1862
842,89.5625,26.8938275,13.792473636913,84,-210,226.18,0.16144
843,90.5625,27.1941075,13.9426614498592,-1158,80,1160.76,0.82852
844,91.5625,27.4943875,14.0928482438803,-891,-407,979.56,0.69918
845,92.5625,27.7946675,14.2430340512086,858,-1057,1361.4,0.97174
846,93.5625,28.0949475,14.3932189027312,1795,-1229,2175.42,1.55276
847,94.5625,28.3952275,14.5434028280588,1649,-1532,2250.83,1.60659
848,95.5625,28.6955075,14.6935858555915,903,-2142,2324.56,1.65921
849,96.5625,28.9957875,14.8437680125799,427,-2610,2644.7,1.88772
850,97.5625,29.2960675,14.9939493251824,394,-2376,2408.45,1.71909
851,98.5625,29.5963475,15.1441298185201,584,-1742,1837.29,1.31141
