taps_from_fp,excess_path_m,reflector_off_m,amplitude_norm_mean,amplitude_norm_sd,n_frames
-50,-15.014,NaN,0.147117665481481,0.0575135032893578,297
-49.5,-14.86386,NaN,0.150368989228956,0.0635988605517766,297
-49,-14.71372,NaN,0.149257073666667,0.0626912240121184,297
-48.5,-14.56358,NaN,0.142328172222222,0.0507154019209987,297
-48,-14.41344,NaN,0.135673941528619,0.0413398838398209,297
-47.5,-14.2633,NaN,0.13288581353872,0.0398672868327026,297
-47,-14.11316,NaN,0.13066123362963,0.0424924551863623,297
-46.5,-13.96302,NaN,0.129525565895623,0.0436539626620666,297
-46,-13.81288,NaN,0.129709903319865,0.0435271356219287,297
-45.5,-13.66274,NaN,0.130267322558923,0.0430965443269169,297
-45,-13.5126,NaN,0.130975511656566,0.0437893808067524,297
-44.5,-13.36246,NaN,0.130690402070707,0.0438732552344416,297
-44,-13.21232,NaN,0.130917949835017,0.0451359952318626,297
-43.5,-13.06218,NaN,0.134252816989899,0.0487454859150375,297
-43,-12.91204,NaN,0.137696142316498,0.0526481623709345,297
-42.5,-12.7619,NaN,0.137982707653199,0.0532775350480511,297
-42,-12.61176,NaN,0.13758095910101,0.0505636804804978,297
-41.5,-12.46162,NaN,0.140165068572391,0.0499962826775052,297
-41,-12.31148,NaN,0.145865458387205,0.0555228764715003,297
-40.5,-12.16134,NaN,0.15094558330303,0.059747520722344,297
-40,-12.0112,NaN,0.151022072750842,0.0586367544314475,297
-39.5,-11.86106,NaN,0.14811987486532,0.0528257240638497,297
-39,-11.71092,NaN,0.145485097020202,0.0471646784575046,297
-38.5,-11.56078,NaN,0.1443219156633,0.0458311439560565,297
-38,-11.41064,NaN,0.14598049223569,0.0540821695905553,297
-37.5,-11.2605,NaN,0.148810106380471,0.0622158965025048,297
-37,-11.11036,NaN,0.151213568316498,0.067001301071763,297
-36.5,-10.96022,NaN,0.151016152626263,0.0671950719343932,297
-36,-10.81008,NaN,0.147355051760943,0.0653933731934411,297
-35.5,-10.65994,NaN,0.140432706518518,0.0583542917600398,297
-35,-10.5098,NaN,0.13431984563973,0.0496561780844347,297
-34.5,-10.35966,NaN,0.136042561919192,0.0471300447704818,297
-34,-10.20952,NaN,0.146494275976431,0.0564308664054901,297
-33.5,-10.05938,NaN,0.163138664161616,0.0698763372423773,297
-33,-9.90924,NaN,0.181096458181818,0.0805436850001387,297
-32.5,-9.7591,NaN,0.202746294144781,0.0879172740444523,297
-32,-9.60896,NaN,0.232154882619529,0.0988440771411002,297
-31.5,-9.45882,NaN,0.263266082063974,0.113407048610847,297
-31,-9.30868,NaN,0.290310938040404,0.12210050205711,297
-30.5,-9.15854,NaN,0.310000156804714,0.117992559214082,297
-30,-9.0084,NaN,0.323081324993266,0.118074826545499,297
-29.5,-8.85826,NaN,0.333118773390572,0.119232999571013,297
-29,-8.70812,NaN,0.334491253616161,0.119035928522497,297
-28.5,-8.55798,NaN,0.321500469575758,0.120490659096907,297
-28,-8.40784,NaN,0.296533445959596,0.122468881989112,297
-27.5,-8.2577,NaN,0.27424875994276,0.124402863485687,297
-27,-8.10756,NaN,0.27560928093266,0.123105478323864,297
-26.5,-7.95742,NaN,0.298249084525253,0.11738095750964,297
-26,-7.80728,NaN,0.323085822262626,0.11642562331022,297
-25.5,-7.65714,NaN,0.339158643565657,0.114682441877374,297
-25,-7.507,NaN,0.338234233040404,0.114162606550094,297
