sample,taps_from_fp,excess_path_m,reflector_off_m,real,imag,amplitude,amplitude_norm
700,-50.7187,-15.229811236,NaN,118,21,119.85,0.09393
701,-49.7187,-14.929531236,NaN,155,99,183.92,0.14414
702,-48.7187,-14.629251236,NaN,113,105,154.25,0.12089
703,-47.7187,-14.328971236,NaN,140,65,154.35,0.12097
704,-46.7187,-14.028691236,NaN,109,91,141.99,0.11128
705,-45.7187,-13.728411236,NaN,-33,35,48.1,0.0377
706,-44.7187,-13.428131236,NaN,-6,89,89.2,0.06991
707,-43.7187,-13.127851236,NaN,34,109,114.18,0.08948
708,-42.7187,-12.827571236,NaN,60,121,135.06,0.10585
709,-41.7187,-12.527291236,NaN,9,91,91.44,0.07166
710,-40.7187,-12.227011236,NaN,-27,181,183,0.14342
711,-39.7187,-11.926731236,NaN,60,153,164.34,0.1288
712,-38.7187,-11.626451236,NaN,94,189,211.09,0.16543
713,-37.7187,-11.326171236,NaN,134,95,164.26,0.12873
714,-36.7187,-11.025891236,NaN,74,54,91.61,0.07179
715,-35.7187,-10.725611236,NaN,154,53,162.86,0.12764
716,-34.7187,-10.425331236,NaN,193,109,221.65,0.17371
717,-33.7187,-10.125051236,NaN,252,250,354.97,0.27819
718,-32.7187,-9.824771236,NaN,407,169,440.69,0.34537
719,-31.7187,-9.524491236,NaN,635,-109,644.29,0.50493
720,-30.7187,-9.224211236,NaN,375,-323,494.93,0.38787
721,-29.7187,-8.923931236,NaN,-127,-275,302.91,0.23739
722,-28.7187,-8.623651236,NaN,-367,-126,388.03,0.3041
723,-27.7187,-8.323371236,NaN,-303,99,318.76,0.24981
724,-26.7187,-8.023091236,NaN,-241,272,363.41,0.2848
725,-25.7187,-7.722811236,NaN,-303,276,409.86,0.32121
726,-24.7187,-7.422531236,NaN,-317,129,342.24,0.26822
727,-23.7187,-7.122251236,NaN,-53,89,103.59,0.08118
728,-22.7187,-6.821971236,NaN,37,84,91.79,0.07193
729,-21.7187,-6.521691236,NaN,-46,52,69.43,0.05441
730,-20.7187,-6.221411236,NaN,13,-21,24.7,0.01936
731,-19.7187,-5.921131236,NaN,99,-111,148.73,0.11656
732,-18.7187,-5.620851236,NaN,161,43,166.64,0.1306
733,-17.7187,-5.320571236,NaN,182,227,290.95,0.22802
734,-16.7187,-5.020291236,NaN,116,191,223.47,0.17513
735,-15.7187,-4.720011236,NaN,38,113,119.22,0.09343
736,-14.7187,-4.419731236,NaN,56,198,205.77,0.16126
737,-13.7187,-4.119451236,NaN,118,191,224.51,0.17595
738,-12.7187,-3.819171236,NaN,134,106,170.86,0.1339
739,-11.7187,-3.518891236,NaN,116,44,124.06,0.09723
740,-10.7187,-3.218611236,NaN,96,81,125.61,0.09844
741,-9.71870000000001,-2.918331236,NaN,106,116,157.14,0.12315
742,-8.71870000000001,-2.618051236,NaN,78,113,137.31,0.10761
743,-7.71870000000001,-2.317771236,NaN,129,121,176.87,0.13861
744,-6.71870000000001,-2.017491236,NaN,232,226,323.88,0.25383
745,-5.71870000000001,-1.717211236,NaN,325,310,449.14,0.35199
746,-4.71870000000001,-1.416931236,NaN,250,377,452.36,0.35451
747,-3.71870000000001,-1.116651236,NaN,181,251,309.45,0.24252
748,-2.71870000000001,-0.816371236000004,NaN,197,156,251.29,0.19693
749,-1.71870000000001,-0.516091236000004,NaN,891,1064,1387.8,1.08761
750,-0.718700000000013,-0.215811236000004,NaN,3100,4031,5085.17,3.98524
751,0.281299999999987,0.0844687639999962,0.177053128814264,7388,7445,10488.59,8.2199
752,1.28129999999999,0.384748763999996,0.414330749824195,12278,3924,12889.8,10.10173
753,2.28129999999999,0.685028763999996,0.597558506990604,13282,-6840,14939.78,11.70829
754,3.28129999999999,0.985308763999996,0.766528804092709,7562,-15148,16930.62,13.26851
755,4.28129999999999,1.285588764,0.929053650189675,-1991,-16402,16522.4,12.94859
756,5.28129999999999,1.585868764,1.08802527615755,-8605,-13949,16389.65,12.84455
757,6.28129999999999,1.886148764,1.24480575086424,-8240,-13462,15783.63,12.36962
758,7.28129999999999,2.186428764,1.40013133398679,-3715,-12325,12872.72,10.08834
759,8.28129999999999,2.486708764,1.55443822220074,-664,-5792,5829.94,4.56892
760,9.28129999999999,2.786988764,1.70800253514611,775,259,817.13,0.64039
761,10.2813,3.087268764,1.86100810656282,4684,952,4779.77,3.7459
762,11.2813,3.387548764,2.01358231133457,8485,-1533,8622.37,6.75735
763,12.2813,3.687828764,2.16581631620653,5591,-2731,6222.35,4.87645
764,13.2813,3.988108764,2.31777715619371,-336,-1599,1633.92,1.2805
765,14.2813,4.288388764,2.4695152591552,-3017,-333,3035.32,2.37878
766,15.2813,4.588668764,2.62106930923761,-2141,808,2288.39,1.79341
767,16.2813,4.888948764,2.77246948976076,-1145,1497,1884.68,1.47703
768,17.2813,5.189228764,2.92373970433095,-1262,1757,2163.26,1.69534
769,18.2813,5.489508764,3.07489913410313,-1282,1513,1983.1,1.55415
770,19.2813,5.789788764,3.22596335229264,-289,1433,1461.85,1.14565
771,20.2813,6.090068764,3.37694513650461,1362,1551,2064.13,1.61766
772,21.2813,6.390348764,3.52785507054769,2306,1433,2714.98,2.12773
773,22.2813,6.690628764,3.67870199687553,1190,138,1197.97,0.93885
774,23.2813,6.990908764,3.82949336127418,-1283,-2417,2736.42,2.14453
775,24.2813,7.291188764,3.9802354786457,-3965,-3498,5287.46,4.14378
776,25.2813,7.591468764,4.13093374022108,-6547,192,6549.81,5.13308
777,26.2813,7.891748764,4.28159277675071,-8871,5970,10692.78,8.37992
778,27.2813,8.192028764,4.43221658822658,-8894,7709,11769.96,9.2241
779,28.2813,8.492308764,4.58280864789026,-4353,3566,5627.16,4.41
780,29.2813,8.792588764,4.73337198629104,1053,-261,1084.86,0.85021
781,30.2813,9.092868764,4.88390925972542,3689,-120,3690.95,2.8926
782,31.2813,9.393148764,5.03442280634619,2153,2076,2990.85,2.34393
783,32.2813,9.693428764,5.18491469245981,-287,2051,2070.98,1.62303
784,33.2813,9.993708764,5.33538675095935,783,193,806.44,0.632
785,34.2813,10.293988764,5.48584061341008,3274,-364,3294.17,2.58164
786,35.2813,10.594268764,5.63627773697912,3168,-630,3230.03,2.53138
787,36.2813,10.894548764,5.78669942715132,1144,-1408,1814.17,1.42176
788,37.2813,11.194828764,5.93710685698181,-326,-1426,1462.79,1.14639
789,38.2813,11.495108764,6.08750108348634,-1300,-235,1321.07,1.03532
790,39.2813,11.795388764,6.23788306165436,-2036,494,2095.07,1.64191
