sample,real,imag,amplitude,amplitude_norm
698,171,45,176.82,0.15074
699,181,94,203.95,0.17387
700,3,70,70.06,0.05973
701,28,-15,31.76,0.02708
702,193,18,193.84,0.16525
703,152,151,214.25,0.18266
704,83,187,204.59,0.17442
705,113,51,123.98,0.10569
706,182,-10,182.27,0.15539
707,233,80,246.35,0.21002
708,210,176,274,0.23359
709,113,124,167.76,0.14302
710,100,18,101.61,0.08662
711,238,91,254.8,0.21722
712,274,281,392.48,0.33459
713,101,189,214.29,0.18269
714,150,44,156.32,0.13327
715,314,1,314,0.26769
716,491,-51,493.64,0.42084
717,518,-247,573.88,0.48924
718,565,-400,692.26,0.59016
719,482,-417,637.35,0.54335
720,365,-233,433.03,0.36916
721,280,50,284.43,0.24248
722,8,96,96.33,0.08213
723,-18,54,56.92,0.04853
724,113,123,167.03,0.14239
725,134,145,197.44,0.16832
726,31,111,115.25,0.09825
727,31,-15,34.44,0.02936
728,156,12,156.46,0.13339
729,244,167,295.68,0.25207
730,134,242,276.62,0.23582
731,174,202,266.61,0.22729
732,196,72,208.81,0.17801
733,174,202,266.61,0.22729
734,33,208,210.6,0.17954
735,-4,127,127.06,0.10832
736,58,-35,67.74,0.05775
737,153,42,158.66,0.13526
738,113,196,226.24,0.19287
739,-31,239,241,0.20546
740,21,132,133.66,0.11395
741,123,34,127.61,0.10879
742,170,139,219.59,0.18721
743,165,179,243.45,0.20754
744,-257,272,374.21,0.31902
745,-1388,626,1522.64,1.29807
746,-2491,1792,3068.61,2.61603
747,-179,4621,4624.47,3.94243
748,8232,9380,12479.99,10.63938
749,15098,12198,19409.81,16.54716
750,16413,12621,20704.5,17.65089
751,15689,11678,19558.13,16.6736
752,13435,7435,15355.08,13.09043
753,8757,697,8784.69,7.48908
754,3575,-2990,4660.55,3.97319
755,-80,-2126,2127.5,1.81373
756,-1559,164,1567.6,1.3364
757,-1676,854,1881.03,1.60361
758,-1528,-397,1578.73,1.34589
759,-1200,-1475,1901.48,1.62104
760,-1068,-1425,1780.8,1.51816
761,-1055,-873,1369.36,1.1674
762,-844,-596,1033.22,0.88084
763,-410,-378,557.66,0.47541
764,-125,-60,138.65,0.1182
765,-332,-503,602.69,0.5138
766,-376,-1628,1670.86,1.42443
767,-36,-2072,2072.31,1.76668
768,161,-1149,1160.22,0.98911
769,-410,-139,432.92,0.36907
770,-1245,151,1254.12,1.06916
771,-1763,-178,1771.96,1.51062
772,-1948,-622,2044.89,1.7433
773,-1659,-701,1801.02,1.5354
774,-1035,-409,1112.88,0.94875
775,-89,-252,267.25,0.22784
776,953,-398,1032.77,0.88045
777,1217,-554,1337.16,1.13995
778,647,-683,940.8,0.80204
779,193,-997,1015.51,0.86574
780,394,-1166,1230.77,1.04925
781,572,-591,822.47,0.70117
782,225,-508,555.6,0.47366
783,-147,-1100,1109.78,0.9461
784,-613,-2013,2104.27,1.79392
785,-1069,-2288,2525.41,2.15295
786,-1224,-1934,2288.78,1.95122
787,-1471,-1404,2033.48,1.73358
788,-2098,-972,2312.23,1.97121
789,-2622,-705,2715.13,2.31469
790,-2659,-535,2712.29,2.31227
791,-2107,-179,2114.59,1.80272
792,-1043,265,1076.14,0.91742
793,-120,656,666.89,0.56853
794,73,896,898.97,0.76638
795,-542,483,725.98,0.61891
796,-1048,-626,1220.73,1.04069
797,-442,-1605,1664.75,1.41922
798,720,-1878,2011.29,1.71465
799,1045,-1434,1774.37,1.51268
800,288,-787,838.04,0.71444
801,-662,248,706.93,0.60267
802,-1322,1109,1725.56,1.47107
803,-1845,1495,2374.67,2.02444
804,-1999,967,2220.61,1.8931
805,-1760,31,1760.27,1.50066
806,-1640,-561,1733.3,1.47766
807,-2176,-1117,2445.95,2.08521
808,-2614,-1699,3117.63,2.65782
809,-2030,-2062,2893.57,2.46681
810,-779,-1528,1715.12,1.46216
811,109,-23,111.4,0.09497
812,93,1284,1287.36,1.0975
813,-473,1308,1390.9,1.18576
814,-457,550,715.09,0.60962
815,-165,-217,272.61,0.2324
816,228,-364,429.51,0.36616
817,279,-329,431.37,0.36775
818,132,-813,823.65,0.70217
819,61,-1179,1180.58,1.00646
820,-14,-1117,1117.09,0.95233
821,-432,-686,810.69,0.69113
822,-1097,-506,1208.07,1.0299
823,-1320,-492,1408.71,1.20095
824,-1268,-448,1344.82,1.14647
825,-1094,-407,1167.26,0.9951
826,-967,-509,1092.78,0.93161
827,-713,-659,970.9,0.82771
828,-488,-396,628.46,0.53577
829,-417,-185,456.2,0.38891
830,-408,-268,488.15,0.41615
831,-481,-653,811.03,0.69142
832,-585,-629,858.99,0.7323
833,-901,-124,909.49,0.77536
834,-1127,383,1190.3,1.01475
835,-1072,579,1218.37,1.03868
836,-629,483,793.05,0.67609
837,-291,437,525.02,0.44759
838,-142,685,699.56,0.59639
839,-146,1018,1028.42,0.87674
840,-288,1139,1174.85,1.00157
841,-443,661,795.72,0.67836
842,-353,-48,356.25,0.30371
843,-355,-642,733.61,0.62542
844,-153,-866,879.41,0.74971
845,-56,-754,756.08,0.64457
846,-102,-678,685.63,0.58451
847,-47,-540,542.04,0.4621
