taps_from_fp,amplitude_norm_diff,background_mean,phase2_mean,n_background,n_phase2
-50,0.00382422584666944,0.200091024333332,0.203915250180001,96,100
-49.5,0.00444022497000646,0.257228164999998,0.261668389970004,96,100
-49,0.0130347867229234,0.45514600617708,0.468180792900003,96,100
-48.5,0.0121762331175036,0.686905866062498,0.699082099180001,96,100
-48,0.00968432762000115,0.838664819999999,0.84834914762,96,100
-47.5,0.00910861419291609,0.924726570177083,0.933835184369999,96,100
-47,0.00575366104249753,0.925348749687501,0.931102410729999,96,100
-46.5,0.00599748073083106,0.885411219479167,0.891408700209998,96,100
-46,0.00300753532499887,0.862319778125001,0.86532731345,96,100
-45.5,0.00377681969708366,0.873113862572917,0.876890682270001,96,100
-45,0.00202249627250117,0.9096017554375,0.911624251710001,96,100
-44.5,-0.00832725792750189,0.920642225437501,0.91231496751,96,100
-44,-0.0115438863433367,0.784054160833336,0.772510274489999,96,100
-43.5,-0.00425409063625459,0.547509225156253,0.543255134519998,96,100
-43,-0.00966109336250293,0.375193085562501,0.365531992199998,96,100
-42.5,-0.0362929050466635,0.358767349166665,0.322474444120001,96,100
-42,-0.0503792258595806,0.430804317239582,0.380425091380002,96,100
-41.5,-0.0429110449562528,0.418748771906251,0.375837726949998,96,100
-41,-0.0243238710704236,0.28461492551042,0.260291054439997,96,100
-40.5,0.00050028793249815,0.166920777687501,0.167421065619999,96,100
-40,0.0126988253991685,0.182176457770832,0.194875283170001,96,100
-39.5,0.00930224752833297,0.238480580041667,0.24778282757,96,100
-39,-0.000549106628749851,0.23670847146875,0.23615936484,96,100
-38.5,-0.00937431098458352,0.196334354864583,0.18696004388,96,100
-38,-0.00744912490583416,0.146844458895834,0.13939533399,96,100
-37.5,0.000732764986250897,0.11126432634375,0.111997091330001,96,100
-37,0.0110011985529183,0.109734441677083,0.120735640230001,96,100
-36.5,0.0237492221391679,0.124789913520833,0.148539135660001,96,100
-36,0.0356926468083343,0.155706254041666,0.191398900850001,96,100
-35.5,0.0376643642583329,0.186658922541666,0.224323286799999,96,100
-35,0.0287427333520826,0.180553485197917,0.209296218549999,96,100
-34.5,0.0161584324458326,0.155678388354167,0.171836820799999,96,100
-34,0.00386252214541535,0.137586109614584,0.141448631759999,96,100
-33.5,-0.00194198110166741,0.132369823041667,0.130427841939999,96,100
-33,-0.00198115541833324,0.157789313458333,0.155808158039999,96,100
-32.5,-0.00243592758499861,0.201728187124999,0.19929225954,96,100
-32,-0.000498218130415617,0.257912694260417,0.257414476130001,96,100
-31.5,0.00470203120416646,0.300704774645834,0.305406805850001,96,100
-31,0.00604223693083239,0.294425322979167,0.300467559909999,96,100
