taps_from_fp,amplitude_norm_mean,amplitude_norm_sd,n_frames
-50,0.203915250180001,0.0559418058432027,100
-49.5,0.261668389970004,0.0739677399152524,100
-49,0.468180792900003,0.0825382068685025,100
-48.5,0.699082099180001,0.0914969782673524,100
-48,0.84834914762,0.0898553329658442,100
-47.5,0.933835184369999,0.0903773563652543,100
-47,0.931102410729999,0.0870159742086534,100
-46.5,0.891408700209998,0.0950893642080873,100
-46,0.86532731345,0.0950078177525245,100
-45.5,0.876890682270001,0.09032307707731,100
-45,0.911624251710001,0.0825680377361708,100
-44.5,0.91231496751,0.0799119034762014,100
-44,0.772510274489999,0.0899629172590885,100
-43.5,0.543255134519998,0.0942794184666295,100
-43,0.365531992199998,0.0813732295221048,100
-42.5,0.322474444120001,0.0942222662163746,100
-42,0.380425091380002,0.100246645980371,100
-41.5,0.375837726949998,0.100752784856051,100
-41,0.260291054439997,0.0737721531484976,100
-40.5,0.167421065619999,0.0600656986755111,100
-40,0.194875283170001,0.0680282792223201,100
-39.5,0.24778282757,0.0859957974656516,100
-39,0.23615936484,0.0839919920130497,100
-38.5,0.18696004388,0.0751047937603189,100
-38,0.13939533399,0.0529813886599025,100
-37.5,0.111997091330001,0.0355602162988491,100
-37,0.120735640230001,0.042152068651851,100
-36.5,0.148539135660001,0.0647370513534248,100
-36,0.191398900850001,0.0786923099829198,100
-35.5,0.224323286799999,0.0881267449584586,100
-35,0.209296218549999,0.0818830789565503,100
-34.5,0.171836820799999,0.0666948300065874,100
-34,0.141448631759999,0.0391460136866161,100
-33.5,0.130427841939999,0.0520999820888218,100
-33,0.155808158039999,0.0739138981328073,100
-32.5,0.19929225954,0.0888313558921082,100
-32,0.257414476130001,0.0943792980001526,100
-31.5,0.305406805850001,0.0993482012729072,100
-31,0.300467559909999,0.0914187430884487,100
-30.5,0.27697094553,0.0847808383291018,100
-30,0.26814934442,0.0789677038776134,100
-29.5,0.272695472930001,0.0750882779436726,100
-29,0.292979357220001,0.0661097204049024,100
-28.5,0.312864792080001,0.0757190464954469,100
-28,0.29839675297,0.0852303757074953,100
-27.5,0.25620040108,0.0862519378214978,100
-27,0.198907363359998,0.0535750061336438,100
-26.5,0.166747721409998,0.0495836286317278,100
-26,0.229540790500001,0.0747100644114827,100
-25.5,0.3233621441,0.093055773104846,100
-25,0.353517980550001,0.08895389589041,100
-24.5,0.335795574510001,0.0847891653193953,100
-24,0.31230632938,0.0789748387388129,100
-23.5,0.2952741611,0.0809093130348108,100
-23,0.24326131465,0.0746773088008521,100
-22.5,0.17325509873,0.0592899275006323,100
-22,0.136825719579999,0.0336037123973546,100
-21.5,0.129362624519999,0.046469068420797,100
-21,0.13409794907,0.0609192031394391,100
-20.5,0.13692951171,0.0693980197624783,100
-20,0.15499363691,0.0760866214681338,100
-19.5,0.18238601495,0.0870569167114581,100
-19,0.17518079372,0.0820920500505294,100
-18.5,0.145511066790001,0.0613145297906175,100
-18,0.139024235320001,0.034788465181709,100
-17.5,0.159264510980001,0.0596978449192936,100
-17,0.20414246205,0.0765794408575037,100
-16.5,0.24840783291,0.0842244920442357,100
-16,0.271337649360001,0.0828509652414172,100
-15.5,0.281798775100001,0.0810670289419221,100
-15,0.273641600280001,0.0794056186795129,100
-14.5,0.258303350610001,0.0811378747633573,100
-14,0.26527122777,0.0751262575284982,100
-13.5,0.29284992254,0.0785778321516782,100
-13,0.33648918158,0.075813224245034,100
-12.5,0.37600266683,0.0781005509074249,100
-12,0.37220852339,0.0811893598882553,100
-11.5,0.326269152079998,0.0874486342597672,100
-11,0.236504164289998,0.0734549882879872,100
-10.5,0.162306253409999,0.0532317127983921,100
-10,0.1409273516,0.0427345278594769,100
-9.5,0.13196273541,0.0454365544620883,100
-9,0.12590991635,0.0371016187571122,100
-8.5,0.125837752400001,0.0323752866875923,100
-8,0.1456037088,0.0476915035817226,100
-7.5,0.17239643886,0.0716825732340496,100
-7,0.17817042018,0.0739178729216337,100
-6.5,0.164708179289999,0.0694224033905991,100
-6,0.136893524629999,0.0531519035754687,100
-5.5,0.114236580469999,0.0351671583457805,100
-5,0.1107425422,0.0283924500230041,100
-4.5,0.11552195016,0.0387542944086499,100
-4,0.12510703689,0.0473068316812049,100
-3.5,0.12979673338,0.0577620320452947,100
-3,0.12353152373,0.0542912568570109,100
-2.5,0.128490744720001,0.0552730982757022,100
-2,0.278377604720002,0.0719851250413042,100
-1.5,0.704062675600012,0.175415977988532,100
-1,2.28266326147002,0.250312099293941,100
-0.5,4.96022323314005,0.499888267989646,100
0,9.41997661678006,0.44139387283341,100
0.5,14.0576159396,0.385766666920338,100
1,16.75564510557,0.364787171680849,100
1.5,18.10929847587,0.219342286692232,100
2,18.03211376525,0.171980163450128,100
2.5,17.41950322896,0.191093970168339,100
3,16.76885671773,0.213911680753453,100
3.5,16.5056983171,0.283481123991125,100
4,16.62424904563,0.307580427584288,100
4.5,15.75601074265,0.729735998734811,100
5,10.8327239836799,1.2159339667309,100
5.5,5.75093116012,2.44052982001726,100
6,7.48845086048004,1.82284606443496,100
6.5,11.1643357451,0.998645032638845,100
7,9.60913098088997,0.779270714510636,100
7.5,5.67267542283998,1.03903968607725,100
8,4.4677778955,1.31176999143091,100
8.5,5.2015300365,0.651268546966335,100
9,4.48219685239998,0.505255864505594,100
9.5,2.64270053246999,0.64313525813731,100
10,2.43909391418,0.742076338054234,100
10.5,3.34432259847,0.350324974049269,100
11,3.20891723914,0.335671848553356,100
11.5,2.14458733113,0.427902067581442,100
12,1.89003255141,0.626085709169404,100
12.5,2.68163292362001,0.341619271516436,100
13,3.39074797264001,0.287260423548965,100
