sample,real,imag,amplitude,amplitude_norm
726,-73,-378,384.98,0.32136
727,-178,-394,432.34,0.36089
728,122,-61,136.4,0.11386
729,17,310,310.47,0.25915
730,-289,315,427.49,0.35683
731,-181,174,251.07,0.20958
732,115,72,135.68,0.11326
733,519,97,527.99,0.44072
734,674,336,753.11,0.62864
735,577,773,964.6,0.80518
736,64,776,778.63,0.64995
737,-363,402,541.64,0.45212
738,-220,168,276.81,0.23106
739,4,164,164.05,0.13694
740,141,81,162.61,0.13573
741,324,-114,343.47,0.2867
742,410,-77,417.17,0.34822
743,177,-37,180.83,0.15094
744,108,212,237.92,0.1986
745,-88,-509,516.55,0.43118
746,-1992,-4824,5219.1,4.35651
747,-7469,-13844,15730.3,13.13047
748,-11651,-15686,19539.61,16.31019
749,-9586,-7276,12034.6,10.04558
750,2982,4345,5269.85,4.39888
751,13937,3156,14289.87,11.9281
752,16404,-5436,17281.24,14.42508
753,8757,-5733,10466.73,8.73683
754,-2227,5155,5615.47,4.68737
755,-7986,15131,17109.16,14.28144
756,-7670,13222,15285.62,12.75928
757,-3338,340,3355.27,2.80073
758,4762,-12780,13638.37,11.38428
759,9547,-12205,15495.39,12.93439
760,3490,-1205,3692.17,3.08195
761,-4283,3865,5769.08,4.81559
762,-7002,1752,7217.86,6.02493
763,-5057,77,5057.59,4.22169
764,-1808,-17,1808.08,1.50925
765,3298,-2808,4331.47,3.61559
766,8949,-3530,9620.06,8.0301
767,5213,4142,6658.19,5.55776
768,-5235,10696,11908.39,9.94022
769,-8318,7072,10917.98,9.11351
770,-776,944,1222.01,1.02004
771,2704,1623,3153.69,2.63246
772,-3302,3311,4676.1,3.90326
773,-12126,-30,12126.04,10.1219
774,-9412,-4621,10485.2,8.75225
775,-1448,-1777,2292.25,1.9134
776,704,2994,3075.65,2.56732
777,-452,4226,4250.1,3.54767
778,-571,2580,2642.43,2.2057
779,481,2013,2069.67,1.7276
780,-156,2606,2610.67,2.17919
781,-2626,2420,3571.03,2.98083
782,-6021,-1210,6141.38,5.12636
783,-5477,-1953,5814.79,4.85374
784,-1253,2214,2543.97,2.12352
785,1511,7412,7564.45,6.31423
786,1399,6286,6439.8,5.37546
787,1713,1193,2087.49,1.74248
788,4035,-2324,4656.42,3.88682
789,4994,-3627,6172.13,5.15203
790,1435,-2135,2572.44,2.14728
791,-592,-1616,1721.02,1.43658
792,-199,-1370,1384.38,1.15557
793,-691,-251,735.17,0.61367
794,-2712,1091,2923.22,2.44008
795,-3492,957,3620.76,3.02234
796,-941,-59,942.85,0.78702
797,3032,-171,3036.82,2.53491
798,5766,1876,6063.51,5.06136
799,4321,3750,5721.32,4.77573
800,1278,2758,3039.71,2.53732
801,136,309,337.6,0.28181
802,980,-110,986.15,0.82317
803,1943,1671,2562.71,2.13916
804,451,1537,1601.8,1.33706
805,-1034,-2249,2475.31,2.0662
806,-965,-5441,5525.91,4.61261
807,232,-2755,2764.75,2.30781
808,581,674,889.85,0.74278
809,632,719,957.28,0.79907
810,1172,-589,1311.68,1.09489
811,665,214,698.59,0.58313
812,-1436,2167,2599.61,2.16996
813,-2138,3134,3793.81,3.16679
814,1370,2945,3248.06,2.71124
815,4777,2188,5254.24,4.38585
816,4296,651,4345.04,3.62692
817,2180,-2388,3233.41,2.69901
818,-561,-3388,3434.13,2.86655
819,-905,-575,1072.22,0.89501
820,-310,2959,2975.19,2.48347
821,-847,4467,4546.59,3.79515
822,-359,2543,2568.22,2.14375
823,1417,448,1486.13,1.24051
824,2918,108,2920,2.43739
825,2675,800,2792.06,2.33061
826,784,606,990.9,0.82713
827,-798,-1002,1280.94,1.06923
828,-841,-2057,2222.28,1.85499
829,-1005,-2372,2576.12,2.15035
830,-1687,-2120,2709.31,2.26153
831,-1476,-1732,2275.61,1.89951
832,-133,-1138,1145.75,0.95638
833,1682,87,1684.25,1.40588
834,2883,1404,3206.7,2.67671
835,2721,2316,3573.19,2.98263
836,406,1349,1408.77,1.17594
837,-1165,-748,1384.46,1.15564
838,-670,-1763,1886.02,1.57431
839,690,-975,1194.46,0.99704
840,1253,39,1253.61,1.04642
841,769,127,779.42,0.6506
842,-145,-603,620.19,0.51769
843,-415,-1110,1185.04,0.98918
844,-133,-55,143.92,0.12014
845,477,1700,1765.65,1.47383
846,1007,3133,3290.86,2.74696
847,1050,2691,2888.59,2.41118
848,509,1148,1255.78,1.04823
849,424,-121,440.93,0.36805
850,448,-301,539.73,0.45052
851,1101,279,1135.8,0.94808
852,1467,718,1633.28,1.36334
853,1543,535,1633.12,1.3632
854,1563,954,1831.14,1.5285
855,1672,1440,2206.62,1.84192
856,569,1169,1300.12,1.08525
857,-875,327,934.11,0.77972
858,-1215,-755,1430.47,1.19405
859,-425,-1480,1539.81,1.28532
860,464,-981,1085.2,0.90584
861,1344,112,1348.66,1.12576
862,1675,892,1897.71,1.58406
863,684,-183,708.06,0.59103
864,217,-1825,1837.86,1.5341
865,683,-1990,2103.95,1.75622
866,940,-580,1104.54,0.92198
867,857,705,1109.72,0.92631
868,208,974,995.96,0.83135
869,89,462,470.49,0.39273
870,64,598,601.41,0.50202
871,-311,991,1038.65,0.86699
872,-561,857,1024.29,0.855
873,57,449,452.6,0.3778
874,886,-280,929.19,0.77562
875,685,-294,745.43,0.62223
876,-615,71,619.08,0.51677
877,-1282,233,1303,1.08765
878,2,-106,106.02,0.0885
879,326,-366,490.13,0.40913
880,-213,-192,286.76,0.23937
881,-951,62,953.02,0.79551
882,-847,417,944.09,0.78805
883,-23,533,533.5,0.44532
884,1094,596,1245.81,1.03991
885,1613,150,1619.96,1.35222
886,1069,-813,1343.03,1.12106
887,639,-1124,1292.94,1.07925
888,383,-315,495.9,0.41394
889,77,795,798.72,0.66671
890,627,845,1052.21,0.87831
891,1138,306,1178.42,0.98366
892,767,456,892.31,0.74484
893,212,728,758.24,0.63292
894,614,830,1032.42,0.86179
895,997,500,1115.35,0.93101
896,854,-245,888.45,0.74161
897,-46,-606,607.74,0.5073
898,-858,-711,1114.31,0.93014
899,-679,-824,1067.72,0.89125
900,391,-481,619.87,0.51742
901,842,336,906.56,0.75673
902,644,706,955.6,0.79766
903,408,520,660.96,0.55172
904,503,109,514.67,0.42961
905,691,-71,694.64,0.57983
906,937,-241,967.5,0.80759
907,925,-370,996.26,0.8316
908,685,-521,860.62,0.71838
909,379,-383,538.82,0.44977
910,-125,552,565.98,0.47243
911,-800,596,997.61,0.83273
912,138,451,471.64,0.39369
913,1018,21,1018.22,0.84993
914,534,-141,552.3,0.46102
915,-216,41,219.86,0.18352
916,-773,-121,782.41,0.6531
917,-927,-184,945.08,0.78889
918,-458,-195,497.78,0.41551
919,175,-198,264.25,0.22058
920,698,-482,848.25,0.70806
921,444,-824,936.01,0.78131
922,208,-560,597.38,0.49865
923,2,-12,12.17,0.01015
924,116,19,117.55,0.09812
925,304,-825,879.23,0.73391
