FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,STD_NOISE,NTM,NOISE_THRESH,PEAK_IDX,PEAK_AMPL,START,elapsed_s,tag_anchor_dist_m,n_samples,aligned_csv
1,2088441095,752.0781,752,1039,-60.36,84,13,1092,754,18542,702,0.3983385,1.5,150,02_lde_aligned\frame_0001_aligned.csv
2,8478239116,746.4062,746,1039,-59.97,80,13,1040,751,18683,696,0.4917368,1.5,150,02_lde_aligned\frame_0002_aligned.csv
3,14868036615,748.7031,748,911,-59.31,68,13,884,753,16481,698,0.5913521,1.5,150,02_lde_aligned\frame_0003_aligned.csv
4,21257834598,749.8125,749,940,-59.25,76,13,988,754,16906,699,0.6843486,1.5,150,02_lde_aligned\frame_0004_aligned.csv
5,27647632028,750.5312,750,883,-58.88,64,13,832,755,16580,700,0.7965156,1.5,150,02_lde_aligned\frame_0005_aligned.csv
6,34037429936,750.7187,750,1016,-60.12,80,13,1040,755,18352,700,0.8913698,1.5,150,02_lde_aligned\frame_0006_aligned.csv
7,40427227260,750.2812,750,915,-59.52,72,13,936,755,17140,700,0.9877624,1.5,150,02_lde_aligned\frame_0007_aligned.csv
8,46817024569,749.4844,749,963,-60.2,80,13,1040,751,17903,699,1.0907317,1.5,150,02_lde_aligned\frame_0008_aligned.csv
9,53206822348,747.9062,747,1000,-60.2,76,13,988,752,17864,697,1.1869477,1.5,150,02_lde_aligned\frame_0009_aligned.csv
10,59596619548,752.7812,752,927,-59.61,64,13,832,754,16858,702,1.2825154,1.5,150,02_lde_aligned\frame_0010_aligned.csv
11,65986417252,750.1562,750,921,-59.42,72,13,936,752,16959,700,1.3866979,1.5,291,02_lde_aligned\frame_0011_aligned.csv
13,78766012004,749.5312,749,966,-60.83,68,13,884,751,17955,699,1.5870736,1.5,150,02_lde_aligned\frame_0013_aligned.csv
14,85155809077,752.6719,752,981,-60.82,96,13,1248,754,17875,702,1.6894561,1.5,150,02_lde_aligned\frame_0014_aligned.csv
15,91545606620,748.7812,748,962,-60.32,72,13,936,750,17013,698,1.7844043,1.5,150,02_lde_aligned\frame_0015_aligned.csv
16,97935403647,750.9531,750,952,-59.54,72,13,936,752,17235,700,1.8935184,1.5,150,02_lde_aligned\frame_0016_aligned.csv
17,104325201126,752.5625,752,916,-59.55,72,13,936,754,16483,702,1.9815003,1.5,150,02_lde_aligned\frame_0017_aligned.csv
18,110714998075,753.7656,753,928,-60.04,72,13,936,758,16793,703,2.0925495,1.5,150,02_lde_aligned\frame_0018_aligned.csv
19,117104795007,745.8281,745,969,-59.16,76,13,988,747,17700,695,2.1880348,1.5,150,02_lde_aligned\frame_0019_aligned.csv
20,123494592413,747.1719,747,919,-59.6,68,13,884,749,17205,697,2.2834181,1.5,150,02_lde_aligned\frame_0020_aligned.csv
21,129884389273,747.3594,747,927,-60.76,88,13,1144,752,17006,697,2.3923187,1.5,150,02_lde_aligned\frame_0021_aligned.csv
22,136274186642,747.375,747,1011,-60.23,96,13,1248,749,18481,697,2.4866137,1.5,150,02_lde_aligned\frame_0022_aligned.csv
