FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,STD_NOISE,NTM,NOISE_THRESH,PEAK_IDX,PEAK_AMPL,START,elapsed_s,tag_anchor_dist_m,n_samples,aligned_csv
1,3420791231,745.7031,745,958,-57.53,68,13,884,748,17711,695,0.4247002,1,150,02_lde_aligned\frame_0001_aligned.csv
2,9810578791,752.3281,752,959,-57.31,68,13,884,755,17277,702,0.518937,1,150,02_lde_aligned\frame_0002_aligned.csv
3,16200366888,752.3437,752,948,-57.3,64,13,832,769,16931,702,0.6149445,1,150,02_lde_aligned\frame_0003_aligned.csv
4,22590154479,750.5781,750,968,-56.89,72,13,936,752,18136,700,0.7117524,1,150,02_lde_aligned\frame_0004_aligned.csv
5,28979942565,750.2969,750,937,-57.51,64,13,832,752,17012,700,0.8104598,1,150,02_lde_aligned\frame_0005_aligned.csv
6,35369730139,747.8906,747,911,-56.91,68,13,884,750,16754,697,0.9264955,1,150,02_lde_aligned\frame_0006_aligned.csv
7,41759518195,746.5156,746,891,-56.85,68,13,884,748,16868,696,1.0200381,1,150,02_lde_aligned\frame_0007_aligned.csv
8,48149305731,753.1406,753,901,-56.79,64,13,832,755,16866,703,1.1134808,1,150,02_lde_aligned\frame_0008_aligned.csv
9,54539093764,751.2812,751,1002,-56.78,64,13,832,753,18585,701,1.2254537,1,150,02_lde_aligned\frame_0009_aligned.csv
10,60928881285,748.6719,748,900,-56.7,68,13,884,750,17052,698,1.307276,1,150,02_lde_aligned\frame_0010_aligned.csv
11,67318669302,746.4375,746,960,-57.56,68,13,884,749,17456,696,1.4199116,1,150,02_lde_aligned\frame_0011_aligned.csv
12,73708457330,753.25,753,942,-56.75,64,13,832,755,17930,703,1.518877,1,150,02_lde_aligned\frame_0012_aligned.csv
13,80098244834,750.625,750,939,-57.09,72,13,936,753,16818,700,1.6137683,1,150,02_lde_aligned\frame_0013_aligned.csv
14,86488032839,748.4531,748,963,-57.2,72,13,936,750,17543,698,1.7075263,1,150,02_lde_aligned\frame_0014_aligned.csv
15,92877820339,746.3906,746,959,-57.27,76,13,988,763,16935,696,1.8193759,1,150,02_lde_aligned\frame_0015_aligned.csv
16,99267608339,751.3906,751,893,-56.73,64,13,832,753,17005,701,1.9180403,1,150,02_lde_aligned\frame_0016_aligned.csv
17,105657395832,749.4687,749,956,-57.18,68,13,884,766,16997,699,2.0171425,1,150,02_lde_aligned\frame_0017_aligned.csv
18,112047183818,747.125,747,972,-56.67,68,13,884,749,18085,697,2.1146007,1,150,02_lde_aligned\frame_0018_aligned.csv
19,118436971313,752.4844,752,954,-57.06,80,13,1040,754,17499,702,2.2243938,1,150,02_lde_aligned\frame_0019_aligned.csv
20,124826759295,748.8281,748,911,-56.63,72,13,936,751,17057,698,2.3180925,1,150,02_lde_aligned\frame_0020_aligned.csv
21,131216546781,746.5469,746,950,-57.24,68,13,884,749,17044,696,2.4134359,1,150,02_lde_aligned\frame_0021_aligned.csv
22,137606334766,752.3125,752,966,-57.16,92,13,1196,755,17280,702,2.5269326,1,150,02_lde_aligned\frame_0022_aligned.csv
23,143996122253,749.4219,749,899,-56.81,72,13,936,751,17162,699,2.6232159,1,150,02_lde_aligned\frame_0023_aligned.csv
24,150385910250,747.375,747,902,-56.82,88,13,1144,749,17284,697,2.71886,1,150,02_lde_aligned\frame_0024_aligned.csv
25,156775697738,752.375,752,952,-57.18,72,13,936,754,17472,702,2.8130603,1,150,02_lde_aligned\frame_0025_aligned.csv
26,163165485743,750.3281,750,933,-56.67,76,13,988,752,17704,700,2.9098007,1,150,02_lde_aligned\frame_0026_aligned.csv
27,169555273230,747.4375,747,961,-56.86,80,13,1040,749,18092,697,3.0212829,1,150,02_lde_aligned\frame_0027_aligned.csv
28,175945061253,753.5469,753,949,-57.06,68,13,884,755,17360,703,3.1208597,1,150,02_lde_aligned\frame_0028_aligned.csv
29,182334848739,751.3906,751,907,-56.71,76,13,988,753,17379,701,3.2169206,1,150,02_lde_aligned\frame_0029_aligned.csv
30,188724636751,748.4531,748,949,-57.57,88,13,1144,751,17265,698,3.3127836,1,150,02_lde_aligned\frame_0030_aligned.csv
31,195114424251,746.3906,746,896,-56.92,68,13,884,748,17181,696,3.4085313,1,150,02_lde_aligned\frame_0031_aligned.csv
32,201504212259,752.1406,752,944,-57.47,72,13,936,754,16817,702,3.5208188,1,150,02_lde_aligned\frame_0032_aligned.csv
33,207893999754,749,749,935,-56.75,72,13,936,751,17477,699,3.6197183,1,150,02_lde_aligned\frame_0033_aligned.csv
34,214283787749,747.2969,747,987,-57.32,80,13,1040,750,17565,697,3.7173834,1,150,02_lde_aligned\frame_0034_aligned.csv
35,220673575240,752.3437,752,979,-56.94,72,13,936,754,17673,702,3.8134877,1,150,02_lde_aligned\frame_0035_aligned.csv
36,227063363242,750.375,750,961,-57.28,72,13,936,767,16961,700,3.9108903,1,150,02_lde_aligned\frame_0036_aligned.csv
37,233453150729,747.6094,747,919,-56.7,76,13,988,749,17345,697,4.022245,1,150,02_lde_aligned\frame_0037_aligned.csv
38,239842938201,752.3594,752,983,-56.71,80,13,1040,754,18349,702,4.121964,1,150,02_lde_aligned\frame_0038_aligned.csv
39,246232726195,750.3906,750,944,-56.6,76,13,988,752,17923,700,4.2162396,1,150,02_lde_aligned\frame_0039_aligned.csv
40,252622513668,747.2812,747,942,-56.56,72,13,936,749,17846,697,4.3138788,1,150,02_lde_aligned\frame_0040_aligned.csv
41,259012301655,752.4531,752,960,-57.39,72,13,936,754,17513,702,4.4241277,1,150,02_lde_aligned\frame_0041_aligned.csv
42,265402089123,749.5156,749,955,-57.35,72,13,936,751,17061,699,4.5203712,1,150,02_lde_aligned\frame_0042_aligned.csv
43,271791877098,746.875,746,896,-56.66,72,13,936,749,16565,696,4.6158684,1,150,02_lde_aligned\frame_0043_aligned.csv
44,278181664554,743.375,743,958,-56.41,72,13,936,745,18014,693,4.7134752,1,150,02_lde_aligned\frame_0044_aligned.csv
45,284571452521,749.3594,749,882,-56.6,64,13,832,751,16414,699,4.8243501,1,150,02_lde_aligned\frame_0045_aligned.csv
