FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,STD_NOISE,NTM,NOISE_THRESH,PEAK_IDX,PEAK_AMPL,START,elapsed_s,tag_anchor_dist_m,n_samples,aligned_csv
1,3581534926,748.4375,748,910,-60.32,92,13,1196,750,17370,698,0.4083945,1.5,150,02_lde_aligned\frame_0001_aligned.csv
2,9971336515,750.0156,750,890,-60.82,92,13,1196,752,17057,700,0.5118513,1.5,150,02_lde_aligned\frame_0002_aligned.csv
3,16361125841,752.6094,752,913,-60.45,92,13,1196,754,17368,702,0.6106263,1.5,150,02_lde_aligned\frame_0003_aligned.csv
4,22750903901,746.4219,746,885,-60.03,92,13,1196,748,16982,696,0.7146869,1.5,150,02_lde_aligned\frame_0004_aligned.csv
5,29140693216,749.2187,749,889,-60.07,84,13,1092,751,17204,699,0.8089664,1.5,150,02_lde_aligned\frame_0005_aligned.csv
6,35530494811,749.8906,749,1015,-60.96,100,13,1300,751,18353,699,0.9043589,1.5,150,02_lde_aligned\frame_0006_aligned.csv
7,41920284108,752.2812,752,910,-60.57,100,13,1300,754,17508,702,1.016244,1.5,150,02_lde_aligned\frame_0007_aligned.csv
8,48310062126,746.4375,746,901,-61.34,108,13,1404,748,17201,696,1.1027721,1.5,150,02_lde_aligned\frame_0008_aligned.csv
9,54699851401,747.8594,747,1037,-61.9,92,13,1196,750,17726,697,1.2093714,1.5,150,02_lde_aligned\frame_0009_aligned.csv
10,61089652960,748.4687,748,900,-60.57,96,13,1248,750,17128,698,1.3038577,1.5,150,02_lde_aligned\frame_0010_aligned.csv
11,67479442212,750.5312,750,950,-60.91,100,13,1300,752,17992,700,1.4142207,1.5,150,02_lde_aligned\frame_0011_aligned.csv
12,73869220204,750.6562,750,1081,-61.51,124,13,1612,753,19143,700,1.5088238,1.5,150,02_lde_aligned\frame_0012_aligned.csv
13,80259009461,752.4219,752,893,-60.46,104,13,1352,754,16989,702,1.6144133,1.5,145,02_lde_aligned\frame_0013_aligned.csv
14,86648798699,753.2656,753,883,-60.68,92,13,1196,755,16624,703,1.7025159,1.5,150,02_lde_aligned\frame_0014_aligned.csv
15,93038600234,745.75,745,960,-60.78,100,13,1300,747,17921,695,1.8118425,1.5,150,02_lde_aligned\frame_0015_aligned.csv
16,99428377693,746.9219,746,886,-60.59,88,13,1144,749,16813,696,1.9069404,1.5,150,02_lde_aligned\frame_0016_aligned.csv
17,105818179211,747.7656,747,1082,-61.39,108,13,1404,749,19129,697,2.0015385,1.5,150,02_lde_aligned\frame_0017_aligned.csv
18,112207968955,748.3906,748,923,-60.32,108,13,1404,750,17658,698,2.1117602,1.5,150,02_lde_aligned\frame_0018_aligned.csv
19,118597758188,748.5312,748,890,-60.47,88,13,1144,750,16879,698,2.2090576,1.5,150,02_lde_aligned\frame_0019_aligned.csv
20,124987547919,749.5781,749,1027,-61.03,104,13,1352,751,18790,699,2.3116686,1.5,150,02_lde_aligned\frame_0020_aligned.csv
21,131377337157,749.6719,749,892,-60.72,84,13,1092,752,17070,699,2.405766,1.5,150,02_lde_aligned\frame_0021_aligned.csv
22,137767132525,750.2969,750,951,-61.65,104,13,1352,752,17323,700,2.5025338,1.5,150,02_lde_aligned\frame_0022_aligned.csv
23,144156916102,751.4375,751,929,-61.57,96,13,1248,753,17760,701,2.6119174,1.5,150,02_lde_aligned\frame_0023_aligned.csv
24,150546710952,751.5937,751,899,-60.99,92,13,1196,753,16898,701,2.7077554,1.5,150,02_lde_aligned\frame_0024_aligned.csv
25,156936495047,752.3281,752,914,-60.44,96,13,1248,754,17536,702,2.8022737,1.5,150,02_lde_aligned\frame_0025_aligned.csv
26,163326289889,752.8594,752,1007,-61.76,92,13,1196,754,17393,702,2.9146189,1.5,150,02_lde_aligned\frame_0026_aligned.csv
27,169716073965,753.2969,753,1001,-61.13,100,13,1300,755,18592,703,3.0080823,1.5,150,02_lde_aligned\frame_0027_aligned.csv
28,176105863184,752.7187,752,934,-60.59,92,13,1196,754,17617,702,3.1036251,1.5,150,02_lde_aligned\frame_0028_aligned.csv
29,182495641117,745.4219,745,944,-61.51,112,13,1456,747,17994,695,3.2149791,1.5,150,02_lde_aligned\frame_0029_aligned.csv
30,188885430310,746.1875,746,882,-60.91,92,13,1196,748,17079,696,3.3155428,1.5,150,02_lde_aligned\frame_0030_aligned.csv
