sample,real,imag,amplitude,amplitude_norm
730,183,-225,290.02,0.3149
731,268,-207,338.63,0.36768
732,391,-38,392.84,0.42654
733,361,330,489.1,0.53106
734,126,502,517.57,0.56197
735,19,355,355.51,0.386
736,171,219,277.85,0.30169
737,80,427,434.43,0.47169
738,52,177,184.48,0.2003
739,167,-104,196.74,0.21361
740,119,-77,141.74,0.1539
741,56,92,107.7,0.11694
742,55,70,89.02,0.09666
743,81,35,88.24,0.09581
744,102,31,106.61,0.11575
745,18,80,82,0.08903
746,22,155,156.55,0.16998
747,77,37,85.43,0.09276
748,85,-455,462.87,0.50257
749,-133,-1208,1215.3,1.31954
750,-2938,3038,4226.26,4.58878
751,-6981,13133,14873.13,16.1489
752,-5807,15647,16689.81,18.1214
753,292,6493,6499.56,7.05707
754,7791,-11390,13799.7,14.98339
755,6879,-10831,12830.87,13.93145
756,-470,2636,2677.57,2.90725
757,-4433,6050,7500.27,8.14361
758,-2535,-2888,3842.76,4.17237
759,-1760,-7512,7715.42,8.37722
760,1921,-3375,3883.41,4.21651
761,13114,1524,13202.26,14.3347
762,16267,6300,17444.35,18.94066
763,12886,11879,17525.97,19.02928
764,3039,16409,16688.04,18.11948
765,-12061,10323,15875.52,17.23726
766,-15067,2394,15256.01,16.56461
767,-3530,5599,6618.89,7.18663
768,3072,11199,11612.7,12.60879
769,-2424,6578,7010.41,7.61174
770,-3851,-1253,4049.72,4.39709
771,-93,-3392,3393.27,3.68434
772,1396,-2680,3021.79,3.28099
773,594,-1577,1685.16,1.82971
774,-110,-598,608.03,0.66019
775,83,418,426.16,0.46272
776,958,1029,1405.92,1.52651
777,1369,-106,1373.1,1.49088
778,362,-2243,2272.02,2.46691
779,-1025,-3657,3797.93,4.1237
780,-399,-2611,2641.31,2.86787
781,541,-1177,1295.38,1.40649
782,850,-1235,1499.24,1.62784
783,176,-1791,1799.63,1.95399
784,-700,-2145,2256.33,2.44987
785,-2082,-3250,3859.69,4.19076
786,-3291,-1902,3801.09,4.12713
787,-1870,-486,1932.12,2.09785
788,555,57,557.92,0.60578
789,1390,-896,1653.76,1.79561
790,-430,-2256,2296.61,2.49361
791,-1552,-2180,2676.02,2.90556
792,-1325,173,1336.25,1.45086
793,-468,807,932.88,1.0129
794,248,-130,280.01,0.30403
795,469,-472,665.39,0.72247
796,154,-147,212.9,0.23116
797,-206,72,218.22,0.23694
798,-356,133,380.03,0.41263
799,-701,-206,730.64,0.79331
800,-526,-112,537.79,0.58392
801,-433,387,580.74,0.63055
802,-237,-274,362.28,0.39335
803,161,-1311,1320.85,1.43415
804,434,-1314,1383.82,1.50252
805,156,-620,639.32,0.69416
806,-71,-279,287.89,0.31259
807,-172,-361,399.88,0.43418
808,-246,-498,555.45,0.60309
809,-9,-77,77.52,0.08417
810,188,-88,207.58,0.22538
811,123,-646,657.61,0.71401
812,26,-917,917.37,0.99606
813,-43,-776,777.19,0.84385
814,-269,-712,761.12,0.82641
815,-879,-1019,1345.73,1.46117
816,-935,-786,1221.48,1.32626
817,-143,-740,753.69,0.81834
818,703,126,714.2,0.77546
819,730,-221,762.72,0.82814
820,269,-1062,1095.54,1.18951
821,83,-980,983.51,1.06787
822,203,-671,701.03,0.76117
823,364,-946,1013.61,1.10056
824,375,-757,844.79,0.91726
825,216,25,217.44,0.23609
826,-82,578,583.79,0.63386
827,-399,632,747.41,0.81152
828,-805,234,838.32,0.91023
829,-778,-871,1167.87,1.26805
830,-306,-1279,1315.1,1.4279
831,-305,-748,807.79,0.87708
832,-481,-365,603.81,0.6556
833,-216,-682,715.39,0.77675
834,-11,-721,721.08,0.78294
835,202,-676,705.54,0.76605
836,354,-654,743.66,0.80745
837,257,-547,604.37,0.65621
838,93,-313,326.52,0.35453
839,26,-161,163.09,0.17707
840,-7,-120,120.2,0.13051
841,150,-99,179.72,0.19514
842,259,-435,506.27,0.54969
843,141,-846,857.67,0.93124
844,203,-780,805.98,0.87512
845,315,-525,612.25,0.66477
846,166,-608,630.25,0.68431
847,-624,-718,951.26,1.03286
848,-811,-661,1046.25,1.136
849,-230,-813,844.91,0.91738
850,877,-220,904.17,0.98173
851,766,-63,768.59,0.83451
852,57,-683,685.37,0.74416
853,26,-885,885.38,0.96133
854,531,-733,905.12,0.98276
855,746,-940,1200.05,1.30298
856,458,-567,728.87,0.79139
857,174,334,376.61,0.40891
858,-131,846,856.08,0.92951
859,-486,766,907.17,0.98498
860,-943,185,960.98,1.0434
861,-836,-1132,1407.24,1.52795
862,-121,-1548,1552.72,1.68591
863,-108,-849,855.84,0.92925
864,-501,-385,631.84,0.68604
865,-150,-824,837.54,0.90938
866,168,-682,702.39,0.76264
867,350,-328,479.67,0.52082
868,401,-270,483.43,0.52489
869,264,-353,440.8,0.47861
870,120,-225,255,0.27687
871,32,-134,137.77,0.14959
872,-11,-184,184.33,0.20014
873,87,-163,184.76,0.20061
874,241,-332,410.25,0.44544
875,261,-498,562.25,0.61048
876,242,-320,401.2,0.43562
877,82,-127,151.17,0.16414
878,350,-119,369.68,0.40139
879,931,316,983.17,1.0675
880,1161,186,1175.8,1.27666
881,551,-528,763.14,0.8286
882,-590,-988,1150.76,1.24947
883,-571,-642,859.19,0.93289
884,348,-256,432.02,0.46908
885,609,-15,609.18,0.66144
886,129,-34,133.41,0.14485
887,-217,-270,346.39,0.37611
888,-8,-398,398.08,0.43223
889,191,-827,848.77,0.92157
890,436,-900,1000.05,1.08583
891,760,-730,1053.8,1.14419
892,961,-186,978.83,1.0628
893,576,513,771.33,0.83749
894,217,581,620.2,0.6734
895,555,-57,557.92,0.60578
896,809,-439,920.44,0.99939
897,476,-145,497.6,0.54028
898,-20,56,59.46,0.06456
899,-62,-62,87.68,0.0952
900,12,-50,51.42,0.05583
901,64,-29,70.26,0.07629
902,51,-47,69.35,0.0753
903,61,-52,80.16,0.08703
904,51,-183,189.97,0.20627
905,59,-166,176.17,0.19128
906,-82,-161,180.68,0.19618
907,-109,-145,181.4,0.19696
908,-48,-95,106.44,0.11557
