sample,real,imag,amplitude,amplitude_norm
728,59,244,251.03,0.27955
729,-256,117,281.47,0.31344
730,-280,-34,282.06,0.31409
731,-185,-207,277.62,0.30916
732,170,-241,294.93,0.32842
733,342,-30,343.31,0.38231
734,135,88,161.15,0.17945
735,21,18,27.66,0.0308
736,280,84,292.33,0.32553
737,111,130,170.94,0.19036
738,-44,129,136.3,0.15178
739,12,75,75.95,0.08458
740,166,65,178.27,0.19852
741,281,193,340.9,0.37962
742,99,159,187.3,0.20858
743,22,125,126.92,0.14134
744,62,37,72.2,0.0804
745,165,-10,165.3,0.18408
746,142,137,197.31,0.21973
747,-418,837,935.57,1.04184
748,84,4994,4994.71,5.56203
749,4483,12877,13635.04,15.18379
750,8382,12686,15205.02,16.93209
751,6107,2178,6483.76,7.22022
752,-286,-9545,9549.28,10.63395
753,-1650,-7144,7332.07,8.16489
754,-84,1947,1948.81,2.17017
755,-503,4798,4824.29,5.37226
756,-1389,1489,2036.28,2.26757
757,-1193,161,1203.81,1.34055
758,-629,626,887.42,0.98822
759,-3354,-1637,3732.17,4.15609
760,-7477,-11270,13524.73,15.06095
761,-2576,-16405,16606.02,18.49222
762,4864,-16133,16850.29,18.76424
763,12915,-9675,16137,17.96994
764,15060,4047,15594.29,17.36558
765,9087,5795,10777.55,12.00173
766,6162,-7533,9732.23,10.83767
767,9148,-9258,13015.24,14.49358
768,7412,3358,8137.19,9.06146
769,-597,9977,9994.85,11.13012
770,-4207,4398,6086.15,6.77745
771,-2251,543,2315.57,2.57858
772,-616,1545,1663.27,1.8522
773,197,3835,3840.06,4.27623
774,356,1276,1324.73,1.4752
775,-308,-2902,2918.3,3.24978
776,-867,-2903,3029.7,3.37383
777,-1002,2810,2983.3,3.32217
778,-2180,7034,7364.07,8.20053
779,-2136,3115,3777,4.20601
780,-1002,-695,1219.44,1.35795
781,-498,-368,619.22,0.68955
782,-1678,1805,2464.49,2.74442
783,-2890,4458,5312.8,5.91626
784,-1516,5184,5401.12,6.01461
785,631,3586,3641.09,4.05467
786,1096,652,1275.27,1.42013
787,564,-1069,1208.66,1.34595
788,-740,-31,740.65,0.82478
789,-1589,1425,2134.37,2.37681
790,-772,1592,1769.31,1.97028
791,1023,736,1260.25,1.40339
792,1264,-71,1265.99,1.40979
793,-17,-64,66.22,0.07374
794,-601,-150,619.44,0.6898
795,-299,-263,398.21,0.44344
796,142,-215,257.66,0.28693
797,369,309,481.29,0.53596
798,359,795,872.3,0.97138
799,563,823,997.14,1.11041
800,377,796,880.76,0.98081
801,-740,411,846.48,0.94262
802,-1369,97,1372.43,1.52832
803,-616,-71,620.08,0.69051
804,337,179,381.59,0.42493
805,408,992,1072.63,1.19446
806,-122,888,896.34,0.99815
807,-666,546,861.2,0.95902
808,-523,-149,543.81,0.60558
809,-158,-342,376.73,0.41952
810,-296,85,307.96,0.34294
811,-705,628,944.14,1.05139
812,-1063,606,1223.6,1.36259
813,-1457,647,1594.2,1.77527
814,-1254,789,1481.57,1.64985
815,-583,462,743.86,0.82836
816,396,319,508.5,0.56626
817,172,80,189.69,0.21124
818,-411,72,417.26,0.46465
819,-659,106,667.47,0.74329
820,-449,-41,450.87,0.50208
821,-228,15,228.49,0.25445
822,-161,109,194.43,0.21651
823,-294,-88,306.89,0.34175
824,158,-340,374.92,0.4175
825,691,-193,717.45,0.79894
826,784,221,814.55,0.90707
827,650,712,964.08,1.07358
828,-97,998,1002.7,1.1166
829,-406,707,815.28,0.90789
830,155,529,551.24,0.61385
831,321,553,639.41,0.71204
832,-392,490,627.51,0.69878
833,-705,112,713.84,0.79492
834,-601,-28,601.65,0.66999
835,-361,45,363.79,0.40512
836,-285,75,294.7,0.32818
837,-377,62,382.06,0.42546
838,-232,78,244.76,0.27256
839,-52,-48,70.77,0.07881
840,-78,-120,143.12,0.15938
841,-403,108,417.22,0.46461
842,-706,268,755.16,0.84093
843,-523,135,540.14,0.6015
844,-599,31,599.8,0.66793
845,-1199,436,1275.81,1.42073
846,-1172,751,1391.97,1.55008
847,-831,411,927.08,1.03239
848,-117,-212,242.14,0.26965
849,-71,-81,107.71,0.11995
850,-380,97,392.18,0.43673
851,-445,-45,447.27,0.49807
852,-287,-62,293.62,0.32697
853,-247,-84,260.89,0.29053
854,-303,-15,303.37,0.33783
855,-266,-71,275.31,0.30658
856,384,-288,480,0.53452
857,892,-138,902.61,1.00514
858,982,265,1017.13,1.13266
859,634,820,1036.51,1.15424
860,-332,1238,1281.74,1.42733
861,-736,804,1090.01,1.21381
862,166,441,471.21,0.52473
863,355,591,689.42,0.76773
864,-609,526,804.71,0.89611
865,-876,6,876.02,0.97552
866,-448,-230,503.59,0.56079
867,-208,-65,217.92,0.24267
868,-245,68,254.26,0.28314
869,-483,100,493.24,0.54927
870,-243,41,246.43,0.27443
871,-6,37,37.48,0.04174
872,62,40,73.78,0.08216
873,-278,84,290.41,0.3234
874,-592,-58,594.83,0.6624
875,-188,-77,203.16,0.22623
876,139,12,139.52,0.15536
877,469,-105,480.61,0.5352
878,361,-341,496.59,0.553
879,-524,-337,623.01,0.69378
880,-1181,-120,1187.08,1.32192
881,-759,220,790.24,0.88
882,-38,235,238.05,0.26509
883,137,163,212.93,0.23711
884,43,97,106.1,0.11816
885,-19,43,47.01,0.05235
886,-35,8,35.9,0.03998
887,-210,280,350,0.38976
888,-679,612,914.1,1.01793
889,-908,271,947.58,1.05521
890,-839,-168,855.65,0.95284
891,-494,-603,779.52,0.86806
892,235,-681,720.41,0.80223
893,201,-367,418.44,0.46597
894,-565,-188,595.46,0.66309
895,-635,-280,693.99,0.77282
896,25,-311,312,0.34744
897,463,17,463.31,0.51594
898,262,166,310.16,0.34539
899,52,155,163.49,0.18206
900,41,148,153.57,0.17102
901,203,130,241.06,0.26844
902,49,84,97.25,0.10829
903,-198,211,289.35,0.32222
904,-116,243,269.27,0.29985
905,99,138,169.84,0.18913
906,268,122,294.46,0.32791
907,113,124,167.76,0.18682
908,-124,195,231.09,0.25733
909,-33,166,169.25,0.18847
910,164,148,220.91,0.246
911,178,53,185.72,0.20682
912,135,17,136.07,0.15152
913,47,-82,94.51,0.10525
914,-21,-2,21.1,0.02349
915,-154,141,208.8,0.23252
916,-65,160,172.7,0.19232
