sample,real,imag,amplitude,amplitude_norm
727,291,28,292.34,0.32922
728,392,167,426.09,0.47983
729,264,324,417.94,0.47065
730,-73,440,446.01,0.50227
731,-268,252,367.87,0.41427
732,-188,44,193.08,0.21743
733,45,157,163.32,0.18392
734,-177,257,312.05,0.35141
735,-285,210,354.01,0.39866
736,27,-7,27.89,0.03141
737,278,-12,278.26,0.31335
738,83,16,84.53,0.09519
739,51,65,82.62,0.09304
740,36,25,43.83,0.04936
741,46,54,70.94,0.07988
742,23,49,54.13,0.06096
743,8,103,103.31,0.11634
744,59,89,106.78,0.12025
745,313,-110,331.77,0.37361
746,651,-496,818.42,0.92165
747,-2906,-974,3064.88,3.45145
748,-12941,697,12959.76,14.59432
749,-14449,5206,15358.26,17.29533
750,-3224,8642,9223.79,10.38715
751,12828,3772,13371.07,15.05751
752,11445,-1794,11584.75,13.04589
753,-3491,-2325,4194.37,4.72339
754,-8148,-1257,8244.39,9.28422
755,1078,-869,1384.65,1.55929
756,6999,-2626,7475.42,8.41826
757,4285,-597,4326.39,4.87206
758,3222,9142,9693.17,10.91573
759,1695,16217,16305.34,18.36187
760,-3408,16401,16751.34,18.86412
761,-11436,10840,15757.15,17.74454
762,-14221,-4327,14864.72,16.73954
763,-9149,-11343,14572.85,16.41086
764,-7255,-574,7277.67,8.19558
765,-9975,8228,12930.61,14.56149
766,-10456,-142,10456.96,11.77586
767,-3360,-9482,10059.72,11.32851
768,3846,-6042,7162.23,8.06557
769,5009,-570,5041.33,5.67717
770,2630,107,2632.18,2.96416
771,501,-521,722.8,0.81397
772,-307,-709,772.61,0.87006
773,-159,210,263.4,0.29662
774,786,1134,1379.77,1.55379
775,1528,110,1531.95,1.72517
776,2117,-2465,3249.29,3.65912
777,2043,-2751,3426.64,3.85883
778,1198,-730,1402.89,1.57983
779,1228,37,1228.56,1.38351
780,1481,-459,1550.5,1.74606
781,1397,-1510,2057.11,2.31657
782,1854,-4099,4498.79,5.06621
783,605,-4729,4767.54,5.36885
784,-384,-2369,2399.92,2.70261
785,294,460,545.93,0.61478
786,1140,953,1485.87,1.67328
787,1512,-487,1588.49,1.78884
788,1544,-1629,2244.45,2.52754
789,-80,-945,948.38,1.068
790,-718,-331,790.62,0.89034
791,153,86,175.51,0.19765
792,690,205,719.81,0.8106
