sample,real,imag,amplitude,amplitude_norm
730,27,170,172.13,0.18751
731,-177,82,195.07,0.2125
732,-235,-30,236.91,0.25807
733,-153,-207,257.41,0.2804
734,106,-286,305.01,0.33226
735,340,-121,360.89,0.39313
736,383,33,384.42,0.41876
737,223,67,232.85,0.25365
738,272,-37,274.51,0.29903
739,386,164,419.39,0.45686
740,224,243,330.49,0.36001
741,-23,82,85.16,0.09277
742,43,85,95.26,0.10377
743,144,142,202.24,0.2203
744,184,301,352.78,0.3843
745,103,205,229.42,0.24991
746,-46,63,78.01,0.08497
747,53,15,55.08,0.06
748,168,61,178.73,0.1947
749,-55,151,160.7,0.17506
750,-1678,321,1708.43,1.86103
751,-6549,2297,6940.14,7.56007
752,-9535,5071,10799.6,11.76427
753,-5049,2453,5613.34,6.11475
754,355,-3217,3236.53,3.52563
755,2805,-5693,6346.52,6.91342
756,3131,-1519,3480.02,3.79087
757,5400,1843,5705.84,6.21552
758,6157,773,6205.33,6.75962
759,3314,-1141,3504.92,3.818
760,1480,-239,1499.17,1.63309
761,272,440,517.29,0.56349
762,-3739,-7352,8248.15,8.98492
763,-2779,-16221,16457.33,17.92737
764,5160,-16404,17196.42,18.73248
765,13615,-10266,17051.66,18.57479
766,16282,3401,16633.41,18.11918
767,10207,13855,17208.83,18.746
768,8664,10423,13553.74,14.76442
769,11619,-918,11655.21,12.69631
770,8525,1911,8736.56,9.51695
771,-2757,9572,9961.14,10.85091
772,-9755,4740,10845.63,11.81441
773,-7700,-2728,8168.96,8.89865
774,-3375,-1882,3864.27,4.20944
775,-2133,2383,3198.18,3.48386
776,-1880,7030,7277.04,7.92706
777,997,3840,3967.32,4.3217
778,2973,-1661,3405.53,3.70973
779,1424,-2291,2697.49,2.93844
780,-1861,1588,2446.44,2.66497
781,-2708,3824,4685.75,5.1043
782,383,1195,1254.88,1.36697
783,2626,-576,2688.43,2.92857
784,438,-332,549.61,0.5987
785,-3856,642,3909.08,4.25826
786,-6269,1538,6454.91,7.03149
787,-4612,2944,5471.53,5.96028
788,-1651,2049,2631.39,2.86644
789,-25,165,166.88,0.18179
790,103,-703,710.51,0.77397
791,-610,786,994.94,1.08381
792,-1320,2102,2482.1,2.70381
793,-844,1235,1495.85,1.62946
794,353,-63,358.58,0.39061
795,748,-162,765.34,0.83371
796,138,58,149.69,0.16306
797,-187,133,229.47,0.24997
798,-192,248,313.64,0.34165
799,-69,123,141.03,0.15363
800,-275,545,610.45,0.66498
801,-695,853,1100.29,1.19857
802,-334,499,600.46,0.6541
803,125,236,267.06,0.29091
804,-127,-30,130.5,0.14215
805,-757,-235,792.64,0.86344
806,-608,-134,622.59,0.6782
807,-309,558,637.84,0.69482
808,-497,1453,1535.65,1.67282
809,-734,1289,1483.33,1.61583
810,-876,530,1023.85,1.11531
811,-90,-102,136.03,0.14818
812,261,-234,350.54,0.38185
813,-175,213,275.67,0.30029
814,-871,396,956.8,1.04226
815,-1394,276,1421.06,1.548
816,-1158,-243,1183.22,1.28891
817,-1019,-103,1024.19,1.11568
818,-517,-14,517.19,0.56339
819,-44,174,179.48,0.19551
820,-304,141,335.11,0.36504
821,-842,184,861.87,0.93886
822,-879,305,930.41,1.01352
823,-463,224,514.34,0.56028
824,-245,47,249.47,0.27175
825,-243,-76,254.61,0.27735
826,-50,-486,488.57,0.53221
827,504,-235,556.09,0.60577
828,624,157,643.45,0.70092
829,528,681,861.71,0.93868
830,-91,1073,1076.85,1.17304
831,-754,863,1145.99,1.24835
832,-817,807,1148.36,1.25094
833,-456,837,953.16,1.0383
834,-606,634,877.04,0.95538
835,-975,179,991.3,1.07984
836,-749,-240,786.51,0.85677
837,-460,-314,556.95,0.6067
838,-329,-189,379.42,0.41332
839,-492,7,492.05,0.536
840,-697,104,704.72,0.76766
841,-445,190,483.86,0.52709
842,-78,274,284.89,0.31033
843,-49,190,196.22,0.21374
844,-435,100,446.35,0.48622
845,-684,33,684.8,0.74596
846,-387,-56,391.03,0.42596
847,-652,-222,688.76,0.75028
848,-868,-453,979.1,1.06656
849,-825,-290,874.49,0.9526
850,-624,-82,629.36,0.68558
851,-410,40,411.95,0.44874
852,-434,306,531.03,0.57846
853,-674,367,767.44,0.83599
854,-561,475,735.08,0.80074
855,-400,379,551.04,0.60026
856,-491,203,531.31,0.57877
857,-394,-26,394.86,0.43013
858,155,-373,403.92,0.44
859,868,-182,886.88,0.9661
860,989,294,1031.77,1.12394
861,702,866,1114.79,1.21437
862,-207,1228,1245.32,1.35656
863,-1125,921,1453.91,1.58378
864,-1126,604,1277.77,1.3919
865,-473,592,757.76,0.82544
866,-591,520,787.2,0.85751
867,-906,-121,914.04,0.99569
868,-510,-555,753.74,0.82107
869,-96,-463,472.85,0.51508
870,-171,-213,273.15,0.29755
871,-422,-34,423.37,0.46118
872,-716,78,720.24,0.78457
873,-471,88,479.15,0.52195
874,-186,300,352.98,0.38451
875,3,202,202.02,0.22007
876,-257,-25,258.21,0.28128
877,-414,-133,434.84,0.47368
878,-254,76,265.13,0.28881
879,-122,513,527.31,0.57441
880,61,610,613.04,0.6678
881,-48,198,203.74,0.22193
882,-632,-166,653.44,0.71181
883,-889,-200,911.22,0.99261
884,-508,23,508.52,0.55394
885,-262,-294,393.8,0.42898
886,-281,-285,400.23,0.43598
887,-351,-23,351.75,0.38317
888,-359,11,359.17,0.39125
889,-196,-44,200.88,0.21882
890,-469,254,533.36,0.58101
891,-877,282,921.22,1.00351
892,-866,-184,885.33,0.96441
893,-587,-689,905.15,0.986
894,143,-799,811.7,0.8842
895,656,-446,793.25,0.86411
896,388,-361,529.97,0.57731
897,-251,-533,589.14,0.64177
898,-59,-306,311.64,0.33947
899,398,260,475.4,0.51786
900,179,607,632.84,0.68937
901,-148,485,507.08,0.55237
902,-126,196,233.01,0.25382
903,14,188,188.52,0.20536
904,306,232,384.01,0.41831
905,95,15,96.18,0.10477
906,-379,44,381.55,0.41563
907,-304,96,318.8,0.34727
908,-53,191,198.22,0.21592
909,82,248,261.2,0.28454
910,-162,57,171.74,0.18708
911,-373,-36,374.73,0.40821
912,-230,40,233.45,0.25431
913,-17,265,265.54,0.28926
914,-67,419,424.32,0.46223
915,16,191,191.67,0.20879
916,-58,-7,58.42,0.06364
917,-222,-119,251.88,0.27438
918,-329,-58,334.07,0.36391
919,-144,88,168.76,0.18383
920,69,84,108.71,0.11842
921,41,96,104.39,0.11371
922,-210,34,212.73,0.23174
923,-239,46,243.39,0.26513
924,-199,-79,214.11,0.23323
925,-50,-197,203.25,0.2214
926,112,-65,129.5,0.14106
927,75,84,112.61,0.12267
928,-92,63,111.5,0.12146
929,-204,-149,252.62,0.27519
