sample,taps_from_fp,excess_path_m,reflector_off_m,real,imag,amplitude,amplitude_norm
695,-50.8437,-15.267346236,NaN,74,91,117.29,0.12017
696,-49.8437,-14.967066236,NaN,128,56,139.71,0.14315
697,-48.8437,-14.666786236,NaN,146,79,166,0.17009
698,-47.8437,-14.366506236,NaN,149,17,149.97,0.15365
699,-46.8437,-14.066226236,NaN,102,79,129.02,0.13219
700,-45.8437,-13.765946236,NaN,111,62,127.14,0.13027
701,-44.8437,-13.465666236,NaN,69,161,175.16,0.17947
702,-43.8437,-13.165386236,NaN,58,190,198.66,0.20354
703,-42.8437,-12.865106236,NaN,-12,123,123.58,0.12662
704,-41.8437,-12.564826236,NaN,26,35,43.6,0.04467
705,-40.8437,-12.264546236,NaN,46,104,113.72,0.11652
706,-39.8437,-11.964266236,NaN,79,147,166.88,0.17099
707,-38.8437,-11.663986236,NaN,83,122,147.56,0.15119
708,-37.8437,-11.363706236,NaN,26,9,27.51,0.02819
709,-36.8437,-11.063426236,NaN,41,9,41.98,0.04301
710,-35.8437,-10.763146236,NaN,32,82,88.02,0.09019
711,-34.8437,-10.462866236,NaN,85,90,123.79,0.12684
712,-33.8437,-10.162586236,NaN,18,27,32.45,0.03325
713,-32.8437,-9.862306236,NaN,65,-22,68.62,0.07031
714,-31.8437,-9.562026236,NaN,-22,-46,50.99,0.05224
715,-30.8437,-9.261746236,NaN,-252,-73,262.36,0.26881
716,-29.8437,-8.961466236,NaN,-399,116,415.52,0.42574
717,-28.8437,-8.661186236,NaN,-373,300,478.67,0.49044
718,-27.8437,-8.360906236,NaN,27,452,452.81,0.46394
719,-26.8437,-8.060626236,NaN,381,325,500.79,0.5131
720,-25.8437,-7.760346236,NaN,461,12,461.16,0.4725
721,-24.8437,-7.460066236,NaN,302,-129,328.4,0.33647
722,-23.8437,-7.159786236,NaN,115,-179,212.76,0.21799
723,-22.8437,-6.859506236,NaN,-17,-18,24.76,0.02537
724,-21.8437,-6.559226236,NaN,41,110,117.39,0.12028
725,-20.8437,-6.258946236,NaN,70,119,138.06,0.14146
726,-19.8437,-5.958666236,NaN,107,121,161.52,0.1655
727,-18.8437,-5.658386236,NaN,96,126,158.4,0.1623
728,-17.8437,-5.358106236,NaN,51,92,105.19,0.10778
729,-16.8437,-5.057826236,NaN,34,89,95.27,0.09762
730,-15.8437,-4.757546236,NaN,88,176,196.77,0.20161
731,-14.8437,-4.457266236,NaN,172,170,241.83,0.24778
732,-13.8437,-4.156986236,NaN,120,149,191.31,0.19602
733,-12.8437,-3.856706236,NaN,49,77,91.27,0.09351
