sample,taps_from_fp,excess_path_m,reflector_off_m,amplitude,amplitude_norm
698,-50.5,-15.16414,NaN,713.59,0.69415
699,-49.5,-14.86386,NaN,329.62,0.32064
700,-48.5,-14.56358,NaN,356.61,0.3469
701,-47.5,-14.2633,NaN,697.26,0.67827
702,-46.5,-13.96302,NaN,268.2,0.26089
703,-45.5,-13.66274,NaN,334.08,0.32498
704,-44.5,-13.36246,NaN,462.25,0.44966
705,-43.5,-13.06218,NaN,229.73,0.22347
706,-42.5,-12.7619,NaN,208.17,0.2025
707,-41.5,-12.46162,NaN,142.8,0.13891
708,-40.5,-12.16134,NaN,71.87,0.06991
709,-39.5,-11.86106,NaN,88.41,0.086
710,-38.5,-11.56078,NaN,192.63,0.18738
711,-37.5,-11.2605,NaN,167.11,0.16256
712,-36.5,-10.96022,NaN,203.34,0.1978
713,-35.5,-10.65994,NaN,231.31,0.22501
714,-34.5,-10.35966,NaN,188.92,0.18377
715,-33.5,-10.05938,NaN,135.28,0.1316
716,-32.5,-9.7591,NaN,110.03,0.10703
717,-31.5,-9.45882,NaN,353.33,0.3437
718,-30.5,-9.15854,NaN,476.06,0.4631
719,-29.5,-8.85826,NaN,515.01,0.50098
720,-28.5,-8.55798,NaN,86.76,0.0844
721,-27.5,-8.2577,NaN,169.81,0.16519
722,-26.5,-7.95742,NaN,108.37,0.10542
723,-25.5,-7.65714,NaN,252.7,0.24582
724,-24.5,-7.35686,NaN,34.67,0.03373
725,-23.5,-7.05658,NaN,287.6,0.27977
726,-22.5,-6.7563,NaN,222.07,0.21602
727,-21.5,-6.45602,NaN,195.72,0.19039
728,-20.5,-6.15574,NaN,195.83,0.1905
729,-19.5,-5.85546,NaN,316.78,0.30816
730,-18.5,-5.55518,NaN,447.76,0.43556
731,-17.5,-5.2549,NaN,414.18,0.40289
732,-16.5,-4.95462,NaN,196.7,0.19135
733,-15.5,-4.65434,NaN,301.38,0.29317
734,-14.5,-4.35406,NaN,225.08,0.21895
735,-13.5,-4.05378,NaN,163.42,0.15897
736,-12.5,-3.7535,NaN,173,0.16829
737,-11.5,-3.45322,NaN,148.49,0.14444
738,-10.5,-3.15294,NaN,162.29,0.15787
739,-9.5,-2.85266,NaN,197.43,0.19206
740,-8.5,-2.55238,NaN,186.81,0.18172
741,-7.5,-2.2521,NaN,132.59,0.12898
742,-6.5,-1.95182,NaN,163.62,0.15916
743,-5.5,-1.65154,NaN,252.52,0.24564
744,-4.5,-1.35126,NaN,130.82,0.12725
745,-3.5,-1.05098,NaN,73.5,0.0715
746,-2.5,-0.7507,NaN,76.16,0.07409
747,-1.5,-0.45042,NaN,157.26,0.15297
748,-0.5,-0.15014,NaN,4187.2,4.07315
749,0.5,0.15014,0.241214644870497,15379.81,14.9609
750,1.5,0.45042,0.456471843709993,19128.71,18.60769
751,2.5,0.7507,0.63532088152366,18177.18,17.68208
752,3.5,1.05098,0.802485351953542,6252.42,6.08212
753,4.5,1.35126,0.964062703821697,5961.36,5.79899
754,5.5,1.65154,1.12246830373958,8542.23,8.30956
755,6.5,1.95182,1.27888127990834,16521.2,16.0712
756,7.5,2.2521,1.43395383555399,8735.9,8.49796
757,8.5,2.55238,1.58807868699885,12644.18,12.29978
758,9.5,2.85266,1.7415074702395,8182.33,7.95946
759,10.5,3.15294,1.89440931714875,2477.24,2.40977
760,11.5,3.45322,2.04690231620857,2010.5,1.95574
761,12.5,3.7535,2.19907152282503,9203.31,8.95263
762,13.5,4.05378,2.35097981107878,15949.14,15.51472
763,14.5,4.35406,2.50267469338306,10357.14,10.07504
764,15.5,4.65434,2.65419276031339,4447.72,4.32658
765,16.5,4.95462,2.80556265944997,11697.9,11.37928
766,17.5,5.2549,2.9568071466533,5733.33,5.57717
767,18.5,5.55518,3.10794453105264,5442.31,5.29407
768,19.5,5.85546,3.25898971353087,7026.18,6.8348
769,20.5,6.15574,3.4099549464619,1368.61,1.33133
770,21.5,6.45602,3.56085039844417,4275.25,4.15881
771,22.5,6.7563,3.71168458014686,3448.45,3.35452
772,23.5,7.05658,3.86246466962482,1302.89,1.2674
773,24.5,7.35686,4.01319676379068,1545.97,1.50386
774,25.5,7.65714,4.16388607491848,3556.79,3.45991
775,26.5,7.95742,4.31453708572542,2851.71,2.77404
776,27.5,8.2577,4.46515367288742,1498.49,1.45767
777,28.5,8.55798,4.61573920624855,3008.03,2.9261
778,29.5,8.85826,4.76629662913462,1308.2,1.27257
779,30.5,9.15854,4.91682852384543,807.96,0.78596
780,31.5,9.45882,5.06733716542525,1472.89,1.43278
781,32.5,9.7591,5.21782456609074,1091.21,1.06148
782,33.5,10.05938,5.36829251215878,606.43,0.58991
783,34.5,10.35966,5.51874259491236,814.16,0.79198
784,35.5,10.65994,5.6691762365356,1001.79,0.9745
785,36.5,10.96022,5.81959471201389,650.36,0.63264
786,37.5,11.2605,5.96999916771351,140.55,0.13672
787,38.5,11.56078,6.12039063721426,573.56,0.55794
788,39.5,11.86106,6.2707700548577,550.19,0.5352
789,40.5,12.16134,6.42113826738686,777.06,0.7559
790,41.5,12.46162,6.5714960439842,972.29,0.94581
791,42.5,12.7619,6.72184408495913,1315.3,1.27947
792,43.5,13.06218,6.8721830292928,1590.96,1.54762
793,44.5,13.36246,7.02251346121173,1907.16,1.85521
794,45.5,13.66274,7.17283591593311,1774.15,1.72583
795,46.5,13.96302,7.3231508847012,1395.71,1.35769
796,47.5,14.2633,7.47345881921483,1226.12,1.19272
797,48.5,14.56358,7.62376013553023,1443.43,1.40411
798,49.5,14.86386,7.77405521751036,1313.82,1.27804
799,50.5,15.16414,7.92434441988105,1170.43,1.13855
800,51.5,15.46442,8.07462807094543,1075.25,1.04596
801,52.5,15.7647,8.22490647500019,1006.01,0.97861
802,53.5,16.06498,8.37517991449139,1184.1,1.15184
803,54.5,16.36526,8.52544865194202,1056.69,1.02791
804,55.5,16.66554,8.67571293167887,807.23,0.78525
805,56.5,16.96582,8.82597298138285,777.71,0.75652
806,57.5,17.2661,8.97622901348333,917.12,0.89214
807,58.5,17.56638,9.1264812264147,958.05,0.93196
808,59.5,17.86666,9.27672980575051,881.68,0.85767
809,60.5,18.16694,9.4269749252292,854.29,0.83102
810,61.5,18.46722,9.57721674768301,760.14,0.73944
811,62.5,18.7675,9.72745542588091,655.45,0.63759
812,63.5,19.06778,9.87769110329433,846.89,0.82382
813,64.5,19.36806,10.0279239147941,1283.64,1.24867
814,65.5,19.66834,10.1781539872857,1259.16,1.22486
815,66.5,19.96862,10.3283814402887,1174.84,1.14284
816,67.5,20.2689,10.4786063864667,951.01,0.92511
817,68.5,20.56918,10.6288289321119,905.35,0.88069
818,69.5,20.86946,10.7790491775898,1317.58,1.28169
819,70.5,21.16974,10.9292672177461,1596.35,1.55287
820,71.5,21.47002,11.0794831422815,1376.77,1.33927
821,72.5,21.7703,11.2296970360959,1005.65,0.97826
822,73.5,22.07058,11.3799089796052,739.12,0.71899
823,74.5,22.37086,11.5301190490341,982.65,0.95588
824,75.5,22.67114,11.6803273166851,956.42,0.93037
825,76.5,22.97142,11.8305338511878,566.97,0.55153
826,77.5,23.2717,11.9807387177294,219.02,0.21306
827,78.5,23.57198,12.1309419782678,334.08,0.32498
828,79.5,23.87226,12.2811436917292,870.4,0.84669
829,80.5,24.17254,12.4313439141913,1125.46,1.0948
830,81.5,24.47282,12.5815426990532,783.45,0.76211
831,82.5,24.7731,12.7317400971941,860.47,0.83704
832,83.5,25.07338,12.8819361571194,1156.96,1.12544
833,84.5,25.37366,13.0321309250982,936.34,0.91084
834,85.5,25.67394,13.1823244452904,892.47,0.86816
835,86.5,25.97422,13.3325167598657,630.63,0.61346
836,87.5,26.2745,13.4827079091145,555.12,0.54
