sample,taps_from_fp,excess_path_m,reflector_off_m,amplitude,amplitude_norm
685,-50.2344000000001,-15.084385632,NaN,764.53,0.86291
686,-49.2344000000001,-14.784105632,NaN,257.66,0.29081
687,-48.2344000000001,-14.483825632,NaN,462.64,0.52217
688,-47.2344000000001,-14.183545632,NaN,574.01,0.64786
689,-46.2344000000001,-13.883265632,NaN,220.63,0.24902
690,-45.2344000000001,-13.582985632,NaN,425.23,0.47994
691,-44.2344000000001,-13.282705632,NaN,178.27,0.20121
692,-43.2344000000001,-12.982425632,NaN,220.01,0.24832
693,-42.2344000000001,-12.682145632,NaN,335.18,0.37831
694,-41.2344000000001,-12.381865632,NaN,257.41,0.29053
695,-40.2344000000001,-12.081585632,NaN,195.78,0.22097
696,-39.2344000000001,-11.781305632,NaN,163.67,0.18473
697,-38.2344000000001,-11.481025632,NaN,202.81,0.2289
698,-37.2344000000001,-11.180745632,NaN,77.23,0.08717
699,-36.2344000000001,-10.880465632,NaN,37.48,0.04231
700,-35.2344000000001,-10.580185632,NaN,94.64,0.10682
701,-34.2344000000001,-10.279905632,NaN,128.08,0.14456
702,-33.2344000000001,-9.97962563200002,NaN,171.33,0.19337
703,-32.2344000000001,-9.67934563200001,NaN,253.31,0.28591
704,-31.2344000000001,-9.37906563200002,NaN,394.78,0.44558
705,-30.2344000000001,-9.07878563200001,NaN,441.44,0.49824
706,-29.2344000000001,-8.77850563200001,NaN,343.59,0.3878
707,-28.2344000000001,-8.47822563200002,NaN,82.08,0.09264
708,-27.2344000000001,-8.17794563200001,NaN,118.26,0.13347
709,-26.2344000000001,-7.87766563200002,NaN,448.36,0.50605
710,-25.2344000000001,-7.57738563200001,NaN,446.31,0.50373
711,-24.2344000000001,-7.27710563200001,NaN,218.58,0.2467
712,-23.2344000000001,-6.97682563200001,NaN,101.79,0.11489
713,-22.2344000000001,-6.67654563200001,NaN,137.06,0.15469
714,-21.2344000000001,-6.37626563200002,NaN,308.87,0.34861
715,-20.2344000000001,-6.07598563200002,NaN,157.54,0.17781
716,-19.2344000000001,-5.77570563200002,NaN,128.55,0.14509
717,-18.2344000000001,-5.47542563200002,NaN,160.33,0.18096
718,-17.2344000000001,-5.17514563200001,NaN,22.85,0.02579
719,-16.2344000000001,-4.87486563200001,NaN,159.67,0.18021
720,-15.2344000000001,-4.57458563200001,NaN,45.28,0.0511
721,-14.2344000000001,-4.27430563200002,NaN,128.32,0.14483
722,-13.2344000000001,-3.97402563200002,NaN,256.85,0.28989
723,-12.2344000000001,-3.67374563200002,NaN,287.03,0.32396
724,-11.2344000000001,-3.37346563200001,NaN,157.84,0.17815
725,-10.2344000000001,-3.07318563200002,NaN,22.36,0.02524
726,-9.23440000000005,-2.77290563200002,NaN,63.78,0.07199
727,-8.23440000000005,-2.47262563200002,NaN,140.01,0.15803
728,-7.23440000000005,-2.17234563200001,NaN,137.77,0.15549
729,-6.23440000000005,-1.87206563200002,NaN,65.79,0.07425
730,-5.23440000000005,-1.57178563200002,NaN,98.49,0.11116
731,-4.23440000000005,-1.27150563200002,NaN,151.98,0.17154
732,-3.23440000000005,-0.971225632000015,NaN,196.38,0.22165
733,-2.23440000000005,-0.670945632000015,NaN,143.75,0.16225
734,-1.23440000000005,-0.370665632000015,NaN,687.44,0.77589
735,-0.234400000000051,-0.0703856320000152,NaN,6129.78,6.91849
736,0.765599999999949,0.229894367999985,0.306065162848572,14811.11,16.71683
737,1.76559999999995,0.530174367999985,0.505798619927971,16503.65,18.62715
738,2.76559999999995,0.830454367999985,0.680494410801851,10769.15,12.1548
739,3.76559999999995,1.13073436799998,0.845811492913212,6197.66,6.9951
740,4.76559999999995,1.43101436799998,1.00638241198641,2327.75,2.62725
741,5.76559999999995,1.73129436799998,1.16417270023271,12609.53,14.23198
742,6.76559999999995,2.03157436799998,1.32017977259865,12813.52,14.46221
743,7.76559999999995,2.33185436799998,1.4749695682251,7646.05,8.62985
744,8.76559999999995,2.63213436799998,1.62888914957454,10695.82,12.07203
745,9.76559999999995,2.93241436799998,1.78216400345568,3197.72,3.60917
746,10.7655999999999,3.23269436799998,1.9349473501945,4231.97,4.77649
747,11.7655999999999,3.53297436799998,2.08734712015904,1696.25,1.9145
748,12.7655999999999,3.83325436799998,2.23944162488057,11623.59,13.11918
749,13.7655999999999,4.13353436799998,2.39128911293872,13288.17,14.99793
750,14.7655999999999,4.43381436799999,2.54293383540956,4683.12,5.28569
751,15.7655999999999,4.73409436799998,2.69441002820326,6864.14,7.74733
752,16.7655999999999,5.03437436799998,2.8457446034551,8885.79,10.02911
753,17.7655999999999,5.33465436799998,2.99695901461887,1951.08,2.20213
754,18.7655999999999,5.63493436799998,3.14807057762637,7348.63,8.29417
755,19.7655999999999,5.93521436799998,3.29909342506822,4746.95,5.35773
756,20.7655999999999,6.23549436799998,3.45003920733372,1690.13,1.9076
757,21.7655999999999,6.53577436799998,3.60091761585174,3778.3,4.26445
758,22.7655999999999,6.83605436799999,3.75173677906152,1901.59,2.14626
759,23.7655999999999,7.13633436799998,3.90250356588875,763.4,0.86163
760,24.7655999999999,7.43661436799998,4.05322382103258,1700.7,1.91952
761,25.7655999999999,7.73689436799998,4.20390254932217,2704.84,3.05287
762,26.7655999999999,8.03717436799998,4.35454406157625,799.11,0.90193
763,27.7655999999999,8.33745436799999,4.50515209104204,2269.81,2.56186
764,28.7655999999999,8.63773436799998,4.65572988712103,2547.07,2.87479
765,29.7655999999999,8.93801436799999,4.80628029139412,1103.96,1.246
766,30.7655999999999,9.23829436799998,4.95680579973182,719.34,0.81189
767,31.7655999999999,9.53857436799998,5.10730861337619,863.76,0.9749
768,32.7655999999999,9.83885436799998,5.25779068121565,523.72,0.5911
769,33.7655999999999,10.139134368,5.40825373497672,458.06,0.517
770,34.7655999999999,10.439414368,5.55869931868069,679.49,0.76691
771,35.7655999999999,10.739694368,5.7091288134279,460.74,0.52003
772,36.7655999999999,11.039974368,5.85954345835272,142.66,0.16102
773,37.7655999999999,11.340254368,6.00994436842269,564.53,0.63717
774,38.7655999999999,11.640534368,6.16033254962321,672.42,0.75894
775,39.7655999999999,11.940814368,6.31070891196533,190.37,0.21487
776,40.7655999999999,12.241094368,6.4610742806727,446.35,0.50378
777,41.7655999999999,12.541374368,6.61142940583818,645.76,0.72885
778,42.7655999999999,12.841654368,6.76177497078935,1071.96,1.20988
779,43.7655999999999,13.141934368,6.91211159935983,1265.96,1.42884
780,44.7655999999999,13.442214368,7.06243986223007,1363.65,1.53911
781,45.7655999999999,13.742494368,7.21276028247354,1032.66,1.16553
782,46.7655999999999,14.042774368,7.36307334042242,754.27,0.85133
783,47.7655999999999,14.343054368,7.51337947794805,856.21,0.96638
784,48.7655999999999,14.643334368,7.66367910223689,906.56,1.0232
785,49.7655999999999,14.943614368,7.81397258912993,633.94,0.71551
786,50.7655999999999,15.243894368,7.96426028608341,641.08,0.72356
787,51.7655999999999,15.544174368,8.11454251480001,458.66,0.51768
788,52.7655999999999,15.844454368,8.26481957357258,555.27,0.62671
789,53.7655999999999,16.144734368,8.41509173937634,572.71,0.6464
790,54.7655999999999,16.445014368,8.56535926974061,516.87,0.58338
791,55.7655999999999,16.745294368,8.7156224044266,570.41,0.6438
792,56.7655999999999,17.045574368,8.86588136693439,484.12,0.54642
793,57.7655999999999,17.345854368,9.01613636585905,434.04,0.48988
794,58.7655999999999,17.646134368,9.16638759611318,375.07,0.42332
795,59.7655999999999,17.946414368,9.31663524003108,425.03,0.47972
796,60.7655999999999,18.246694368,9.46687946836763,514.34,0.58052
797,61.7655999999999,18.546974368,9.61712044120339,365.31,0.41231
798,62.7655999999999,18.847254368,9.76735830876617,306.66,0.34612
799,63.7655999999999,19.147534368,9.9175932121778,598.97,0.67604
800,64.7655999999999,19.447814368,10.0678252841339,944.92,1.0665
801,65.7655999999999,19.748094368,10.218054649524,977.26,1.103
802,66.7655999999999,20.048374368,10.3682814259968,704.36,0.79498
803,67.7655999999999,20.348654368,10.5185057244782,378,0.42664
804,68.7655999999999,20.648934368,10.6687276496447,409.88,0.46262
805,69.7655999999999,20.949214368,10.8189473003571,1088.28,1.2283
806,70.7655999999999,21.249494368,10.9691647700596,1097.56,1.23878
807,71.7655999999999,21.549774368,11.1193801471452,752.54,0.84937
808,72.7655999999999,21.850054368,11.2695935152932,559.22,0.63117
809,73.7655999999999,22.150334368,11.4198049537788,362.68,0.40934
810,74.7655999999999,22.450614368,11.5700145377593,643.54,0.72634
811,75.7655999999999,22.750894368,11.7202223385383,383.47,0.43281
812,76.7655999999999,23.051174368,11.8704284238095,269.14,0.30376
813,77.7655999999999,23.351454368,12.0206328578822,206.63,0.23322
814,78.7655999999999,23.651734368,12.1708357018903,227.26,0.25651
815,79.7655999999999,23.952014368,12.3210370139863,747.93,0.84417
816,80.7655999999999,24.252294368,12.4712368495202,688.7,0.77732
817,81.7655999999999,24.552574368,12.6214352612071,258.25,0.29148
818,82.7655999999999,24.852854368,12.7716322992816,537.49,0.60665
819,83.7655999999999,25.153134368,12.9218280116424,491.16,0.55435
820,84.7655999999999,25.453414368,13.0720224439861,407.61,0.46006
821,85.7655999999999,25.753694368,13.222215639933,500.12,0.56447
822,86.7655999999999,26.053974368,13.372407641143,260.57,0.2941
823,87.7655999999999,26.354254368,13.5225984874251,256.22,0.28919
824,88.7655999999999,26.654534368,13.6727882168387,341.72,0.38568
825,89.7655999999999,26.954814368,13.8229768657889,368.21,0.41559
826,90.7655999999999,27.255094368,13.9731644691153,310.93,0.35093
827,91.7655999999999,27.555374368,14.1233510601754,428.09,0.48317
828,92.7655999999999,27.855654368,14.2735366709225,454.74,0.51325
829,93.7655999999999,28.155934368,14.4237213319788,218.23,0.24631
830,94.7655999999999,28.456214368,14.5739050727042,179.18,0.20223
831,95.7655999999999,28.756494368,14.7240879212603,540.86,0.61045
832,96.7655999999999,29.056774368,14.8742699046715,922.11,1.04076
833,97.7655999999999,29.357054368,15.0244510488812,978.51,1.10441
834,98.7655999999999,29.657334368,15.1746313788058,639.86,0.72219
