taps_from_fp,amplitude_norm_mean,amplitude_norm_sd,n_frames
-50,0.361593387835051,0.0873573159426283,97
-49.5,0.525819689896909,0.100946836651548,97
-49,0.611960003567013,0.1022061481679,97
-48.5,0.523869522329896,0.0956716759917738,97
-48,0.347152080381441,0.0946395475599585,97
-47.5,0.297407013577319,0.0875613162582347,97
-47,0.387581406237115,0.101567290173833,97
-46.5,0.447909676402063,0.113160481732362,97
-46,0.408878584474227,0.119089940681694,97
-45.5,0.337597694319585,0.112414292500966,97
-45,0.306107858639174,0.108837744995882,97
-44.5,0.307738373350516,0.112434467061415,97
-44,0.296529130824743,0.102374271694643,97
-43.5,0.275533823443299,0.0838684985435793,97
-43,0.272790520721649,0.0696935073263832,97
-42.5,0.337470781577318,0.0930532693771298,97
-42,0.515374405587628,0.124247542379424,97
-41.5,0.779300749103096,0.126063637041685,97
-41,0.998448300659797,0.104659586306334,97
-40.5,1.05910129135052,0.0994050310131555,97
-40,0.965333569876291,0.102704368874132,97
-39.5,0.700733118360825,0.108747537787724,97
-39,0.418011832711334,0.13772230517049,97
-38.5,0.435777771010308,0.119133018642146,97
-38,0.663515844556705,0.128695050852331,97
-37.5,0.795473519144332,0.115258104730776,97
-37,0.790616588453609,0.116916735776078,97
-36.5,0.722936892608246,0.114467714967452,97
-36,0.660664230103092,0.105815989645277,97
-35.5,0.627898204360825,0.101042215854704,97
-35,0.589562654886598,0.103007587871396,97
-34.5,0.496742189938143,0.0976880529686329,97
-34,0.364160362175257,0.088419280660598,97
-33.5,0.257533975659793,0.0763382368692491,97
-33,0.206047334350515,0.079624870260323,97
-32.5,0.203399172752577,0.0769625901477235,97
-32,0.257865944618555,0.0835863682988968,97
-31.5,0.407993231082475,0.0937710681069456,97
-31,0.597842144226805,0.099968580357731,97
-30.5,0.780078891082476,0.105016759156844,97
-30,0.90305003662887,0.130569784058036,97
-29.5,0.796681297855671,0.122207573716808,97
-29,0.529270662216493,0.111423467371369,97
-28.5,0.411667474432987,0.10662618537965,97
-28,0.53565374684536,0.0983050942368062,97
-27.5,0.731028397432992,0.11349708308239,97
-27,0.803642412525777,0.115050745471874,97
-26.5,0.647133453371132,0.11159579903521,97
-26,0.404921399587624,0.107674262474692,97
-25.5,0.324605674824742,0.0929043813976396,97
-25,0.377729189762888,0.111241021955653,97
-24.5,0.399949889824742,0.107957532085208,97
-24,0.360355350278351,0.0971971965572496,97
-23.5,0.293273382041236,0.087287621356804,97
-23,0.223569503432989,0.0806659214465047,97
-22.5,0.165767837453608,0.0659693935554264,97
-22,0.128645948546391,0.0512913344924365,97
-21.5,0.123226618587629,0.0383137983605587,97
-21,0.142566189247422,0.0495166164873327,97
-20.5,0.18021935172165,0.0672935455215151,97
-20,0.211606218773197,0.0823091391004935,97
-19.5,0.201113935793815,0.0761551530103187,97
-19,0.173678784659793,0.0680522683825775,97
-18.5,0.174725688257731,0.0705686707890798,97
-18,0.205068996886598,0.0847402495216671,97
-17.5,0.232036716659794,0.0941409026128576,97
-17,0.236489434618557,0.0872768517051893,97
-16.5,0.223896789536083,0.0749946160212357,97
-16,0.201633985113402,0.0752899646226067,97
-15.5,0.198609631721649,0.0845435760542472,97
-15,0.215667430113403,0.0928900063660535,97
-14.5,0.218346857453609,0.0895513994950028,97
-14,0.204797028824742,0.0786881043309333,97
-13.5,0.200721588030928,0.0728213063758856,97
-13,0.214584678835052,0.0814223285220998,97
-12.5,0.212307284587629,0.0792854290113342,97
-12,0.187445688515464,0.0693837177879683,97
-11.5,0.172532378432989,0.0683726209972138,97
-11,0.169190200185566,0.0726768191433003,97
-10.5,0.179948016030928,0.0558626744533336,97
-10,0.230630694814433,0.0673460355784894,97
-9.5,0.334536374309279,0.0845705732651316,97
-9,0.434474368814435,0.0872457664390826,97
-8.5,0.453377224340206,0.0842056982452749,97
-8,0.391715346597938,0.0877719052541197,97
-7.5,0.29375219112371,0.0812526444324942,97
-7,0.254163933288659,0.0779521561330596,97
-6.5,0.340446942412372,0.0942289484403846,97
-6,0.460008916659795,0.0990351961408277,97
-5.5,0.479792539567011,0.0993141459943775,97
-5,0.40015281941237,0.0944807699212135,97
-4.5,0.304919178319587,0.083918686220907,97
-4,0.245501144505154,0.0856473610908649,97
-3.5,0.209679398927834,0.0783026386594025,97
-3,0.197336266051546,0.0642905055732958,97
-2.5,0.266476366123713,0.0818668397051073,97
-2,0.399284815659795,0.112927768659372,97
-1.5,0.798548874979383,0.20323710699424,97
-1,1.93847994367011,0.337058304571778,97
-0.5,4.80407052568044,0.47067860548275,97
0,9.10723888503097,0.525792977517581,97
0.5,13.3239687750103,0.435193975912093,97
1,16.2292017835052,0.422177551370923,97
1.5,17.029668678701,0.2631856139042,97
2,16.1693487750103,0.333610117632838,97
2.5,14.3597445615567,0.351184399366236,97
3,12.9685168654227,0.589079780001779,97
3.5,13.4938960350516,0.468143951268701,97
4,14.9002376631856,0.472572572941076,97
4.5,14.6664232545979,0.645334948971839,97
5,12.1959029508247,0.859806717239065,97
5.5,8.34801798794841,0.876817654046403,97
6,5.03662359899996,0.964027068962398,97
6.5,3.7572948081134,0.81077093968885,97
7,3.2646600522165,0.751676095117502,97
7.5,2.25106127415463,0.549775645221413,97
8,1.37257175798968,0.496473122602738,97
8.5,1.36887013438145,0.370417545270191,97
9,1.58590625209279,0.328162437635986,97
9.5,1.46267688060824,0.273155731295202,97
10,1.28819224098969,0.28697007425938,97
10.5,1.46755296954639,0.318700052309686,97
11,1.98028705831959,0.353924032376307,97
11.5,2.48988545074227,0.366765917820425,97
12,2.61953774040207,0.334379596261775,97
12.5,2.12342857618556,0.274063800125245,97
13,1.64128514210307,0.438158765029959,97
13.5,2.61762764586598,0.427029539271394,97
14,4.95294808356703,0.482314126269281,97
14.5,7.07812242988663,0.47101442707926,97
15,7.65056558465983,0.6473293615706,97
15.5,5.74534644418555,0.565299699421581,97
16,3.17837250986593,1.04121906208907,97
16.5,3.44320678348454,0.910378356462205,97
17,5.94955847275261,0.657065470165936,97
17.5,7.39050968639177,0.725144431018785,97
18,7.02632461324743,0.945103510761073,97
18.5,6.30906316067008,1.09366699078664,97
19,6.28753806091752,1.21523333513739,97
19.5,6.43666999997938,1.17275827504235,97
20,5.90028134314433,0.89133959265297,97
20.5,5.02937282314432,0.615972781810963,97
21,4.67595365923709,0.681950681959733,97
21.5,5.75104245043298,0.993496401444664,97
22,8.52738506096907,1.11996165103189,97
22.5,12.4257870846701,1.01171980694948,97
23,15.7661030521959,0.682118973286974,97
23.5,16.7815659058557,0.471808070762936,97
24,15.3035922614124,0.674865354255614,97
24.5,10.8363417761649,0.987308410043828,97
25,6.09010573427826,2.1680193397709,97
25.5,6.55131385107216,1.51126372220448,97
26,10.5790808871753,1.21014501102041,97
26.5,12.983054044433,1.01303179648265,97
27,13.0230479013196,1.05371977706947,97
27.5,11.8873361525051,1.11562083930874,97
28,10.7153856185876,0.98265644884493,97
28.5,10.1272829098247,0.778627365493882,97
29,9.71747976919588,0.746192943717726,97
29.5,8.55148722876289,0.841535850258913,97
30,6.38649168214433,0.907742454334177,97
30.5,3.96633480048451,0.737024272103911,97
31,2.45203381767007,0.755172340907928,97
31.5,2.36662860729897,0.500639497636312,97
32,2.66578225617526,0.391679259344425,97
32.5,2.83838538182473,0.435573929624325,97
33,3.36678647705154,0.558562421219646,97
33.5,4.40629264095877,0.684697341586658,97
34,5.49723490495878,0.698695767668101,97
34.5,5.81344654747424,0.619735535754517,97
35,5.0265397516598,0.55814307198233,97
35.5,3.90644152110307,0.605098577810573,97
36,3.81269504327833,0.693413033315576,97
36.5,4.91517409635053,0.571108675758842,97
37,5.65813219328869,0.535482131877292,97
37.5,4.8019373441134,0.446488398687459,97
38,3.37670483304121,0.583478923208394,97
38.5,3.31822136421649,0.555350682216045,97
39,4.40252812712372,0.564897105825178,97
39.5,4.94183528518558,0.639636529774069,97
40,4.35218833668043,0.603619211967658,97
40.5,2.98674041379381,0.479464372873913,97
41,1.56436834518555,0.351999375602447,97
41.5,0.75633835449484,0.248668911051058,97
42,0.565538000268036,0.205856149390849,97
42.5,0.698141336257729,0.211367684241995,97
43,0.923102256309277,0.222582397456726,97
43.5,1.17208703342268,0.202046957969874,97
44,1.35247636178351,0.205485536587506,97
44.5,1.29870107239176,0.197731292019354,97
45,1.04904982150516,0.178410738940614,97
45.5,0.781198290762885,0.150654618813007,97
46,0.702105721804119,0.199313240120968,97
46.5,1.03553250176289,0.219649545481453,97
47,1.6256504924433,0.223954225015189,97
47.5,2.05192816945361,0.229902153157458,97
48,2.16312337786598,0.229801699222918,97
48.5,2.04595895885567,0.273718604232376,97
49,1.81290497765979,0.282271956917572,97
49.5,1.54047491570103,0.266330432207184,97
50,1.34307262065979,0.242798463769801,97
50.5,1.29760483446392,0.199172183693017,97
51,1.28288176459794,0.27951807108551,97
51.5,1.10591463992783,0.315578538263564,97
52,0.814649190814431,0.266466587667874,97
52.5,0.647081813711337,0.202806238756106,97
53,0.664163077659789,0.21942961050973,97
53.5,0.714178342195876,0.21094513175782,97
54,0.703716213298969,0.163860033397628,97
54.5,0.726470797371137,0.142354095090794,97
55,0.815974553773199,0.179937922148737,97
55.5,0.843813247855671,0.215553134491055,97
56,0.754465904999999,0.229470951917042,97
56.5,0.742541771402056,0.216463985653925,97
57,1.03129740019587,0.176062232855968,97
57.5,1.60868033918557,0.222985033340835,97
58,2.12322185192784,0.254451569703799,97
58.5,2.14507749495877,0.23772186122362,97
59,1.73471959550515,0.216177456488158,97
59.5,1.35276125739175,0.23350314679394,97
60,1.28585893480412,0.193216617671713,97
60.5,1.23825877659794,0.223257216027099,97
61,0.962253191989686,0.317577334946849,97
61.5,1.17366780577319,0.381221786215019,97
62,2.32043499319588,0.310577200726342,97
62.5,3.97060539884537,0.34818300012586,97
63,5.45428347280414,0.43231263981591,97
63.5,6.06781438500001,0.485523807489072,97
64,5.6326456905464,0.454404573422514,97
64.5,4.2344144295567,0.402175881110623,97
65,2.53646229407215,0.379690846130184,97
65.5,1.59846392332989,0.33040798468717,97
66,1.54933688876288,0.210138896731984,97
66.5,1.63401612541237,0.233033600745745,97
67,1.41154285517525,0.283057283772102,97
67.5,1.38635967053608,0.256009976587594,97
68,1.91493090960825,0.198299036391981,97
68.5,2.59928079996909,0.217256996666546,97
69,2.82963039644331,0.323953678344299,97
69.5,2.16233593013401,0.350701507733697,97
70,1.17313111868039,0.407533531984532,97
70.5,0.927010905773195,0.311415364438304,97
71,1.23311518011341,0.289913559476094,97
71.5,1.23311393872165,0.282764587017611,97
72,0.877619535175255,0.265400435712245,97
72.5,0.714937044639177,0.210257775944618,97
73,0.883691364639178,0.175683840080895,97
73.5,1.0256745737732,0.177293245900927,97
74,0.96611610657732,0.191388987953345,97
74.5,0.79319758027835,0.17548997574706,97
75,0.607301268577318,0.174215828576514,97
75.5,0.476650726010307,0.205829356749279,97
76,0.402810126484535,0.216380489454166,97
76.5,0.351296570670103,0.160821797627595,97
77,0.303984623134019,0.114675890736792,97
77.5,0.280557974927834,0.105947001628452,97
78,0.312193008824742,0.111242616156137,97
78.5,0.43032999216495,0.117669748579768,97
79,0.579002582701033,0.130533751852027,97
79.5,0.654367920134022,0.13136604621508,97
80,0.665162119237112,0.123578637783427,97
80.5,0.72610162897938,0.123179449582442,97
81,0.864850429484536,0.150758723318783,97
81.5,0.996418917020619,0.192382582877922,97
82,1.06093206737114,0.221464684062551,97
82.5,1.01649825979381,0.225925700391934,97
83,0.874560132783505,0.21188983767309,97
83.5,0.65545543585567,0.175066318731926,97
84,0.438333489237111,0.13693730595557,97
84.5,0.352987039175259,0.119918769331677,97
85,0.346560467639177,0.119014474238559,97
85.5,0.331221729154636,0.0981782519766171,97
86,0.411213958886595,0.122688706351697,97
86.5,0.677398022350519,0.144943348147359,97
87,0.958230780938148,0.136558626966626,97
87.5,1.0571151311134,0.140623682628544,97
88,0.955791086577321,0.15672600056659,97
88.5,0.684015237494844,0.141709558714233,97
89,0.466587681350509,0.173418428736599,97
89.5,0.579768515298967,0.171929567974013,97
90,0.839762629927838,0.198128627480877,97
90.5,0.919107806731959,0.169106539777037,97
91,0.830265160865978,0.148628433247009,97
91.5,0.724579861546391,0.160909707057336,97
92,0.654458338309279,0.184787452425392,97
92.5,0.632530168144331,0.191435651831729,97
93,0.67735941798969,0.176004699809968,97
93.5,0.806646350247423,0.159837343948891,97
94,0.990998960154641,0.148870335748027,97
94.5,1.14186039829897,0.1499213322142,97
95,1.17328607613402,0.165604700373801,97
95.5,1.01361769289691,0.152246755935151,97
96,0.801449808340204,0.132072288293224,97
96.5,0.788348365927834,0.113592010676114,97
97,0.960459495814434,0.121673481082637,97
97.5,1.13626266806186,0.134737779271204,97
98,1.20406198720619,0.145938571491089,97
98.5,NaN,NaN,41
99,NaN,NaN,1
99.5,NaN,NaN,0
100,NaN,NaN,0
