taps_from_fp,amplitude_norm_diff,background_mean,phase2_mean,n_background,n_phase2
-50,-0.0477733792778272,0.448578291752577,0.400804912474749,97,99
-49.5,-0.0157561547623605,0.39506655723711,0.37931040247475,97,99
-49,0.0145670045494141,0.27944311480412,0.294010119353534,97,99
-48.5,0.0149966427381027,0.211292023463916,0.226288666202018,97,99
-48,-0.00546857790430472,0.25843339976289,0.252964821858585,97,99
-47.5,-0.0434059579838614,0.356914758701033,0.313508800717172,97,99
-47,-0.0654329039979147,0.369568844896905,0.30413594089899,97,99
-46.5,-0.0361011250240533,0.274837724690719,0.238736599666666,97,99
-46,0.00351408412683291,0.20187904072165,0.205393124848483,97,99
-45.5,0.012866045825572,0.226931016134022,0.239797061959594,97,99
-45,0.0232119133598864,0.326194118185571,0.349406031545457,97,99
-44.5,0.0238201442283661,0.44664948819588,0.470469632424246,97,99
-44,0.0149619750181192,0.525054747103094,0.540016722121213,97,99
-43.5,0.0162788232988659,0.551216943206186,0.567495766505052,97,99
-43,0.00859369873185623,0.520916967773193,0.52951066650505,97,99
-42.5,0.00674420428355932,0.431314036463914,0.438058240747473,97,99
-42,-0.0085437262383618,0.320254121298966,0.311710395060604,97,99
-41.5,-0.0264549640650843,0.229279872721648,0.202824908656564,97,99
-41,-0.0192859996489637,0.202817448123712,0.183531448474748,97,99
-40.5,-0.0106835354624605,0.225398894391753,0.214715358929292,97,99
-40,-0.00118937831865301,0.248198262773197,0.247008884454544,97,99
-39.5,0.0186766169114847,0.260485125381444,0.279161742292929,97,99
-39,0.0471972275047378,0.276083874515464,0.323281102020202,97,99
-38.5,0.0661034426010626,0.300435028247423,0.366538470848485,97,99
-38,0.0751405890833072,0.302574074876287,0.377714663959595,97,99
-37.5,0.0894732269094047,0.264813232484534,0.354286459393939,97,99
-37,0.0946575711610967,0.211930839525773,0.306588410686869,97,99
-36.5,0.0852662264320531,0.179437677113402,0.264703903545455,97,99
-36,0.076706307672812,0.182728779195876,0.259435086868688,97,99
-35.5,0.0655347375600341,0.206332831278351,0.271867568838385,97,99
-35,0.0691021284073742,0.209873908835051,0.278976037242425,97,99
-34.5,0.0943151785382693,0.19716551985567,0.291480698393939,97,99
-34,0.105549787777984,0.240217448989693,0.345767236767678,97,99
