sample,taps_from_fp,excess_path_m,reflector_off_m,amplitude,amplitude_norm
699,-50.2812,-15.098438736,NaN,93.98,0.10305
700,-49.2812,-14.798158736,NaN,120.51,0.13214
701,-48.2812,-14.497878736,NaN,300.01,0.32895
702,-47.2812,-14.197598736,NaN,510.82,0.56011
703,-46.2812,-13.897318736,NaN,427.37,0.4686
704,-45.2812,-13.597038736,NaN,204.63,0.22437
705,-44.2812,-13.296758736,NaN,268.96,0.29492
706,-43.2812,-12.996478736,NaN,135.48,0.14856
707,-42.2812,-12.696198736,NaN,142.97,0.15677
708,-41.2812,-12.395918736,NaN,131.24,0.14391
709,-40.2812,-12.095638736,NaN,45.97,0.0504
710,-39.2812,-11.795358736,NaN,113.53,0.12448
711,-38.2812,-11.495078736,NaN,132.85,0.14567
712,-37.2812,-11.194798736,NaN,124.78,0.13682
713,-36.2812,-10.894518736,NaN,36.12,0.03961
714,-35.2812,-10.594238736,NaN,173.74,0.1905
715,-34.2812,-10.293958736,NaN,92.66,0.1016
716,-33.2812,-9.993678736,NaN,120.81,0.13246
717,-32.2812,-9.693398736,NaN,65.76,0.07211
718,-31.2812,-9.393118736,NaN,195.07,0.21389
719,-30.2812,-9.092838736,NaN,336.15,0.36858
720,-29.2812,-8.792558736,NaN,337.01,0.36952
721,-28.2812,-8.492278736,NaN,280.09,0.30711
722,-27.2812,-8.191998736,NaN,190.04,0.20838
723,-26.2812,-7.891718736,NaN,163.47,0.17924
724,-25.2812,-7.591438736,NaN,52.33,0.05737
725,-24.2812,-7.291158736,NaN,88.81,0.09738
726,-23.2812,-6.990878736,NaN,124.45,0.13646
727,-22.2812,-6.690598736,NaN,183.48,0.20118
728,-21.2812,-6.390318736,NaN,267.57,0.29339
729,-20.2812,-6.090038736,NaN,308.22,0.33796
730,-19.2812,-5.789758736,NaN,262.61,0.28795
731,-18.2812,-5.489478736,NaN,128.72,0.14115
732,-17.2812,-5.189198736,NaN,35.23,0.03863
733,-16.2812,-4.888918736,NaN,184.57,0.20238
734,-15.2812,-4.588638736,NaN,237.93,0.26089
735,-14.2812,-4.288358736,NaN,132.44,0.14522
736,-13.2812,-3.988078736,NaN,46.69,0.0512
737,-12.2812,-3.687798736,NaN,35.81,0.03926
738,-11.2812,-3.387518736,NaN,139.18,0.15261
739,-10.2812,-3.087238736,NaN,176.78,0.19383
740,-9.28120000000001,-2.786958736,NaN,164.2,0.18004
741,-8.28120000000001,-2.486678736,NaN,140.26,0.1538
742,-7.28120000000001,-2.186398736,NaN,156.35,0.17144
743,-6.28120000000001,-1.886118736,NaN,175.57,0.19251
744,-5.28120000000001,-1.585838736,NaN,132.02,0.14476
745,-4.28120000000001,-1.285558736,NaN,117.07,0.12836
746,-3.28120000000001,-0.985278736000004,NaN,173.37,0.1901
747,-2.28120000000001,-0.684998736000004,NaN,127.35,0.13964
748,-1.28120000000001,-0.384718736000004,NaN,1197.45,1.31299
749,-0.281200000000013,-0.0844387360000038,NaN,6303.45,6.91168
750,0.718799999999987,0.215841263999996,0.29528173870268,13902.48,15.24395
751,1.71879999999999,0.516121263999996,0.49723005961852,16430.81,18.01624
752,2.71879999999999,0.816401263999996,0.672583227835185,15439.19,16.92894
753,3.71879999999999,1.116681264,0.838202066176263,6444.15,7.06596
754,4.71879999999999,1.416961264,0.998940062425727,5700.57,6.25062
755,5.71879999999999,1.717241264,1.15683353689979,7738.73,8.48545
756,6.71879999999999,2.017521264,1.31290915720511,2804.96,3.07561
757,7.71879999999999,2.317801264,1.46774695273061,3213.92,3.52404
758,8.71879999999999,2.618081264,1.62170151958582,3700.41,4.05747
759,9.71879999999999,2.918361264,1.77500269273145,1807.95,1.9824
760,10.7188,3.218641264,1.92780635411881,6020.98,6.60196
761,11.7188,3.518921264,2.08022214149303,8694.71,9.53367
762,12.7188,3.819201264,2.23232950438209,6680.89,7.32554
763,13.7188,4.119481264,2.38418747448932,2761.67,3.02814
764,14.7188,4.419761264,2.53584085661713,711.28,0.77991
765,15.7188,4.720041264,2.68732428744014,3242.75,3.55565
766,16.7188,5.020321264,2.83866497509703,6267.46,6.87221
767,17.7188,5.320601264,2.98988459560224,4912.31,5.38631
768,18.7188,5.620881264,3.14100063489273,2928.56,3.21114
769,19.7188,5.921161264,3.29202735726383,3327,3.64803
770,20.7188,6.221441264,3.442976516439,165.89,0.1819
771,21.7188,6.521721264,3.59385788585573,3148.39,3.45218
772,22.7188,6.822001264,3.74467965971782,2914.72,3.19596
773,23.7188,7.122281264,3.89544876019199,3034.43,3.32722
774,24.7188,7.422561264,4.04617107545619,2858,3.13377
775,25.7188,7.722841264,4.19685164613133,707.72,0.77601
776,26.7188,8.023121264,4.34749481271827,250.89,0.2751
777,27.7188,8.323401264,4.49810433324853,2790.37,3.05962
778,28.7188,8.623681264,4.64868347795009,5199.42,5.70112
779,29.7188,8.923961264,4.79923510600836,4089.19,4.48376
780,30.7188,9.224241264,4.94976172825724,1586.77,1.73987
781,31.7188,9.524521264,5.1002655587231,1489.55,1.63328
782,32.7188,9.824801264,5.25074855727009,1307.91,1.43411
783,33.7188,10.125081264,5.40121246509068,868,0.95175
784,34.7188,10.425361264,5.55165883440507,409.8,0.44934
785,35.7188,10.725641264,5.70208905344391,1302.04,1.42767
786,36.7188,11.025921264,5.85250436756623,1415.58,1.55217
787,37.7188,11.326201264,6.00290589719336,2085.29,2.28651
788,38.7188,11.626481264,6.15329465310542,1727.5,1.89419
789,39.7188,11.926761264,6.30367154954259,674.51,0.73959
790,40.7188,12.227041264,6.45403741547023,346.36,0.37978
791,41.7188,12.527321264,6.6043930043015,625.26,0.68559
792,42.7188,12.827601264,6.75473900231856,476.59,0.52258
793,43.7188,13.127881264,6.90507603599124,346.93,0.38041
794,44.7188,13.428161264,7.05540467835811,206.12,0.22601
795,45.7188,13.728441264,7.20572545460722,227.26,0.24919
796,46.7188,14.028721264,7.35603884697134,367.49,0.40295
797,47.7188,14.329001264,7.5063452990339,161.99,0.17762
798,48.7188,14.629281264,7.65664521952698,486.58,0.53353
799,49.7188,14.929561264,7.80693898568974,543.59,0.59604
800,50.7188,15.229841264,7.95722694624574,185.74,0.20367
801,51.7188,15.530121264,8.10750942404856,729.54,0.79993
802,52.7188,15.830401264,8.25778671843813,921.78,1.01073
803,53.7188,16.130681264,8.40805910734398,854.1,0.93652
804,54.7188,16.430961264,8.55832684916667,489.22,0.53643
805,55.7188,16.731241264,8.70859018446407,260.28,0.28539
806,56.7188,17.031521264,8.85884933746595,322.63,0.35376
807,57.7188,17.331801264,9.00910451743668,339.48,0.37224
808,58.7188,17.632081264,9.1593559199037,491.82,0.53927
809,59.7188,17.932361264,9.30960372776693,424.09,0.46502
810,60.7188,18.232641264,9.45984811230227,338.72,0.3714
811,61.7188,18.532921264,9.61008923407092,211.56,0.23197
812,62.7188,18.833201264,9.76032724374458,235.77,0.25852
813,63.7188,19.133481264,9.91056228285559,167.71,0.18389
814,64.7188,19.433761264,10.0607944844797,312.96,0.34316
815,65.7188,19.734041264,10.2110239738585,630.84,0.69171
816,66.7188,20.034321264,10.361250868968,601.32,0.65934
817,67.7188,20.334601264,10.5114752810377,526.36,0.57715
