sample,taps_from_fp,excess_path_m,reflector_off_m,amplitude,amplitude_norm
696,-50.5,-15.16414,NaN,112.75,0.12216
697,-49.5,-14.86386,NaN,91.42,0.09904
698,-48.5,-14.56358,NaN,306.94,0.33254
699,-47.5,-14.2633,NaN,612.71,0.66383
700,-46.5,-13.96302,NaN,539.19,0.58417
701,-45.5,-13.66274,NaN,205,0.2221
702,-44.5,-13.36246,NaN,183.13,0.19841
703,-43.5,-13.06218,NaN,12.04,0.01305
704,-42.5,-12.7619,NaN,131.13,0.14206
705,-41.5,-12.46162,NaN,219.65,0.23797
706,-40.5,-12.16134,NaN,220.78,0.2392
707,-39.5,-11.86106,NaN,256.26,0.27764
708,-38.5,-11.56078,NaN,188.6,0.20433
709,-37.5,-11.2605,NaN,120.34,0.13038
710,-36.5,-10.96022,NaN,49.09,0.05319
711,-35.5,-10.65994,NaN,226.32,0.2452
712,-34.5,-10.35966,NaN,208.4,0.22578
713,-33.5,-10.05938,NaN,153.44,0.16624
714,-32.5,-9.7591,NaN,247.15,0.26776
715,-31.5,-9.45882,NaN,341.51,0.37
716,-30.5,-9.15854,NaN,381.27,0.41308
717,-29.5,-8.85826,NaN,339.48,0.3678
718,-28.5,-8.55798,NaN,187.84,0.20351
719,-27.5,-8.2577,NaN,91.02,0.09862
720,-26.5,-7.95742,NaN,120.2,0.13023
721,-25.5,-7.65714,NaN,166.93,0.18085
722,-24.5,-7.35686,NaN,188.22,0.20392
723,-23.5,-7.05658,NaN,226.38,0.24527
724,-22.5,-6.7563,NaN,79.25,0.08586
725,-21.5,-6.45602,NaN,64.88,0.0703
726,-20.5,-6.15574,NaN,97.74,0.1059
727,-19.5,-5.85546,NaN,163.05,0.17665
728,-18.5,-5.55518,NaN,142.21,0.15408
729,-17.5,-5.2549,NaN,74.24,0.08044
730,-16.5,-4.95462,NaN,106.57,0.11546
731,-15.5,-4.65434,NaN,148.92,0.16135
732,-14.5,-4.35406,NaN,176.53,0.19125
733,-13.5,-4.05378,NaN,188.88,0.20463
734,-12.5,-3.7535,NaN,192.27,0.20831
735,-11.5,-3.45322,NaN,116.21,0.12591
736,-10.5,-3.15294,NaN,84.05,0.09107
737,-9.5,-2.85266,NaN,152.11,0.1648
738,-8.5,-2.55238,NaN,83.43,0.09039
739,-7.5,-2.2521,NaN,137.62,0.1491
740,-6.5,-1.95182,NaN,144.06,0.15608
741,-5.5,-1.65154,NaN,184.57,0.19996
742,-4.5,-1.35126,NaN,144.46,0.15651
743,-3.5,-1.05098,NaN,150.27,0.1628
744,-2.5,-0.7507,NaN,90.76,0.09833
745,-1.5,-0.45042,NaN,778.05,0.84296
746,-0.5,-0.15014,NaN,4858.36,5.26366
747,0.5,0.15014,0.241214644870497,12466.92,13.50695
748,1.5,0.45042,0.456471843709993,16036.91,17.37476
749,2.5,0.7507,0.63532088152366,16504.65,17.88152
750,3.5,1.05098,0.802485351953542,12141.9,13.15482
751,4.5,1.35126,0.964062703821697,1431.2,1.5506
752,5.5,1.65154,1.12246830373958,5770.22,6.2516
753,6.5,1.95182,1.27888127990834,2747.07,2.97624
754,7.5,2.2521,1.43395383555399,2061.42,2.23339
755,8.5,2.55238,1.58807868699885,3633.38,3.93649
756,9.5,2.85266,1.7415074702395,2274.54,2.46429
757,10.5,3.15294,1.89440931714875,5368.58,5.81644
758,11.5,3.45322,2.04690231620857,7618.62,8.25419
759,12.5,3.7535,2.19907152282503,5416.14,5.86797
760,13.5,4.05378,2.35097981107878,3121.99,3.38244
761,14.5,4.35406,2.50267469338306,1523.97,1.65111
762,15.5,4.65434,2.65419276031339,3155.99,3.41928
763,16.5,4.95462,2.80556265944997,7168.31,7.76632
764,17.5,5.2549,2.9568071466533,5236.01,5.67282
765,18.5,5.55518,3.10794453105264,2668.37,2.89097
766,19.5,5.85546,3.25898971353087,5734.4,6.21278
767,20.5,6.15574,3.4099549464619,2706.86,2.93268
768,21.5,6.45602,3.56085039844417,1432,1.55146
769,22.5,6.7563,3.71168458014686,2543.55,2.75574
770,23.5,7.05658,3.86246466962482,2922.89,3.16673
771,24.5,7.35686,4.01319676379068,3247.22,3.51811
772,25.5,7.65714,4.16388607491848,1556.84,1.68672
773,26.5,7.95742,4.31453708572542,102.16,0.11068
774,27.5,8.2577,4.46515367288742,2498.93,2.7074
775,28.5,8.55798,4.61573920624855,5114.47,5.54114
776,29.5,8.85826,4.76629662913462,4728.88,5.12338
777,30.5,9.15854,4.91682852384543,2373.82,2.57185
778,31.5,9.45882,5.06733716542525,1291.2,1.39892
779,32.5,9.7591,5.21782456609074,1457.63,1.57923
780,33.5,10.05938,5.36829251215878,986.89,1.06922
781,34.5,10.35966,5.51874259491236,492.79,0.5339
782,35.5,10.65994,5.6691762365356,1218.36,1.32
783,36.5,10.96022,5.81959471201389,1854.62,2.00934
784,37.5,11.2605,5.96999916771351,2133.34,2.31131
785,38.5,11.56078,6.12039063721426,1387.67,1.50344
786,39.5,11.86106,6.2707700548577,417.33,0.45214
787,40.5,12.16134,6.42113826738686,231.23,0.25051
788,41.5,12.46162,6.5714960439842,753.16,0.81599
789,42.5,12.7619,6.72184408495913,774,0.83857
790,43.5,13.06218,6.8721830292928,398.74,0.432
791,44.5,13.36246,7.02251346121173,169.81,0.18398
792,45.5,13.66274,7.17283591593311,534.08,0.57864
793,46.5,13.96302,7.3231508847012,620.21,0.67195
794,47.5,14.2633,7.47345881921483,321.28,0.34808
795,48.5,14.56358,7.62376013553023,454.4,0.49231
796,49.5,14.86386,7.77405521751036,610.39,0.66131
797,50.5,15.16414,7.92434441988105,191.85,0.20785
798,51.5,15.46442,8.07462807094543,789.69,0.85557
799,52.5,15.7647,8.22490647500019,1157.58,1.25415
800,53.5,16.06498,8.37517991449139,1073.21,1.16275
801,54.5,16.36526,8.52544865194202,688.7,0.74615
802,55.5,16.66554,8.67571293167887,291.1,0.31538
803,56.5,16.96582,8.82597298138285,190.23,0.2061
804,57.5,17.2661,8.97622901348333,406.6,0.44052
805,58.5,17.56638,9.1264812264147,638.55,0.69182
806,59.5,17.86666,9.27672980575051,629.21,0.6817
807,60.5,18.16694,9.4269749252292,632.65,0.68543
808,61.5,18.46722,9.57721674768301,562.6,0.60954
809,62.5,18.7675,9.72745542588091,425.88,0.46141
810,63.5,19.06778,9.87769110329433,278.96,0.30223
811,64.5,19.36806,10.0279239147941,288.14,0.31218
812,65.5,19.66834,10.1781539872857,617.98,0.66953
813,66.5,19.96862,10.3283814402887,794,0.86024
814,67.5,20.2689,10.4786063864667,760.99,0.82448
815,68.5,20.56918,10.6288289321119,627.99,0.68038
816,69.5,20.86946,10.7790491775898,566.72,0.614
817,70.5,21.16974,10.9292672177461,394.44,0.42735
818,71.5,21.47002,11.0794831422815,391.06,0.42369
819,72.5,21.7703,11.2296970360959,431.65,0.46766
820,73.5,22.07058,11.3799089796052,518.65,0.56192
821,74.5,22.37086,11.5301190490341,600.44,0.65053
822,75.5,22.67114,11.6803273166851,711.91,0.7713
823,76.5,22.97142,11.8305338511878,669.13,0.72495
824,77.5,23.2717,11.9807387177294,600.14,0.65021
825,78.5,23.57198,12.1309419782678,435.51,0.47184
826,79.5,23.87226,12.2811436917292,573.36,0.62119
827,80.5,24.17254,12.4313439141913,837.63,0.90751
828,81.5,24.47282,12.5815426990532,716.58,0.77636
829,82.5,24.7731,12.7317400971941,402.6,0.43619
830,83.5,25.07338,12.8819361571194,206.47,0.22369
831,84.5,25.37366,13.0321309250982,350.89,0.38016
832,85.5,25.67394,13.1823244452904,523.61,0.56729
833,86.5,25.97422,13.3325167598657,600.81,0.65093
834,87.5,26.2745,13.4827079091145,582.18,0.63074
835,88.5,26.57478,13.6328979315515,574.15,0.62204
836,89.5,26.87506,13.783086864012,560.8,0.60759
837,90.5,27.17534,13.9332747417432,422.34,0.45758
838,91.5,27.47562,14.0834615984885,482.2,0.52243
839,92.5,27.7759,14.2336474665667,664.12,0.71952
840,93.5,28.07618,14.3838323769467,600.4,0.65049
841,94.5,28.37646,14.5340163593172,458.53,0.49678
842,95.5,28.67674,14.6841994421521,184.98,0.20041
843,96.5,28.97702,14.834381652772,408.27,0.44233
844,97.5,29.2773,14.9845630174023,880.38,0.95383
845,98.5,29.57758,15.1347435612269,1010.44,1.09474
