FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,STD_NOISE,NTM,NOISE_THRESH,PEAK_IDX,PEAK_AMPL,START,elapsed_s,tag_anchor_dist_m,n_samples,aligned_csv
1,4496432785,747.1406,747,1729,-78.29,72,13,936,749,18940,697,0.4340044,1.5,150,02_lde_aligned\frame_0001_aligned.csv
2,10886347874,747.1719,747,1568,-75.96,104,13,1352,750,17425,697,0.5308617,1.5,150,02_lde_aligned\frame_0002_aligned.csv
3,17276066374,746.3906,746,1406,-76.6,96,13,1248,748,17220,696,0.6350088,1.5,150,02_lde_aligned\frame_0003_aligned.csv
4,23665808910,744.8125,744,1529,-77.64,116,13,1508,746,17384,694,0.7312243,1.5,150,02_lde_aligned\frame_0004_aligned.csv
5,30055723947,752.1094,752,1434,-77.08,72,13,936,754,16653,702,0.8252014,1.5,150,02_lde_aligned\frame_0005_aligned.csv
6,36445442347,749.8906,749,1551,-77.62,124,13,1612,751,17539,699,0.920487,1.5,150,02_lde_aligned\frame_0006_aligned.csv
7,42835184782,749.2187,749,1567,-78.25,60,13,780,751,17769,699,1.0245879,1.5,150,02_lde_aligned\frame_0007_aligned.csv
8,49225099733,752.9687,752,1823,-81.29,132,13,1716,755,17500,702,1.1369945,1.5,129,02_lde_aligned\frame_0008_aligned.csv
9,55614818047,748.75,748,1631,-78.7,100,13,1300,750,17945,698,1.2232748,1.5,150,02_lde_aligned\frame_0009_aligned.csv
10,62004560397,754.0625,754,1403,-75.02,72,13,936,756,17699,704,1.3333088,1.5,150,02_lde_aligned\frame_0010_aligned.csv
11,68394401492,748.5156,748,1637,-77.43,124,13,1612,751,18460,698,1.4284719,1.5,150,02_lde_aligned\frame_0011_aligned.csv
12,74784207786,745.0469,745,1748,-83.5,96,13,1248,747,16478,695,1.5236702,1.5,150,02_lde_aligned\frame_0012_aligned.csv
13,81173994609,747.2812,747,1515,-76,76,13,988,749,18731,697,1.6430106,1.5,150,02_lde_aligned\frame_0013_aligned.csv
14,87563786494,749.8281,749,1656,-80.4,68,13,884,751,17200,699,1.7219193,1.5,150,02_lde_aligned\frame_0014_aligned.csv
15,93953582984,751.0625,751,1449,-76.85,104,13,1352,753,17324,701,1.8340553,1.5,146,02_lde_aligned\frame_0015_aligned.csv
16,100343369702,744.1094,744,1645,-75.91,140,13,1820,746,18295,694,1.9187928,1.5,150,02_lde_aligned\frame_0016_aligned.csv
17,106733161528,746.0625,746,1842,-79.66,76,13,988,748,18446,696,2.0302058,1.5,150,02_lde_aligned\frame_0017_aligned.csv
18,113122957937,747.4844,747,1414,-74.7,108,13,1404,750,17511,697,2.1264086,1.5,150,02_lde_aligned\frame_0018_aligned.csv
19,119512744608,747.0625,747,1503,-74.15,136,13,1768,749,18479,697,2.2215711,1.5,150,02_lde_aligned\frame_0019_aligned.csv
20,125902536370,749.0937,749,1530,-76.91,124,13,1612,751,18338,699,2.3253503,1.5,140,02_lde_aligned\frame_0020_aligned.csv
21,132292332705,747.5469,747,1410,-76.33,72,13,936,749,17083,697,2.42051,1.5,150,02_lde_aligned\frame_0021_aligned.csv
22,138682119286,747.4687,747,1583,-75.59,132,13,1716,750,18507,697,2.5312985,1.5,150,02_lde_aligned\frame_0022_aligned.csv
23,145071851626,748.0312,748,1688,-78.28,108,13,1404,750,18909,698,2.6266071,1.5,150,02_lde_aligned\frame_0023_aligned.csv
24,151461643312,747.75,747,637,-72.48,52,13,676,749,8589,697,2.7232362,1.5,150,02_lde_aligned\frame_0024_aligned.csv
25,157851557855,752.3906,752,1500,-76.26,124,13,1612,755,17401,702,2.8272121,1.5,150,02_lde_aligned\frame_0025_aligned.csv
26,164241275753,751.1719,751,1577,-76.19,120,13,1560,753,17632,701,2.9220566,1.5,150,02_lde_aligned\frame_0026_aligned.csv
27,170631017743,750,750,1485,-78.62,108,13,1404,752,16843,700,3.0336049,1.5,150,02_lde_aligned\frame_0027_aligned.csv
28,177020932226,747.1719,747,1518,-78.62,100,13,1300,749,17416,697,3.1293445,1.5,150,02_lde_aligned\frame_0028_aligned.csv
29,183410650095,745.8906,745,1753,-81.65,120,13,1560,747,17213,695,3.2236158,1.5,150,02_lde_aligned\frame_0029_aligned.csv
30,189800391997,750.5,750,2012,-88.17,120,13,1560,753,15102,700,3.3432961,1.5,150,02_lde_aligned\frame_0030_aligned.csv
31,196190306453,747.9219,747,2011,-85.54,124,13,1612,750,17471,697,3.4235635,1.5,150,02_lde_aligned\frame_0031_aligned.csv
32,202580024289,745.0937,745,2012,-84.81,76,13,988,747,17820,695,3.5267102,1.5,237,02_lde_aligned\frame_0032_aligned.csv
34,215359606809,747.2031,747,1957,-89.31,76,13,988,749,12457,697,3.7329447,1.5,150,02_lde_aligned\frame_0034_aligned.csv
35,221749412649,750.2031,750,2011,-88.9,64,13,832,752,13641,700,3.8286532,1.5,150,02_lde_aligned\frame_0035_aligned.csv
36,228139199048,746.875,746,1913,-83.41,100,13,1300,748,17348,696,3.9318236,1.5,142,02_lde_aligned\frame_0036_aligned.csv
37,234528990530,750.3594,750,1473,-74.45,84,13,1092,752,18709,700,4.0289645,1.5,150,02_lde_aligned\frame_0037_aligned.csv
38,240918786581,746.2812,746,1321,-74.47,100,13,1300,748,16877,696,4.1332951,1.5,115,02_lde_aligned\frame_0038_aligned.csv
39,247308572925,749.2187,749,1327,-72.76,116,13,1508,751,17735,699,4.2285902,1.5,150,02_lde_aligned\frame_0039_aligned.csv
40,253698364313,751.9844,751,1878,-82.64,84,13,1092,753,17259,701,4.3232181,1.5,150,02_lde_aligned\frame_0040_aligned.csv
41,260088160363,746.125,746,1676,-74.42,84,13,1092,748,19026,696,4.4273994,1.5,282,02_lde_aligned\frame_0041_aligned.csv
43,272867678598,752.0937,752,1619,-78.53,72,13,936,754,17725,702,4.634492,1.5,150,02_lde_aligned\frame_0043_aligned.csv
44,279257469928,746.2656,746,1892,-81.37,124,13,1612,748,17619,696,4.7212681,1.5,150,02_lde_aligned\frame_0044_aligned.csv
45,285647384194,747.7187,747,1608,-77.05,108,13,1404,750,18092,697,4.8419232,1.5,147,02_lde_aligned\frame_0045_aligned.csv
46,292037101805,748.8906,748,1819,-82.26,132,13,1716,750,17641,698,4.9287136,1.5,150,02_lde_aligned\frame_0046_aligned.csv
47,298426843505,750.8594,750,1473,-74.71,124,13,1612,752,18303,700,5.0249895,1.5,150,02_lde_aligned\frame_0047_aligned.csv
48,304816757694,752.125,752,1502,-79.12,108,13,1404,754,16555,702,5.1346111,1.5,150,02_lde_aligned\frame_0048_aligned.csv
49,311206475291,745.3906,745,1322,-74.74,104,13,1352,747,16963,695,5.2293466,1.5,150,02_lde_aligned\frame_0049_aligned.csv
50,317596216919,747.2031,747,1689,-74.73,156,13,2028,749,19233,697,5.3340077,1.5,150,02_lde_aligned\frame_0050_aligned.csv
51,323986057388,748.3125,748,1672,-78.49,108,13,1404,750,17206,698,5.4230761,1.5,150,02_lde_aligned\frame_0051_aligned.csv
52,330375863030,749.1094,749,1348,-72.99,148,13,1924,751,17189,699,5.5343337,1.5,150,02_lde_aligned\frame_0052_aligned.csv
53,336765649160,750.2187,750,1992,-91.21,92,13,1196,752,10964,700,5.6287896,1.5,150,02_lde_aligned\frame_0053_aligned.csv
54,343155440445,750.1094,750,1784,-76.4,152,13,1976,752,19241,700,5.7243965,1.5,150,02_lde_aligned\frame_0054_aligned.csv
55,349545236285,751.2031,751,1541,-75.45,112,13,1456,753,18300,701,5.8200873,1.5,150,02_lde_aligned\frame_0055_aligned.csv
56,355935022446,751.0156,751,1526,-76.63,128,13,1664,753,17246,701,5.9277992,1.5,150,02_lde_aligned\frame_0056_aligned.csv
57,362324813627,751.0937,751,1449,-73.48,88,13,1144,753,18291,701,6.0240241,1.5,150,02_lde_aligned\frame_0057_aligned.csv
58,368714609477,750.0781,750,1405,-75.61,104,13,1352,752,16670,700,6.1335177,1.5,150,02_lde_aligned\frame_0058_aligned.csv
59,375104395564,749.5625,749,1364,-75.59,116,13,1508,751,16598,699,6.2278768,1.5,150,02_lde_aligned\frame_0059_aligned.csv
60,381494186732,749.8125,749,1311,-72.59,72,13,936,752,16894,699,6.3232469,1.5,150,02_lde_aligned\frame_0060_aligned.csv
61,387883982524,749,749,1871,-77.03,88,13,1144,751,19552,699,6.434749,1.5,150,02_lde_aligned\frame_0061_aligned.csv
62,394273768565,747.1875,747,1530,-78.17,100,13,1300,749,16777,697,6.5210159,1.5,150,02_lde_aligned\frame_0062_aligned.csv
63,400663559702,746.1562,746,1766,-77.01,132,13,1716,748,18395,696,6.6326856,1.5,150,02_lde_aligned\frame_0063_aligned.csv
64,407053355450,744.9844,744,1603,-74.35,132,13,1716,747,19233,694,6.7274434,1.5,150,02_lde_aligned\frame_0064_aligned.csv
65,413443141462,750.625,750,1409,-73.13,136,13,1768,753,17977,700,6.8223733,1.5,150,02_lde_aligned\frame_0065_aligned.csv
66,419832932585,749.3437,749,1235,-71.03,108,13,1404,751,17373,699,6.9319998,1.5,150,02_lde_aligned\frame_0066_aligned.csv
67,426222728277,746.9687,746,1607,-72.92,160,13,2080,749,19750,696,7.038983,1.5,150,02_lde_aligned\frame_0067_aligned.csv
68,432612514256,744.875,744,1329,-72.43,80,13,1040,746,17157,694,7.1223916,1.5,150,02_lde_aligned\frame_0068_aligned.csv
69,439002245955,750.8281,750,1367,-73.2,108,13,1404,752,17126,700,7.2321903,1.5,150,02_lde_aligned\frame_0069_aligned.csv
70,445392037015,748.0156,748,1819,-76.3,96,13,1248,750,19387,698,7.3278506,1.5,150,02_lde_aligned\frame_0070_aligned.csv
71,451781950967,745.3906,745,1327,-73.45,100,13,1300,747,16428,695,7.4242909,1.5,150,02_lde_aligned\frame_0071_aligned.csv
72,458171668302,751.4375,751,1981,-91.87,76,13,988,753,11648,701,7.5193906,1.5,150,02_lde_aligned\frame_0072_aligned.csv
73,464561409681,748.2031,748,1697,-77.17,128,13,1664,750,18949,698,7.6252745,1.5,150,02_lde_aligned\frame_0073_aligned.csv
74,470951249894,745.625,745,1507,-76.18,76,13,988,747,18270,695,7.7294087,1.5,150,02_lde_aligned\frame_0074_aligned.csv
75,477341055253,749.8281,749,1391,-75.51,104,13,1352,751,16663,699,7.8248112,1.5,150,02_lde_aligned\frame_0075_aligned.csv
76,483730841108,747.25,747,1816,-79.51,156,13,2028,749,17893,697,7.9196394,1.5,150,02_lde_aligned\frame_0076_aligned.csv
77,490120572768,751.875,751,1455,-75.37,76,13,988,753,17283,701,8.0234375,1.5,150,02_lde_aligned\frame_0077_aligned.csv
78,496510363723,747.3437,747,1611,-76.63,116,13,1508,750,17847,697,8.1216677,1.5,150,02_lde_aligned\frame_0078_aligned.csv
79,502900277616,751.4531,751,1339,-74.57,108,13,1404,753,17116,701,8.2303694,1.5,150,02_lde_aligned\frame_0079_aligned.csv
80,509289994832,746.8281,746,1398,-74.3,76,13,988,748,17469,696,8.3189002,1.5,150,02_lde_aligned\frame_0080_aligned.csv
81,515679736119,750.8437,750,1449,-75.32,108,13,1404,752,17396,700,8.4254464,1.5,150,02_lde_aligned\frame_0081_aligned.csv
82,522069576215,745.7656,745,1292,-73.26,128,13,1664,747,16987,695,8.5321834,1.5,150,02_lde_aligned\frame_0082_aligned.csv
83,528459381438,748.7812,748,1562,-76.94,112,13,1456,750,17983,698,8.6200906,1.5,150,02_lde_aligned\frame_0083_aligned.csv
84,534849167251,744.0469,744,1593,-75.45,76,13,988,746,18219,694,8.7329291,1.5,150,02_lde_aligned\frame_0084_aligned.csv
85,541238958088,746.2344,746,1636,-80.47,104,13,1352,748,17553,696,8.8284829,1.5,150,02_lde_aligned\frame_0085_aligned.csv
86,547628753578,748.1719,748,1364,-75.86,80,13,1040,750,16623,698,8.9327143,1.5,150,02_lde_aligned\frame_0086_aligned.csv
