sample,real,imag,amplitude,amplitude_norm,excess_path_m,reflector_off_m
703,-219,-942,967.12,0.9909,-15.037451868,NaN
704,233,-1086,1110.71,1.13803,-14.737171868,NaN
705,722,-957,1198.8,1.22828,-14.436891868,NaN
706,850,-568,1022.31,1.04745,-14.136611868,NaN
707,593,-185,621.19,0.63646,-13.836331868,NaN
708,331,-141,359.78,0.36863,-13.536051868,NaN
709,195,24,196.47,0.2013,-13.235771868,NaN
710,-36,196,199.28,0.20418,-12.935491868,NaN
711,-229,86,244.62,0.25063,-12.635211868,NaN
712,-11,-87,87.69,0.08985,-12.334931868,NaN
713,149,-38,153.77,0.15755,-12.034651868,NaN
714,88,28,92.35,0.09462,-11.734371868,NaN
715,-2,61,61.03,0.06253,-11.434091868,NaN
716,-66,34,74.24,0.07607,-11.133811868,NaN
717,-116,25,118.66,0.12158,-10.833531868,NaN
718,88,106,137.77,0.14116,-10.533251868,NaN
719,204,307,368.6,0.37766,-10.232971868,NaN
720,120,389,407.09,0.4171,-9.93269186799998,NaN
721,-169,361,398.6,0.4084,-9.63241186799998,NaN
722,-243,550,601.29,0.61608,-9.33213186799999,NaN
723,-159,283,324.61,0.33259,-9.03185186799998,NaN
724,345,-210,403.89,0.41382,-8.73157186799999,NaN
725,504,-269,571.29,0.58534,-8.43129186799998,NaN
726,454,22,454.53,0.46571,-8.13101186799998,NaN
727,-134,667,680.33,0.69706,-7.83073186799998,NaN
728,-725,521,892.79,0.91474,-7.53045186799999,NaN
729,-566,292,636.88,0.65254,-7.23017186799998,NaN
730,-84,-251,264.68,0.27119,-6.92989186799998,NaN
731,97,-434,444.71,0.45564,-6.62961186799998,NaN
732,-61,-135,148.14,0.15178,-6.32933186799998,NaN
733,-122,97,155.86,0.15969,-6.02905186799998,NaN
734,-79,220,233.75,0.2395,-5.72877186799998,NaN
735,51,427,430.03,0.44061,-5.42849186799998,NaN
736,-76,493,498.82,0.51109,-5.12821186799999,NaN
737,-210,333,393.69,0.40337,-4.82793186799998,NaN
738,-314,49,317.8,0.32562,-4.52765186799998,NaN
739,-237,-107,260.03,0.26643,-4.22737186799998,NaN
740,-81,112,138.22,0.14162,-3.92709186799998,NaN
741,-34,64,72.47,0.07425,-3.62681186799998,NaN
742,84,9,84.48,0.08656,-3.32653186799998,NaN
743,195,-46,200.35,0.20528,-3.02625186799998,NaN
744,170,11,170.36,0.17454,-2.72597186799998,NaN
745,94,79,122.79,0.12581,-2.42569186799998,NaN
746,63,137,150.79,0.1545,-2.12541186799998,NaN
747,84,113,140.8,0.14426,-1.82513186799998,NaN
748,25,168,169.85,0.17403,-1.52485186799998,NaN
749,45,169,174.89,0.17919,-1.22457186799998,NaN
750,53,94,107.91,0.11057,-0.924291867999985,NaN
751,-46,-69,82.93,0.08497,-0.624011867999985,NaN
752,-896,-286,940.54,0.96367,-0.323731867999985,NaN
753,-6647,-2750,7193.41,7.37029,-0.0234518679999848,NaN
754,-13718,-7520,15643.97,16.02866,0.276828132000015,0.396954052336869
755,-10096,-7269,12440.56,12.74648,0.577108132000015,0.609768410960378
756,7335,5663,9266.7,9.49457,0.877388132000015,0.794447323328379
757,12513,12676,17811.69,18.24968,1.17766813200002,0.967243311314226
758,4476,11755,12578.34,12.88764,1.47794813200002,1.13360342987334
759,-10367,-4022,11119.86,11.39329,1.77822813200002,1.29600844455546
760,-8937,-12681,15513.79,15.89528,2.07850813200002,1.45578263476989
761,2247,-11112,11336.91,11.61569,2.37878813200002,1.61370762848666
762,11248,-5095,12348.14,12.65178,2.67906813200001,1.77027839052916
763,11267,-5570,12568.62,12.87768,2.97934813200002,1.92582524879933
764,6636,-9765,11806.43,12.09675,3.27962813200002,2.08057786132879
765,547,-6939,6960.53,7.13169,3.57990813200002,2.23470123828443
766,-6734,166,6736.05,6.90169,3.88018813200001,2.38831720065163
767,-14725,2491,14934.21,15.30145,4.18046813200001,2.54151775847955
768,-16415,-2551,16612.04,17.02053,4.48074813200001,2.69437377169639
769,-13717,-8526,16150.81,16.54796,4.78102813200002,2.84694073801052
770,-8520,-9705,12914.23,13.2318,5.08130813200002,2.99926276759513
771,-2952,-5627,6354.32,6.51058,5.38158813200002,3.15137537777093
772,72,-3590,3590.72,3.67902,5.68186813200002,3.30330749906201
773,1706,-1811,2488,2.54918,5.98214813200001,3.45508294173929
774,1791,2082,2746.34,2.81388,6.28242813200001,3.60672148556501
775,-63,4862,4862.41,4.98198,6.58270813200001,3.75823970147924
776,-1926,2278,2983.08,3.05643,6.88298813200001,3.90965157940107
777,-1168,-549,1290.59,1.32233,7.18326813200002,4.06096901367786
778,5,-247,247.05,0.25313,7.48354813200002,4.21220218258695
779,8,1221,1221.03,1.25105,7.78382813200002,4.36335984799887
780,-1280,2245,2584.26,2.64781,8.08410813200001,4.51444959418833
781,-1746,1474,2284.99,2.34118,8.38438813200002,4.66547801977522
782,220,775,805.62,0.82543,8.68466813200001,4.81645089321423
783,3271,1294,3517.65,3.60415,8.98494813200002,4.96737327968038
784,4443,1423,4665.32,4.78004,9.28522813200001,5.11824964532028
785,2167,1341,2548.37,2.61103,9.58550813200002,5.26908394345351
786,-8,1179,1179.03,1.20802,9.88578813200001,5.41987968627516
787,300,738,796.65,0.81624,10.186068132,5.57064000483217
788,1285,-134,1291.97,1.32374,10.486348132,5.7213676994557
789,845,-449,956.88,0.98041,10.786628132,5.87206528237838
790,944,376,1016.13,1.04111,11.086908132,6.02273501391619
791,1136,1974,2277.54,2.33354,11.387188132,6.17337893332254
792,1104,3001,3197.63,3.27626,11.687468132,6.32399888520934
793,785,3967,4043.92,4.14336,11.987748132,6.47459654226172
794,72,1504,1505.72,1.54275,12.288028132,6.62517342483998
795,1257,-447,1334.11,1.36692,12.588308132,6.77573091795597
796,1677,274,1699.24,1.74102,12.888588132,6.92627028602573
797,349,1467,1507.94,1.54502,13.188868132,7.0767926857314
798,-532,1188,1301.68,1.33369,13.489148132,7.22729917726946
799,150,898,910.44,0.93283,13.789428132,7.37779073421701
800,619,373,722.7,0.74047,14.089708132,7.52826825221025
801,674,-102,681.67,0.69844,14.389988132,7.67873255659913
802,139,-22,140.73,0.14419,14.690268132,7.82918440921619
803,-214,640,674.83,0.69142,14.990548132,7.97962451437737
804,-91,1835,1837.26,1.88243,15.290828132,8.13005352421439
805,3,1859,1859,1.90472,15.591108132,8.28047204342417
806,95,641,648,0.66394,15.891388132,8.43088063350844
807,187,-374,418.14,0.42843,16.191668132,8.58127981656619
808,593,-419,726.09,0.74395,16.491948132,8.73167007869312
809,743,-10,743.07,0.76134,16.792228132,8.88205187303492
810,523,138,540.9,0.5542,17.092508132,9.03242562253472
811,466,374,597.52,0.61221,17.392788132,9.18279172240992
812,504,621,799.79,0.81945,17.693068132,9.33315054238914
813,630,579,855.65,0.87669,17.993348132,9.48350242873576
814,357,405,539.88,0.55316,18.293628132,9.6338477060817
815,5,184,184.07,0.18859,18.593908132,9.78418667909163
816,106,-6,106.17,0.10878,18.894188132,9.9345196339759
817,1175,-218,1195.05,1.22444,19.194468132,10.0848468398678
818,1079,-511,1193.89,1.22324,19.494748132,10.2351685500792
819,847,142,858.82,0.87994,19.795028132,10.385485003247
820,5,1287,1287.01,1.31866,20.095308132,10.5357964243813
821,-588,1159,1299.63,1.33158,20.395588132,10.6861030258249
822,-53,580,582.42,0.59674,20.695868132,10.8364050081327
823,1036,-378,1102.81,1.12992,20.996148132,10.9867025608789
824,1240,-419,1308.88,1.34106,21.296428132,11.1369958633987
825,1238,364,1290.4,1.32213,21.596708132,11.2872850854711
826,935,1042,1400,1.43442,21.896988132,11.4375703879468
827,1083,1269,1668.31,1.70933,22.197268132,11.587851923328
828,1326,976,1646.47,1.68695,22.497548132,11.7381298363033
829,806,475,935.55,0.95856,22.797828132,11.8884042642422
830,51,-12,52.39,0.05368,23.098108132,12.038675337652
831,-212,-494,537.57,0.55079,23.398388132,12.1889431806014
832,157,-628,647.33,0.66325,23.698668132,12.3392079111128
833,563,-437,712.7,0.73022,23.998948132,12.4894696415263
834,759,166,776.94,0.79605,24.299228132,12.6397284788379
835,522,611,803.62,0.82338,24.599508132,12.7899845250135
836,332,446,556,0.56968,24.899788132,12.9402378772812
837,357,226,422.52,0.43291,25.200068132,13.0904886284035
838,250,320,406.08,0.41606,25.500348132,13.2407368669308
839,-23,387,387.68,0.39722,25.800628132,13.3909826774377
840,-16,328,328.39,0.33647,26.100908132,13.5412261407443
841,227,298,374.61,0.38382,26.401188132,13.6914673341214
842,333,223,400.77,0.41063,26.701468132,13.8417063314843
843,441,326,548.41,0.5619,27.001748132,13.9919432035722
844,359,325,484.26,0.49617,27.302028132,14.1421780181176
845,215,305,373.16,0.38234,27.602308132,14.2924108400042
846,261,333,423.1,0.4335,27.902588132,14.4426417314149
847,553,644,848.85,0.86972,28.202868132,14.5928707519715
848,823,773,1129.1,1.15686,28.503148132,14.7430979588648
849,1059,280,1095.39,1.12233,28.803428132,14.8933234069775
850,856,-632,1064.03,1.09019,29.103708132,15.0435471489992
851,919,-260,955.07,0.97856,29.403988132,15.1937692355353
852,59,1335,1336.3,1.36916,29.704268132,15.3439897152089
