FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,STD_NOISE,NTM,NOISE_THRESH,PEAK_IDX,PEAK_AMPL,START,elapsed_s,tag_anchor_dist_m,n_samples,aligned_csv
1,2770285444,747.1562,747,925,-61.87,84,13,1092,749,17795,697,0.3995146,1.5,150,02_lde_aligned\frame_0001_aligned.csv
2,9160075205,748.4219,748,912,-62.14,88,13,1144,750,17441,698,0.4940241,1.5,150,02_lde_aligned\frame_0002_aligned.csv
3,15549889013,748.9219,748,986,-62.04,120,13,1560,752,18319,698,0.6067294,1.5,150,02_lde_aligned\frame_0003_aligned.csv
4,21939679267,750.2656,750,900,-60.26,104,13,1352,752,17005,700,0.6979801,1.5,150,02_lde_aligned\frame_0004_aligned.csv
5,28329480746,749.875,749,908,-60.59,88,13,1144,752,17350,699,0.8013573,1.5,150,02_lde_aligned\frame_0005_aligned.csv
6,34719294465,750.1094,750,945,-60.47,92,13,1196,752,17996,700,0.9067686,1.5,150,02_lde_aligned\frame_0006_aligned.csv
7,41109095850,748.75,748,930,-60.06,88,13,1144,753,17217,698,1.0011098,1.5,150,02_lde_aligned\frame_0007_aligned.csv
8,47498885932,745.7812,745,930,-62.06,84,13,1092,747,17074,695,1.0967233,1.5,150,02_lde_aligned\frame_0008_aligned.csv
9,53888687236,751.9062,751,976,-61.43,108,13,1404,755,18056,701,1.2010671,1.5,150,02_lde_aligned\frame_0009_aligned.csv
10,60278500798,749.1875,749,1009,-61.21,108,13,1404,751,18674,699,1.2960206,1.5,150,02_lde_aligned\frame_0010_aligned.csv
11,66668308163,753.0156,753,1000,-60.82,100,13,1300,755,18522,703,1.3995172,1.5,150,02_lde_aligned\frame_0011_aligned.csv
12,73058103721,748.1094,748,1065,-61.65,104,13,1352,750,18777,698,1.5060034,1.5,150,02_lde_aligned\frame_0012_aligned.csv
13,79447911013,751.5469,751,887,-62.08,80,13,1040,753,16886,701,1.6013907,1.5,150,02_lde_aligned\frame_0013_aligned.csv
14,85837694715,753.5156,753,919,-61.31,72,13,936,755,17317,703,1.7041462,1.5,150,02_lde_aligned\frame_0014_aligned.csv
15,92227495797,747.1719,747,899,-60.22,108,13,1404,749,17373,697,1.7982711,1.5,150,02_lde_aligned\frame_0015_aligned.csv
16,98617309125,748.6719,748,884,-60.03,100,13,1300,751,17108,698,1.8918987,1.5,150,02_lde_aligned\frame_0016_aligned.csv
17,105007110628,749.7812,749,897,-60.12,100,13,1300,752,16918,699,2.0033372,1.5,150,02_lde_aligned\frame_0017_aligned.csv
18,111396911581,749.7969,749,940,-61.42,88,13,1144,751,17536,699,2.0977741,1.5,150,02_lde_aligned\frame_0018_aligned.csv
19,117786713033,748.6094,748,878,-60.37,108,13,1404,751,16545,698,2.2041123,1.5,150,02_lde_aligned\frame_0019_aligned.csv
20,124176513919,747.9531,747,939,-61.55,116,13,1508,750,17372,697,2.296655,1.5,150,02_lde_aligned\frame_0020_aligned.csv
21,130566302993,745.3594,745,885,-60.81,124,13,1612,747,17083,695,2.3927919,1.5,150,02_lde_aligned\frame_0021_aligned.csv
22,136956116097,751.1094,751,869,-60.79,100,13,1300,753,16923,701,2.5034664,1.5,150,02_lde_aligned\frame_0022_aligned.csv
23,143345905612,748.9062,748,878,-61.15,108,13,1404,751,16884,698,2.5985777,1.5,150,02_lde_aligned\frame_0023_aligned.csv
24,149735706347,753.6406,753,904,-61.52,116,13,1508,755,17258,703,2.6922151,1.5,150,02_lde_aligned\frame_0024_aligned.csv
25,156125519338,749.75,749,967,-62.05,136,13,1768,755,16864,699,2.8032198,1.5,150,02_lde_aligned\frame_0025_aligned.csv
26,162515320001,752.7344,752,955,-61.59,112,13,1456,758,17592,702,2.90094,1.5,150,02_lde_aligned\frame_0026_aligned.csv
27,168905109388,747.6562,747,930,-60.98,112,13,1456,753,17020,697,2.993782,1.5,150,02_lde_aligned\frame_0027_aligned.csv
28,175294909998,750.5625,750,958,-61.36,96,13,1248,752,18120,700,3.1036938,1.5,150,02_lde_aligned\frame_0028_aligned.csv
29,181684722857,752.6094,752,906,-60.04,84,13,1092,754,17147,702,3.2006988,1.5,150,02_lde_aligned\frame_0029_aligned.csv
30,188074529023,745.4531,745,1005,-59.83,100,13,1300,747,18579,695,3.3048617,1.5,150,02_lde_aligned\frame_0030_aligned.csv
