taps_from_fp,offset_m,background_mean,phase2_mean,background_sd,phase2_sd,sd_diff,sd_diff_pos,sd_diff_thresh,detected,n_background,n_phase2
41,6.33576134427426,7.31726639761462,4.85318646234223,0.420240606112953,0.396996010419735,-0.0232445956932175,0,0.158440010162151,0,96,97
41.5,6.41106200881726,4.98025728227091,3.14085927340275,0.475692557887509,0.581444174409449,0.10575161652194,0.10575161652194,0.17934662336152,0,96,97
42,6.4863573259573,2.68915009061461,1.91763978363849,0.823504232233058,0.871499839836448,0.0479956076033905,0.0479956076033905,0.310479323096423,0,96,97
42.5,6.56164747977975,2.70295310970831,2.5034134274619,0.647479321288455,0.523208943113486,-0.124270378174969,0,0.244114035513151,0,96,97
43,6.63693264600448,3.7197445487604,3.50001509267709,0.29576937015763,0.373266759497824,0.0774973893401938,0.0774973893401938,0.111511599145258,0,96,97
43.5,6.71221299245636,3.62888813934376,3.39131024859329,0.253228154037474,0.34069212789573,0.0874639738582562,0.0874639738582562,0.0954726190554184,0,96,97
44,6.78748867950437,2.50513821176045,2.36614518269505,0.272424643473155,0.420470586911826,0.148045943438671,0.148045943438671,0.102710120470143,0,96,97
44.5,6.86275986047159,1.81156205806252,1.59584020857,0.508002091384496,0.680623164058698,0.172621072674202,0.172621072674202,0.191528032633096,0,96,97
45,6.93802668201845,2.5912299943958,2.28175699941401,0.282481216767324,0.473584629007424,0.1911034122401,0.1911034122401,0.106501671195482,0,96,97
45.5,7.01328928450125,4.5534369177916,4.35940806873226,0.218714055728801,0.277356620258921,0.05864256453012,0.05864256453012,0.0824600400537269,0,96,97
46,7.08854780230761,6.35051550087496,6.64596221983404,0.222099674743515,0.229795440346859,0.00769576560334462,0.00769576560334462,0.083736493359984,0,96,97
46.5,7.16380236417086,7.00298465435416,8.05375872713168,0.25739255663765,0.36304566400687,0.10565310736922,0.10565310736922,0.0970426910110872,0,96,97
47,7.23905309346464,6.42624830665628,7.92990672019224,0.22444552055423,0.386707368389245,0.162261847835015,0.162261847835015,0.0846209291538651,0,96,97
47.5,7.31430010847928,4.83008515854171,6.22216503458266,0.228146237058595,0.305176714919124,0.0770304778605291,0.0770304778605291,0.0860161811881278,0,96,97
48,7.38954352268122,3.17611263061462,3.86483751617528,0.235564241626462,0.23356457237325,-0.00199966925321229,0,0.0888129331012446,0,96,97
48.5,7.46478344495673,2.28194083557293,2.16431447836084,0.189112959547079,0.353651072726398,0.164538113179318,0.164538113179318,0.0712997715988926,0,96,97
49,7.5400199798409,1.8326087586146,1.53876377594846,0.172422551176508,0.248766735051576,0.076344183875068,0.076344183875068,0.0650071182156233,0,96,97
49.5,7.61525322773314,1.25453294504169,1.3367944425567,0.216377719757353,0.204776204314814,-0.0116015154425388,0,0.0815791896797415,0,96,97
50,7.69048328509984,0.856000223031253,1.0536978753299,0.344228407033569,0.210019915695436,-0.134208491338133,0,0.129781728645805,0,96,97
50.5,7.76571024466533,1.21617589596874,0.886794935103091,0.242831477415051,0.224114580864227,-0.0187168965508236,0,0.0915528418474384,0,96,97
51,7.84093419559175,1.71139090415624,0.868641787144334,0.173317656807977,0.208002314771446,0.0346846579634691,0.0346846579634691,0.0653445928510662,0,96,97
51.5,7.91615522364866,1.64309894986459,0.698900236453614,0.167870479871785,0.188911040306273,0.0210405604344878,0.0210405604344878,0.0632908865776334,0,96,97
52,7.99137341137304,1.38550058347292,0.622030353773191,0.149008490046425,0.230387641595098,0.0813791515486727,0.0813791515486727,0.0561794989198564,0,96,97
52.5,8.06658883822028,1.47981372604583,1.03709397721649,0.141230338704668,0.172049922235196,0.0308195835305274,0.0308195835305274,0.0532469637014499,0,96,97
53,8.14180158070682,1.74413943799375,1.59946773235052,0.146442767425627,0.199119922796736,0.0526771553711093,0.0526771553711093,0.0552121647017935,0,96,97
53.5,8.21701171254489,1.6836585129625,1.7954150718866,0.129745699817215,0.287945104068839,0.158199404251624,0.158199404251624,0.0489170006384621,0,96,97
54,8.29221930476998,1.33863579148334,1.49324894970103,0.169617754825242,0.314318885052525,0.144701130227283,0.144701130227283,0.0639496479094867,0,96,97
54.5,8.36742442586128,1.265276077025,1.04937550692783,0.206966638178416,0.333072243965344,0.126105605786928,0.126105605786928,0.0780310036184382,0,96,97
55,8.44262714185579,1.69394738538957,1.1175631297835,0.140452383016585,0.233035455401874,0.0925830723852881,0.0925830723852881,0.0529536571876752,0,96,97
55.5,8.51782751645629,2.19368924396249,1.69720309221649,0.180267010413895,0.185293619783968,0.00502660937007274,0.00502660937007274,0.0679646529783497,0,96,97
56,8.59302561113372,2.29972055023334,2.15415963781444,0.14726090448963,0.151182227871311,0.00392132338168111,0.00392132338168111,0.0555206204836697,0,96,97
56.5,8.66822148522406,2.05885867510834,2.17350481167011,0.133462918517106,0.146027634701497,0.0125647161843909,0.0125647161843909,0.0503184743656995,0,96,97
57,8.74341519602037,1.87140282580209,1.9127233797732,0.143460343463435,0.173696708365619,0.0302363649021839,0.0302363649021839,0.0540877248547061,0,96,97
57.5,8.81860679886001,1.89185203942708,1.64101668007216,0.12703999595123,0.178050922741617,0.0510109267903869,0.0510109267903869,0.0478968903926014,0,96,97
58,8.89379634720742,1.95352305569792,1.56025384904124,0.115112197983833,0.156007690939097,0.0408954929552645,0.0408954929552645,0.0433998465475369,0,96,97
58.5,8.96898389273278,2.0625086655,1.77058609334021,0.117948786596831,0.184582868880645,0.0666340822838134,0.0666340822838134,0.0444693032400405,0,96,97
59,9.04416948538671,2.25711358046875,2.15884776629897,0.137967957965267,0.271258244452247,0.133290286486979,0.133290286486979,0.0520169739527568,0,96,97
59.5,9.11935317347124,2.2876110388125,2.38226846751546,0.138504326942872,0.313729566943923,0.175225240001051,0.175225240001051,0.0522191969293712,0,96,97
60,9.19453500370736,1.94049499959376,2.1760451145464,0.138124601236796,0.299471045745398,0.161346444508601,0.161346444508601,0.0520760319332849,0,96,97
60.5,9.2697150212992,1.3585160453021,1.62201592863918,0.190985720702501,0.273298614113032,0.0823128934105311,0.0823128934105311,0.0720058440064138,0,96,97
61,9.34489326999512,1.05435522708333,1.11267815686598,0.167805028790347,0.203654377886338,0.0358493490959915,0.0358493490959915,0.0632662100712288,0,96,97
61.5,9.42006979214592,1.18206843996874,0.921121217309274,0.161036998405704,0.134181780462441,-0.0268552179432632,0,0.0607145128117966,0,96,97
62,9.49524462876023,1.20945010033334,0.837151521731962,0.150519144136857,0.148646459567752,-0.0018726845691053,0,0.0567490489489538,0,96,97
62.5,9.5704178195573,0.854384112510432,0.626987832288665,0.165943912253642,0.15639811451668,-0.00954579773696196,0,0.0625645279427074,0,96,97
63,9.64558940301732,0.608945727562503,0.491906891103094,0.209231311378885,0.144092273896192,-0.0651390374826931,0,0.078884835541572,0,96,97
63.5,9.72075941642936,0.877659030437491,0.603147288206184,0.15046051818469,0.174187987248095,0.0237274690634049,0.0237274690634049,0.0567269456673526,0,96,97
64,9.79592789593717,1.20876926252083,0.748160093825888,0.164556031330962,0.21801897452352,0.0534629431925576,0.0534629431925576,0.0620412661153291,0,96,97
64.5,9.87109487658284,1.13069456903125,0.711454801720506,0.142920961985928,0.234069655752823,0.0911486937668954,0.0911486937668954,0.0538843660989496,0,96,97
65,9.94626039234847,0.841409002625004,0.560909716810997,0.105058988485731,0.198683140141694,0.093624151655963,0.093624151655963,0.0396095640477695,0,96,97
65.5,10.021424476196,0.645288996822919,0.469402711509736,0.0934518353408793,0.166431208585911,0.0729793732450314,0.0729793732450314,0.0352334103979968,0,96,97
66,10.0965871601051,0.625067301020832,0.548079657321876,0.0956771426236176,0.172309475248366,0.0766323326247481,0.0766323326247481,0.0360724004988159,0,96,97
66.5,10.1717484751099,0.864758835437494,0.840766778587624,0.123708914341743,0.165380170570839,0.0416712562290967,0.0416712562290967,0.0466409988952523,0,96,97
67,10.246908451333,1.25422184830207,1.18007787106987,0.143404379690178,0.16417067834847,0.020766298658292,0.020766298658292,0.0540666252734792,0,96,97
67.5,10.3220671180195,1.38560414434375,1.20975433296449,0.152286451528479,0.195595785950964,0.0433093344224856,0.0433093344224856,0.0574153629533955,0,96,97
68,10.3972245035682,1.09756221756251,0.872179593219927,0.163748175715515,0.211998223347509,0.0482500476319941,0.0482500476319941,0.0617366866671295,0,96,97
68.5,10.4723806355623,0.847432789072925,0.744148913877428,0.216617423972185,0.274247557754785,0.0576301337826001,0.0576301337826001,0.081669563474376,0,96,97
69,10.5475355407981,1.25257750984373,1.39907582138029,0.177700422590105,0.171735714268809,-0.00596470832129636,0,0.0669969925596085,0,96,97
69.5,10.6226892453135,2.32324667754164,2.57609707008934,0.247349624319581,0.254466347905527,0.00711672358594587,0.00711672358594587,0.0932562832356688,0,96,97
70,10.6978417744141,3.15113497478124,3.33190740060252,0.245796849341124,0.30778346599856,0.0619866166574354,0.0619866166574354,0.0926708526994773,0,96,97
70.5,10.772993152699,2.87887849145835,2.98336041151777,0.240865955345202,0.284812824289063,0.0439468689438611,0.0439468689438611,0.0908117965219968,0,96,97
71,10.8481434040853,1.90079568792711,2.09114451871134,0.235168255141106,0.318880629172837,0.0837123740317313,0.0837123740317313,0.0886636374314514,0,96,97
71.5,10.9232925518316,1.35467104953126,1.90898990324512,0.336514811427834,0.344166051353804,0.00765123992597011,0.00765123992597011,0.126873532368763,0,96,97
72,10.9984406185604,1.75709445352082,2.62821378129438,0.204278706278316,0.218618847024372,0.0143401407460567,0.0143401407460567,0.0770175937970832,0,96,97
72.5,11.0735876262799,2.58533051605206,3.33579738814776,0.167397752945156,0.2390999450625,0.0717021921173444,0.0717021921173444,0.063112658062898,0,96,97
73,11.1487335964046,3.00658110175,3.38394164657732,0.201565772138762,0.232406598071801,0.0308408259330398,0.0308408259330398,0.0759947575780514,0,96,97
73.5,11.223878549775,2.71320390857293,2.84955939823712,0.160152040433056,0.213539180786449,0.0533871403533924,0.0533871403533924,0.0603808640683392,0,96,97
74,11.2990225066773,2.07052011695835,2.12607976185568,0.13692899546348,0.170249216260576,0.0333202207970959,0.0333202207970959,0.0516252620930586,0,96,97
74.5,11.374165486861,1.36735406516668,1.43490223801031,0.125389938168955,0.14234089253341,0.0169509543644551,0.0169509543644551,0.0472747820861006,0,96,97
75,11.4493075095571,0.775786807416677,0.913042029237116,0.159825595088889,0.16451725939842,0.00469166430953102,0.00469166430953102,0.0602577869480067,0,96,97
75.5,11.5244485934946,0.679376702687502,0.867971896474226,0.205433696922332,0.20903048843458,0.00359679151224729,0.00359679151224729,0.0774530508345833,0,96,97
76,11.5995887569172,1.1551517131354,1.34514338957731,0.108397857738217,0.129137141830843,0.0207392840926259,0.0207392840926259,0.0408683916589021,0,96,97
76.5,11.6747280175985,1.96504139098956,1.99765575931958,0.123195942219602,0.145720437314725,0.0225244950951222,0.0225244950951222,0.046447597051017,0,96,97
77,11.7498663928574,2.77403016291665,2.57888114431958,0.134373074778881,0.163794547163901,0.0294214723850201,0.0294214723850201,0.0506616234218998,0,96,97
77.5,11.8250038995723,3.29593238699999,2.99208850477319,0.149563311958377,0.183569971185679,0.0340066592273014,0.0340066592273014,0.0563886790611592,0,96,97
78,11.9001405541951,3.32789462420834,3.10209529334021,0.161018338668323,0.224303125027291,0.0632847863589673,0.0632847863589673,0.0607074776777872,0,96,97
78.5,11.9752763727648,2.75900382139585,2.87579982617526,0.138531078025383,0.228441911881319,0.0899108338559364,0.0899108338559364,0.0522292826795895,0,96,97
79,12.0504113709201,1.92934718468752,2.38153743070104,0.118046528839382,0.203874758915678,0.0858282300762966,0.0858282300762966,0.044506154228921,0,96,97
79.5,12.1255455639118,1.14932359451044,1.66693274697939,0.110100954921453,0.162065392891284,0.0519644379698307,0.0519644379698307,0.0415104969935458,0,96,97
80,12.2006789666149,0.586422020854176,1.01901206176289,0.130365793553615,0.17056762180745,0.0402018282538352,0.0402018282538352,0.0491507897023163,0,96,97
80.5,12.2758115935404,0.5085302121875,0.897485313587626,0.148674634959749,0.208004754325088,0.0593301193653396,0.0593301193653396,0.0560536281625895,0,96,97
81,12.3509434588456,0.844043752437489,1.28218618037113,0.101937316577029,0.165938874037496,0.0640015574604674,0.0640015574604674,0.0384326246427167,0,96,97
81.5,12.4260745763455,1.29217392114582,1.70115958631958,0.107964364579124,0.172508486833541,0.0645441222544171,0.0645441222544171,0.0407049551429326,0,96,97
82,12.5012049595229,1.61652848635416,1.89925557332989,0.112061578841211,0.197147452512578,0.0850858736713669,0.0850858736713669,0.0422496956079869,0,96,97
82.5,12.5763346215382,1.72790549839583,1.95183660375257,0.115112975434794,0.243587560684819,0.128474585250024,0.128474585250024,0.0434001396637575,0,96,97
83,12.651463575239,1.65324533495834,1.94218088669072,0.11544295345401,0.306818801883004,0.191375848428994,0.191375848428994,0.0435245486807763,0,96,97
83.5,12.7265918331696,1.41674027811459,1.80013233852577,0.105380745598566,0.34417366702917,0.238792921430605,0.238792921430605,0.0397308736011201,0,96,97
84,12.8017194075796,1.08910041400001,1.42571591758764,0.0985750473850987,0.298277345171612,0.199702297786514,0.199702297786514,0.0371649747364768,0,96,97
84.5,12.8768463104325,0.708733964718761,0.913488270994857,0.102467210748464,0.210306895291068,0.107839684542603,0.107839684542603,0.0386324064740911,0,96,97
85,12.9519725534144,0.498493729104167,0.676832735190724,0.183941102402277,0.235680511658727,0.0517394092564503,0.0517394092564503,0.0693498669807763,0,96,97
85.5,13.0270981479415,0.821138516989573,1.07796053467525,0.135139755331312,0.23074107125219,0.095601315920878,0.095601315920878,0.0509506789599686,0,96,97
86,13.1022231051681,1.50107580229165,1.85561994507731,0.11977774821286,0.296615937779181,0.176838189566321,0.176838189566321,0.045158862251746,0,96,97
86.5,13.1773474359941,2.18309354522915,2.49970906205669,0.121626764841554,0.29464609232948,0.173019327487925,0.173019327487925,0.0458559824471267,0,96,97
87,13.2524711510722,2.65003567785416,2.78935421439691,0.123359795071713,0.294834810570117,0.171475015498404,0.171475015498404,0.046509373203002,0,96,97
87.5,13.3275942608147,2.74422755940625,2.69763232245877,0.125602769850916,0.252795705399115,0.127192935548199,0.127192935548199,0.0473550243410427,0,96,97
88,13.4027167754004,2.54721150708334,2.33558611851031,0.135300293096601,0.221272535128326,0.0859722420317254,0.0859722420317254,0.0510112052508453,0,96,97
88.5,13.4778387047813,2.19128838018751,1.9027022287165,0.142490063961223,0.20284664644319,0.0603565824819675,0.0603565824819675,0.0537219080060856,0,96,97
89,13.5529600586883,1.79558101640626,1.51784277785052,0.13506937522335,0.173195362693198,0.0381259874698474,0.0381259874698474,0.050924144101465,0,96,97
89.5,13.6280808466379,1.36931628804168,1.15047060376805,0.118055859981895,0.141853012096285,0.0237971521143891,0.0237971521143891,0.0445096722761853,0,96,97
90,13.703201077938,0.997556653947923,0.807877568469073,0.120275907430429,0.134641255093918,0.0143653476634893,0.0143653476634893,0.0453466793030872,0,96,97
90.5,13.778320761693,0.941585490677083,0.731462810757727,0.128764043552745,0.18389692974492,0.0551328861921754,0.0551328861921754,0.0485468944986556,0,96,97
91,13.8534399068102,1.20275301420833,1.06023397053092,0.111740739496265,0.119718206168072,0.0079774666718069,0.0079774666718069,0.0421287320734444,0,96,97
91.5,13.9285585220043,1.47867129808333,1.48168253907731,0.131278602797548,0.137385713908808,0.00610711111126003,0.00610711111126003,0.0494949389915118,0,96,97
92,14.0036766158034,1.45387376218751,1.56983729261341,0.115424328410017,0.148521489591981,0.0330971611819639,0.0330971611819639,0.0435175266269416,0,96,97
92.5,14.0787941965532,1.03233412145835,1.19944505432475,0.129734479836868,0.147480025317847,0.0177455454809788,0.0177455454809788,0.0489127704575268,0,96,97
93,14.1539112724222,0.672684028614587,0.760780234314436,0.253495949203124,0.224418190647415,-0.0290777585557082,0,0.0955735837602799,0,96,97
93.5,14.2290278514064,0.973636739708322,0.838269858561851,0.203368296487594,0.218094402160372,0.0147261056727779,0.0147261056727779,0.0766743491548581,0,96,97
94,14.3041439413339,1.62961965978124,1.33983563202577,0.146212755167696,0.153033733539396,0.00682097837170009,0.00682097837170009,0.0551254449894338,0,96,97
94.5,14.379259549869,1.97470810532291,1.65983163423196,0.132285146625294,0.167578789248429,0.0352936426231356,0.0352936426231356,0.0498744282935375,0,96,97
95,14.4543746845168,1.84766375827084,1.54139610914949,0.11670843878897,0.143822288436042,0.0271138496470726,0.0271138496470726,0.0440016646624649,0,96,97
95.5,14.529489352627,1.3396646529896,1.13754428430413,0.105278825758543,0.13389733282378,0.0286185070652364,0.0286185070652364,0.0396924475655254,0,96,97
96,14.604603561398,0.747691574000013,0.690785474881446,0.0969871656682314,0.118520677583947,0.0215335119157151,0.0215335119157151,0.0365663081828474,0,96,97
96.5,14.6797173178812,0.409861818031258,0.419257471716499,0.122379082215442,0.122001424431395,-0.000377657784046789,0,0.0461396227489681,0,96,97
97,14.7548306289839,0.41728239233333,0.444039449025772,0.0904537033768891,0.121288831295885,0.0308351279189958,0.0308351279189958,0.0341030482865487,0,96,97
97.5,14.8299435014736,0.67179277922916,0.71355315100515,0.0956086831928955,0.118062419589378,0.0224537363964826,0.0224537363964826,0.0360465897781441,0,96,97
98,14.9050559419816,1.01095422320832,1.08391431357216,0.0962507320799793,0.115141623299143,0.0188908912191638,0.0188908912191638,0.0362886564197642,0,96,97
98.5,14.9801679570057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
99,15.0552795529143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
99.5,15.1303907359493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
100,15.2055015122291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
