taps_from_fp,offset_m,amplitude_norm_diff,amplitude_norm_diff_pos,background_mean,phase2_mean,n_background,n_phase2
-50,NaN,0.0141385893879443,0.0141385893879443,0.496505270531248,0.510643859919192,96,99
-49.5,NaN,0.051990762245266,0.051990762245266,0.533037961239582,0.585028723484848,96,99
-49,NaN,0.0812088838327008,0.0812088838327008,0.487384016854169,0.56859290068687,96,99
-48.5,NaN,0.0947998801287844,0.0947998801287844,0.360404809750004,0.455204689878789,96,99
-48,NaN,0.0734210047471575,0.0734210047471575,0.230663122010419,0.304084126757576,96,99
-47.5,NaN,0.0383617641047977,0.0383617641047977,0.164948754875001,0.203310518979798,96,99
-47,NaN,0.0412540001887617,0.0412540001887617,0.141356349104167,0.182610349292928,96,99
-46.5,NaN,0.0711960776470961,0.0711960776470961,0.143388748979166,0.214584826626262,96,99
-46,NaN,0.0941200672714652,0.0941200672714652,0.170761698708332,0.264881765979798,96,99
-45.5,NaN,0.0940871192140148,0.0940871192140148,0.212045677937499,0.306132797151514,96,99
-45,NaN,0.0762578386657195,0.0762578386657195,0.239113090031249,0.315370928696969,96,99
-44.5,NaN,0.0505254666546715,0.0505254666546715,0.234889471395833,0.285414938050505,96,99
-44,NaN,0.0160158770599756,0.0160158770599756,0.227910995020833,0.243926872080808,96,99
-43.5,NaN,-0.00430240946117313,0,0.24116718021875,0.236864770757577,96,99
-43,NaN,0.00615778349495022,0.00615778349495022,0.258908372333333,0.265066155828284,96,99
-42.5,NaN,0.024163089089963,0.024163089089963,0.290158772697917,0.31432186178788,96,99
-42,NaN,0.0360451558065032,0.0360451558065032,0.361564340718748,0.397609496525251,96,99
-41.5,NaN,0.023046508350696,0.023046508350696,0.470558325093746,0.493604833444442,96,99
-41,NaN,-0.00662371196243661,0,0.554633021427082,0.548009309464645,96,99
-40.5,NaN,-0.029396902046086,0,0.5682959101875,0.538899008141414,96,99
-40,NaN,-0.0555265472796713,0,0.562293245562499,0.506766698282828,96,99
-39.5,NaN,-0.07470999310827,0,0.566300481239582,0.491590488131312,96,99
-39,NaN,-0.0776070097815664,0,0.540820510125002,0.463213500343435,96,99
-38.5,NaN,-0.059254751773991,0,0.442887486208336,0.383632734434345,96,99
-38,NaN,-0.0367236440713393,0,0.314767965687503,0.278044321616163,96,99
-37.5,NaN,-0.0466466848377527,0,0.261943944645836,0.215297259808083,96,99
-37,NaN,-0.0635424474520194,0,0.290440426583334,0.226897979131315,96,99
-36.5,NaN,-0.0620718489930556,0,0.2946198864375,0.232548037444445,96,99
-36,NaN,-0.0497755401691946,0,0.235050610916668,0.185275070747473,96,99
-35.5,NaN,-0.0225775503551161,0,0.185360568052085,0.162783017696969,96,99
-35,NaN,0.00421623174905261,0.00421623174905261,0.201401370614583,0.205617602363636,96,99
-34.5,NaN,0.00274280600473581,0.00274280600473581,0.268975487177082,0.271718293181818,96,99
-34,NaN,-0.0119671152364253,0,0.331197941135416,0.319230825898991,96,99
-33.5,NaN,-0.0175885094182442,0,0.338212924135417,0.320624414717172,96,99
-33,NaN,-0.0259827785145199,0,0.290790559312499,0.264807780797979,96,99
-32.5,NaN,-0.0290967491893951,0,0.274500008249999,0.245403259060604,96,99
-32,NaN,-0.0132588233535351,0,0.401061635999994,0.387802812646459,96,99
-31.5,NaN,-0.00358359280302634,0,0.666140542833325,0.662556950030299,96,99
-31,NaN,0.00936507235480188,0.00936507235480188,0.898224099624997,0.907589171979799,96,99
-30.5,NaN,0.0296558928529054,0.0296558928529054,0.920710965520833,0.950366858373739,96,99
-30,NaN,0.0102747074971569,0.0102747074971569,0.756990824593754,0.767265532090911,96,99
-29.5,NaN,-0.0421284673566934,0,0.589018517104171,0.546890049747477,96,99
-29,NaN,-0.0868353706420461,0,0.501158935187503,0.414323564545456,96,99
-28.5,NaN,-0.0965594724791666,0,0.429873640812504,0.333314168333337,96,99
-28,NaN,-0.0632160972717796,0,0.422478989635417,0.359262892363637,96,99
-27.5,NaN,-0.0413386871126883,0,0.522377747385414,0.481039060272726,96,99
-27,NaN,-0.0461595344059339,0,0.573554125062501,0.527394590656567,96,99
-26.5,NaN,-0.00934389419507931,0,0.485357049770836,0.476013155575757,96,99
-26,NaN,0.0698308865044157,0.0698308865044157,0.363554377020834,0.433385263525249,96,99
-25.5,NaN,0.147605737172031,0.147605737172031,0.287714977656249,0.435320714828281,96,99
-25,NaN,0.165853292261047,0.165853292261047,0.233740557052086,0.399593849313132,96,99
-24.5,NaN,0.0721390677313773,0.0721390677313773,0.216840191531252,0.28897925926263,96,99
-24,NaN,-0.0483189218431165,0,0.272430542822916,0.224111620979799,96,99
-23.5,NaN,-0.0922946589606691,0,0.348778249635416,0.256483590674747,96,99
-23,NaN,-0.0808678712040412,0,0.379357675333334,0.298489804129293,96,99
-22.5,NaN,-0.0629788492965295,0,0.353738678718751,0.290759829422221,96,99
