FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,STD_NOISE,NTM,NOISE_THRESH,PEAK_IDX,PEAK_AMPL,START,elapsed_s,tag_anchor_dist_m,n_samples,aligned_csv
1,2487382207,747.7031,747,915,-56.45,76,13,988,749,17020,697,0.4075334,1,150,02_lde_aligned\frame_0001_aligned.csv
2,8877179868,751.9062,751,895,-56.56,84,13,1092,754,16626,701,0.5032501,1,150,02_lde_aligned\frame_0002_aligned.csv
3,15266978037,747.4219,747,899,-56.59,72,13,936,749,16615,697,0.5982657,1,150,02_lde_aligned\frame_0003_aligned.csv
4,21656775692,751.7812,751,902,-56.46,96,13,1248,753,16923,701,0.6956739,1,150,02_lde_aligned\frame_0004_aligned.csv
5,28046573317,748.5469,748,927,-56.28,72,13,936,750,17504,698,0.8081551,1,150,02_lde_aligned\frame_0005_aligned.csv
6,34436370903,751.5781,751,901,-56.23,80,13,1040,753,16668,701,0.9084076,1,150,02_lde_aligned\frame_0006_aligned.csv
7,40826168456,746.4687,746,908,-56.55,72,13,936,748,17122,696,1.0039701,1,150,02_lde_aligned\frame_0007_aligned.csv
8,47215965983,748.4531,748,917,-56.37,76,13,988,750,17357,698,1.0979169,1,150,02_lde_aligned\frame_0008_aligned.csv
9,53605763473,750.6094,750,909,-56.78,76,13,988,752,16981,700,1.192559,1,150,02_lde_aligned\frame_0009_aligned.csv
10,59995560926,752.1875,752,920,-56.42,80,13,1040,754,17324,702,1.3058922,1,150,02_lde_aligned\frame_0010_aligned.csv
11,66385371157,752.6719,752,919,-55.94,76,13,988,754,17523,702,1.4041802,1,150,02_lde_aligned\frame_0011_aligned.csv
12,72775107109,753.4219,753,936,-56.56,84,13,1092,755,17385,703,1.5003852,1,150,02_lde_aligned\frame_0012_aligned.csv
13,79164907541,752.5469,752,912,-56.87,72,13,936,754,17115,702,1.5942084,1,150,02_lde_aligned\frame_0013_aligned.csv
14,85554750438,751.9375,751,949,-56.47,96,13,1248,754,17882,701,1.7049811,1,150,02_lde_aligned\frame_0014_aligned.csv
15,91944547744,750.3437,750,1009,-56.71,84,13,1092,752,18246,700,1.7988861,1,150,02_lde_aligned\frame_0015_aligned.csv
16,98334345022,749.1875,749,955,-56.5,80,13,1040,751,17773,699,1.9124065,1,150,02_lde_aligned\frame_0016_aligned.csv
