sample,real,imag,amplitude,amplitude_norm
730,357,420,551.22,0.58331
731,335,184,382.21,0.40445
732,188,110,217.82,0.23049
733,44,-61,75.21,0.07959
734,187,-271,329.26,0.34842
735,326,-394,511.38,0.54115
736,202,-91,221.55,0.23445
737,-8,157,157.2,0.16635
738,36,306,308.11,0.32604
739,183,253,312.25,0.33042
740,229,83,243.58,0.25775
741,199,54,206.2,0.2182
742,214,72,225.79,0.23893
743,216,37,219.15,0.2319
744,196,12,196.37,0.2078
745,216,23,217.22,0.22986
746,120,24,122.38,0.1295
747,93,14,94.05,0.09952
748,63,28,68.94,0.07295
749,-370,403,547.09,0.57893
750,-7016,5092,8669.07,9.17362
751,-14197,10124,17437.04,18.45189
752,-14804,10555,18181.49,19.23967
753,-14812,10484,18146.89,19.20306
754,-10373,7670,12900.7,13.65153
755,9870,-6401,11763.92,12.44859
756,11993,-6562,13670.84,14.4665
757,-1151,5805,5918.01,6.26244
758,-2436,6944,7358.89,7.78718
759,5294,-5500,7633.9,8.0782
760,6582,-12576,14194.31,15.02044
761,-4175,-3808,5650.8,5.97968
762,-8722,5368,10241.52,10.83759
763,-2152,2669,3428.51,3.62805
764,1175,-2467,2732.53,2.89156
765,5482,-6148,8237.12,8.71653
766,13500,-2129,13666.84,14.46227
767,16419,1853,16523.23,17.4849
768,12634,428,12641.25,13.37698
769,2944,-620,3008.58,3.18368
770,-1973,1652,2573.29,2.72306
771,-2265,3540,4202.6,4.44719
772,-883,1210,1497.93,1.58511
773,534,-1355,1456.43,1.54119
774,1620,-1848,2457.54,2.60057
775,1651,-694,1790.93,1.89517
776,1120,187,1135.5,1.20159
777,863,478,986.54,1.04395
778,1322,470,1403.06,1.48472
779,2724,203,2731.55,2.89053
780,3443,-470,3474.93,3.67718
781,2155,-866,2322.49,2.45767
782,637,-607,879.9,0.93111
783,205,-124,239.59,0.25353
784,569,-100,577.72,0.61134
785,1095,-331,1143.93,1.21051
786,1714,-501,1785.72,1.88965
787,1140,-575,1276.8,1.35111
788,668,-120,678.69,0.71819
789,1533,42,1533.58,1.62283
790,1933,-707,2058.24,2.17803
791,1266,-1181,1731.33,1.8321
792,355,-1045,1103.65,1.16789
793,533,-1608,1694.03,1.79263
794,1500,-1836,2370.84,2.50883
795,1630,-1594,2279.85,2.41254
796,1290,-1076,1679.84,1.77761
797,1717,-1036,2005.34,2.12205
798,1663,-1189,2044.33,2.16331
799,1287,-1758,2178.75,2.30555
800,1912,-869,2100.22,2.22245
801,1615,403,1664.52,1.7614
802,1079,493,1186.29,1.25534
803,1209,-744,1419.58,1.5022
804,1178,-1277,1737.36,1.83847
805,1292,-1126,1713.81,1.81355
806,1562,-874,1789.89,1.89407
807,1391,-719,1565.84,1.65697
808,843,-875,1215.02,1.28574
809,606,-978,1150.53,1.21749
810,595,-795,993,1.05079
811,844,-723,1111.33,1.17602
812,1224,-822,1474.4,1.56021
813,1295,-797,1520.6,1.6091
814,635,-1020,1201.51,1.27144
815,-514,-956,1085.42,1.14859
816,-694,-1144,1338.05,1.41592
