sample,real,imag,amplitude,amplitude_norm,excess_path_m,reflector_off_m
703,889,277,931.16,0.96094,-15.0327675,NaN
704,195,340,391.95,0.40449,-14.7324875,NaN
705,-11,956,956.06,0.98665,-14.4322075,NaN
706,92,1091,1094.87,1.1299,-14.1319275,NaN
707,-161,383,415.46,0.42875,-13.8316475,NaN
708,-700,-333,775.17,0.79997,-13.5313675,NaN
709,-794,-293,846.34,0.87341,-13.2310875,NaN
710,-261,77,272.12,0.28083,-12.9308075,NaN
711,204,129,241.36,0.24909,-12.6305275,NaN
712,416,148,441.54,0.45567,-12.3302475,NaN
713,340,212,400.68,0.4135,-12.0299675,NaN
714,128,81,151.48,0.15632,-11.7296875,NaN
715,46,-7,46.53,0.04802,-11.4294075,NaN
716,120,30,123.69,0.12765,-11.1291275,NaN
717,342,258,428.4,0.44211,-10.8288475,NaN
718,313,342,463.61,0.47844,-10.5285675,NaN
719,-76,102,127.2,0.13127,-10.2282875,NaN
720,-524,5,524.02,0.54079,-9.9280075,NaN
721,-101,197,221.38,0.22846,-9.6277275,NaN
722,440,479,650.42,0.67122,-9.3274475,NaN
723,504,519,723.45,0.74659,-9.0271675,NaN
724,557,148,576.33,0.59476,-8.7268875,NaN
725,-1,-345,345,0.35604,-8.4266075,NaN
726,-280,-91,294.42,0.30384,-8.1263275,NaN
727,-3,70,70.06,0.07231,-7.8260475,NaN
728,290,22,290.83,0.30014,-7.5257675,NaN
729,198,-53,204.97,0.21153,-7.2254875,NaN
730,73,-309,317.51,0.32766,-6.9252075,NaN
731,-206,93,226.02,0.23325,-6.6249275,NaN
732,-291,373,473.09,0.48822,-6.3246475,NaN
733,-476,-4,476.02,0.49125,-6.0243675,NaN
734,-498,-166,524.94,0.54173,-5.7240875,NaN
735,-117,-169,205.55,0.21212,-5.4238075,NaN
736,236,121,265.21,0.2737,-5.1235275,NaN
737,186,3,186.02,0.19198,-4.8232475,NaN
738,68,-196,207.46,0.2141,-4.5229675,NaN
739,319,-18,319.51,0.32973,-4.2226875,NaN
740,449,419,614.14,0.63378,-3.9224075,NaN
741,442,508,673.37,0.69491,-3.6221275,NaN
742,184,232,296.11,0.30558,-3.3218475,NaN
743,110,14,110.89,0.11443,-3.0215675,NaN
744,153,-65,166.23,0.17155,-2.7212875,NaN
745,77,41,87.24,0.09003,-2.4210075,NaN
746,-35,100,105.95,0.10934,-2.1207275,NaN
747,24,39,45.79,0.04726,-1.8204475,NaN
748,9,41,41.98,0.04332,-1.5201675,NaN
749,132,-120,178.39,0.1841,-1.2198875,NaN
750,157,-44,163.05,0.16827,-0.9196075,NaN
751,-113,232,258.06,0.26631,-0.6193275,NaN
752,-1759,1403,2250,2.32198,-0.3190475,NaN
753,-6826,6393,9352.26,9.65145,-0.0187675,NaN
754,-10366,13056,16670.72,17.20405,0.2815125,0.400710084617373
755,-8823,15533,17863.91,18.43541,0.5817925,0.6127943197061
756,-2202,13932,14104.94,14.55618,0.8820725,0.797213411712361
757,10464,-3657,11084.63,11.43924,1.1823525,0.969879172146749
758,9858,-13850,17000.08,17.54394,1.4826325,1.13616285475017
759,1800,-12746,12872.47,13.28428,1.7829125,1.29851857732728
760,-3709,-1698,4079.2,4.2097,2.0831925,1.45825889265729
761,-1184,1038,1574.58,1.62495,2.3834725,1.61615950313206
762,519,-3305,3345.5,3.45253,2.6837525,1.77271208048968
763,-1050,-8871,8932.92,9.2187,2.9840325,1.92824498968986
764,-1493,-12675,12762.63,13.17093,3.2843125,2.08298665368121
765,1649,-16084,16168.31,16.68556,3.5845925,2.23710127123563
766,3365,-16417,16758.31,17.29444,3.8848725,2.39071011109964
767,1808,-10126,10286.14,10.61521,4.1851525,2.54390479618717
768,2305,-548,2369.25,2.44504,4.4854325,2.69675590812629
769,10971,1489,11071.58,11.42578,4.7857125,2.84931874018406
770,14093,899,14121.64,14.57342,5.0859925,3.00163724948803
771,2554,4776,5416,5.58927,5.3862725,3.15374683686945
772,-8111,10588,13337.69,13.76439,5.6865525,3.30567634287056
773,-8645,10848,13871.38,14.31515,5.9868325,3.45744950733399
774,-2447,3571,4328.96,4.46745,6.2871125,3.60908605424061
775,231,-2092,2104.71,2.17205,6.5873925,3.76060250987313
776,1026,-5649,5741.42,5.9251,6.8876725,3.91201282804825
777,1919,-3788,4246.35,4.3822,7.1879525,4.06332887366554
778,1264,-919,1562.77,1.61277,7.4882325,4.21456080078507
779,-65,226,235.16,0.24268,7.7885125,4.36571735121092
780,-190,-120,224.72,0.23191,8.0887925,4.51680609247442
781,2238,-1765,2850.24,2.94142,8.3890725,4.66783360913433
782,3373,-1682,3769.12,3.8897,8.6893525,4.81880565776563
783,-370,1115,1174.79,1.21237,8.9896325,4.96972729345022
784,-4204,3574,5517.89,5.69442,9.2899125,5.12060297371453
785,-2714,2212,3501.25,3.61326,9.5901925,5.27143664447976
786,503,492,703.61,0.72612,9.8904725,5.42223181156192
787,1069,355,1126.4,1.16244,10.1907525,5.5729916004839
788,313,-18,313.52,0.32355,10.4910325,5.72371880677362
789,-435,-621,758.2,0.78246,10.7913125,5.87441593847117
790,579,-166,602.33,0.6216,11.0915925,6.02508525221959
791,2748,83,2749.25,2.83721,11.3918725,6.17572878404355
792,2155,-544,2222.6,2.29371,11.6921525,6.32634837570727
793,-631,-1702,1815.2,1.87328,11.9924325,6.47694569737651
794,-1734,-1572,2340.5,2.41538,12.2927125,6.62752226717603
795,-596,1031,1190.87,1.22897,12.5929925,6.77807946812842
796,335,2431,2453.97,2.53248,12.8932725,6.92861856287486
797,-360,880,950.79,0.98121,13.1935525,7.0791407065098
798,-997,-209,1018.67,1.05126,13.4938325,7.22964695780604
799,-110,-254,276.8,0.28565,13.7941125,7.38013828906099
800,980,681,1193.38,1.23156,14.0943925,7.53061559475811
801,875,1827,2025.72,2.09053,14.3946725,7.68107969920662
802,-16,1195,1195.11,1.23334,14.6949525,7.83153136329761
803,311,106,328.57,0.33908,14.9952325,7.9819712904936
804,999,277,1036.69,1.06986,15.2955125,8.13240013215128
805,1369,970,1677.81,1.73149,15.5957925,8.28281849226241
806,657,738,988.08,1.01969,15.8960725,8.433226931686
