FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,START,tag_anchor_dist_m,n_samples,csv_file
1,16817261425,750.1094,750,979,-56.66,700,1,150,frame_0001.csv
2,125507710106,754.75,754,872,-57.59,704,1,150,frame_0002.csv
3,234198142341,750.4219,750,1106,-60.07,700,1,150,frame_0003.csv
4,342888447742,748.6875,748,872,-57.63,698,1,150,frame_0004.csv
5,451578848322,753.625,753,928,-56.21,703,1,150,frame_0005.csv
6,560269078434,751.25,751,1029,-58.05,701,1,150,frame_0006.csv
7,668959502506,747.75,747,1000,-57.06,697,1,150,frame_0007.csv
8,777649705743,750.7031,750,998,-59.01,700,1,150,frame_0008.csv
9,886340103558,753.0625,753,969,-56.13,703,1,150,frame_0009.csv
