sample,taps_from_fp,excess_path_m,reflector_off_m,real,imag,amplitude,amplitude_norm
699,-50.7812,-15.248578736,NaN,15,7,16.55,0.01759
700,-49.7812,-14.948298736,NaN,78,22,81.04,0.08612
701,-48.7812,-14.648018736,NaN,125,74,145.26,0.15437
702,-47.7812,-14.347738736,NaN,84,86,120.22,0.12775
703,-46.7812,-14.047458736,NaN,56,40,68.82,0.07313
704,-45.7812,-13.747178736,NaN,53,43,68.25,0.07253
705,-44.7812,-13.446898736,NaN,72,38,81.41,0.08652
706,-43.7812,-13.146618736,NaN,87,74,114.21,0.12138
707,-42.7812,-12.846338736,NaN,73,66,98.41,0.10458
708,-41.7812,-12.546058736,NaN,121,117,168.32,0.17887
709,-40.7812,-12.245778736,NaN,91,147,172.89,0.18373
710,-39.7812,-11.945498736,NaN,39,107,113.89,0.12103
711,-38.7812,-11.645218736,NaN,24,65,69.29,0.07363
712,-37.7812,-11.344938736,NaN,39,52,65,0.06908
713,-36.7812,-11.044658736,NaN,120,64,136,0.14453
714,-35.7812,-10.744378736,NaN,56,116,128.81,0.13689
715,-34.7812,-10.444098736,NaN,56,52,76.42,0.08121
716,-33.7812,-10.143818736,NaN,88,31,93.3,0.09915
717,-32.7812,-9.843538736,NaN,158,-20,159.26,0.16925
718,-31.7812,-9.543258736,NaN,171,-140,221,0.23486
719,-30.7812,-9.242978736,NaN,155,-333,367.31,0.39034
720,-29.7812,-8.942698736,NaN,-75,-311,319.92,0.33997
721,-28.7812,-8.642418736,NaN,-304,-16,304.42,0.32351
722,-27.7812,-8.342138736,NaN,-345,207,402.34,0.42756
723,-26.7812,-8.041858736,NaN,-230,400,461.41,0.49034
724,-25.7812,-7.741578736,NaN,-14,511,511.19,0.54324
725,-24.7812,-7.441298736,NaN,291,488,568.18,0.6038
726,-23.7812,-7.141018736,NaN,213,423,473.6,0.5033
727,-22.7812,-6.840738736,NaN,43,182,187.01,0.19874
728,-21.7812,-6.540458736,NaN,14,6,15.23,0.01619
729,-20.7812,-6.240178736,NaN,128,-43,135.03,0.1435
730,-19.7812,-5.939898736,NaN,238,-37,240.86,0.25596
731,-18.7812,-5.639618736,NaN,164,29,166.54,0.17699
732,-17.7812,-5.339338736,NaN,52,17,54.71,0.05814
733,-16.7812,-5.039058736,NaN,35,-5,35.36,0.03757
734,-15.7812,-4.738778736,NaN,39,4,39.2,0.04166
735,-14.7812,-4.438498736,NaN,112,36,117.64,0.12502
736,-13.7812,-4.138218736,NaN,84,133,157.31,0.16717
737,-12.7812,-3.837938736,NaN,84,127,152.27,0.16181
738,-11.7812,-3.537658736,NaN,73,68,99.76,0.10602
739,-10.7812,-3.237378736,NaN,122,51,132.23,0.14052
740,-9.78120000000001,-2.937098736,NaN,61,64,88.41,0.09396
741,-8.78120000000001,-2.636818736,NaN,50,54,73.59,0.07821
742,-7.78120000000001,-2.336538736,NaN,46,90,101.07,0.10741
743,-6.78120000000001,-2.036258736,NaN,76,17,77.88,0.08276
744,-5.78120000000001,-1.735978736,NaN,54,75,92.42,0.09821
745,-4.78120000000001,-1.435698736,NaN,60,82,101.61,0.10798
746,-3.78120000000001,-1.135418736,NaN,31,68,74.73,0.07942
747,-2.78120000000001,-0.835138736000004,NaN,116,33,120.6,0.12816
748,-1.78120000000001,-0.534858736000004,NaN,379,109,394.36,0.41909
749,-0.781200000000013,-0.234578736000004,NaN,2578,914,2735.23,2.90673
750,0.218799999999987,0.0657012639999962,0.155159938201837,9632,3175,10141.8,10.77768
751,1.21879999999999,0.365981263999996,0.401968921435174,15249,2554,15461.4,16.43082
752,2.21879999999999,0.666261263999996,0.586657873361227,13934,-6283,15285.04,16.2434
753,3.21879999999999,0.966541263999996,0.75620099586927,3387,-15836,16194.16,17.20952
754,4.21879999999999,1.266821264,0.919019298562678,-6243,-16420,17566.77,18.66819
755,5.21879999999999,1.567101264,1.07816373307007,-12410,-12276,17455.9,18.55037
756,6.21879999999999,1.867381264,1.23505531806659,-16363,-2629,16572.85,17.61196
757,7.21879999999999,2.167661264,1.39045686062586,-14314,7002,15934.82,16.93393
758,8.21879999999999,2.467941264,1.54481810030776,-8888,6012,10730.36,11.40315
759,9.21879999999999,2.768221264,1.69842270475151,-2091,1026,2329.15,2.47519
760,10.2188,3.068501264,1.85145900418896,1293,575,1415.09,1.50381
761,11.2188,3.368781264,2.00405719568314,3921,3936,5555.75,5.90409
762,12.2188,3.669061264,2.15631029356777,4584,4295,6281.73,6.67559
763,13.2188,3.969341264,2.30828658531025,2270,1555,2751.53,2.92405
764,14.2188,4.269621264,2.46003737306981,840,403,931.67,0.99009
765,15.2188,4.569901264,2.611601966816,679,259,726.72,0.77228
766,16.2188,4.870181264,2.76301100766069,1205,167,1216.52,1.29279
767,17.2188,5.170461264,2.91428874050447,1539,57,1540.06,1.63662
768,18.2188,5.470741264,3.06545460524342,950,533,1089.31,1.15761
769,19.2188,5.771021264,3.21652437419414,328,1621,1653.85,1.75755
770,20.2188,6.071301264,3.36751098022887,288,1664,1688.74,1.79462
771,21.2188,6.371581264,3.5184251297049,551,625,833.2,0.88544
772,22.2188,6.671861264,3.66927576286055,422,-84,430.28,0.45726
773,23.2188,6.972141264,3.82007040428483,142,119,185.27,0.19689
774,24.2188,7.272421264,3.9708154329646,-68,586,589.93,0.62692
775,25.2188,7.572701264,4.12151629268244,-168,776,793.98,0.84376
776,26.2188,7.872981264,4.27217765761488,-207,609,643.22,0.68355
777,27.2188,8.173261264,4.42280356389482,-112,419,433.71,0.4609
778,28.2188,8.473541264,4.5733975150404,-24,404,404.71,0.43009
779,29.2188,8.773821264,4.72396256712039,44,806,807.2,0.85781
780,30.2188,9.074101264,4.87450139806438,96,1109,1113.15,1.18294
781,31.2188,9.374381264,5.02501636446177,324,1021,1071.18,1.13834
782,32.2188,9.674661264,5.17550954841023,577,622,848.42,0.90161
783,33.2188,9.974941264,5.3259827963919,391,264,471.78,0.50136
784,34.2188,10.275221264,5.47643775171775,177,275,327.04,0.34754
785,35.2188,10.575501264,5.62687588174969,-95,375,386.85,0.4111
786,36.2188,10.875781264,5.77729850085603,-202,557,592.5,0.62965
787,37.2188,11.176061264,5.92770678986151,-175,814,832.6,0.8848
788,38.2188,11.476341264,6.0781018126013,64,1094,1095.87,1.16458
789,39.2188,11.776621264,6.22848453007023,363,922,990.88,1.05301
790,40.2188,12.076901264,6.37885581256554,193,690,716.48,0.76141
791,41.2188,12.377181264,6.52921645014761,18,503,503.32,0.53488
792,42.2188,12.677461264,6.67956716168459,-3,465,465.01,0.49417
793,43.2188,12.977741264,6.82990860269975,148,632,649.1,0.6898
794,44.2188,13.278021264,6.98024137220261,124,551,564.78,0.60019
795,45.2188,13.578301264,7.1305660186542,150,420,445.98,0.47394
796,46.2188,13.878581264,7.2808830451919,113,314,333.71,0.35464
797,47.2188,14.178861264,7.43119291421908,63,228,236.54,0.25137
798,48.2188,14.479141264,7.58149605144768,108,205,231.71,0.24624
799,49.2188,14.779421264,7.7317928494686,217,258,337.12,0.35826
800,50.2188,15.079701264,7.88208367091284,253,392,466.55,0.49581
801,51.2188,15.379981264,8.03236885125725,174,561,587.36,0.62419
802,52.2188,15.680261264,8.18264870132066,15,483,483.23,0.51353
803,53.2188,15.980541264,8.33292350948943,16,373,373.34,0.39675
804,54.2188,16.280821264,8.4831935437062,53,390,393.58,0.41826
805,55.2188,16.581101264,8.63345905325065,94,444,453.84,0.4823
806,56.2188,16.881381264,8.78372027033719,103,389,402.41,0.42764
807,57.2188,17.181661264,8.93397741155133,102,356,370.32,0.39354
808,58.2188,17.481941264,9.08423067914319,98,314,328.94,0.34956
809,59.2188,17.782221264,9.2344802621947,106,332,348.51,0.37036
810,60.2188,18.082501264,9.38472633767444,181,374,415.5,0.44155
811,61.2188,18.382781264,9.5349690713928,212,376,431.65,0.45871
812,62.2188,18.683061264,9.68520861886796,215,385,440.96,0.46861
813,63.2188,18.983341264,9.83544512611256,169,443,474.14,0.50387
814,64.2188,19.283621264,9.98567873034919,151,480,503.19,0.53474
815,65.2188,19.583901264,10.1359095606623,131,561,576.09,0.61221
816,66.2188,19.884181264,10.2861377385928,214,516,558.62,0.59364
817,67.2188,20.184461264,10.4363633786812,267,318,415.23,0.44126
818,68.2188,20.484741264,10.5865865889651,205,314,374.99,0.39851
819,69.2188,20.785021264,10.7368074714336,175,267,319.24,0.33926
820,70.2188,21.085301264,10.8870261224455,129,157,203.2,0.21594
821,71.2188,21.385581264,11.0372426331121,89,274,288.09,0.30616
822,72.2188,21.685861264,11.1874570896502,61,385,389.8,0.41424
823,73.2188,21.986141264,11.3376695737061,20,413,413.48,0.43941
824,74.2188,22.286421264,11.4878801626548,81,393,401.26,0.42642
825,75.2188,22.586701264,11.6380889298757,158,427,455.29,0.48384
826,76.2188,22.886981264,11.7882959450071,123,449,465.54,0.49473
827,77.2188,23.187261264,11.9385012741821,53,309,313.51,0.33317
828,78.2188,23.487541264,12.088704980246,76,263,273.76,0.29093
829,79.2188,23.787821264,12.2389071229584,116,277,300.31,0.31914
830,80.2188,24.088101264,12.3891077591802,172,338,379.25,0.40303
831,81.2188,24.388381264,12.5393069430474,90,409,418.79,0.44504
832,82.2188,24.688661264,12.6895047261323,94,348,360.47,0.38307
833,83.2188,24.988941264,12.8397011575936,172,346,386.39,0.41062
834,84.2188,25.289221264,12.989896284316,180,341,385.59,0.40977
835,85.2188,25.589501264,13.1400901510402,117,376,393.78,0.41847
836,86.2188,25.889781264,13.290282800484,78,346,354.68,0.37692
837,87.2188,26.190061264,13.4404742734555,98,330,344.24,0.36583
838,88.2188,26.490341264,13.5906646089584,124,221,253.41,0.2693
839,89.2188,26.790621264,13.7408538442912,139,237,274.75,0.29198
840,90.2188,27.090901264,13.8910420151387,73,250,260.44,0.27677
841,91.2188,27.391181264,14.0412291556589,87,276,289.39,0.30753
842,92.2188,27.691461264,14.1914152985635,167,253,303.15,0.32215
843,93.2188,27.991741264,14.3416004751938,227,302,377.8,0.40149
844,94.2188,28.292021264,14.4917847155917,224,355,419.76,0.44608
845,95.2188,28.592301264,14.6419680485662,202,319,377.58,0.40125
846,96.2188,28.892581264,14.7921505017564,147,279,315.36,0.33513
847,97.2188,29.192861264,14.9423321016897,168,168,237.59,0.25248
848,98.2188,29.493141264,15.092512873838,96,180,204,0.21679
