sample,taps_from_fp,excess_path_m,reflector_off_m,real,imag,amplitude,amplitude_norm
697,-50.4062,-15.135973736,NaN,69,86,110.26,0.12487
698,-49.4062,-14.835693736,NaN,44,59,73.6,0.08335
699,-48.4062,-14.535413736,NaN,78,40,87.66,0.09927
700,-47.4062,-14.235133736,NaN,73,73,103.24,0.11692
701,-46.4062,-13.934853736,NaN,85,139,162.93,0.18452
702,-45.4062,-13.634573736,NaN,49,152,159.7,0.18086
703,-44.4062,-13.334293736,NaN,1,69,69.01,0.07815
704,-43.4062,-13.034013736,NaN,47,34,58.01,0.06569
705,-42.4062,-12.733733736,NaN,42,69,80.78,0.09148
706,-41.4062,-12.433453736,NaN,82,53,97.64,0.11057
707,-40.4062,-12.133173736,NaN,110,92,143.4,0.1624
708,-39.4062,-11.832893736,NaN,111,74,133.41,0.15108
709,-38.4062,-11.532613736,NaN,66,115,132.59,0.15016
710,-37.4062,-11.232333736,NaN,69,91,114.2,0.12933
711,-36.4062,-10.932053736,NaN,62,167,178.14,0.20174
712,-35.4062,-10.631773736,NaN,57,173,182.15,0.20628
713,-34.4062,-10.331493736,NaN,68,178,190.55,0.21579
714,-33.4062,-10.031213736,NaN,-5,132,132.09,0.1496
715,-32.4062,-9.730933736,NaN,-49,7,49.5,0.05606
716,-31.4062,-9.430653736,NaN,-41,-244,247.42,0.2802
717,-30.4062,-9.130373736,NaN,-180,-237,297.61,0.33704
718,-29.4062,-8.830093736,NaN,-317,36,319.04,0.36131
719,-28.4062,-8.529813736,NaN,-271,309,411,0.46546
720,-27.4062,-8.229533736,NaN,-115,463,477.07,0.54028
721,-26.4062,-7.929253736,NaN,115,458,472.22,0.53479
722,-25.4062,-7.628973736,NaN,346,345,488.61,0.55335
723,-24.4062,-7.328693736,NaN,489,247,547.84,0.62043
724,-23.4062,-7.028413736,NaN,321,212,384.69,0.43566
725,-22.4062,-6.728133736,NaN,91,90,127.99,0.14495
726,-21.4062,-6.427853736,NaN,81,40,90.34,0.10231
727,-20.4062,-6.127573736,NaN,155,-42,160.59,0.18187
728,-19.4062,-5.827293736,NaN,80,-71,106.96,0.12114
729,-18.4062,-5.527013736,NaN,-4,18,18.44,0.02088
730,-17.4062,-5.226733736,NaN,20,17,26.25,0.02973
731,-16.4062,-4.926453736,NaN,65,45,79.06,0.08953
732,-15.4062,-4.626173736,NaN,80,94,123.43,0.13979
733,-14.4062,-4.325893736,NaN,115,79,139.52,0.15801
734,-13.4062,-4.025613736,NaN,133,58,145.1,0.16432
735,-12.4062,-3.725333736,NaN,136,114,177.46,0.20097
736,-11.4062,-3.425053736,NaN,18,78,80.05,0.09066
737,-10.4062,-3.124773736,NaN,67,114,132.23,0.14975
738,-9.40620000000001,-2.824493736,NaN,29,58,64.85,0.07344
739,-8.40620000000001,-2.524213736,NaN,-16,66,67.91,0.07691
740,-7.40620000000001,-2.223933736,NaN,43,42,60.11,0.06807
741,-6.40620000000001,-1.923653736,NaN,51,50,71.42,0.08088
742,-5.40620000000001,-1.623373736,NaN,112,2,112.02,0.12686
743,-4.40620000000001,-1.323093736,NaN,138,21,139.59,0.15808
744,-3.40620000000001,-1.022813736,NaN,169,54,177.42,0.20093
745,-2.40620000000001,-0.722533736000004,NaN,224,39,227.37,0.2575
746,-1.40620000000001,-0.422253736000004,NaN,703,-124,713.85,0.80844
747,-0.406200000000013,-0.121973736000004,NaN,3976,-962,4090.72,4.63276
748,0.593799999999987,0.178306263999996,0.265246061884824,11083,-3474,11614.71,13.1537
749,1.59379999999999,0.478586263999996,0.474095344231904,12486,-8024,14841.99,16.8086
750,2.59379999999999,0.778866263999996,0.651353480607363,2802,-14182,14456.15,16.37163
751,3.59379999999999,1.079146264,0.817826605813412,-9606,-12784,15990.81,18.10963
752,4.59379999999999,1.379426264,0.979031867128565,-15165,-7033,16716.47,18.93145
753,5.59379999999999,1.679706264,1.13721171104162,-16409,711,16424.4,18.60068
754,6.59379999999999,1.979986264,1.29347655324987,-11971,10482,15911.54,18.01987
755,7.59379999999999,2.280266264,1.4484463231629,-5241,14287,15217.96,17.23439
756,8.59379999999999,2.580546264,1.60249678550725,-2664,8099,8525.88,9.65559
757,9.59379999999999,2.880826264,1.75586992207226,-446,469,647.21,0.73296
758,10.5938,3.181106264,1.90872901641773,2161,-699,2271.24,2.57218
759,11.5938,3.481386264,2.06118843684704,6077,827,6133.01,6.94566
760,12.5938,3.781666264,2.21333077633437,5349,260,5355.31,6.06491
