taps_from_fp,amplitude_norm_mean,amplitude_norm_sd,n_frames
-50,0.385336472797976,0.0915464600630413,99
-49.5,0.534847388585857,0.0949670625761339,99
-49,0.599142866565655,0.0976329236749772,99
-48.5,0.504684424383844,0.0954450733947238,99
-48,0.327056538000004,0.0795705144359389,99
-47.5,0.250247177020199,0.0814113591075835,99
-47,0.305694818353534,0.0988521990005032,99
-46.5,0.355565807929295,0.108855534186427,99
-46,0.322946389444445,0.104422557449854,99
-45.5,0.26652433071717,0.0849285306619381,99
-45,0.265079518888889,0.0846813704623064,99
-44.5,0.29217083648485,0.0868614054514206,99
-44,0.280112963464647,0.0860368717090863,99
-43.5,0.235977921252526,0.0770673819332552,99
-43,0.204673435404042,0.0683372243704946,99
-42.5,0.259650360313127,0.0754256722015998,99
-42,0.453226947787875,0.101616405389626,99
-41.5,0.725844244878784,0.101769501874896,99
-41,0.934898268828278,0.0923328372251762,99
-40.5,0.993072581383841,0.0899163272077734,99
-40,0.898737673828285,0.0952008948092355,99
-39.5,0.635771130535361,0.101390512222317,99
-39,0.368680315474753,0.120522219518391,99
-38.5,0.381244070616153,0.100915015206366,99
-38,0.593930753787873,0.108640436355412,99
-37.5,0.730118538111113,0.106710793927561,99
-37,0.721917238848486,0.101443885606874,99
-36.5,0.637360234707072,0.0948343517327779,99
-36,0.555312036858587,0.0947020800307467,99
-35.5,0.510667720525253,0.0959460024150625,99
-35,0.476077295575758,0.0951581425985038,99
-34.5,0.41078899818182,0.0917227984008451,99
-34,0.329300756767679,0.082992837681019,99
-33.5,0.266841320363638,0.0753496105733751,99
-33,0.227048446838386,0.0852192693917704,99
-32.5,0.219789421383838,0.0804754402798756,99
-32,0.279172682939392,0.0909744290122455,99
-31.5,0.41516416974747,0.0919328860484576,99
-31,0.566724927959593,0.0972086228437134,99
-30.5,0.715265321545452,0.109075291758592,99
-30,0.80392993023232,0.128838235939348,99
-29.5,0.682161062292936,0.116334877244945,99
-29,0.443756585828291,0.126894973823711,99
-28.5,0.398540032757571,0.118653677443858,99
-28,0.588588078424237,0.0995460657000714,99
-27.5,0.766033965303031,0.107741514326384,99
-27,0.760694444808081,0.115448013704861,99
-26.5,0.57142102705051,0.104134244321359,99
-26,0.374612482343438,0.105449386970064,99
-25.5,0.362450401393935,0.0976578170251422,99
-25,0.453512606484845,0.10244614837511,99
-24.5,0.451387907929295,0.0975593498237355,99
-24,0.3480773789798,0.0894342128092477,99
-23.5,0.248665255444445,0.0727657302049343,99
-23,0.196745817787881,0.0706654863763579,99
-22.5,0.169509261070708,0.070616545333241,99
-22,0.145203001232323,0.0639043398697895,99
-21.5,0.133503670979797,0.0350045941105485,99
-21,0.152302735757575,0.0538955579518276,99
-20.5,0.210042576020201,0.0802598351904838,99
-20,0.263344632585857,0.0892572152421451,99
-19.5,0.255066434404041,0.0855411023501236,99
-19,0.206962434464649,0.0769766302954337,99
-18.5,0.192691894595959,0.0751828653359192,99
-18,0.228142245474747,0.0799446509786782,99
-17.5,0.263324665646466,0.0856220721070664,99
-17,0.264598167949494,0.0859376427720182,99
-16.5,0.230823539979799,0.0717812245999163,99
-16,0.192288470262626,0.0642300051969108,99
-15.5,0.184411577939392,0.0691145995639272,99
-15,0.195592623232323,0.0850934479214258,99
-14.5,0.190399827434344,0.0864854677686841,99
-14,0.166035941414143,0.072874601483384,99
-13.5,0.151567491333334,0.0651443285214457,99
-13,0.156557093727273,0.073896627709432,99
-12.5,0.167672934717172,0.0747215682256025,99
-12,0.176674221262626,0.0721069560255961,99
-11.5,0.176679263979798,0.0723604392009101,99
-11,0.165466123151515,0.0661031322686778,99
-10.5,0.159217365737373,0.0409965440300475,99
-10,0.192619224787877,0.0584221905518651,99
-9.5,0.279970423282827,0.0784324790065634,99
-9,0.362414241131313,0.0820089231197888,99
-8.5,0.379086337646466,0.0803634632547187,99
-8,0.325999270262627,0.0835026888916121,99
-7.5,0.234755355929293,0.0620979498599398,99
-7,0.197504411828284,0.0539263226330337,99
-6.5,0.277076385050504,0.0751121615517155,99
-6,0.390970587222221,0.0958077498374961,99
-5.5,0.421658736373738,0.0960035753731377,99
-5,0.357847523080809,0.0913816310014036,99
