FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,STD_NOISE,NTM,NOISE_THRESH,PEAK_IDX,PEAK_AMPL,START,elapsed_s,tag_anchor_dist_m,n_samples,aligned_csv
1,2565137412,753.4062,753,952,-58.03,128,13,1664,777,17234,703,0.4002949,1.5,150,02_lde_aligned\frame_0001_aligned.csv
2,8954920507,746.3906,746,998,-58.48,128,13,1664,748,17964,696,0.4947659,1.5,150,02_lde_aligned\frame_0002_aligned.csv
3,15344703129,747.4844,747,962,-57.97,136,13,1768,771,17435,697,0.6065728,1.5,150,02_lde_aligned\frame_0003_aligned.csv
4,21734486293,748.6719,748,963,-58.05,140,13,1820,772,17544,698,0.695907,1.5,150,02_lde_aligned\frame_0004_aligned.csv
5,28124268913,750.8594,750,953,-58.95,96,13,1248,752,16697,700,0.8228031,1.5,150,02_lde_aligned\frame_0005_aligned.csv
6,34514052056,752.5937,752,927,-58.28,132,13,1716,776,16675,702,0.9021871,1.5,150,02_lde_aligned\frame_0006_aligned.csv
7,40903834659,752.7656,752,1030,-58.54,140,13,1820,754,18315,702,0.9981447,1.5,150,02_lde_aligned\frame_0007_aligned.csv
8,47293617753,746.3594,746,928,-58.57,128,13,1664,770,16601,696,1.1020867,1.5,150,02_lde_aligned\frame_0008_aligned.csv
9,53683400346,747.625,747,963,-58.37,140,13,1820,771,17609,697,1.2071411,1.5,150,02_lde_aligned\frame_0009_aligned.csv
10,60073183450,748.375,748,915,-58.48,128,13,1664,772,16572,698,1.3006369,1.5,150,02_lde_aligned\frame_0010_aligned.csv
11,66462966021,748.5469,748,1023,-58.59,148,13,1924,772,18336,698,1.3954481,1.5,150,02_lde_aligned\frame_0011_aligned.csv
12,72852748567,749.4531,749,1046,-58.97,140,13,1820,751,18493,699,1.4975334,1.5,150,02_lde_aligned\frame_0012_aligned.csv
13,79242531679,750.0781,750,985,-58.93,132,13,1716,773,16837,700,1.5933676,1.5,150,02_lde_aligned\frame_0013_aligned.csv
14,85632314210,749.75,749,946,-58.55,132,13,1716,751,17003,699,1.7067005,1.5,150,02_lde_aligned\frame_0014_aligned.csv
15,92022097279,749.9531,749,954,-58.67,136,13,1768,751,16693,699,1.8017933,1.5,150,02_lde_aligned\frame_0015_aligned.csv
16,98411879804,751.2812,751,933,-58.58,120,13,1560,753,16577,701,1.8963712,1.5,150,02_lde_aligned\frame_0016_aligned.csv
17,104801662855,751.0781,751,1101,-58.79,144,13,1872,775,18562,701,2.0069723,1.5,150,02_lde_aligned\frame_0017_aligned.csv
18,111191445387,751.2656,751,1091,-58.67,148,13,1924,775,18924,701,2.1018161,1.5,150,02_lde_aligned\frame_0018_aligned.csv
19,117581228418,751.25,751,936,-58.55,128,13,1664,775,16774,701,2.2067129,1.5,150,02_lde_aligned\frame_0019_aligned.csv
