FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,START,tag_anchor_dist_m,n_samples,raw_csv,aligned_csv,elapsed_s
25,161263825709,747.1719,747,923,-61.63,697,0.7,150,01_raw_frames\frame_0025.csv,02_lde_aligned\frame_0025_aligned.csv,2.45001485462678
26,167653624093,745.8437,745,976,-63.68,695,0.7,150,01_raw_frames\frame_0026.csv,02_lde_aligned\frame_0026_aligned.csv,2.55001545533792
27,174043422409,745.7344,745,986,-62.68,695,0.7,150,01_raw_frames\frame_0027.csv,02_lde_aligned\frame_0027_aligned.csv,2.65001605498485
28,180433220688,751.6406,751,998,-63.8,701,0.7,150,01_raw_frames\frame_0028.csv,02_lde_aligned\frame_0028_aligned.csv,2.75001665405273
29,186823018487,750.3281,750,982,-62.97,700,0.7,150,01_raw_frames\frame_0029.csv,02_lde_aligned\frame_0029_aligned.csv,2.8500172456086
30,193212816739,747.1406,747,989,-60.1,697,0.7,150,01_raw_frames\frame_0030.csv,02_lde_aligned\frame_0030_aligned.csv,2.95001784425393
31,199602614931,751.9531,751,1013,-64.11,701,0.7,150,01_raw_frames\frame_0031.csv,02_lde_aligned\frame_0031_aligned.csv,3.05001844196026
32,205992413068,748.9219,748,1068,-67.76,698,0.7,150,01_raw_frames\frame_0032.csv,02_lde_aligned\frame_0032_aligned.csv,3.15001903880584
33,212382211244,744.3906,744,1241,-70.64,694,0.7,150,01_raw_frames\frame_0033.csv,02_lde_aligned\frame_0033_aligned.csv,3.25001963626177
34,218772009325,747.9219,747,897,-61.1,697,0.7,150,01_raw_frames\frame_0034.csv,02_lde_aligned\frame_0034_aligned.csv,3.35002023223094
35,225161807401,751.6094,751,934,-60.93,701,0.7,150,01_raw_frames\frame_0035.csv,02_lde_aligned\frame_0035_aligned.csv,3.45002082812187
36,231551605519,755.0625,755,1399,-74.31,705,0.7,150,01_raw_frames\frame_0036.csv,02_lde_aligned\frame_0036_aligned.csv,3.5500214246701
37,237941403449,747.0469,747,997,-65.06,697,0.7,150,01_raw_frames\frame_0037.csv,02_lde_aligned\frame_0037_aligned.csv,3.65002201827612
38,244331201444,749.1562,749,904,-61.61,699,0.7,150,01_raw_frames\frame_0038.csv,02_lde_aligned\frame_0038_aligned.csv,3.75002261289939
39,250720999406,749.3125,749,918,-60.73,699,0.7,150,01_raw_frames\frame_0039.csv,02_lde_aligned\frame_0039_aligned.csv,3.85002320700621
40,257110797343,750.9531,750,888,-60.62,700,0.7,150,01_raw_frames\frame_0040.csv,02_lde_aligned\frame_0040_aligned.csv,3.95002380072178
41,263500595279,752.0781,752,919,-60.98,702,0.7,150,01_raw_frames\frame_0041.csv,02_lde_aligned\frame_0041_aligned.csv,4.0500243944217
42,269890393176,752.0937,752,980,-60.9,702,0.7,150,01_raw_frames\frame_0042.csv,02_lde_aligned\frame_0042_aligned.csv,4.15002498751127
43,276280191012,751.6562,751,1064,-67.24,701,0.7,150,01_raw_frames\frame_0043.csv,02_lde_aligned\frame_0043_aligned.csv,4.25002557964618
44,282669988913,751.0312,751,1340,-72.83,701,0.7,150,01_raw_frames\frame_0044.csv,02_lde_aligned\frame_0044_aligned.csv,4.35002617279835
45,289059786679,750.0781,750,1010,-60.8,700,0.7,150,01_raw_frames\frame_0045.csv,02_lde_aligned\frame_0045_aligned.csv,4.45002676383777
46,295449584444,748.2812,748,938,-61.86,698,0.7,150,01_raw_frames\frame_0046.csv,02_lde_aligned\frame_0046_aligned.csv,4.55002735486153
47,301839382252,755.375,755,1312,-74.16,705,0.7,150,01_raw_frames\frame_0047.csv,02_lde_aligned\frame_0047_aligned.csv,4.65002794655824
48,308229179982,752.1875,752,982,-60.96,702,0.7,150,01_raw_frames\frame_0048.csv,02_lde_aligned\frame_0048_aligned.csv,4.75002853703425
49,314618977727,750.2031,750,1245,-71.54,700,0.7,150,01_raw_frames\frame_0049.csv,02_lde_aligned\frame_0049_aligned.csv,4.85002912774502
50,321008775447,746.2969,746,1216,-73.89,696,0.7,150,01_raw_frames\frame_0050.csv,02_lde_aligned\frame_0050_aligned.csv,4.95002971806453
51,327398573050,750.2969,750,1042,-63.31,700,0.7,150,01_raw_frames\frame_0051.csv,02_lde_aligned\frame_0051_aligned.csv,5.05003030655298
52,333788370653,746.1719,746,1015,-62.54,696,0.7,150,01_raw_frames\frame_0052.csv,02_lde_aligned\frame_0052_aligned.csv,5.15003089504144
53,340178168209,749.9531,749,1131,-70.14,699,0.7,150,01_raw_frames\frame_0053.csv,02_lde_aligned\frame_0053_aligned.csv,5.25003148279435
54,346567965798,744.75,744,1000,-64.79,694,0.7,150,01_raw_frames\frame_0054.csv,02_lde_aligned\frame_0054_aligned.csv,5.3500320710637
55,352957763359,747.2656,747,1021,-64.22,697,0.7,150,01_raw_frames\frame_0055.csv,02_lde_aligned\frame_0055_aligned.csv,5.45003265889486
