FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,START,tag_anchor_dist_m,n_samples,raw_csv,aligned_csv,elapsed_s
1,4713756534,748.3125,748,926,-60.74,698,0.7,150,01_raw_frames\frame_0001.csv,02_lde_aligned\frame_0001_aligned.csv,0
2,11103555716,751.7812,751,928,-60.44,701,0.7,150,01_raw_frames\frame_0002.csv,02_lde_aligned\frame_0002_aligned.csv,0.10000061319987
3,20688254614,752.5625,752,954,-61.04,702,0.7,150,01_raw_frames\frame_0003.csv,02_lde_aligned\frame_0003_aligned.csv,0.250001534955929
4,27078053741,748.1719,748,988,-61.82,698,0.7,150,01_raw_frames\frame_0004.csv,02_lde_aligned\frame_0004_aligned.csv,0.350002147295047
5,33467852770,749.5781,749,1118,-69.75,699,0.7,150,01_raw_frames\frame_0005.csv,02_lde_aligned\frame_0005_aligned.csv,0.450002758100461
6,39857651774,751.6875,751,927,-60.8,701,0.7,150,01_raw_frames\frame_0006.csv,02_lde_aligned\frame_0006_aligned.csv,0.550003368514623
7,46247450239,752.75,752,1004,-63.6,702,0.7,150,01_raw_frames\frame_0007.csv,02_lde_aligned\frame_0007_aligned.csv,0.650003970493415
8,52637249212,753.2187,753,1055,-64.89,703,0.7,150,01_raw_frames\frame_0008.csv,02_lde_aligned\frame_0008_aligned.csv,0.750004580422426
9,59027048131,753.8281,753,1024,-64.3,703,0.7,150,01_raw_frames\frame_0009.csv,02_lde_aligned\frame_0009_aligned.csv,0.850005189506335
10,65416846944,751.9687,751,976,-62.52,701,0.7,150,01_raw_frames\frame_0010.csv,02_lde_aligned\frame_0010_aligned.csv,0.95000579693134
11,71806645811,751.2656,751,1068,-66.99,701,0.7,150,01_raw_frames\frame_0011.csv,02_lde_aligned\frame_0011_aligned.csv,1.05000640520145
12,78196444640,748.9219,748,1042,-65.32,698,0.7,150,01_raw_frames\frame_0012.csv,02_lde_aligned\frame_0012_aligned.csv,1.15000701287685
13,84586185046,747.4375,747,932,-61.29,697,0.7,150,01_raw_frames\frame_0013.csv,02_lde_aligned\frame_0013_aligned.csv,1.25000670622997
14,90976042156,753.7812,753,936,-62.08,703,0.7,150,01_raw_frames\frame_0014.csv,02_lde_aligned\frame_0014_aligned.csv,1.35000822600536
15,97365840902,750.2344,750,1007,-63.6,700,0.7,150,01_raw_frames\frame_0015.csv,02_lde_aligned\frame_0015_aligned.csv,1.45000883238181
16,103755639547,746.1875,746,921,-63.03,696,0.7,150,01_raw_frames\frame_0016.csv,02_lde_aligned\frame_0016_aligned.csv,1.55000943717761
17,110145437738,750.6094,750,1100,-66.47,700,0.7,150,01_raw_frames\frame_0017.csv,02_lde_aligned\frame_0017_aligned.csv,1.65001003486829
18,116535236294,753.1875,753,993,-62.82,703,0.7,150,01_raw_frames\frame_0018.csv,02_lde_aligned\frame_0018_aligned.csv,1.75001063827123
19,122925034909,749.2187,749,1036,-63.82,699,0.7,150,01_raw_frames\frame_0019.csv,02_lde_aligned\frame_0019_aligned.csv,1.85001124259753
20,129314833432,751.5937,751,952,-60.3,701,0.7,150,01_raw_frames\frame_0020.csv,02_lde_aligned\frame_0020_aligned.csv,1.95001184548402
21,135704631934,752.3125,752,908,-61.27,702,0.7,150,01_raw_frames\frame_0021.csv,02_lde_aligned\frame_0021_aligned.csv,2.05001244804187
22,142094372029,745.9219,745,988,-62.28,695,0.7,150,01_raw_frames\frame_0022.csv,02_lde_aligned\frame_0022_aligned.csv,2.15001213652782
23,148484170551,748.2969,748,1122,-65.9,698,0.7,150,01_raw_frames\frame_0023.csv,02_lde_aligned\frame_0023_aligned.csv,2.25001273939866
24,154873968955,747.7656,747,995,-60.18,697,0.7,150,01_raw_frames\frame_0024.csv,02_lde_aligned\frame_0024_aligned.csv,2.3500133404228
