sample,taps_from_fp,excess_path_m,reflector_off_m,amplitude,amplitude_norm
732,-20.1562,-6.052503736,NaN,68.01,0.07368
733,-19.1562,-5.752223736,NaN,89.81,0.0973
734,-18.1562,-5.451943736,NaN,130.65,0.14155
735,-17.1562,-5.151663736,NaN,73,0.07909
736,-16.1562,-4.851383736,NaN,165.02,0.17879
737,-15.1562,-4.551103736,NaN,177.81,0.19265
738,-14.1562,-4.250823736,NaN,210,0.22751
739,-13.1562,-3.950543736,NaN,183.37,0.19867
740,-12.1562,-3.650263736,NaN,263.4,0.28537
741,-11.1562,-3.349983736,NaN,416.11,0.45082
742,-10.1562,-3.049703736,NaN,226.4,0.24529
743,-9.15620000000001,-2.749423736,NaN,234.58,0.25415
744,-8.15620000000001,-2.449143736,NaN,85.44,0.09257
745,-7.15620000000001,-2.148863736,NaN,169.54,0.18369
746,-6.15620000000001,-1.848583736,NaN,114.59,0.12415
747,-5.15620000000001,-1.548303736,NaN,567.23,0.61455
748,-4.15620000000001,-1.248023736,NaN,1623.21,1.75863
749,-3.15620000000001,-0.947743736000004,NaN,1717.08,1.86033
750,-2.15620000000001,-0.647463736000004,NaN,795.01,0.86133
751,-1.15620000000001,-0.347183736000004,NaN,2826.33,3.06211
752,-0.156200000000013,-0.0469037360000038,NaN,8731.28,9.45967
753,0.843799999999987,0.253376263999996,0.377806848521367,16110.45,17.45444
754,1.84379999999999,0.553656263999996,0.594526657658516,16762.84,18.16126
755,2.84379999999999,0.853936263999996,0.780557440387039,11293.4,12.23554
756,3.84379999999999,1.154216264,0.954024070985908,1244.18,1.34797
757,4.84379999999999,1.454496264,1.12077561425001,2374.97,2.5731
758,5.84379999999999,1.754776264,1.28343214319045,8124.17,8.80192
759,6.84379999999999,2.055056264,1.44337874241358,9724.78,10.53606
760,7.84379999999999,2.355336264,1.6014276009637,12946.94,14.02702
761,8.84379999999999,2.655616264,1.75809060272937,10161.15,11.00883
762,9.84379999999999,2.955896264,1.91370813158179,3675.17,3.98177
763,10.8438,3.256176264,2.06851615839936,3631.8,3.93478
764,11.8438,3.556456264,2.22268383299024,7117.42,7.71118
765,12.8438,3.856736264,2.37633578951148,14651.4,15.87367
766,13.8438,4.157016264,2.52956600759698,15646.8,16.95211
767,14.8438,4.457296264,2.68244676149725,14826.36,16.06323
768,15.8438,4.757576264,2.83503458690437,11290.93,12.23286
769,16.8438,5.057856264,2.98737437038296,8916.01,9.65981
770,17.8438,5.358136264,3.13950221976318,6259.33,6.78151
771,18.8438,5.658416264,3.29144752140679,1797.23,1.94716
772,19.8438,5.958696264,3.44323444215637,5514.16,5.97417
773,20.8438,6.258976264,3.59488304404035,7792.38,8.44245
774,21.8438,6.559256264,3.74641012386602,2857.55,3.09593
775,22.8438,6.859536264,3.89782985407044,4446.65,4.81761
776,23.8438,7.159816264,4.04915427781651,8921.04,9.66526
777,24.8438,7.460096264,4.20039369571909,6491.24,7.03276
778,25.8438,7.760376264,4.35155697098333,3538.38,3.83356
779,26.8438,8.060656264,4.50265177241041,3085.44,3.34283
780,27.8438,8.360936264,4.65368476958502,1255.85,1.36062
781,28.8438,8.661216264,4.80466179090105,555.5,0.60184
782,29.8438,8.961496264,4.95558795244535,2469.76,2.6758
783,30.8438,9.261776264,5.10646776383621,3548.09,3.84408
784,31.8438,9.562056264,5.25730521569515,1090.21,1.18116
785,32.8438,9.862336264,5.40810385237306,1607.39,1.74148
786,33.8438,10.162616264,5.55886683275731,2139.98,2.3185
787,34.8438,10.462896264,5.70959698138198,5127.69,5.55546
788,35.8438,10.763176264,5.8602968316019,4898.11,5.30673
789,36.8438,11.063456264,6.01096866223408,2024.86,2.19378
790,37.8438,11.363736264,6.16161452879334,918.78,0.99543
791,38.8438,11.664016264,6.31223629023139,3856.16,4.17785
792,39.8438,11.964296264,6.46283563191817,7434.05,8.05422
793,40.8438,12.264576264,6.61341408546811,8509.9,9.21982
794,41.8438,12.564856264,6.76397304590615,4596.34,4.97978
795,42.8438,12.865136264,6.91451378658123,980.74,1.06256
796,43.8438,13.165416264,7.06503747216523,894.4,0.96901
797,44.8438,13.465696264,7.2155451700184,868.96,0.94145
798,45.8438,13.765976264,7.36603786015608,583.79,0.63249
799,46.8438,14.066256264,7.51651644401379,1083.29,1.17366
800,47.8438,14.366536264,7.66698175217645,1811.93,1.96309
801,48.8438,14.666816264,7.81743455121203,1152.62,1.24877
802,49.8438,14.967096264,7.96787554972846,562.64,0.60958
803,50.8438,15.267376264,8.118305403755,314.97,0.34124
804,51.8438,15.567656264,8.26872472153443,521.01,0.56447
805,52.8438,15.867936264,8.41913406780006,500.11,0.54183
806,53.8438,16.168216264,8.56953396760107,693.47,0.75132
807,54.8438,16.468496264,8.7199249097309,276.49,0.29955
808,55.8438,16.768776264,8.870307349806,1491.65,1.61609
809,56.8438,17.069056264,9.02068171303585,1933.39,2.09468
810,57.8438,17.369336264,9.17104839671977,733.7,0.79491
811,58.8438,17.669616264,9.3214077725016,71.59,0.07756
812,59.8438,17.969896264,9.47176018840903,609.76,0.66063
813,60.8438,18.270176264,9.62210597070138,851.16,0.92216
814,61.8438,18.570456264,9.77244542554647,480.27,0.52033
815,62.8438,18.870736264,9.92277884054467,1578.8,1.71051
816,63.8438,19.171016264,10.0731064861163,1924.19,2.08471
817,64.8438,19.471296264,10.2234286167662,612.72,0.66384
818,65.8438,19.771576264,10.3737454722387,413.36,0.44784
819,66.8438,20.071856264,10.5240572785722,989.45,1.07199
820,67.8438,20.372136264,10.6743642490664,1017.13,1.10198
821,68.8438,20.672416264,10.8246665851666,2222.97,2.40842
822,69.8438,20.972696264,10.9749644772774,2704.7,2.93034
823,70.8438,21.272976264,11.1252581055082,1846.4,2.00043
824,71.8438,21.573256264,11.2755476403611,2484.6,2.69188
825,72.8438,21.873536264,11.4258332433626,2444.21,2.64812
826,73.8438,22.173816264,11.5761150676472,1019.14,1.10416
827,74.8438,22.474096264,11.7263932584953,317.53,0.34402
828,75.8438,22.774376264,11.8766679538312,846.03,0.91661
829,76.8438,23.074656264,12.0269392846825,712.95,0.77243
830,77.8438,23.374936264,12.1772073756061,1327.95,1.43874
831,78.8438,23.675216264,12.3274723450833,1966.59,2.13065
832,79.8438,23.975496264,12.4777343058854,1976.38,2.14126
833,80.8438,24.275776264,12.6279933654143,1561.54,1.69181
834,81.8438,24.576056264,12.7782496260178,839.98,0.91006
835,82.8438,24.876336264,12.9285031852841,524.68,0.56845
836,83.8438,25.176616264,13.078754136315,1428.36,1.54752
837,84.8438,25.476896264,13.2290025679812,1522.76,1.64979
838,85.8438,25.777176264,13.3792485651598,516.33,0.5594
839,86.8438,26.077456264,13.5294922089563,47.17,0.0511
840,87.8438,26.377736264,13.6797335769117,689.45,0.74697
841,88.8438,26.678016264,13.8299727431966,964.1,1.04452
842,89.8438,26.978296264,13.9802097787923,402.15,0.4357
843,90.8438,27.278576264,14.13044475166,355.25,0.38489
844,91.8438,27.578856264,14.2806777269005,310.2,0.33608
