sample,real,imag,amplitude,amplitude_norm,excess_path_m,reflector_off_m
696,163,85,183.83,0.21376,-15.1829075,NaN
697,33,37,49.58,0.05765,-14.8826275,NaN
698,85,65,107,0.12442,-14.5823475,NaN
699,31,118,122,0.14187,-14.2820675,NaN
700,-131,40,136.97,0.15927,-13.9817875,NaN
701,-8,-502,502.06,0.5838,-13.6815075,NaN
702,177,-895,912.33,1.06085,-13.3812275,NaN
703,-194,-581,612.53,0.71225,-13.0809475,NaN
704,-214,-75,226.76,0.26368,-12.7806675,NaN
705,279,-2,279.01,0.32443,-12.4803875,NaN
706,437,-94,447,0.51976,-12.1801075,NaN
707,116,18,117.39,0.1365,-11.8798275,NaN
708,71,195,207.52,0.24131,-11.5795475,NaN
709,11,294,294.21,0.3421,-11.2792675,NaN
710,79,141,161.62,0.18793,-10.9789875,NaN
711,-81,-7,81.3,0.09454,-10.6787075,NaN
712,-196,58,204.4,0.23768,-10.3784275,NaN
713,-59,296,301.82,0.35096,-10.0781475,NaN
714,-12,236,236.3,0.27477,-9.7778675,NaN
715,67,-589,592.8,0.6893,-9.4775875,NaN
716,354,-1072,1128.94,1.31272,-9.1773075,NaN
717,-25,-755,755.41,0.87839,-8.8770275,NaN
718,-280,-496,569.58,0.6623,-8.5767475,NaN
719,-535,-252,591.38,0.68765,-8.2764675,NaN
720,-726,-44,727.33,0.84574,-7.9761875,NaN
721,-531,7,531.05,0.6175,-7.6759075,NaN
722,96,-85,128.22,0.1491,-7.3756275,NaN
723,108,79,133.81,0.15559,-7.0753475,NaN
724,-285,151,322.53,0.37504,-6.7750675,NaN
725,-144,84,166.71,0.19385,-6.4747875,NaN
726,-44,-105,113.85,0.13238,-6.1745075,NaN
727,52,-104,116.28,0.1352,-5.8742275,NaN
728,-82,-52,97.1,0.1129,-5.5739475,NaN
729,1,-43,43.01,0.05001,-5.2736675,NaN
730,-10,-47,48.05,0.05587,-4.9733875,NaN
731,2,36,36.06,0.04193,-4.6731075,NaN
732,-97,99,138.6,0.16116,-4.3728275,NaN
733,-155,361,392.87,0.45682,-4.0725475,NaN
734,-106,480,491.56,0.57159,-3.7722675,NaN
735,127,418,436.87,0.50799,-3.4719875,NaN
736,47,102,112.31,0.13059,-3.1717075,NaN
737,-86,-70,110.89,0.12894,-2.8714275,NaN
738,-138,-70,154.74,0.17993,-2.5711475,NaN
739,3,38,38.12,0.04432,-2.2708675,NaN
740,-3,2,3.61,0.00419,-1.9705875,NaN
741,128,107,166.83,0.19399,-1.6703075,NaN
742,41,14,43.32,0.05038,-1.3700275,NaN
743,102,65,120.95,0.14064,-1.0697475,NaN
744,30,82,87.32,0.10153,-0.7694675,NaN
745,145,4,145.06,0.16867,-0.4691875,NaN
746,2574,472,2616.92,3.04293,-0.1689075,NaN
747,12749,2436,12979.64,15.09261,0.1313725,0.264576895134595
748,16190,3017,16468.71,19.14966,0.4316525,0.512256986471695
749,16418,2382,16589.9,19.29058,0.7319325,0.707034331655163
750,16068,-2163,16212.93,18.85225,1.0322125,0.884574423827109
751,6812,-12716,14425.67,16.77404,1.3324925,1.0536272185356
752,-5602,-14820,15843.45,18.42261,1.6327725,1.21773263041977
753,-7718,-7412,10700.71,12.44269,1.9330525,1.37865849358681
754,-177,10401,10402.51,12.09594,2.2333325,1.53740357872911
755,-39,10264,10264.07,11.93497,2.5336125,1.69458087002039
756,-3513,925,3632.74,4.22412,2.8338925,1.85058988579022
757,-5111,-3457,6170.35,7.17482,3.1341725,2.0057032594427
758,-631,146,647.67,0.75311,3.4344525,2.16011394229311
759,834,2258,2407.1,2.79895,3.7347325,2.31396261025088
760,-218,282,356.44,0.41446,4.0350125,2.46735439667452
761,-685,-321,756.48,0.87963,4.3352925,2.6203695378971
762,-374,202,425.06,0.49426,4.6355725,2.77307038329161
763,23,847,847.31,0.98525,4.9358525,2.9255061485902
764,-1415,785,1618.16,1.88158,5.2361325,3.07771622138706
765,-8278,-825,8319.01,9.67327,5.5364125,3.22973251098896
766,-12745,550,12756.86,14.83356,5.8366925,3.38158115160483
767,-9924,4561,10921.93,12.69992,6.1369725,3.5332837582678
768,-2698,2110,3425.1,3.98267,6.4372525,3.6848583673174
769,71,-2573,2573.98,2.993,6.7375325,3.83632015050088
770,-1207,-4800,4949.43,5.75515,7.0378125,3.98768196403488
771,-1109,-1375,1766.5,2.05406,7.3380925,4.13895477562138
772,368,749,834.52,0.97037,7.6383725,4.29014800003322
773,1553,1669,2279.77,2.6509,7.9386525,4.44126976538682
774,374,821,902.17,1.04904,8.2389325,4.59232712629328
775,-1771,650,1886.52,2.19362,8.5392125,4.74332623588543
776,-1557,1587,2223.24,2.58517,8.8394925,4.89427248571114
777,1244,3402,3622.31,4.21199,9.1397725,5.04517062030008
778,318,3308,3323.25,3.86424,9.4400525,5.1960248316082
779,-2839,2265,3631.82,4.22305,9.7403325,5.34683883735419
780,-3223,1466,3540.75,4.11715,10.0406125,5.49761594637067
781,-1417,413,1475.96,1.71623,10.3408925,5.64835911341861
782,-421,-122,438.32,0.50968,10.6411725,5.79907098539836
783,-1055,187,1071.44,1.24587,10.9414525,5.94975394049528
