FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,START,tag_anchor_dist_m,n_samples,csv_file
1,19217312389,754.5469,754,899,-57.59,704,1,150,frame_0001.csv
2,127907646686,746.5625,746,860,-56.96,696,1,150,frame_0002.csv
3,236597921520,746.9687,746,924,-57.69,696,1,150,frame_0003.csv
4,345288284101,750.6719,750,977,-58.36,700,1,150,frame_0004.csv
5,453978573294,752.0625,752,897,-57.39,702,1,150,frame_0005.csv
6,562668936000,749.5937,749,885,-57.7,699,1,150,frame_0006.csv
