taps_from_fp,amplitude_norm_mean,amplitude_norm_sd,n_frames
-50,0.506297419532206,0.0998424864125839,295
-49.5,0.723256935183053,0.116862779452955,295
-49,0.778409992162712,0.112351638773314,295
-48.5,0.642446973311861,0.111797572490606,295
-48,0.400758589766099,0.102683083172747,295
-47.5,0.324153889983051,0.104488103448653,295
-47,0.452651761396612,0.120908056313385,295
-46.5,0.53191783501695,0.129185913754877,295
-46,0.482774208962711,0.119373366726406,295
-45.5,0.453385191610169,0.112438888007683,295
-45,0.523722617077967,0.111335036334526,295
-44.5,0.60454249281695,0.121066393925039,295
-44,0.630006826894915,0.123851576117383,295
-43.5,0.628579189955933,0.12454633029393,295
-43,0.629393627064407,0.129768914603006,295
-42.5,0.60651220800339,0.137812127687697,295
-42,0.512888623057626,0.136722507121304,295
-41.5,0.369490459877964,0.12322775807043,295
-41,0.23347083536949,0.0934512742777861,295
-40.5,0.173319910372881,0.0685704581686696,295
-40,0.190711773535594,0.0822899243184138,295
-39.5,0.218406383867797,0.101717082907552,295
-39,0.231546557501695,0.109807905102652,295
-38.5,0.223433507366102,0.107181886476899,295
-38,0.194239243989831,0.0912614941256339,295
-37.5,0.162638433362712,0.0667859403185869,295
-37,0.142753573050847,0.0421822513073938,295
-36.5,0.141516352657627,0.0509005920159697,295
-36,0.148218891650847,0.0579389439355567,295
-35.5,0.149397001749153,0.0545672924559249,295
-35,0.160318394298306,0.0590439791655951,295
-34.5,0.196002824562713,0.0839530372911213,295
-34,0.251704205705086,0.104043056419351,295
-33.5,0.304092437044068,0.113850062746059,295
-33,0.351568191735593,0.110394069691031,295
-32.5,0.37383912578983,0.103823255409347,295
-32,0.339345124328813,0.0949941777665399,295
-31.5,0.313022321786441,0.0936437847457679,295
-31,0.338845729450848,0.0904152579266509,295
-30.5,0.371162520352543,0.0885248272340615,295
-30,0.395772625800001,0.0867943786944293,295
-29.5,0.402338706481356,0.0918849430845671,295
-29,0.373044642654237,0.0939729209312047,295
-28.5,0.358324260742372,0.0911888037156362,295
-28,0.396327563538983,0.0886476289479551,295
-27.5,0.468588243450848,0.103548107730817,295
-27,0.529399375176271,0.111118640967465,295
-26.5,0.486358918118643,0.109302881006116,295
-26,0.340320169549151,0.0987888215408853,295
-25.5,0.264637068925424,0.0867223557212774,295
-25,0.326769599006781,0.101140564852773,295
-24.5,0.400848338877967,0.117070183841569,295
-24,0.417643068922034,0.110941733687795,295
-23.5,0.398464807515254,0.111058280522195,295
-23,0.360888519833898,0.10927339688067,295
-22.5,0.314230912135593,0.104074328815435,295
-22,0.263054153308474,0.0962835557135767,295
-21.5,0.230101338749152,0.0928142754819357,295
-21,0.220953150542373,0.0929257219956223,295
-20.5,0.217133589833898,0.0921655789844228,295
-20,0.209691423979661,0.0856203667971009,295
-19.5,0.196625937766101,0.0797886785818731,295
-19,0.186701513505085,0.0740749832856707,295
-18.5,0.197129819467797,0.0787146590834845,295
-18,0.227411889464407,0.0891752489052404,295
-17.5,0.250209556844068,0.0948318182639097,295
-17,0.249517495535593,0.0937862407412498,295
-16.5,0.222056765894915,0.0837257650502616,295
-16,0.180488239488135,0.0616250637715545,295
-15.5,0.161131487850848,0.059763626002409,295
-15,0.171777081888136,0.0770546172490855,295
-14.5,0.178762388623728,0.0849963822422446,295
-14,0.170159643569491,0.0789373203883908,295
-13.5,0.170039345572882,0.0734933217219912,295
-13,0.18871922821017,0.0805174457538982,295
-12.5,0.207293275254238,0.0899824335800637,295
-12,0.215604171522034,0.092299338329802,295
-11.5,0.223519042257627,0.0900179950758406,295
-11,0.239272475688136,0.0923409853376939,295
-10.5,0.252462151077966,0.09926655995067,295
-10,0.245994371461017,0.0978502879939643,295
-9.5,0.219629378322034,0.0868669897997102,295
-9,0.191355209444068,0.0761093864160767,295
-8.5,0.188013928789831,0.0838871543663562,295
-8,0.200416414498305,0.0926085141536876,295
-7.5,0.192640913596609,0.0833052690772876,295
-7,0.165862560616948,0.0627008496555598,295
-6.5,0.148698923701695,0.0556887411601788,295
-6,0.144285332284745,0.0565956955798629,295
-5.5,0.138686195657627,0.0538858596619359,295
-5,0.130376772922034,0.0422630870216482,295
-4.5,0.126092246698305,0.0399548937802304,295
-4,0.128281075538983,0.0463316164438465,295
-3.5,0.130381149050847,0.044676058356637,295
-3,0.134638427972881,0.0405573908835344,295
-2.5,0.155367015569492,0.055819663849733,295
-2,0.233428443416951,0.0820252843307026,295
-1.5,0.671442940674585,0.198606985613646,295
-1,2.00630428808816,0.330882613372448,295
-0.5,4.86512815813225,0.458207520359813,295
0,9.3278341303865,0.491034859674789,295
0.5,13.6292028421797,0.471500849937699,295
1,16.511131596217,0.356643089049853,295
1.5,17.7230530036915,0.25518855104857,295
2,17.3143429493559,0.345083870738099,295
