sample,taps_from_fp,excess_path_m,reflector_off_m,real,imag,amplitude,amplitude_norm
700,-50,-15.014,NaN,51,126,135.93,0.12983
701,-49,-14.71372,NaN,60,177,186.89,0.1785
702,-48,-14.41344,NaN,83,118,144.27,0.13779
703,-47,-14.11316,NaN,175,95,199.12,0.19018
704,-46,-13.81288,NaN,132,108,170.55,0.1629
705,-45,-13.5126,NaN,88,43,97.94,0.09355
706,-44,-13.21232,NaN,5,80,80.16,0.07656
707,-43,-12.91204,NaN,41,38,55.9,0.05339
708,-42,-12.61176,NaN,54,60,80.72,0.0771
709,-41,-12.31148,NaN,75,86,114.11,0.10899
710,-40,-12.0112,NaN,97,37,103.82,0.09916
711,-39,-11.71092,NaN,87,82,119.55,0.11419
712,-38,-11.41064,NaN,119,96,152.9,0.14603
713,-37,-11.11036,NaN,67,81,105.12,0.1004
714,-36,-10.81008,NaN,75,60,96.05,0.09174
715,-35,-10.5098,NaN,111,5,111.11,0.10612
716,-34,-10.20952,NaN,136,-30,139.27,0.13302
717,-33,-9.90924,NaN,88,68,111.21,0.10622
718,-32,-9.60896,NaN,151,-109,186.23,0.17787
719,-31,-9.30868,NaN,81,-280,291.48,0.2784
720,-30,-9.0084,NaN,-125,-296,321.31,0.30689
721,-29,-8.70812,NaN,-328,-160,364.94,0.34856
722,-28,-8.40784,NaN,-296,195,354.46,0.33855
723,-27,-8.10756,NaN,159,490,515.15,0.49203
724,-26,-7.80728,NaN,468,496,681.94,0.65133
725,-25,-7.507,NaN,590,409,717.9,0.68567
726,-24,-7.20672,NaN,399,111,414.15,0.39556
727,-23,-6.90644,NaN,148,-115,187.43,0.17901
728,-22,-6.60616,NaN,93,-38,100.46,0.09595
729,-21,-6.30588,NaN,102,76,127.2,0.12149
730,-20,-6.0056,NaN,12,185,185.39,0.17707
731,-19,-5.70532,NaN,6,49,49.37,0.04715
732,-18,-5.40504,NaN,51,-23,55.95,0.05343
733,-17,-5.10476,NaN,-10,72,72.69,0.06943
734,-16,-4.80448,NaN,80,141,162.11,0.15484
735,-15,-4.5042,NaN,94,177,200.41,0.19142
736,-14,-4.20392,NaN,15,112,113,0.10793
737,-13,-3.90364,NaN,112,-19,113.6,0.1085
738,-12,-3.60336,NaN,167,-66,179.57,0.17151
739,-11,-3.30308,NaN,211,24,212.36,0.20283
