sample,taps_from_fp,excess_path_m,reflector_off_m,real,imag,amplitude,amplitude_norm
697,-50.9062,-15.286113736,NaN,36,78,85.91,0.07991
698,-49.9062,-14.985833736,NaN,138,76,157.54,0.14655
699,-48.9062,-14.685553736,NaN,164,184,246.48,0.22928
700,-47.9062,-14.385273736,NaN,114,166,201.38,0.18733
701,-46.9062,-14.084993736,NaN,-2,93,93.02,0.08653
702,-45.9062,-13.784713736,NaN,57,104,118.6,0.11032
703,-44.9062,-13.484433736,NaN,122,150,193.35,0.17986
704,-43.9062,-13.184153736,NaN,68,172,184.95,0.17205
705,-42.9062,-12.883873736,NaN,50,147,155.27,0.14444
706,-41.9062,-12.583593736,NaN,113,43,120.9,0.11247
707,-40.9062,-12.283313736,NaN,108,71,129.25,0.12023
708,-39.9062,-11.983033736,NaN,109,49,119.51,0.11117
709,-38.9062,-11.682753736,NaN,110,93,144.05,0.134
710,-37.9062,-11.382473736,NaN,92,79,121.26,0.1128
711,-36.9062,-11.082193736,NaN,129,76,149.72,0.13928
712,-35.9062,-10.781913736,NaN,107,131,169.14,0.15734
713,-34.9062,-10.481633736,NaN,50,106,117.2,0.10902
714,-33.9062,-10.181353736,NaN,52,43,67.48,0.06277
715,-32.9062,-9.881073736,NaN,25,-39,46.32,0.04309
716,-31.9062,-9.580793736,NaN,-31,44,53.82,0.05007
717,-30.9062,-9.280513736,NaN,-193,285,344.2,0.32019
718,-29.9062,-8.980233736,NaN,-140,509,527.9,0.49107
719,-28.9062,-8.679953736,NaN,68,544,548.23,0.50998
720,-27.9062,-8.379673736,NaN,451,345,567.83,0.52821
721,-26.9062,-8.079393736,NaN,509,-162,534.16,0.49689
722,-25.9062,-7.779113736,NaN,311,-310,439.11,0.40848
723,-24.9062,-7.478833736,NaN,74,-329,337.22,0.31369
724,-23.9062,-7.178553736,NaN,-67,-76,101.32,0.09425
725,-22.9062,-6.878273736,NaN,-39,172,176.37,0.16406
726,-21.9062,-6.577993736,NaN,69,189,201.2,0.18716
727,-20.9062,-6.277713736,NaN,83,142,164.48,0.153
728,-19.9062,-5.977433736,NaN,173,49,179.81,0.16726
729,-18.9062,-5.677153736,NaN,248,97,266.29,0.24772
730,-17.9062,-5.376873736,NaN,141,231,270.63,0.25175
731,-16.9062,-5.076593736,NaN,47,159,165.8,0.15423
732,-15.9062,-4.776313736,NaN,35,61,70.33,0.06542
733,-14.9062,-4.476033736,NaN,104,52,116.28,0.10816
734,-13.9062,-4.175753736,NaN,68,39,78.39,0.07292
735,-12.9062,-3.875473736,NaN,29,15,32.65,0.03037
736,-11.9062,-3.575193736,NaN,68,70,97.59,0.09078
737,-10.9062,-3.274913736,NaN,64,133,147.6,0.1373
738,-9.90620000000001,-2.974633736,NaN,-17,136,137.06,0.1275
739,-8.90620000000001,-2.674353736,NaN,-68,75,101.24,0.09417
740,-7.90620000000001,-2.374073736,NaN,13,14,19.1,0.01777
741,-6.90620000000001,-2.073793736,NaN,110,50,120.83,0.1124
742,-5.90620000000001,-1.773513736,NaN,159,90,182.7,0.16996
743,-4.90620000000001,-1.473233736,NaN,77,159,176.66,0.16434
744,-3.90620000000001,-1.172953736,NaN,77,46,89.69,0.08344
745,-2.90620000000001,-0.872673736000004,NaN,179,-176,251.03,0.23352
746,-1.90620000000001,-0.572393736000004,NaN,674,-897,1122,1.04372
747,-0.906200000000013,-0.272113736000004,NaN,1550,-3576,3897.47,3.62555
748,0.0937999999999874,0.0281662639999962,0.100282236746734,222,-8218,8221,7.64744
749,1.09379999999999,0.328446263999996,0.376729915833462,-7220,-10580,12808.78,11.91514
750,2.09379999999999,0.628726263999996,0.564693165498616,-15294,-6560,16641.52,15.48048
751,3.09379999999999,0.929006263999996,0.735469477298553,-16407,1291,16457.71,15.3095
752,4.09379999999999,1.229286264,0.898908433665391,-5771,10656,12118.37,11.2729
753,5.09379999999999,1.529566264,1.05841458389032,9296,13027,16003.7,14.88716
754,6.09379999999999,1.829846264,1.21553713635935,15400,7533,17143.69,15.94762
755,7.09379999999999,2.130126264,1.3710957907986,13266,-1618,13364.31,12.43191
756,8.09379999999999,2.430406264,1.5255690231591,4922,-7923,9327.38,8.67663
757,9.09379999999999,2.730686264,1.67925640105958,-1421,-5970,6136.79,5.70864
758,10.0938,3.030966264,1.83235567392811,-2093,-865,2264.7,2.1067
759,11.0938,3.331246264,1.98500292449494,-242,1966,1980.84,1.84264
760,12.0938,3.631526264,2.13729500629427,320,2088,2112.38,1.965
761,13.0938,3.931806264,2.2893028014676,-951,797,1240.81,1.15424
762,14.0938,4.232086264,2.44107941879906,-1576,-27,1576.23,1.46626
763,15.0938,4.532366264,2.59266545858916,-582,872,1048.38,0.97524
764,16.0938,4.832646264,2.74409250402356,854,2371,2520.11,2.34429
765,17.0938,5.132926264,2.89538550115787,1230,2123,2453.57,2.2824
766,18.0938,5.433206264,3.04656442065357,301,269,403.69,0.37552
767,19.0938,5.733486264,3.19764544270767,-527,-1489,1579.51,1.46931
768,20.0938,6.033766264,3.34864181789365,-680,-1939,2054.78,1.91142
769,21.0938,6.334046264,3.49956450305221,-210,-1319,1335.61,1.24243
770,22.0938,6.634326264,3.65042263809275,125,-529,543.57,0.50564
771,23.0938,6.934606264,3.80122390837175,2,-122,122.02,0.1135
772,24.0938,7.234886264,3.95197482350963,-36,-17,39.81,0.03703
773,25.0938,7.535166264,4.10268093433195,397,270,480.11,0.44662
774,26.0938,7.835446264,4.25334700340895,1096,714,1308.06,1.2168
775,27.0938,8.135726264,4.40397714039081,1438,643,1575.21,1.46531
776,28.0938,8.436006264,4.55457491034693,1377,212,1393.22,1.29602
777,29.0938,8.736286264,4.70514342119757,805,1,805,0.74884
778,30.0938,9.036566264,4.85568539480429,-28,153,155.54,0.14469
779,31.0938,9.336846264,5.006203225179,-636,196,665.52,0.61908
780,32.0938,9.637126264,5.15669902645768,-968,-274,1006.03,0.93584
781,33.0938,9.937406264,5.30717467268099,-515,-477,701.96,0.65299
782,34.0938,10.237686264,5.4576318309706,165,72,180.02,0.16747
783,35.0938,10.537966264,5.60807198934719,203,921,943.11,0.87731
784,36.0938,10.838246264,5.7584964801741,-635,975,1163.55,1.08237
785,37.0938,11.138526264,5.90890650000949,-1185,496,1284.62,1.19499
786,38.0938,11.438806264,6.05930312649329,-1023,38,1023.71,0.95228
787,39.0938,11.739086264,6.20968733277355,-1204,-323,1246.57,1.1596
788,40.0938,12.039366264,6.36005999988092,-991,-499,1109.54,1.03213
789,41.0938,12.339646264,6.51042192738399,150,-670,686.59,0.63868
790,42.0938,12.639926264,6.66077384259811,1201,-291,1235.75,1.14954
791,43.0938,12.940206264,6.81111640857181,1390,67,1391.61,1.29452
792,44.0938,13.240486264,6.96145023103614,1098,526,1217.49,1.13255
793,45.0938,13.540766264,7.11177586447085,421,1186,1258.51,1.1707
794,46.0938,13.841046264,7.26209381741568,-611,1881,1977.75,1.83976
795,47.0938,14.141326264,7.41240455713421,-1209,1796,2165.02,2.01397
796,48.0938,14.441606264,7.56270851372053,-976,1010,1404.52,1.30653
797,49.0938,14.741886264,7.71300608372494,-407,367,548.03,0.5098
798,50.0938,15.042166264,7.86329763336317,9,164,164.25,0.15279
799,51.0938,15.342446264,8.01358350136391,298,352,461.2,0.42903
800,52.0938,15.642726264,8.1638640015013,641,1190,1351.66,1.25736
801,53.0938,15.943006264,8.31413942485245,443,2030,2077.77,1.93281
802,54.0938,16.243286264,8.46441004181406,-33,1983,1983.27,1.84491
803,55.0938,16.543566264,8.61467610390778,-478,1142,1238,1.15163
804,56.0938,16.843846264,8.76493784539951,-403,567,695.63,0.6471
805,57.0938,17.144126264,8.91519548475487,208,708,737.92,0.68644
806,58.0938,17.444406264,9.06544922594962,1034,907,1375.43,1.27947
807,59.0938,17.744686264,9.21569925965184,1590,636,1712.48,1.59301
808,60.0938,18.044966264,9.36594576429014,1513,137,1519.19,1.4132
809,61.0938,18.345246264,9.51618890702058,865,14,865.11,0.80476
810,62.0938,18.645526264,9.66642884460329,122,304,327.57,0.30471
811,63.0938,18.945806264,9.81666572419859,-208,582,618.05,0.57493
812,64.0938,19.246086264,9.96689968409095,-160,323,360.46,0.33531
813,65.0938,19.546366264,10.1171308543484,225,-166,279.61,0.2601
814,66.0938,19.846646264,10.2673593574242,566,-344,662.34,0.61613
815,67.0938,20.146926264,10.4175853087058,753,45,754.34,0.70171
816,68.0938,20.447206264,10.5678088170178,919,711,1161.93,1.08087
817,69.0938,20.747486264,10.718029985082,555,919,1073.59,0.99868
818,70.0938,21.047766264,10.8682489099392,157,1122,1132.93,1.05389
819,71.0938,21.348046264,11.0184656833368,234,626,668.31,0.62168
820,72.0938,21.648326264,11.1686803920852,242,-145,282.12,0.26243
821,73.0938,21.948606264,11.3188931183851,19,-406,406.44,0.37809
822,74.0938,22.248886264,11.4691039401298,-179,-332,377.18,0.35087
823,75.0938,22.549166264,11.619312931184,-131,-374,396.28,0.36863
824,76.0938,22.849446264,11.7695201616402,16,-721,721.18,0.67086
825,77.0938,23.149726264,11.9197256980575,9,-740,740.05,0.68842
826,78.0938,23.450006264,12.0699296036808,-278,-378,469.22,0.43648
827,79.0938,23.750286264,12.2201319386448,-582,12,582.12,0.54151
828,80.0938,24.050566264,12.3703327601631,-602,139,617.84,0.57473
829,81.0938,24.350846264,12.5205321227031,-287,180,338.78,0.31514
830,82.0938,24.651126264,12.6707300781493,-8,3,8.54,0.00795
831,83.0938,24.951406264,12.8209266759542,185,-168,249.9,0.23246
832,84.0938,25.251686264,12.9711219632795,297,-220,369.61,0.34382
833,85.0938,25.551966264,13.121315985127,290,-145,324.23,0.30161
834,86.0938,25.852246264,13.271508784461,63,-347,352.67,0.32807
835,87.0938,26.152526264,13.4217004023224,-11,-555,555.11,0.51638
836,88.0938,26.452806264,13.5718908779352,0,-426,426,0.39628
837,89.0938,26.753086264,13.7220802488054,75,-61,96.67,0.08993
838,90.0938,27.053366264,13.8722685508151,151,306,341.23,0.31742
839,91.0938,27.353646264,14.0224558183084,314,312,442.65,0.41177
840,92.0938,27.653926264,14.1726420841735,307,-75,316.03,0.29398
841,93.0938,27.954206264,14.3228273799192,124,-293,318.16,0.29596
842,94.0938,28.254486264,14.473011735746,55,-162,171.08,0.15915
843,95.0938,28.554766264,14.6231951806135,2,128,128.02,0.11908
844,96.0938,28.855046264,14.7733777423037,363,185,407.42,0.379
845,97.0938,29.155326264,14.9235594474801,594,351,689.95,0.64182
846,98.0938,29.455606264,15.0737403217433,587,337,676.86,0.62964
