sample,real,imag,amplitude,amplitude_norm
702,75,57,94.2,0.1084
703,74,40,84.12,0.0968
704,90,64,110.44,0.12708
705,61,48,77.62,0.08932
706,-15,-37,39.92,0.04594
707,46,-41,61.62,0.07091
708,58,13,59.44,0.0684
709,90,-4,90.09,0.10367
710,42,-46,62.29,0.07168
711,56,-78,96.02,0.1105
712,95,58,111.31,0.12809
713,41,28,49.65,0.05713
714,36,9,37.11,0.0427
715,107,-4,107.07,0.12322
716,87,40,95.75,0.11019
717,21,81,83.68,0.09629
718,35,59,68.6,0.07894
719,20,-35,40.31,0.04639
720,130,-40,136.01,0.15652
721,7,-237,237.1,0.27285
722,-50,-407,410.06,0.47188
723,-32,-457,458.12,0.52718
724,-42,-531,532.66,0.61296
725,-89,-504,511.8,0.58895
726,-172,-340,381.03,0.43847
727,-144,-118,186.17,0.21424
728,32,-88,93.64,0.10775
729,124,-30,127.58,0.14681
730,148,169,224.64,0.25851
731,182,309,358.62,0.41268
732,162,169,234.1,0.2694
733,112,40,118.93,0.13686
734,107,89,139.18,0.16016
735,129,131,183.85,0.21157
736,116,99,152.5,0.17549
737,82,43,92.59,0.10655
738,74,159,175.38,0.20181
739,30,210,212.13,0.24411
740,-4,207,207.04,0.23825
741,63,109,125.9,0.14488
742,153,130,200.77,0.23104
743,153,112,189.61,0.2182
744,78,100,126.82,0.14594
745,59,98,114.39,0.13163
746,70,168,182,0.20944
747,0,230,230,0.26467
748,59,302,307.71,0.3541
749,43,290,293.17,0.33737
750,86,174,194.09,0.22335
751,339,144,368.32,0.42384
752,1987,-801,2142.37,2.46533
753,8801,-3412,9439.25,10.86219
754,15151,-4661,15851.74,18.24136
755,16367,-4138,16881.99,19.42692
756,16419,-4156,16936.82,19.49001
757,15625,-5534,16576.06,19.07487
758,12577,-8244,15038.1,17.30506
759,6407,-8686,10793.34,12.42042
760,2082,-4647,5092.09,5.85971
761,359,-453,578.01,0.66514
762,-2957,2077,3613.55,4.15829
763,-5222,2616,5840.61,6.72107
764,-2815,1511,3194.89,3.67652
765,-643,585,869.3,1.00034
766,-498,204,538.16,0.61929
767,-1282,204,1298.13,1.49382
768,-1746,630,1856.18,2.136
769,-1627,1335,2104.6,2.42187
770,-2348,1741,2923.04,3.36369
771,-3501,1199,3700.62,4.25848
772,-3184,736,3267.96,3.7606
773,-1882,1115,2187.5,2.51726
774,-1128,1624,1977.31,2.27539
775,-1185,983,1539.65,1.77175
776,-1624,-148,1630.73,1.87656
777,-2358,-677,2453.26,2.82309
778,-3306,-116,3308.03,3.80671
779,-3942,646,3994.58,4.59676
780,-3746,652,3802.32,4.37551
781,-3199,40,3199.25,3.68153
782,-3399,17,3399.04,3.91144
783,-4146,834,4229.05,4.86657
784,-4233,1317,4433.15,5.10143
785,-3091,786,3189.37,3.67016
786,-1314,50,1314.95,1.51318
787,-968,163,981.63,1.12961
788,-946,284,987.71,1.13661
789,-944,317,995.8,1.14592
790,-1123,400,1192.11,1.37182
791,-1747,766,1907.55,2.19511
792,-1782,921,2005.93,2.30832
793,-1528,717,1687.86,1.9423
794,-1607,946,1864.77,2.14588
795,-1518,1140,1898.4,2.18458
796,-1333,999,1665.8,1.91692
797,-1080,708,1291.38,1.48605
798,-1020,489,1131.16,1.30168
799,-1181,603,1326.04,1.52593
800,-1298,907,1583.49,1.8222
801,-1481,847,1706.1,1.96329
802,-1827,567,1912.96,2.20134
803,-1960,458,2012.8,2.31623
804,-1786,546,1867.6,2.14913
805,-1489,801,1690.78,1.94566
806,-1249,875,1525,1.75489
807,-1106,758,1340.82,1.54295
808,-1024,781,1287.84,1.48198
809,-1064,998,1458.8,1.67871
810,-1275,1242,1779.94,2.04826
811,-1384,1251,1865.6,2.14683
812,-1411,991,1724.24,1.98417
813,-1308,747,1506.28,1.73335
814,-1084,763,1325.6,1.52544
815,-1102,936,1445.86,1.66382
816,-1148,989,1515.26,1.74369
817,-1152,905,1464.97,1.68581
818,-850,735,1123.71,1.29311
819,-746,731,1044.45,1.2019
820,-708,775,1049.71,1.20795
821,-708,669,974.08,1.12092
822,-815,578,999.15,1.14977
823,-1074,629,1244.64,1.43226
824,-1077,752,1313.56,1.51157
825,-936,747,1197.54,1.37807
826,-976,678,1188.39,1.36753
827,-912,606,1094.98,1.26005
828,-839,608,1036.14,1.19234
829,-690,611,921.64,1.06058
830,-655,644,918.56,1.05704
831,-781,604,987.31,1.13614
832,-761,546,936.61,1.0778
833,-759,595,964.42,1.1098
834,-829,707,1089.54,1.25378
835,-869,655,1088.2,1.25225
836,-744,552,926.41,1.06607
837,-653,472,805.73,0.92719
838,-670,599,898.72,1.0342
839,-730,655,980.78,1.12863
840,-723,576,924.39,1.06375
841,-759,603,969.38,1.11551
842,-706,599,925.87,1.06544
843,-690,577,899.46,1.03505
844,-695,590,911.66,1.04909
845,-707,511,872.34,1.00384
846,-713,493,866.84,0.99752
847,-674,520,851.28,0.97961
848,-738,618,962.58,1.10769
849,-503,463,683.65,0.78671
850,-380,382,538.82,0.62004
851,-427,367,563.04,0.64792
