sample,taps_from_fp,excess_path_m,reflector_off_m,amplitude,amplitude_norm
726,-20.2812,-6.090038736,NaN,416.78,0.47361
727,-19.2812,-5.789758736,NaN,238.4,0.27091
728,-18.2812,-5.489478736,NaN,166.51,0.18921
729,-17.2812,-5.189198736,NaN,84.77,0.09633
730,-16.2812,-4.888918736,NaN,248.2,0.28204
731,-15.2812,-4.588638736,NaN,221.33,0.25151
732,-14.2812,-4.288358736,NaN,146.58,0.16657
733,-13.2812,-3.988078736,NaN,246.61,0.28024
734,-12.2812,-3.687798736,NaN,226.31,0.25717
735,-11.2812,-3.387518736,NaN,160.29,0.18215
736,-10.2812,-3.087238736,NaN,139.09,0.15805
737,-9.28120000000001,-2.786958736,NaN,249.11,0.28308
738,-8.28120000000001,-2.486678736,NaN,273.71,0.31103
739,-7.28120000000001,-2.186398736,NaN,223.62,0.25411
740,-6.28120000000001,-1.886118736,NaN,230.67,0.26213
741,-5.28120000000001,-1.585838736,NaN,264.2,0.30023
742,-4.28120000000001,-1.285558736,NaN,135.2,0.15364
743,-3.28120000000001,-0.985278736000004,NaN,101.24,0.11505
744,-2.28120000000001,-0.684998736000004,NaN,85.87,0.09758
745,-1.28120000000001,-0.384718736000004,NaN,224.08,0.25463
746,-0.281200000000013,-0.0844387360000038,NaN,5510.41,6.26183
747,0.718799999999987,0.215841263999996,0.209816711468077,15053.51,17.10626
748,1.71879999999999,0.516121263999996,0.379491079458052,16712.27,18.99122
749,2.71879999999999,0.816401263999996,0.537668992564382,16425.9,18.6658
750,3.71879999999999,1.116681264,0.692276282232865,10473.41,11.9016
751,4.71879999999999,1.416961264,0.845274508972746,16108.75,18.30539
752,5.71879999999999,1.717241264,0.997404421133211,15119.04,17.18073
753,6.71879999999999,2.017521264,1.14901096699424,3283.59,3.73135
754,7.71879999999999,2.317801264,1.30027722599836,6489.31,7.37422
755,8.71879999999999,2.618081264,1.45130960371209,9422.17,10.70702
756,9.71879999999999,2.918361264,1.60217424345915,9002.4,10.23
757,10.7188,3.218641264,1.7529144548953,14276.85,16.2237
758,11.7188,3.518921264,1.90355979815656,13869.24,15.7605
759,12.7188,3.819201264,2.05413114560263,4798.85,5.45324
760,13.7188,4.119481264,2.20464365844273,507.47,0.57667
761,14.7188,4.419761264,2.35510861687709,3054.54,3.47107
762,15.7188,4.720041264,2.50553458827965,6134.89,6.97147
763,16.7188,5.020321264,2.65592819707963,4949.62,5.62457
764,17.7188,5.320601264,2.80629464636549,3417.02,3.88297
765,18.7188,5.620881264,2.95663807991383,5746.93,6.5306
766,19.7188,5.921161264,3.10696183886663,4443.76,5.04973
767,20.7188,6.221441264,3.25726864718747,1948.74,2.21447
768,21.7188,6.521721264,3.40756074794382,806.85,0.91687
769,22.7188,6.822001264,3.5578400049896,306.41,0.3482
770,23.7188,7.122281264,3.70810797988426,581.75,0.66108
771,24.7188,7.422561264,3.85836599081247,949.57,1.07906
772,25.7188,7.722841264,4.00861515823548,3786.3,4.30262
773,26.7188,8.023121264,4.15885644063512,5013.64,5.69731
774,27.7188,8.323401264,4.30909066277204,1604.04,1.82278
775,28.7188,8.623681264,4.45931853822601,1446.05,1.64324
776,29.7188,8.923961264,4.60954068752442,1486.19,1.68886
777,30.7188,9.224241264,4.75975765283486,1726.32,1.96172
778,31.7188,9.524521264,4.90996990995841,3705.63,4.21094
779,32.7188,9.824801264,5.06017787818511,2497.83,2.83844
780,33.7188,10.125081264,5.21038192844353,1312.03,1.49095
781,34.7188,10.425361264,5.36058239007926,975.2,1.10818
782,35.7188,10.725641264,5.51077955652418,866.44,0.98459
783,36.7188,11.025921264,5.66097369006267,1239.33,1.40833
784,37.7188,11.326201264,5.81116502585831,1195.01,1.35797
785,38.7188,11.626481264,5.96135377537147,2575.26,2.92643
786,39.7188,11.926761264,6.11154012927287,3636.08,4.13191
787,40.7188,12.227041264,6.26172425993749,2738.39,3.11181
788,41.7188,12.527321264,6.41190632358791,1588.72,1.80537
789,42.7188,12.827601264,6.56208646214324,753.56,0.85632
790,43.7188,13.127881264,6.71226480481965,1159.04,1.31709
791,44.7188,13.428161264,6.86244146952071,1613.26,1.83325
792,45.7188,13.728441264,7.012616564049,763.39,0.86749
793,46.7188,14.028721264,7.16279018716529,743.91,0.84535
794,47.7188,14.329001264,7.31296242951708,1193.25,1.35597
795,48.7188,14.629281264,7.46313337445508,1531.33,1.74015
796,49.7188,14.929561264,7.61330309875302,1250.63,1.42117
797,50.7188,15.229841264,7.76347167324382,1120.78,1.27362
798,51.7188,15.530121264,7.91363916338344,1106.5,1.25739
799,52.7188,15.830401264,8.06380562975157,1012.39,1.15045
800,53.7188,16.130681264,8.21397112849748,1061.75,1.20654
801,54.7188,16.430961264,8.36413571173777,1499.27,1.70371
802,55.7188,16.731241264,8.51429942791208,1564.95,1.77835
803,56.7188,17.031521264,8.66446232210176,1271.86,1.4453
804,57.7188,17.331801264,8.81462443631593,1471.49,1.67214
805,58.7188,17.632081264,8.96478580974888,1600.01,1.81819
806,59.7188,17.932361264,9.11494647901193,1122.15,1.27517
807,60.7188,18.232641264,9.26510647834275,901.56,1.0245
808,61.7188,18.532921264,9.41526583979474,923,1.04886
809,62.7188,18.833201264,9.56542459340843,923.65,1.0496
810,63.7188,19.133481264,9.71558276736706,1371.51,1.55854
811,64.7188,19.433761264,9.86574038813797,1539.43,1.74935
812,65.7188,19.734041264,10.0158974806012,1120.41,1.2732
813,66.7188,20.034321264,10.1660540681668,872.89,0.99192
814,67.7188,20.334601264,10.3162101728817,212.25,0.24119
815,68.7188,20.634881264,10.4663658155276,570.01,0.64774
816,69.7188,20.935161264,10.6165210157104,889.1,1.01034
817,70.7188,21.235441264,10.7666757919424,1852.24,2.10482
818,71.7188,21.535721264,10.9168301617171,1390.37,1.57997
819,72.7188,21.836001264,11.0669841415786,628.75,0.71449
820,73.7188,22.136281264,11.2171377471853,809,0.91932
821,74.7188,22.436561264,11.367290993368,1108.62,1.25979
822,75.7188,22.736841264,11.5174438941843,1357.96,1.54313
823,76.7188,23.037121264,11.6675964629679,1177.12,1.33763
824,77.7188,23.337401264,11.8177487123748,632.68,0.71896
825,78.7188,23.637681264,11.9679006544262,761.28,0.86509
826,79.7188,23.937961264,12.1180523005469,701.7,0.79739
827,80.7188,24.238241264,12.2682036616029,928.52,1.05514
828,81.7188,24.538521264,12.4183547479344,1325.96,1.50678
829,82.7188,24.838801264,12.5685055693874,1528.24,1.73664
830,83.7188,25.139081264,12.718656135343,1372.75,1.55995
831,84.7188,25.439361264,12.8688064547446,1120.41,1.27319
832,85.7188,25.739641264,13.0189565361227,890.79,1.01227
833,86.7188,26.039921264,13.1691063876191,755.08,0.85804
834,87.7188,26.340201264,13.3192560170081,601.37,0.68337
835,88.7188,26.640481264,13.4694054317176,477.18,0.54226
836,89.7188,26.940761264,13.6195546388478,467.6,0.53136
837,90.7188,27.241041264,13.7697036451892,549.87,0.62486
838,91.7188,27.541321264,13.9198524572394,828.02,0.94093
839,92.7188,27.841601264,14.0700010812186,1025.79,1.16567
840,93.7188,28.141881264,14.2201495230841,914.49,1.03919
841,94.7188,28.442161264,14.3702977885444,843.24,0.95822
842,95.7188,28.742441264,14.520445883072,1213.3,1.37875
843,96.7188,29.042721264,14.670593811915,1534.11,1.7433
844,97.7188,29.343001264,14.8207415801092,1513.6,1.72
845,98.7188,29.643281264,14.970889192488,1309.33,1.48787
846,99.7188,29.943561264,15.1210366536931,347.76,0.39518
847,100.7188,30.243841264,15.2711839681836,1013.72,1.15195
848,101.7188,30.544121264,15.4213311402448,1352.97,1.53747
849,102.7188,30.844401264,15.5714781739969,1507.44,1.713
850,103.7188,31.144681264,15.7216250734025,974.93,1.10787
851,104.7188,31.444961264,15.8717718422744,383.11,0.43535
852,105.7188,31.745241264,16.0219184842825,810.25,0.92074
853,106.7188,32.045521264,16.1720650029602,1283.32,1.45832
854,107.7188,32.345801264,16.322211401711,1342.58,1.52566
855,108.7188,32.646081264,16.4723576838145,1058.56,1.20291
856,109.7188,32.946361264,16.6225038524315,536.27,0.6094
857,110.7188,33.246641264,16.7726499106097,627.97,0.7136
858,111.7188,33.546921264,16.9227958612888,519.55,0.5904
859,112.7188,33.847201264,17.0729417073049,559.75,0.63608
860,113.7188,34.147481264,17.2230874513952,1012.62,1.1507
861,114.7188,34.447761264,17.3732330962025,1425.71,1.62012
862,115.7188,34.748041264,17.5233786442787,1243.9,1.41353
863,116.7188,35.048321264,17.6735240980892,852.06,0.96825
864,117.7188,35.348601264,17.8236694600162,658.39,0.74817
865,118.7188,35.648881264,17.9738147323625,592.65,0.67347
866,119.7188,35.949161264,18.1239599173544,660.16,0.75018
867,120.7188,36.249441264,18.2741050171451,529.96,0.60223
868,121.7188,36.549721264,18.4242500338175,347.79,0.39522
869,122.7188,36.850001264,18.5743949693873,304,0.34546
870,123.7188,37.150281264,18.7245398258055,558.13,0.63424
871,124.7188,37.450561264,18.8746846049611,787.6,0.89501
872,125.7188,37.750841264,19.0248293086832,703.82,0.7998
873,126.7188,38.051121264,19.1749739387439,579.43,0.65844
874,127.7188,38.351401264,19.3251184968601,702.03,0.79776
875,128.7188,38.651681264,19.4752629846958,958.1,1.08875
