sample,real,imag,amplitude,amplitude_norm
729,171,-155,230.79,0.23431
730,261,-231,348.54,0.35385
731,74,-175,190,0.1929
732,49,115,125,0.12691
733,-107,240,262.77,0.26677
734,-379,74,386.16,0.39204
735,-387,-110,402.33,0.40846
736,12,-89,89.81,0.09117
737,266,88,280.18,0.28445
738,337,163,374.35,0.38005
739,115,-25,117.69,0.11948
740,4,-111,111.07,0.11276
741,29,-7,29.83,0.03029
742,42,-17,45.31,0.046
743,6,-56,56.32,0.05718
744,38,-93,100.46,0.10199
745,6,-13,14.32,0.01454
746,-14,79,80.23,0.08145
747,14,123,123.79,0.12568
748,46,118,126.65,0.12858
749,1365,1573,2082.68,2.1144
750,8726,10552,13692.62,13.90113
751,11923,14457,18739.34,19.02471
752,12006,14651,18941.91,19.23036
753,12128,14477,18885.76,19.17336
754,7328,5479,9149.81,9.28915
755,-8236,-14075,16307.58,16.55592
756,-3903,-11379,12029.76,12.21295
757,8766,2870,9223.86,9.36433
758,3966,2150,4511.28,4.57998
759,-8825,-4482,9897.93,10.04866
760,-9749,-4039,10552.56,10.71326
761,1876,4482,4858.78,4.93277
762,5169,5086,7251.62,7.36205
763,-616,268,671.77,0.682
764,-8154,-1722,8333.85,8.46076
765,-10357,-6531,12244.24,12.4307
766,-3871,-14603,15107.36,15.33742
767,431,-16411,16416.66,16.66666
768,-615,-9560,9579.76,9.72565
769,-888,280,931.1,0.94528
770,767,3089,3182.8,3.23127
771,1317,1570,2049.24,2.08045
772,-348,-17,348.41,0.35372
773,-2109,-1034,2348.84,2.38461
774,-2278,-1726,2858.03,2.90156
775,-1228,-1786,2167.44,2.20044
776,-355,-1525,1565.77,1.58962
777,68,-1638,1639.41,1.66438
778,-104,-2168,2170.49,2.20355
779,-767,-2747,2852.07,2.8955
780,-1508,-2438,2866.69,2.91034
781,-1623,-1203,2020.23,2.051
782,-922,-203,944.08,0.95846
783,-164,-252,300.67,0.30524
784,-15,-702,702.16,0.71285
785,-64,-1184,1185.73,1.20379
786,-295,-1743,1767.79,1.79471
787,-447,-424,616.1,0.62549
788,56,-329,333.73,0.33881
789,571,-968,1123.86,1.14098
790,-234,-1048,1073.81,1.09016
791,-1069,-968,1442.15,1.46411
792,-1614,-865,1831.18,1.85907
793,-1871,-1308,2282.87,2.31764
794,-2113,-1672,2694.5,2.73554
795,-1471,-1001,1779.28,1.80638
796,-1591,-1201,1993.41,2.02377
797,-1020,-1319,1667.38,1.69277
798,-1446,-1311,1951.83,1.98155
799,-1762,-1337,2211.83,2.24552
800,-547,-2058,2129.45,2.16188
801,529,-1222,1331.59,1.35187
802,155,-793,808.01,0.82031
803,-870,-758,1153.89,1.17146
804,-1193,-887,1486.61,1.50925
805,-1171,-1147,1639.16,1.66412
806,-921,-1293,1587.48,1.61165
807,-831,-1015,1311.79,1.33176
808,-1002,-610,1173.07,1.19094
809,-1042,-417,1122.34,1.13943
810,-877,-510,1014.51,1.02996
811,-809,-628,1024.14,1.03974
812,-887,-853,1230.6,1.24934
813,-875,-753,1154.4,1.17198
814,-1055,310,1099.6,1.11635
815,-993,988,1400.78,1.42211
816,-1214,983,1562.08,1.58587
817,-1334,846,1579.64,1.6037
818,-982,107,987.81,1.00286
819,582,-1008,1163.95,1.18168
820,392,-740,837.42,0.85017
821,-453,377,589.35,0.59833
822,-663,33,663.82,0.67393
823,-519,-914,1051.07,1.06708
824,-1000,-838,1304.7,1.32457
825,-1683,-141,1688.9,1.71462
826,-1655,-313,1684.34,1.70999
827,-911,-691,1143.42,1.16083
828,-1209,-1323,1792.21,1.8195
829,-430,-1293,1362.63,1.38338
830,273,-631,687.52,0.69799
831,310,-440,538.24,0.54643
832,-223,-1212,1232.34,1.25111
833,-679,-968,1182.4,1.2004
834,-815,-780,1128.11,1.14529
835,-720,-517,886.39,0.89989
836,-630,-590,863.13,0.87628
837,-719,-826,1095.1,1.11177
838,-650,-832,1055.8,1.07188
839,-568,-725,921,0.93503
840,-436,-608,748.17,0.75956
841,-353,-583,681.54,0.69192
842,-287,-688,745.46,0.75681
843,-397,-814,905.65,0.91944
844,-597,-945,1117.78,1.1348
845,-829,-759,1123.98,1.14109
846,-1306,358,1354.18,1.3748
847,-1300,1088,1695.21,1.72103
848,-1272,1020,1630.46,1.65528
849,-1241,915,1541.85,1.56533
850,-726,155,742.36,0.75367
851,1037,-1028,1460.19,1.48243
852,705,-687,984.37,0.99937
853,-824,25,824.38,0.83693
854,-600,-189,629.06,0.63864
855,197,-1175,1191.4,1.20954
856,-119,-1484,1488.76,1.51144
857,-1003,-573,1155.14,1.17273
858,-1156,-239,1180.45,1.19842
859,-501,-433,662.19,0.67227
860,-680,-1287,1455.6,1.47777
861,19,-1535,1535.12,1.55849
862,921,-801,1220.59,1.23918
863,1032,-498,1145.87,1.16332
864,341,-943,1002.76,1.01803
865,-355,-728,809.94,0.82228
866,-640,-491,806.65,0.81893
867,-617,-352,710.35,0.72116
868,-397,-436,589.67,0.59864
869,-364,-679,770.41,0.78215
870,-357,-727,809.92,0.82226
871,-247,-588,637.77,0.64748
872,-195,-412,455.82,0.46276
873,-189,-337,386.38,0.39226
874,-146,-362,390.33,0.39628
875,-146,-481,502.67,0.51032
876,-220,-594,633.43,0.64308
877,-249,-611,659.79,0.66984
878,470,-859,979.17,0.99408
879,958,-1006,1389.17,1.41033
880,953,-1126,1475.16,1.49762
881,987,-1214,1564.6,1.58842
882,209,-802,828.79,0.84141
883,-1204,590,1340.79,1.36121
884,-1143,402,1211.63,1.23008
885,-260,-797,838.34,0.8511
886,-86,-391,400.35,0.40644
887,-383,763,853.73,0.86673
888,-551,548,777.11,0.78895
889,75,-511,516.47,0.52434
890,94,-759,764.8,0.77645
