sample,real,imag,amplitude,amplitude_norm
729,-273,186,330.34,0.38146
730,-105,225,248.29,0.28671
731,75,68,101.24,0.1169
732,290,-125,315.79,0.36466
733,364,187,409.22,0.47255
734,406,411,577.72,0.66711
735,200,331,386.73,0.44657
736,-8,-153,153.21,0.17692
737,-57,-161,170.79,0.19722
738,-7,145,145.17,0.16763
739,17,233,233.62,0.26977
740,-6,176,176.1,0.20335
741,56,99,113.74,0.13134
742,38,89,96.77,0.11175
743,30,141,144.16,0.16646
744,107,132,169.92,0.19621
745,94,96,134.36,0.15515
746,80,52,95.41,0.11018
747,77,46,89.69,0.10357
748,-15,-384,384.29,0.44376
749,-1132,-7644,7727.36,8.92305
750,-2446,-15645,15835.05,18.28528
751,-2555,-16389,16586.96,19.15354
752,-2610,-16402,16608.36,19.17825
753,-3079,-13331,13681.95,15.79902
754,8,10134,10134,11.70208
755,1574,15389,15469.29,17.86292
756,-771,557,951.15,1.09833
757,-2070,-8087,8347.72,9.6394
758,1707,2222,2801.99,3.23555
759,5636,9469,11019.37,12.72444
760,2817,761,2917.98,3.36949
761,-489,-6325,6343.87,7.32549
762,-7,-1637,1637.02,1.89032
763,4203,3171,5265.02,6.0797
764,7598,8248,11214.24,12.94946
765,-35,12620,12620.05,14.5728
766,-7219,13040,14904.88,17.21118
767,-5636,10234,11683.29,13.4911
768,767,3210,3300.36,3.81104
769,2254,-694,2358.42,2.72335
770,-62,-766,768.51,0.88742
771,-505,339,608.23,0.70235
772,607,1825,1923.3,2.2209
773,1351,2922,3219.21,3.71733
774,706,2508,2605.48,3.00863
775,-268,1525,1548.37,1.78796
776,-806,1157,1410.07,1.62825
777,-884,1433,1683.73,1.94426
778,-562,2346,2412.38,2.78565
779,-34,2828,2828.2,3.26582
780,407,2164,2201.94,2.54266
781,517,1065,1183.86,1.36704
782,49,519,521.31,0.60197
783,-208,622,655.86,0.75734
784,-353,851,921.31,1.06387
785,-493,1192,1289.93,1.48952
786,170,945,960.17,1.10874
787,212,254,330.85,0.38204
788,-437,592,735.82,0.84968
789,-498,999,1116.25,1.28897
790,314,1010,1057.68,1.22134
791,748,1013,1259.24,1.45408
792,937,1595,1849.86,2.1361
793,785,2555,2672.87,3.08646
794,527,1781,1857.33,2.14473
795,497,1429,1512.96,1.74707
796,72,1198,1200.16,1.38587
797,254,1521,1542.06,1.78067
798,796,1751,1923.44,2.22106
799,-93,1930,1932.24,2.23122
800,-1092,1133,1573.58,1.81707
801,-748,407,851.56,0.98332
802,227,813,844.1,0.97471
803,572,1326,1444.11,1.66757
804,362,1571,1612.17,1.86163
805,120,1535,1539.68,1.77793
806,81,1275,1277.57,1.47525
807,269,1006,1041.34,1.20248
808,540,827,987.69,1.14052
809,544,805,971.58,1.12191
810,465,947,1055,1.21825
811,408,1172,1240.99,1.43301
812,356,1252,1301.63,1.50304
813,732,869,1136.22,1.31203
814,1269,-51,1270.02,1.46654
815,1417,-156,1425.56,1.64614
816,1462,-57,1463.11,1.6895
817,1195,297,1231.35,1.42189
818,-438,847,953.55,1.10109
819,-892,618,1085.17,1.25308
820,157,501,525.02,0.60626
821,822,218,850.42,0.98201
822,266,637,690.31,0.79712
823,95,1114,1118.04,1.29104
824,1008,1063,1464.93,1.69161
825,1260,1161,1713.34,1.97845
826,516,977,1104.89,1.27586
827,385,1435,1485.75,1.71565
828,-171,1446,1456.08,1.68138
829,-454,776,899.05,1.03816
830,-464,201,505.66,0.58391
831,-369,751,836.76,0.96623
832,21,1435,1435.15,1.65722
833,195,1101,1118.14,1.29115
834,257,726,770.15,0.88931
835,191,771,794.31,0.91721
836,109,979,985.05,1.13747
837,72,1090,1092.38,1.2614
838,143,941,951.8,1.09908
839,161,669,688.1,0.79457
840,24,614,614.47,0.70955
841,-23,639,639.41,0.73835
842,-72,827,830.13,0.95858
843,53,982,983.43,1.1356
844,148,1035,1045.53,1.20731
845,854,812,1178.41,1.36076
846,1478,-4,1478.01,1.7067
847,1525,-119,1529.64,1.76632
848,1508,-101,1511.38,1.74524
849,1204,120,1209.97,1.39719
850,-797,626,1013.45,1.17027
851,-1282,469,1365.1,1.57632
852,129,801,811.32,0.93686
853,871,778,1167.87,1.34858
854,-21,552,552.4,0.63787
855,-725,1126,1339.22,1.54644
856,147,1082,1091.94,1.2609
857,750,1005,1254,1.44804
858,284,600,663.82,0.76653
859,111,1055,1060.82,1.22497
860,-465,1452,1524.64,1.76056
861,-937,699,1169,1.34989
862,-939,2,939,1.0843
863,-730,337,804.03,0.92844
864,-148,881,893.34,1.03158
865,166,755,773.03,0.89265
866,241,555,605.07,0.69869
867,170,607,630.36,0.72789
868,22,683,683.35,0.78909
869,25,828,828.38,0.95656
870,27,685,685.53,0.79161
871,2,437,437,0.50462
872,48,382,385,0.44458
873,34,390,391.48,0.45205
874,-58,463,466.62,0.53882
875,-22,554,554.44,0.64023
